ID,FullDate,Date,Start(ET),Hour,Favorite,Underdog ATS,Underdog,Total,Covered O/U,O/U,Season,Week,Attendance,Home/Neutral,Home Line,Away Line,Visitor/Neutral,Home Pts,Visitor Pts,Home Covered,Capacity,New Stadium Season,Years in Stadium,Temperature.x,Dome,City Played,Weather Station,Key.x,DayAVGTemp,DayHighTemp,DayAVGHumid,DayHighHumid,DayAVGWind,DayHighWind,DayAVGCloud,DayAVGVisibility,DayAVGSunMin,DayPrecipWaterEQ,DayPrecipSnow,DayAVGWeatherLetterCode,DayAVGWeatherType,Elevation,Hour Temperature,Hour Feels Like,Hour Dew Point,Hour Relative Humidity,Hour Wet Bulb Temp,Hour Wind Direction,Hour Wind Speed,Hour Cloud Cover percent,Hour Cloud Ceiling,Cloud Cover Type,Hour Visibility,Hour Solar Irradiance Beam,Hour Solar Irradiance Diffuse,Hour Solar Irradiance Global,Hour Solar Irradiance Possible Beam,Hour Solar Irradiance Possible Global,Hour Solar Irradiance ET,Hour Probability of Precipitation,Hour Water EQ,Hour Snowfall,Hour Pressure Inches,Hour Pressure Millibars,Hour Weather Code Digit Numeric,Hour Weather Code Alpha Numeric,Hour Weather Text
TEN2019,10-Nov-19,10-Nov-19,1:00,13,KC,-3.5,TEN,67,O,47,2019,Week 10,68864,TEN,3.5,-3.5,KC,35,32,N,69143,0,20,33,0,Nashville,KBNA,KBNA4377913,53,69,47,65,8,16,16,10,612,0,0,CLR,Fair,689,66,66,35,32,51,210,12,0,200,CLR,10,459,46,505,459,505,656,0,0,0,30.09,1018.6,46,CLR,Fair
TEN2017,10-Sep-17,10-Sep-17,1:00,13,TEN,-2.5,OAK,42,U,50.5,2017,Week 1,69089,TEN,-2.5,2.5,OAK,16,26,Y,69143,0,18,61,0,Nashville,KBNA,KBNA4298813,67,80,64,90,7,12,16,10,671,0,0,CLR,Fair,600,79,79,54,42,64,100,10,20,50,SCT,10,712,79,791,791,870,1130,0,0,0,30.23,1023.3,44,PC,Partly Cloudy
TEN2016,11-Dec-16,11-Dec-16,1:00,13,TEN,-2,DEN,23,U,44,2016,Week 14,68780,TEN,-2,2,WAS,13,10,Y,69143,0,17,48,0,Nashville,KBNA,KBNA4271513,46,57,47,72,15,30,95,9.8,30,0.12,0,MC,Mostly Cloudy,600,57,52,19,23,42,180,24,100,50,BKN,10,248,38,286,382,420,545,0,0,0,30.1,1019.2,42,MC,Mostly Cloudy
TEN2015,11-Oct-15,11-Oct-15,1:00,13,BUF,-1,TEN,27,U,43,2015,Week 5,65670,TEN,1,-1,IND,13,14,N,69143,0,16,72,0,Nashville,KBNA,KBNA4228813,58,73,70,93,3,8,23,8.9,375,0,0,CLR,Fair,600,70,70,47,44,57,0,0,70,250,BKN,10,486,62,548,615,677,879,0,0,0,29.97,1014.9,52,PC,High Clouds
TEN2016,11-Sep-16,11-Sep-16,1:00,13,MIN,-2.5,TEN,41,O,40,2016,Week 1,63816,TEN,2.5,-2.5,ARI,16,25,Y,69143,0,17,77,0,Nashville,KBNA,KBNA4262413,72,83,63,90,6,12,45,10,413,0,0,CLR,Mostly Clear,600,81,81,55,41,65,60,7,25,50,SCT,10,715,78,793,781,859,1116,0,0,0,30.15,1021,45,CLR,Mostly Clear
TEN2017,12-Nov-17,12-Nov-17,1:00,13,TEN,-4.5,CIN,44,O,40.5,2017,Week 10,67432,TEN,-4.5,4.5,DEN,24,20,N,69143,0,18,38,0,Nashville,KBNA,KBNA4305113,53,57,78,83,7,14,98,9.7,0,0,0,MC,Overcast,600,55,54,48,77,51,190,6,100,40,OVC,10,226,45,270,451,496,645,0,0,0,30.28,1025.4,40,MC,Overcast
TEN2014,12-Oct-14,12-Oct-14,1:00,13,TEN,-4,JAX,30,U,42.5,2014,Week 6,69143,TEN,-4,4,SEA,16,14,N,69143,0,15,74,0,Nashville,KBNA,KBNA4192413,66,77,89,97,6,14,99,8.2,1,0.02,0,MC,Overcast,600,73,77,66,79,69,190,8,100,9,BKN,10,186,61,247,609,670,870,0,0,0,29.98,1014.8,45,CLR,Mostly Clear
TEN2016,13-Nov-16,13-Nov-16,1:00,13,GB,-3,TEN,72,O,49,2016,Week 10,69116,TEN,3,-3,SF,47,25,Y,69143,0,17,55,0,Nashville,KBNA,KBNA4268713,48,65,59,82,1,6,0,7.9,618,0,0,CLR,Fair,600,64,64,33,32,49,310,3,0,206,CLR,10,443,44,487,443,487,633,0,0,0,30.21,1023.1,46,CLR,Fair
TEN2014,14-Dec-14,14-Dec-14,4:05,16,NYJ,-3,TEN,27,U,41.5,2014,Week 15,69143,TEN,3,-3,JAX,11,16,Y,69143,0,15,49,0,Nashville,KBNA,KBNA4198716,45,52,78,97,1,5,73,8.2,10,0,0,MC,Overcast,600,51,51,41,69,46,0,0,100,20,BKN,10,10,2,12,19,21,27,0,0,0,30.14,1020.8,42,MC,Mostly Cloudy
TEN2013,14-Nov-13,14-Nov-13,8:25,20,IND,-3,TEN,57,O,42.5,2013,Week 11,69143,TEN,3,-3,TB,27,30,N,69143,0,14,44,0,Nashville,KBNA,KBNA4159220,40,59,49,81,5,10,20,10,535,0,0,CLR,Fair,600,41,36,20,43,33,170,7,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.26,1024.8,46,CLR,Fair
TEN2014,14-Sep-14,14-Sep-14,1:00,13,TEN,-3.5,DAL,36,U,49.5,2014,Week 2,69143,TEN,-3.5,3.5,DEN,10,26,Y,69143,0,15,77,0,Nashville,KBNA,KBNA4189613,66,80,68,87,3,8,34,10,316,0,0,CLR,Mostly Clear,600,77,78,57,50,65,300,7,75,150,BKN,10,595,77,672,770,847,1100,0,0,0,30.19,1022.4,45,CLR,Mostly Clear
TEN2013,15-Dec-13,15-Dec-13,4:25,16,ARI,-3,TEN,71,O,43,2013,Week 15,69143,TEN,3,-3,CAR,34,37,N,69143,0,14,37,0,Nashville,KBNA,KBNA4162316,33,36,77,86,8,14,86,9.9,0,0,0,MC,Overcast,600,34,29,25,70,31,250,5,100,21,OVC,10,10,2,12,20,22,29,0,0,0,30.22,1023.5,40,MC,Overcast
TEN2019,15-Dec-19,15-Dec-19,1:00,13,TEN,-1,HOU,45,O,36,2019,Week 15,65265,TEN,-1,1,NYJ,21,24,Y,69143,0,20,59,0,Nashville,KBNA,KBNA4381413,48,61,70,76,7,21,91,9.1,63,0,0,MC,Overcast,689,48,46,37,66,43,40,6,20,19,OVC,10,210,38,248,382,420,545,0,0,0,30.06,1018.1,44,PC,Partly Cloudy
TEN2015,15-Nov-15,15-Nov-15,1:00,13,CAR,-3.5,TEN,37,U,43,2015,Week 10,63591,TEN,3.5,-3.5,JAX,10,27,Y,69143,0,16,60,0,Nashville,KBNA,KBNA4232313,48,64,55,89,2,7,80,9.9,59,0,0,PC,Partly Cloudy,600,60,60,26,27,45,90,6,90,180,BKN,10,317,44,361,440,484,629,0,0,0,30.36,1028.2,44,PC,Partly Cloudy
TEN2019,15-Sep-19,15-Sep-19,1:00,13,TEN,-3,IND,36,U,43.5,2019,Week 2,62849,TEN,-3,3,IND,17,19,N,69143,0,20,86,0,Nashville,KBNA,KBNA4372313,81,97,58,87,2,8,13,10,647,0,0,CLR,Mostly Clear,689,95,98,64,36,74,310,5,25,70,SCT,10,669,76,745,765,841,1093,0,0,0,30.12,1019.3,44,PC,Partly Cloudy
TEN2016,16-Oct-16,16-Oct-16,1:00,13,TEN,-7.5,CLE,54,O,45,2016,Week 6,60897,TEN,-7.5,7.5,ARI,28,26,N,69143,0,17,79,0,Nashville,KBNA,KBNA4265913,72,84,66,84,9,14,31,10,322,0,0,PC,Partly Cloudy,600,82,83,60,47,68,200,14,100,43,BKN,10,290,58,348,581,639,830,0,0,0,30.06,1017.9,42,MC,Mostly Cloudy
TEN2017,16-Oct-17,16-Oct-17,8:30,20,TEN,-7,IND,58,O,46.5,2017,Week 6,63888,TEN,-7,7,IND,36,22,Y,69143,0,18,55,0,Nashville,KBNA,KBNA4302420,56,67,61,80,10,16,34,10,443,0,0,CLR,Fair,600,54,52,42,64,48,200,7,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.3,1026,46,CLR,Fair
TEN2014,17-Nov-14,17-Nov-14,8:30,20,PIT,-7,TEN,51,O,46,2014,Week 11,69143,TEN,7,-7,ATL,24,27,N,69143,0,15,25,0,Nashville,KBNA,KBNA4196020,31,40,76,97,9,16,90,8.8,18,0.38,0.2,MC,Overcast,600,25,25,14,63,22,0,0,5,45,FEW,10,0,0,0,0,0,0,0,0,0,30.23,1023.6,45,CLR,Mostly Clear
TEN2015,18-Oct-15,18-Oct-15,1:00,13,TEN,-2.5,MIA,48,O,43.5,2015,Week 6,62342,TEN,-2.5,2.5,LAR,10,38,Y,69143,0,16,60,0,Nashville,KBNA,KBNA4229513,50,63,45,70,6,13,0,10,669,0,0,CLR,Fair,600,61,59,23,23,45,200,13,0,201,CLR,10,575,58,633,575,633,821,0,0,0,30.47,1031.8,46,CLR,Fair
TEN2013,20-Oct-13,20-Oct-13,4:05,16,SF,-3.5,TEN,48,O,41,2013,Week 7,69143,TEN,3.5,-3.5,LAC,17,31,Y,69143,0,14,68,0,Nashville,KBNA,KBNA4156716,49,64,69,97,3,7,1,9,650,0,0,CLR,Fair,600,62,62,33,34,49,90,5,0,207,CLR,10,98,10,108,98,108,140,0,0,0,30.04,1017.3,46,CLR,Fair
TEN2019,20-Oct-19,20-Oct-19,1:00,13,TEN,PK,LAC,43,O,41,2019,Week 7,62431,TEN,PK,PK,LAR,23,20,PK,69143,0,20,74,0,Nashville,KBNA,KBNA4375813,66,78,70,90,2,7,46,8.4,406,0,0,CLR,Fair,689,74,76,52,46,61,370,3,35,25,CLR,10,465,56,521,564,620,806,0,0,0,29.9,1012.1,46,CLR,Fair
TEN2019,22-Dec-19,22-Dec-19,1:00,13,NO,-3,TEN,66,O,44,2019,Week 16,66756,TEN,3,-3,NO,28,38,Y,69143,0,20,26,0,Nashville,KBNA,KBNA4382113,47,51,68,76,3,9,84,10,159,0.09,0,RAIN,Light Rain,689,50,50,39,67,45,60,2,100,90,OVC,10,192,38,230,384,422,548,99,0.01,0,30.25,1024.2,18,RAIN,Light Rain
TEN2013,22-Sep-13,22-Sep-13,1:00,13,TEN,-3,LAC,37,U,43,2013,Week 3,69143,TEN,-3,3,CLE,20,17,N,69143,0,14,76,0,Nashville,KBNA,KBNA4153913,64,77,64,89,6,13,1,10,719,0,0,CLR,Fair,600,76,77,49,39,61,300,8,0,201,CLR,10,726,73,799,726,799,1038,0,0,0,29.92,1013.1,46,CLR,Fair
TEN2016,23-Oct-16,23-Oct-16,1:00,13,TEN,-4,IND,60,O,48.5,2016,Week 7,65470,TEN,-4,4,WAS,26,34,Y,69143,0,17,71,0,Nashville,KBNA,KBNA4266613,60,77,54,82,5,10,5,10,629,0,0,CLR,Fair,600,75,76,42,31,57,230,6,0,201,CLR,10,542,54,596,542,596,774,0,0,0,30.17,1021.7,46,CLR,Fair
TEN2017,24-Dec-17,24-Dec-17,1:00,13,LAR,-6,TEN,50,O,46,2017,Week 16,60097,TEN,6,-6,ATL,23,27,N,69143,0,18,47,0,Nashville,KBNA,KBNA4309313,39,43,80,89,9,22,100,8.4,0,0.01,0,MC,Overcast,600,42,36,37,82,40,230,10,100,11,OVC,7,192,38,230,385,423,550,0,0,0,30.04,1017.4,40,MC,Overcast
TEN2019,24-Nov-19,24-Nov-19,1:00,13,TEN,-3,JAX,62,O,48,2019,Week 12,60926,TEN,-3,3,JAX,42,20,Y,69143,0,20,49,0,Nashville,KBNA,KBNA4379313,44,55,66,85,6,9,29,10,514,0,0,CLR,Mostly Clear,689,53,51,32,45,44,0,6,0,199,CLR,10,411,41,452,411,452,587,0,0,0,29.9,1012.4,47,CLR,Clear
TEN2017,24-Sep-17,24-Sep-17,4:05,16,TEN,-2,SEA,60,O,41.5,2017,Week 3,69127,TEN,-2,2,SF,33,27,Y,69143,0,18,83,0,Nashville,KBNA,KBNA4300216,78,91,70,96,3,8,40,9,335,0,0,CLR,Few High Clouds,600,86,88,63,46,71,150,6,100,250,BKN,10,94,22,116,223,245,319,0,0,0,30,1015.3,42,MC,Mostly Cloudy
TEN2015,25-Oct-15,25-Oct-15,1:00,13,ATL,-6,TEN,17,U,45.5,2015,Week 7,63329,TEN,6,-6,PHI,7,10,N,69143,0,16,61,0,Nashville,KBNA,KBNA4230213,60,69,83,90,9,13,100,9.8,0,0.08,0,MC,Mostly Cloudy,600,62,61,53,73,57,300,12,100,17,OVC,10,268,54,322,536,590,766,0,0,0,30.17,1021.8,42,MC,Mostly Cloudy
TEN2016,25-Sep-16,25-Sep-16,1:00,13,OAK,-1.5,TEN,27,U,47,2016,Week 3,62370,TEN,1.5,-1.5,MIN,10,17,Y,69143,0,17,89,0,Nashville,KBNA,KBNA4263813,79,94,65,93,2,10,4,8.7,674,0,0,CLR,Fair,600,92,93,61,36,72,370,3,5,60,FEW,10,685,70,755,703,773,1005,0,0,0,30.05,1016.7,46,CLR,Fair
TEN2014,26-Oct-14,26-Oct-14,1:00,13,HOU,-3.5,TEN,46,O,43,2014,Week 8,69143,TEN,3.5,-3.5,CAR,16,30,Y,69143,0,15,79,0,Nashville,KBNA,KBNA4193813,65,82,81,100,3,7,10,6.9,634,0,0,CLR,Fair,600,79,80,60,52,67,100,6,0,201,CLR,10,531,53,584,531,584,759,0,0,0,29.98,1015.1,46,CLR,Fair
TEN2015,27-Dec-15,27-Dec-15,1:00,13,HOU,-3.5,TEN,40,O,39,2015,Week 16,62153,TEN,3.5,-3.5,LAR,6,34,Y,69143,0,16,72,0,Nashville,KBNA,KBNA4236513,69,76,75,87,13,23,96,10,18,0,0,MC,Mostly Cloudy,600,75,78,61,62,66,200,13,100,34,OVC,10,136,39,175,389,428,555,0,0,0,29.93,1013.6,42,MC,Mostly Cloudy
TEN2016,27-Oct-16,27-Oct-16,8:25,20,TEN,-3,JAX,58,O,43.5,2016,Week 8,61619,TEN,-3,3,BUF,36,22,Y,69143,0,17,66,0,Nashville,KBNA,KBNA4267020,68,81,60,84,7,13,61,10,168,0,0,MC,Mostly Cloudy,600,64,63,57,78,60,360,13,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.24,1024.1,46,CLR,Fair
TEN2019,27-Oct-19,27-Oct-19,1:00,13,TEN,-5.5,TB,50,O,39,2019,Week 8,62073,TEN,-5.5,5.5,JAX,27,23,N,69143,0,20,80,0,Nashville,KBNA,KBNA4376513,57,63,81,90,3,7,67,8.6,80,0.02,0,MC,Overcast,689,61,61,51,70,56,0,0,100,20,OVC,10,262,53,316,525,578,750,0,0,0,30.05,1017.2,40,MC,Overcast
TEN2015,27-Sep-15,27-Sep-15,1:00,13,IND,-3.5,TEN,68,O,46.5,2015,Week 3,65920,TEN,3.5,-3.5,ATL,33,35,N,69143,0,16,77,0,Nashville,KBNA,KBNA4227413,73,81,77,93,4,9,96,10,0,0,0,MC,Mostly Cloudy,600,79,81,62,56,68,180,9,100,30,BKN,10,394,70,464,697,767,996,0,0,0,30.05,1017.7,45,CLR,Mostly Clear
TEN2014,28-Dec-14,28-Dec-14,1:00,13,IND,-7.5,TEN,37,U,46.5,2014,Week 17,69143,TEN,7.5,-7.5,IND,10,27,Y,69143,0,15,41,0,Nashville,KBNA,KBNA4200113,42,50,94,100,6,12,100,5.9,0,0.28,0,RAIN,Light Rain,600,41,37,39,93,40,340,6,100,7,OVC,8,195,39,234,390,429,557,0,0,0,30.13,1020.2,40,MC,Overcast
TEN2013,29-Dec-13,29-Dec-13,1:00,13,TEN,-7,HOU,26,U,44.5,2013,Week 17,69143,TEN,-7,7,JAX,16,10,N,69143,0,14,53,0,Nashville,KBNA,KBNA4163713,44,55,78,97,5,15,81,8.2,276,0.36,0,RAIN,Light Rain,600,53,53,38,57,46,370,3,5,27,FEW,10,381,39,420,391,430,559,0,0,0,29.94,1014.4,46,CLR,Fair
TEN2015,29-Nov-15,29-Nov-15,1:00,13,OAK,-1,TEN,45,P,45,2015,Week 12,58075,TEN,1,-1,LAR,21,24,Y,69143,0,16,57,0,Nashville,KBNA,KBNA4233713,57,62,91,93,5,10,100,5,0,1.84,0,RAIN,Light Rain,600,60,60,57,90,58,60,3,100,3,OVC,10,200,40,240,400,440,571,99,0.04,0,30.04,1017.2,19,RAIN,Moderate Rain
TEN2013,29-Sep-13,29-Sep-13,4:05,16,TEN,-3.5,NYJ,51,O,40.5,2013,Week 4,69143,TEN,-3.5,3.5,TEN,38,13,Y,69143,0,14,74,0,Nashville,KBNA,KBNA4154616,65,75,76,93,5,15,80,9.8,17,0.02,0,CLR,Mostly Clear,600,70,70,58,66,63,180,7,100,60,OVC,10,98,20,118,195,215,279,0,0,0,30.02,1016.5,45,CLR,Mostly Clear
TEN2017,31-Dec-17,31-Dec-17,4:25,16,TEN,-2.5,JAX,25,U,40.5,2017,Week 17,65501,TEN,-2.5,2.5,JAX,15,10,Y,69143,0,18,41,0,Nashville,KBNA,KBNA4310016,18,26,53,65,12,18,49,10,294,0,0,CLR,Mostly Clear,600,22,10,0,38,17,330,12,25,230,SCT,10,32,4,36,35,39,51,0,0,0,30.43,1031.1,54,CLR,Few High Clouds
NEP2017,1-Oct-17,1-Oct-17,1:00,13,NE,-9.5,CAR,63,O,48,2017,Week 4,65878,NE,-9.5,9.5,CAR,30,33,N,65878,0,15,42,0,Boston,KBOS,KBOS4300913,57,66,61,86,8,12,1,10,695,0,0,CLR,Fair,20,61,60,43,52,52,140,7,0,201,CLR,10,585,58,643,585,643,835,0,0,0,30.29,1025.7,46,CLR,Fair
NEP2014,2-Nov-14,2-Nov-14,4:25,16,DEN,-3,NE,64,O,53,2014,Week 9,68756,NE,3,-3,IND,43,21,Y,68756,0,12,41,0,Boston,KBOS,KBOS4194516,39,42,69,92,21,24,82,8.1,10,0.31,0,RAIN,Light Rain,20,41,32,24,51,35,310,21,100,49,OVC,10,10,2,12,19,21,27,0,0,0,29.65,1004.2,40,MC,Overcast
NEP2016,2-Oct-16,2-Oct-16,1:00,13,NE,-3.5,BUF,16,U,41,2016,Week 4,66829,NE,-3.5,3.5,MIN,0,16,Y,65878,0,14,56,0,Boston,KBOS,KBOS4264513,55,57,95,100,8,15,100,7.4,0,0.03,0,MC,Overcast,20,57,56,54,90,55,300,6,100,10,OVC,10,286,57,343,572,629,817,0,0,0,30.09,1019.1,40,MC,Overcast
NEP2013,3-Nov-13,3-Nov-13,4:25,16,NE,-6,PIT,86,O,42.5,2013,Week 9,68756,NE,-6,6,DET,55,31,Y,68756,0,11,44,0,Boston,KBOS,KBOS4158116,43,53,63,85,11,15,63,9.1,122,0.03,0,CLR,Mostly Clear,20,45,41,26,48,37,350,8,25,39,SCT,10,15,2,17,17,19,25,0,0,0,30.19,1022.3,45,CLR,Mostly Clear
NEP2016,4-Dec-16,4-Dec-16,1:00,13,NE,-13.5,LAR,36,U,45,2016,Week 13,66829,NE,-13.5,13.5,PHI,26,10,Y,65878,0,14,37,0,Boston,KBOS,KBOS4270813,36,42,53,64,10,16,17,10,450,0,0,CLR,Mostly Clear,20,40,34,20,45,33,310,10,0,201,CLR,10,282,28,310,282,310,402,0,0,0,30.15,1021.1,46,CLR,Fair
NEP2014,5-Oct-14,5-Oct-14,8:30,20,CIN,-2.5,NE,60,O,46.5,2014,Week 5,68756,NE,2.5,-2.5,ATL,43,17,Y,68756,0,12,35,0,Boston,KBOS,KBOS4191720,54,61,63,93,12,17,18,10,583,0,0,CLR,Mostly Clear,20,53,51,37,55,46,230,8,5,200,FEW,10,0,0,0,0,0,0,0,0,0,29.9,1012.5,45,CLR,Mostly Clear
NEP2015,6-Dec-15,6-Dec-15,4:25,16,NE,-9.5,PHI,63,O,49,2015,Week 13,66829,NE,-9.5,9.5,LAR,28,35,N,65878,0,13,44,0,Boston,KBOS,KBOS4234416,45,59,65,86,8,13,23,9.6,498,0,0,CLR,Fair,20,56,54,28,34,44,230,9,25,220,SCT,10,0,0,0,0,0,0,0,0,0,30.29,1025.7,45,CLR,Mostly Clear
NEP2017,7-Sep-17,7-Sep-17,8:30,20,NE,-9,KC,69,O,42,2017,Week 1,65878,NE,-9,9,KC,27,42,Y,65878,0,15,71,0,Boston,KBOS,KBOS4298520,66,76,74,97,11,16,84,9.3,93,0.66,0,MC,Mostly Cloudy,20,64,63,53,68,58,300,13,95,110,BKN,10,0,0,0,0,0,0,0,0,0,29.91,1012.9,42,MC,Mostly Cloudy
NEP2013,8-Dec-13,8-Dec-13,1:00,13,NE,-10,CLE,53,O,47.5,2013,Week 14,68756,NE,-10,10,NYG,27,26,N,68756,0,11,31,0,Boston,KBOS,KBOS4161613,30,32,49,54,7,13,74,10,38,0,0,CLR,Mostly Clear,20,31,23,11,43,25,320,9,100,120,OVC,10,181,28,209,278,306,397,0,0,0,30.55,1034.4,45,CLR,Mostly Clear
NEP2019,8-Dec-19,8-Dec-19,1:00,13,NE,-3,KC,39,O,40,2019,Week 14,65878,NE,-3,3,KC,16,23,Y,65878,0,17,31,0,Boston,KBOS,KBOS4380713,32,41,55,70,10,15,47,10,353,0,0,CLR,Fair,20,36,28,10,34,28,200,12,75,250,FEW,10,213,28,241,279,307,398,0,0,0,30.46,1031.5,52,PC,High Clouds
NEP2015,8-Nov-15,8-Nov-15,1:00,13,NE,-13.5,WAS,37,U,51.5,2015,Week 9,66829,NE,-13.5,13.5,NO,27,10,Y,65878,0,13,54,0,Boston,KBOS,KBOS4231613,50,56,47,63,12,16,2,10,575,0,0,CLR,Fair,20,55,51,26,33,43,270,14,5,60,FEW,10,355,36,391,364,400,520,0,0,0,30.26,1024.8,45,CLR,Mostly Clear
NEP2019,8-Sep-19,8-Sep-19,8:20,20,NE,-5.5,PIT,36,U,49,2019,Week 1,65878,NE,-5.5,5.5,PIT,33,3,Y,65878,0,17,34,0,Boston,KBOS,KBOS4371620,69,78,53,70,10,14,58,10,276,0,0,CLR,Mostly Clear,20,70,70,50,49,59,360,13,100,250,OVC,10,0,0,0,0,0,0,0,0,0,30.12,1019.7,50,PC,High Overcast
NEP2019,10-Oct-19,10-Oct-19,1:00,13,NE,-11,NYG,49,P,49,2019,Week 6,65878,NE,-11,11,NYG,35,14,Y,65878,0,17,58,0,Boston,KBOS,KBOS4374813,56,59,65,77,21,25,94,10,0,0.02,0,RAIN,Light Rain,20,56,51,43,62,49,20,24,100,110,OVC,10,277,53,330,527,580,753,0,0,0,30.25,1024.2,40,MC,Overcast
NEP2015,10-Sep-15,10-Sep-15,8:30,20,NE,-7,PIT,49,U,51,2015,Week 1,66829,NE,-7,7,LAC,28,21,N,65878,0,13,64,0,Boston,KBOS,KBOS4225720,70,77,83,93,11,18,81,9.4,33,0.17,0,CLR,Mostly Clear,20,65,64,61,87,63,300,13,100,13,OVC,10,0,0,0,0,0,0,99,0.01,0,29.84,1010.6,18,RAIN,Light Rain
NEP2016,12-Dec-16,12-Dec-16,8:30,20,NE,-6,BAL,53,O,45.5,2016,Week 14,66829,NE,-6,6,HOU,30,23,Y,65878,0,14,33,0,Boston,KBOS,KBOS4271620,38,44,91,100,11,17,67,7.9,44,0.42,0.7,CLR,Mostly Clear,20,37,28,35,93,36,220,14,20,60,SCT,10,0,0,0,0,0,0,0,0,0,29.8,1010.5,46,CLR,Fair
NEP2013,12-Sep-13,12-Sep-13,8:25,20,NE,-11,NYJ,23,U,43,2013,Week 2,68756,NE,-11,11,GB,13,10,N,68756,0,11,72,0,Boston,KBOS,KBOS4152920,76,88,78,93,11,20,74,8.6,185,0.57,0,CLR,Mostly Clear,20,74,78,68,82,70,200,13,100,16,OVC,10,0,0,0,0,0,0,0,0,0,29.7,1005.9,45,CLR,Mostly Clear
NEP2016,13-Nov-16,13-Nov-16,8:30,20,NE,-7.5,SEA,55,O,49.5,2016,Week 10,66829,NE,-7.5,7.5,CIN,24,31,N,65878,0,14,45,0,Boston,KBOS,KBOS4268720,51,60,42,53,10,14,41,10,391,0,0,CLR,Fair,20,53,51,30,41,43,230,8,0,201,CLR,10,0,0,0,0,0,0,0,0,0,29.96,1014.5,46,CLR,Fair
NEP2013,13-Oct-13,13-Oct-13,4:25,16,NE,-2,NO,57,O,51,2013,Week 6,68756,NE,-2,2,MIN,30,27,Y,68756,0,11,59,0,Boston,KBOS,KBOS4156016,54,61,71,86,8,15,26,10,419,0,0,CLR,Mostly Clear,20,57,54,44,62,51,100,12,20,32,SCT,10,75,8,83,83,91,119,0,0,0,30.4,1029.6,44,PC,Partly Cloudy
NEP2014,14-Dec-14,14-Dec-14,1:00,13,NE,-9,MIA,54,O,48,2014,Week 15,68756,NE,-9,9,TB,41,13,Y,68756,0,12,43,0,Boston,KBOS,KBOS4198713,37,45,67,79,10,13,42,10,283,0,0,CLR,Fair,20,43,38,29,58,37,290,9,25,35,SCT,10,240,27,267,274,301,392,0,0,0,29.8,1009.1,45,CLR,Mostly Clear
NEP2014,16-Oct-14,16-Oct-14,8:25,20,NE,-9.5,NYJ,52,O,44.5,2014,Week 7,68756,NE,-9.5,9.5,MIN,27,25,N,68756,0,12,63,0,Boston,KBOS,KBOS4192820,65,70,95,100,10,16,99,8.4,3,0.63,0,RAIN,Light Rain,20,63,61,62,97,62,190,14,100,7,OVC,8,0,0,0,0,0,0,99,0.06,0,29.73,1006.9,17,RAIN,Heavy Rain
NEP2016,16-Oct-16,16-Oct-16,1:00,13,NE,-7.5,CIN,52,O,48.5,2016,Week 6,66829,NE,-7.5,7.5,IND,35,17,Y,65878,0,14,66,0,Boston,KBOS,KBOS4265913,60,71,74,97,13,21,69,10,139,0,0,CLR,Mostly Clear,20,69,69,51,53,59,230,16,95,70,BKN,10,336,48,384,484,532,692,0,0,0,30.02,1016.7,45,CLR,Mostly Clear
NEP2016,18-Sep-16,18-Sep-16,1:00,13,NE,-5.5,MIA,55,O,42,2016,Week 2,66829,NE,-5.5,5.5,MIN,31,24,Y,65878,0,14,78,0,Boston,KBOS,KBOS4263113,75,82,79,93,13,23,99,10,5,0,0,MC,Overcast,20,80,83,68,67,72,220,14,100,130,OVC,10,132,66,198,660,726,943,0,0,0,30,1015.9,40,MC,Overcast
NEP2015,20-Dec-15,20-Dec-15,1:00,13,NE,-14.5,TEN,49,O,48,2015,Week 15,66829,NE,-14.5,14.5,OAK,33,16,Y,65878,0,13,39,0,Boston,KBOS,KBOS4235813,36,41,49,64,10,17,28,10,355,0,0,CLR,Mostly Clear,20,40,35,17,40,32,290,8,5,50,FEW,10,267,27,294,274,301,392,0,0,0,30.4,1029.4,45,CLR,Mostly Clear
NEP2019,21-Dec-19,21-Dec-19,1:00,13,NE,-13,BUF,41,O,41,2019,Week 16,65878,NE,-13,13,BUF,24,17,N,65878,0,17,72,0,Boston,KBOS,KBOS4382013,29,35,61,75,5,10,31,10,467,0,0,CLR,Mostly Clear,20,34,34,19,56,29,0,0,70,13,FEW,10,83,27,110,275,302,393,0,0,0,30.56,1034.8,42,MC,Mostly Cloudy
NEP2014,21-Sep-14,21-Sep-14,1:00,13,NE,-14,OAK,25,U,47,2014,Week 3,68756,NE,-14,14,NE,16,9,N,68756,0,12,78,0,Boston,KBOS,KBOS4190313,70,82,82,93,7,16,88,9.8,2,0.01,0,MC,Mostly Cloudy,20,79,82,67,67,71,160,13,100,35,OVC,10,343,65,408,647,712,925,0,0,0,29.76,1007.9,44,PC,Partly Cloudy
NEP2017,22-Oct-17,22-Oct-17,8:30,20,NE,-3,ATL,30,U,57,2017,Week 7,65878,NE,-3,3,NYG,23,7,Y,65878,0,15,32,0,Boston,KBOS,KBOS4303020,59,66,77,97,5,12,68,9.7,418,0,0,CLR,Few High Clouds,20,56,55,54,93,55,60,5,100,5,OVC,10,0,0,0,0,0,0,0,0,0,30.42,1029.9,40,MC,Overcast
