ID,FullDate,Date,Start(ET),Hour,Favorite,Underdog ATS,Underdog,Total,Covered O/U,O/U,Season,Week,Attendance,Home/Neutral,Home Line,Away Line,Visitor/Neutral,Home Pts,Visitor Pts,Home Covered,Capacity,New Stadium Season,Years in Stadium,Temperature.x,Dome,City Played,Weather Station,Key.x,DayAVGTemp,DayHighTemp,DayAVGHumid,DayHighHumid,DayAVGWind,DayHighWind,DayAVGCloud,DayAVGVisibility,DayAVGSunMin,DayPrecipWaterEQ,DayPrecipSnow,DayAVGWeatherLetterCode,DayAVGWeatherType,Elevation,Hour Temperature,Hour Feels Like,Hour Dew Point,Hour Relative Humidity,Hour Wet Bulb Temp,Hour Wind Direction,Hour Wind Speed,Hour Cloud Cover percent,Hour Cloud Ceiling,Cloud Cover Type,Hour Visibility,Hour Solar Irradiance Beam,Hour Solar Irradiance Diffuse,Hour Solar Irradiance Global,Hour Solar Irradiance Possible Beam,Hour Solar Irradiance Possible Global,Hour Solar Irradiance ET,Hour Probability of Precipitation,Hour Water EQ,Hour Snowfall,Hour Pressure Inches,Hour Pressure Millibars,Hour Weather Code Digit Numeric,Hour Weather Code Alpha Numeric,Hour Weather Text
DET2016,1-Jan-17,1-Jan-17,8:25,20,GB,-3.5,DET,55,O,50.5,2016,Week 17,66345,DET,3.5,-3.5,GB,24,31,Y,65000,0,14,58,0,Detroit,CYQG,CYQG4273620,30,43,75,93,8,15,16,14.8,546,0,0,CLR,Fair,623,27,21,23,86,25,80,5,5,250,Hour FEW,15,0,0,0,0,0,0,0,0,0,30.22,1024.6,45,CLR,Mostly Clear
DET2015,3-Dec-15,3-Dec-15,8:25,20,GB,-2.5,DET,50,O,46.5,2015,Week 13,63207,DET,2.5,-2.5,GB,23,27,Y,65000,0,13,72,1,Detroit,CYQG,CYQG4234120,39,47,80,100,12,15,77,10.8,219,0.01,0,MC,Mostly Cloudy,623,41,35,32,70,37,250,10,100,34,OVC,15,0,0,0,0,0,0,0,0,0,30.3,1026.8,40,MC,Overcast
DET2014,5-Oct-14,5-Oct-14,1:00,13,DET,-5,BUF,31,U,43.5,2014,Week 5,62775,DET,-5,5,BUF,14,17,N,65000,0,12,72,1,Detroit,CYQG,CYQG4191713,49,54,66,87,13,21,90,15,47,0.01,0,MC,Mostly Cloudy,623,54,50,32,44,44,230,12,100,280,BKN,15,269,61,330,611,672,874,0,0,0,29.73,1006.9,42,MC,Mostly Cloudy
DET2014,7-Dec-14,7-Dec-14,1:00,13,DET,-10.5,TB,51,O,42,2014,Week 14,61489,DET,-10.5,10.5,TB,34,17,Y,65000,0,12,72,1,Detroit,CYQG,CYQG4198013,29,37,70,86,9,16,59,15,78,0,0,PC,High Overcast,623,34,26,21,60,29,80,9,100,270,OVC,15,225,32,257,322,354,460,0,0,0,30.66,1039,50,PC,High Overcast
DET2017,8-Oct-17,8-Oct-17,1:00,13,DET,-2,CAR,51,O,42,2017,Week 5,64288,DET,-2,2,CAR,24,27,Y,65000,0,15,46,0,Detroit,CYQG,CYQG4301613,65,76,78,88,9,18,69,13.6,281,0.02,0,MC,Mostly Cloudy,623,72,72,59,65,64,190,9,26,270,FEW,15,569,59,628,593,652,847,0,0,0,29.89,1012,45,CLR,Mostly Clear
DET2013,8-Sep-13,8-Sep-13,1:00,13,DET,-4,MIN,58,O,46.5,2013,Week 1,62461,DET,-4,4,MIN,34,24,Y,65000,0,11,72,1,Detroit,CYQG,CYQG4152513,67,73,71,87,11,21,78,12.9,205,0,0,PC,High Clouds,623,71,71,54,56,61,30,15,25,280,SCT,15,705,77,782,771,848,1102,0,0,0,30.1,1019.1,54,CLR,Few High Clouds
DET2014,8-Sep-14,8-Sep-14,7:10,19,DET,-6.5,NYG,49,O,46,2014,Week 1,64401,DET,-6.5,6.5,NYG,35,14,Y,65000,0,12,72,1,Detroit,CYQG,CYQG4189019,64,75,77,94,4,9,18,15,604,0,0,CLR,Mostly Clear,623,64,64,59,83,61,90,6,5,280,FEW,15,0,0,0,0,0,0,0,0,0,30.08,1018.8,45,CLR,Mostly Clear
DET2014,9-Nov-14,9-Nov-14,1:00,13,DET,-3,MIA,36,U,43,2014,Week 10,63179,DET,-3,3,MIA,20,16,Y,65000,0,12,72,1,Detroit,CYQG,CYQG4195213,40,45,72,87,10,17,96,15,37,0,0,MC,Overcast,623,43,36,34,71,39,200,14,100,250,OVC,15,177,41,218,411,452,587,0,0,0,29.85,1011.3,50,PC,High Overcast
DET2016,9-Oct-16,9-Oct-16,1:00,13,PHI,-3.5,DET,47,O,46,2016,Week 5,58047,DET,3.5,-3.5,PHI,24,23,N,65000,0,14,72,1,Detroit,CYQG,CYQG4265213,50,62,68,82,7,12,18,15,432,0,0,CLR,Fair,623,57,56,39,51,49,340,8,70,42,BKN,15,378,58,436,581,639,829,0,0,0,30.35,1028.3,42,MC,Mostly Cloudy
DET2017,10-Sep-17,10-Sep-17,1:00,13,ARI,-2,DET,58,O,48.5,2017,Week 1,60957,DET,2,-2,ARI,35,23,Y,65000,0,15,50,0,Detroit,CYQG,CYQG4298813,56,70,83,100,4,10,21,13.7,466,0,0,CLR,Fair,623,64,64,54,68,58,20,5,70,26,BKN,15,494,76,570,760,836,1086,0,0,0,30.46,1031.9,42,MC,Mostly Cloudy
DET2016,11-Dec-16,11-Dec-16,1:00,13,DET,-7.5,CHI,37,U,42,2016,Week 14,61726,DET,-7.5,7.5,NO,20,17,N,65000,0,14,72,1,Detroit,CYQG,CYQG4271513,28,32,93,100,11,17,100,2.1,0,0.19,3.5,SNOW,Light Snow,623,28,17,27,93,28,170,14,100,7,OVC,1,158,32,190,315,347,451,0,0,0,30.1,1020.5,9,SNOW,Light Snow
DET2015,11-Oct-15,11-Oct-15,4:05,16,ARI,-4.5,DET,59,O,46,2015,Week 5,60816,DET,4.5,-4.5,ARI,17,42,Y,65000,0,13,72,1,Detroit,CYQG,CYQG4228816,61,75,61,94,12,20,11,15,639,0,0,CLR,Fair,623,73,75,45,36,58,220,20,0,243,SKC,15,223,22,245,223,245,319,0,0,0,29.75,1007.2,46,CLR,Fair
DET2017,12-Nov-17,12-Nov-17,1:00,13,DET,-10.5,CLE,62,O,42.5,2017,Week 10,64646,DET,-10.5,10.5,LAC,38,24,Y,65000,0,15,30,0,Detroit,CYQG,CYQG4305113,36,41,79,93,3,8,100,8.1,0,0.08,0,RAIN,Light Rain,623,39,36,30,70,36,200,5,100,75,OVC,8,198,40,238,397,437,567,0,0,0,30.31,1027.2,18,RAIN,Light Rain
DET2014,14-Dec-14,14-Dec-14,4:25,16,DET,-8,MIN,30,U,42,2014,Week 15,62490,DET,-8,8,BUF,16,14,N,65000,0,12,72,1,Detroit,CYQG,CYQG4198716,47,51,86,93,7,13,99,8.3,18,0,0,MC,Overcast,623,50,50,46,85,48,260,3,100,13,OVC,4,27,5,32,54,59,77,0,0,0,30.04,1017.6,35,HAZY,Haze
DET2019,15-Dec-19,15-Dec-19,1:00,13,DET,-2.5,TB,55,O,42,2019,Week 15,56515,DET,-2.5,2.5,LAC,17,38,Y,65000,0,17,71,0,Detroit,CYQG,CYQG4381413,30,34,76,86,12,21,91,8.4,81,0.12,0.3,SNOW,Light Snow,623,30,20,25,80,28,270,13,100,50,BKN,6,156,31,188,313,344,448,99,0.01,0,30.06,1018.9,9,SNOW,Light Snow
DET2019,15-Sep-19,15-Sep-19,1:00,13,LAC,-1,DET,23,U,46.5,2019,Week 2,60158,DET,1,-1,CLE,13,10,Y,65000,0,17,71,0,Detroit,CYQG,CYQG4372313,65,73,89,100,6,13,72,8.9,66,0.16,0,MC,Overcast,623,72,72,64,78,67,210,13,100,80,OVC,9,366,73,440,733,806,1047,0,0,0,30.14,1020.7,40,MC,Overcast
DET2013,16-Dec-13,16-Dec-13,8:40,20,DET,-5,BAL,34,U,49.5,2013,Week 15,64742,DET,-5,5,BAL,16,18,N,65000,0,11,72,1,Detroit,CYQG,CYQG4162420,13,19,86,95,6,12,53,11,361,0.08,0,CLR,Mostly Clear,623,8,8,7,95,8,0,0,70,240,BKN,12,0,0,0,0,0,0,0,0,0,30.1,1020.7,52,PC,High Clouds
DET2017,16-Dec-17,16-Dec-17,4:30,16,DET,-5,CHI,30,U,44,2017,Week 15,65872,DET,-5,5,CHI,20,10,Y,65000,0,15,65,0,Detroit,CYQG,CYQG4308516,28,34,83,93,11,17,92,10,0,0.18,0.8,SNOW,Light Snow,623,28,18,23,80,27,50,12,100,85,OVC,10,28,6,34,55,61,79,0,0,0,30.03,1018,40,MC,Overcast
DET2016,16-Oct-16,16-Oct-16,1:00,13,DET,-3,LAR,59,O,44.5,2016,Week 6,56018,DET,-3,3,LAR,31,28,N,65000,0,14,72,1,Detroit,CYQG,CYQG4265913,65,72,85,94,11,20,99,11.9,1,0,0,MC,Overcast,623,64,64,63,94,63,250,7,100,240,BKN,15,279,54,333,537,591,767,0,0,0,29.96,1014.8,42,MC,Mostly Cloudy
DET2019,17-Nov-19,17-Nov-19,1:00,13,DAL,-2.5,DET,62,O,58,2019,Week 11,61801,DET,2.5,-2.5,HOU,27,35,Y,65000,0,17,39,0,Detroit,CYQG,CYQG4378613,31,37,79,100,3,8,42,8.2,382,0,0,CLR,Fair,623,37,37,23,56,32,130,3,0,273,CLR,9,377,38,415,377,415,539,0,0,0,30.04,1018.2,46,CLR,Fair
DET2015,18-Oct-15,18-Oct-15,1:00,13,DET,-3.5,CHI,71,O,45.5,2015,Week 6,57648,DET,-3.5,3.5,CHI,37,34,N,65000,0,13,72,1,Detroit,CYQG,CYQG4229513,39,51,61,87,7,14,43,15,235,0,0,MC,Mostly Cloudy,623,48,45,25,40,39,350,7,100,280,BKN,15,234,53,287,531,584,759,0,0,0,30.43,1031.1,42,MC,Mostly Cloudy
DET2016,18-Sep-16,18-Sep-16,1:00,13,DET,-6,TEN,31,U,48,2016,Week 2,58466,DET,-6,6,TEN,15,16,N,65000,0,14,72,1,Detroit,CYQG,CYQG4263113,69,82,83,100,5,10,57,11.3,147,0.31,0,PC,High Clouds,623,79,80,59,51,67,210,10,75,280,BKN,15,543,71,614,710,781,1014,0,0,0,29.97,1014.9,52,PC,High Clouds
DET2014,19-Oct-14,19-Oct-14,1:00,13,DET,-1.5,NO,47,O,46.5,2014,Week 7,63271,DET,-1.5,1.5,NO,24,23,N,65000,0,12,72,1,Detroit,CYQG,CYQG4193113,44,52,68,93,7,13,60,15,196,0,0,PC,High Overcast,623,48,43,32,54,41,250,13,75,260,BKN,15,402,53,455,525,578,750,0,0,0,30.14,1021.1,52,PC,High Clouds
DET2016,20-Nov-16,20-Nov-16,1:00,13,DET,-5.5,JAX,45,U,47,2016,Week 11,61486,DET,-5.5,5.5,JAX,26,19,Y,65000,0,14,72,1,Detroit,CYQG,CYQG4269413,32,36,58,65,20,26,78,15,101,0.05,0.5,MC,Mostly Cloudy,623,34,22,18,51,28,310,21,70,44,BKN,15,235,36,271,362,398,517,0,0,0,30.09,1020,42,MC,Mostly Cloudy
DET2013,20-Oct-13,20-Oct-13,1:00,13,DET,-3,CIN,51,O,46.5,2013,Week 7,63207,DET,-3,3,CIN,24,27,N,65000,0,11,72,1,Detroit,CYQG,CYQG4156713,51,59,69,83,10,20,66,14.9,291,0,0,MC,Mostly Cloudy,623,54,52,40,57,47,240,10,100,280,BKN,15,215,52,267,519,571,741,0,0,0,29.9,1012.9,42,MC,Mostly Cloudy
DET2019,20-Oct-19,20-Oct-19,1:00,13,MIN,-1.5,DET,72,O,59,2019,Week 7,60314,DET,1.5,-1.5,OAK,30,42,Y,65000,0,17,31,0,Detroit,CYQG,CYQG4375813,53,68,78,100,2,7,55,7.9,176,0,0,CLR,Fair,623,63,62,46,56,54,320,7,100,75,OVC,9,260,52,312,519,571,742,0,0,0,29.89,1012.4,40,MC,Overcast
DET2014,21-Sep-14,21-Sep-14,1:00,13,DET,-1.5,GB,26,U,52,2014,Week 3,62418,DET,-1.5,1.5,GB,19,7,Y,65000,0,12,72,1,Detroit,CYQG,CYQG4190313,62,70,80,100,16,23,88,12.8,153,0.08,0,MC,Overcast,623,61,58,54,77,57,260,21,100,70,BKN,15,349,70,419,698,768,997,99,0.02,0,29.69,1005.2,18,RAIN,Light Rain
DET2013,22-Dec-13,22-Dec-13,4:05,16,DET,-9,NYG,43,U,47.5,2013,Week 16,63996,DET,-9,9,TEN,20,23,N,65000,0,11,72,1,Detroit,CYQG,CYQG4163016,36,40,94,100,12,28,99,8.9,18,0.28,0,MC,Overcast,623,39,30,35,85,37,260,17,70,21,BKN,15,38,6,44,59,65,84,0,0,0,29.79,1009.4,42,MC,Mostly Cloudy
DET2015,22-Nov-15,22-Nov-15,1:00,13,OAK,-1.5,DET,31,U,50,2015,Week 11,60202,DET,1.5,-1.5,OAK,18,13,Y,65000,0,13,72,1,Detroit,CYQG,CYQG4233013,27,34,80,93,12,18,36,14.2,423,0.01,2.6,CLR,Mostly Clear,623,30,20,18,59,26,280,13,70,35,BKN,15,233,36,269,359,395,512,0,0,0,30.13,1021.1,42,MC,Mostly Cloudy
DET2017,23-Nov-17,23-Nov-17,12:30,12,MIN,-2.5,DET,53,O,46,2017,Week 12,66613,DET,2.5,-2.5,MIN,23,30,Y,65000,0,15,36,0,Detroit,CYQG,CYQG4306212,34,42,70,80,10,15,85,12.6,109,0,0,MC,Overcast,623,34,25,25,70,31,220,13,100,68,OVC,10,183,37,220,366,403,523,0,0,0,30.04,1018.1,40,MC,Overcast
DET2016,23-Oct-16,23-Oct-16,1:00,13,WAS,-1,DET,37,U,50,2016,Week 7,60461,DET,1,-1,WAS,20,17,Y,65000,0,14,72,1,Detroit,CYQG,CYQG4266613,54,66,75,93,9,15,35,14.1,527,0,0,CLR,Fair,623,61,59,45,55,53,220,13,5,36,FEW,15,484,50,534,496,546,708,0,0,0,29.92,1013.3,46,CLR,Fair
DET2013,24-Nov-13,24-Nov-13,1:00,13,DET,-7,TB,45,U,49,2013,Week 12,62098,DET,-7,7,TB,21,24,N,65000,0,11,72,1,Detroit,CYQG,CYQG4160213,20,25,58,71,11,17,32,15,298,0,0,MC,Mostly Cloudy,623,23,13,6,46,19,310,10,70,43,BKN,15,229,35,264,352,387,503,0,0,0,30.53,1035.1,42,MC,Mostly Cloudy
DET2016,24-Nov-16,24-Nov-16,12:30,12,DET,-1.5,MIN,29,U,42,2016,Week 12,63793,DET,-1.5,1.5,CLE,16,13,Y,65000,0,14,72,1,Detroit,CYQG,CYQG4269812,42,47,91,100,10,15,100,7.4,0,0.43,0,MC,Overcast,623,46,40,43,87,45,260,15,100,44,OVC,8,180,36,216,359,395,513,0,0,0,30.07,1018.9,40,MC,Overcast
DET2017,24-Sep-17,24-Sep-17,1:00,13,ATL,-3,DET,56,O,51,2017,Week 3,63240,DET,3,-3,ATL,26,30,Y,65000,0,15,57,0,Detroit,CYQG,CYQG4300213,75,88,72,100,4,8,2,12.2,703,0,0,CLR,Fair,623,88,90,64,46,72,150,8,5,52,FEW,15,663,68,731,680,748,971,0,0,0,30.13,1020,46,CLR,Fair
DET2015,25-Oct-15,25-Oct-15,1:00,13,DET,-1,MIN,47,O,45,2015,Week 7,60231,DET,-1,1,MIN,19,28,Y,65000,0,13,72,1,Detroit,CYQG,CYQG4230213,51,64,64,87,9,15,25,15,568,0,0,CLR,Mostly Clear,623,59,58,39,48,49,310,7,10,280,FEW,15,470,49,519,490,539,700,0,0,0,30.3,1026,45,CLR,Mostly Clear
DET2015,26-Nov-15,26-Nov-15,12:30,12,DET,-3,PHI,59,O,47,2015,Week 12,64445,DET,-3,3,PHI,45,14,Y,65000,0,13,72,1,Detroit,CYQG,CYQG4233412,52,60,68,76,17,24,91,16.4,18,0,0,MC,Mostly Cloudy,623,55,50,43,63,49,210,24,100,260,BKN,15,151,36,187,356,392,508,0,0,0,30.39,1029.4,42,MC,Mostly Cloudy
DET2015,27-Dec-15,27-Dec-15,1:00,13,DET,-9,SF,49,O,42.5,2015,Week 16,61313,DET,-9,9,SF,32,17,Y,65000,0,13,72,1,Detroit,CYQG,CYQG4236513,38,43,87,100,13,20,92,10.5,2,0.71,0,RAIN,Light Rain,623,37,29,34,87,36,360,15,100,19,OVC,15,158,32,190,316,348,452,0,0,0,30.15,1021.6,40,MC,Overcast
DET2014,27-Nov-14,27-Nov-14,12:30,12,DET,-7,CHI,51,O,46,2014,Week 13,64175,DET,-7,7,CHI,34,17,Y,65000,0,12,72,1,Detroit,CYQG,CYQG4197012,30,36,68,80,11,18,76,14.5,87,0.06,0.6,MC,Mostly Cloudy,623,34,26,23,65,30,300,10,70,31,BKN,15,229,35,264,353,388,504,0,0,0,30.14,1021.5,42,MC,Mostly Cloudy
DET2013,27-Oct-13,27-Oct-13,1:00,13,DET,-3,DAL,61,O,52,2013,Week 8,64379,DET,-3,3,DAL,31,30,N,65000,0,11,72,1,Detroit,CYQG,CYQG4157413,43,51,69,88,7,12,51,15,113,0,0,MC,Mostly Cloudy,623,47,43,30,52,40,240,9,75,61,BKN,15,299,48,347,478,526,684,0,0,0,30.04,1017.6,42,MC,Mostly Cloudy
DET2019,27-Oct-19,27-Oct-19,1:00,13,DET,-3,NYG,57,O,32,2019,Week 8,58509,DET,-3,3,BAL,31,26,Y,65000,0,17,77,0,Detroit,CYQG,CYQG4376513,52,59,85,94,16,30,64,8,127,0.11,0,MC,Overcast,623,55,51,48,77,52,280,20,100,20,OVC,9,240,48,288,479,527,684,0,0,0,29.82,1010.1,40,MC,Overcast
DET2015,27-Sep-15,27-Sep-15,8:30,20,DEN,-3,DET,36,U,45,2015,Week 3,62920,DET,3,-3,DEN,12,24,Y,65000,0,13,72,1,Detroit,CYQG,CYQG4227420,66,78,77,94,7,14,45,15,300,0,0,MC,Mostly Cloudy,623,68,68,63,83,65,160,9,5,50,FEW,15,0,0,0,0,0,0,0,0,0,30.11,1019.5,46,CLR,Fair
DET2013,28-Nov-13,28-Nov-13,12:30,12,DET,-6.5,GB,50,O,49,2013,Week 13,64934,DET,-6.5,6.5,GB,40,10,Y,65000,0,11,72,1,Detroit,CYQG,CYQG4160612,24,29,68,87,7,14,75,12.4,0,0.03,0.4,MC,Overcast,623,26,17,21,84,24,180,8,100,90,OVC,10,175,35,210,350,385,500,0,0,0,30.29,1026.8,40,MC,Overcast
DET2019,28-Nov-19,28-Nov-19,1:00,13,CHI,-3.5,DET,44,O,43,2019,Week 13,65412,DET,3.5,-3.5,BAL,20,24,Y,65000,0,17,54,0,Detroit,CYQG,CYQG4379713,36,39,71,80,13,25,100,9,0,0,0,MC,Overcast,623,39,33,28,65,35,340,9,100,37,OVC,9,170,34,204,341,375,487,0,0,0,30.39,1029.8,40,MC,Overcast
DET2017,29-Oct-17,29-Oct-17,8:30,20,PIT,-3,DET,35,U,45,2017,Week 8,64983,DET,3,-3,PIT,15,20,Y,65000,0,15,79,0,Detroit,CYQG,CYQG4303720,42,46,74,87,7,13,91,14.1,27,0,0,MC,Overcast,623,43,38,36,76,40,330,7,100,56,OVC,12,0,0,0,0,0,0,0,0,0,29.73,1007.3,40,MC,Overcast
DET2013,29-Sep-13,29-Sep-13,1:00,13,DET,-3,CHI,72,O,48.5,2013,Week 4,64552,DET,-3,3,IND,40,32,Y,65000,0,11,72,1,Detroit,CYQG,CYQG4154613,63,67,86,97,6,9,87,8.2,20,0.23,0,RAIN,Light Rain,623,63,63,61,92,62,210,8,100,25,OVC,4,324,65,390,649,714,927,99,0.02,0,29.99,1015.6,18,RAIN,Light Rain
DET2019,29-Sep-19,29-Sep-19,1:00,13,KC,-7,DET,64,O,54.5,2019,Week 4,65188,DET,7,-7,DET,30,34,N,65000,0,17,77,0,Detroit,CYQG,CYQG4373713,60,64,90,100,11,16,84,9,0,0.09,0,MC,Overcast,623,64,63,59,83,61,60,13,100,44,OVC,9,97,65,162,649,714,927,99,0.01,0,30.31,1026.4,40,MC,Overcast
DET2017,31-Dec-17,31-Dec-17,1:00,13,DET,-7,GB,46,O,45,2017,Week 17,62501,DET,-7,7,GB,35,11,Y,65000,0,15,60,0,Detroit,CYQG,CYQG4310013,9,18,59,78,7,12,37,13.8,314,0,0,CLR,Mostly Clear,623,14,3,-2,48,11,310,8,10,150,FEW,15,307,32,339,321,353,459,0,0,0,30.43,1032,45,CLR,Mostly Clear
PIT2019,1-Dec-19,1-Dec-19,1:00,13,PIT,-3.5,CLE,33,O,48,2019,Week 13,62157,PIT,-3.5,3.5,MIN,20,13,Y,68400,0,18,30,0,Pittsburgh,KAGC,KAGC4380013,41,47,91,100,10,16,95,7,9,0.43,0,RAIN,Light Rain,1276,46,40,44,93,45,140,13,100,13,OVC,10,179,36,215,358,394,512,0,0,0,29.39,996.2,40,MC,Overcast
PIT2016,1-Jan-17,1-Jan-17,1:00,13,PIT,-3.5,CLE,51,O,41.5,2016,Week 17,55921,PIT,-3.5,3.5,ARI,27,24,N,68400,0,15,65,0,Pittsburgh,KAGC,KAGC4273613,37,44,70,89,6,13,67,9.6,438,0.03,0,CLR,Fair,1253,41,37,26,55,35,260,6,0,201,CLR,10,352,35,387,352,387,502,0,0,0,30.21,1023,46,CLR,Fair
PIT2015,1-Nov-15,1-Nov-15,1:00,13,PIT, PK,CIN,26,U,49.5,2015,Week 8,64750,PIT, PK,PK,ARI,10,16,PK,68400,0,14,63,0,Pittsburgh,KAGC,KAGC4230913,58,65,62,80,12,16,80,9,177,0.02,0,CLR,Fair,1253,64,62,44,48,54,240,16,12,29,FEW,10,461,47,508,473,520,676,0,0,0,29.94,1014,45,CLR,Mostly Clear
PIT2015,1-Oct-15,1-Oct-15,8:25,20,BAL,-3,PIT,43,U,44,2015,Week 4,63929,PIT,3,-3,SF,20,23,N,68400,0,14,54,0,Pittsburgh,KAGC,KAGC4227820,55,63,67,77,8,13,94,10,2,0,0,MC,Overcast,1253,56,53,44,65,50,70,13,38,39,SCT,10,0,0,0,0,0,0,0,0,0,30.16,1021.5,44,PC,Partly Cloudy
PIT2014,2-Nov-14,2-Nov-14,8:30,20,PIT,-2,BAL,66,O,48,2014,Week 9,63971,PIT,-2,2,IND,43,23,Y,65500,0,13,37,0,Pittsburgh,KAGC,KAGC4194520,38,46,50,67,12,17,39,10,477,0,0,CLR,Fair,1253,39,34,21,48,33,300,7,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.34,1027.4,46,CLR,Fair
PIT2016,2-Oct-16,2-Oct-16,8:30,20,PIT,-3.5,KC,57,O,48.5,2016,Week 4,61278,PIT,-3.5,3.5,SF,43,14,Y,68400,0,15,60,0,Pittsburgh,KAGC,KAGC4264520,61,67,82,93,6,12,90,7.2,6,0.11,0,CLR,Mostly Clear,1253,60,60,57,90,58,0,0,100,37,OVC,5,0,0,0,0,0,0,0,0,0,30.05,1017.6,45,CLR,Mostly Clear
PIT2019,3-Nov-19,3-Nov-19,1:00,13,PIT,-2.5,IND,50,O,53,2019,Week 9,61115,PIT,-2.5,2.5,PIT,26,24,N,68400,0,18,41,0,Pittsburgh,KAGC,KAGC4377213,41,47,57,73,9,14,34,9.9,511,0,0,CLR,Fair,1276,45,39,25,46,37,230,13,20,45,SCT,10,417,46,463,463,509,662,0,0,0,30.18,1023.2,44,PC,Partly Cloudy
PIT2016,4-Dec-16,4-Dec-16,4:25,16,PIT,-6.5,NYG,38,U,49.5,2016,Week 13,65825,PIT,-6.5,6.5,DET,24,14,Y,68400,0,15,40,0,Pittsburgh,KAGC,KAGC4270816,37,40,65,82,5,10,93,9.6,98,0.12,0,CLR,Fair,1253,40,35,25,55,34,110,8,100,120,BKN,10,35,5,40,47,52,67,0,0,0,30.1,1019.2,42,MC,Mostly Cloudy
PIT2015,6-Dec-15,6-Dec-15,8:30,20,PIT,-9.5,IND,55,O,50.5,2015,Week 13,58701,PIT,-9.5,9.5,GB,45,10,Y,68400,0,14,35,0,Pittsburgh,KAGC,KAGC4234420,38,50,77,92,3,7,94,4.8,0,0,0,CLR,Fair,1253,45,42,32,61,40,220,6,100,149,CLR,10,0,0,0,0,0,0,0,0,0,30.33,1027,46,CLR,Fair
PIT2019,6-Oct-19,6-Oct-19,1:00,13,PIT,-3,BAL,49,O,47.5,2019,Week 5,64037,PIT,-3,3,KC,23,26,N,68400,0,18,62,0,Pittsburgh,KAGC,KAGC4374413,63,69,81,100,7,15,82,9,36,0.26,0,MC,Overcast,1276,69,69,61,76,64,200,9,100,90,OVC,10,312,63,376,625,688,894,0,0,0,30.14,1020.8,40,MC,Overcast
PIT2014,7-Sep-14,7-Sep-14,1:00,13,PIT,-6,CLE,57,O,41.5,2014,Week 1,64598,PIT,-6,6,MIA,30,27,N,65500,0,13,72,0,Pittsburgh,KAGC,KAGC4188913,63,73,65,89,5,9,5,10,699,0,0,CLR,Fair,1253,69,69,50,51,58,370,5,70,45,BKN,10,515,79,594,793,872,1133,0,0,0,30.21,1022.9,42,MC,Mostly Cloudy
PIT2013,8-Dec-13,8-Dec-13,1:00,13,PIT,-3,MIA,62,O,40.5,2013,Week 14,52489,PIT,-3,3,CAR,28,34,Y,65500,0,12,26,0,Pittsburgh,KAGC,KAGC4161613,25,31,76,92,7,13,87,7.1,0,0.09,1.1,MC,Overcast,1253,24,18,21,88,23,60,5,100,18,VV,0.5,173,35,208,346,381,494,99,0.01,0.1,30.39,1029.2,10,SNOW,Moderate Snow
PIT2015,8-Nov-15,8-Nov-15,1:00,13,PIT,-6,OAK,73,O,48,2015,Week 9,65520,PIT,-6,6,CIN,38,35,N,68400,0,14,51,0,Pittsburgh,KAGC,KAGC4231613,46,54,46,63,4,7,4,10,610,0,0,CLR,Fair,1253,50,50,24,36,40,0,0,0,201,CLR,10,439,44,483,439,483,626,0,0,0,30.44,1030.9,46,CLR,Fair
PIT2017,8-Oct-17,8-Oct-17,1:00,13,PIT,-7.5,JAX,39,U,41.5,2017,Week 5,66237,PIT,-7.5,7.5,LAC,9,30,Y,68400,0,16,75,0,Pittsburgh,KAGC,KAGC4301613,69,73,80,93,8,15,99,8.6,17,0.54,0,RAIN,Light Rain,1253,72,72,60,66,65,230,9,71,27,OVC,10,398,61,459,613,674,876,0,0,0,29.96,1014.2,45,CLR,Mostly Clear
PIT2013,8-Sep-13,8-Sep-13,1:00,13,PIT,-6,TEN,25,U,42,2013,Week 1,61585,PIT,-6,6,KC,9,16,Y,65500,0,12,74,0,Pittsburgh,KAGC,KAGC4152513,69,79,73,84,5,9,65,9.8,268,0,0,CLR,Fair,1253,74,77,65,74,68,370,5,100,25,OVC,8,394,79,473,788,867,1125,0,0,0,29.99,1015.6,44,PC,Partly Cloudy
PIT2016,9-Oct-16,9-Oct-16,1:00,13,PIT,-9.5,NYJ,44,U,50,2016,Week 5,66385,PIT,-9.5,9.5,OAK,31,13,Y,68400,0,15,57,0,Pittsburgh,KAGC,KAGC4265213,51,59,66,80,8,15,40,10,321,0,0,CLR,Fair,1253,58,55,39,50,49,330,14,75,40,BKN,10,376,60,436,601,661,858,0,0,0,30.26,1024.8,45,CLR,Mostly Clear
PIT2017,10-Dec-17,10-Dec-17,8:30,20,PIT,-6,BAL,77,O,43,2017,Week 14,60069,PIT,-6,6,OAK,39,38,N,68400,0,16,70,0,Pittsburgh,KAGC,KAGC4307920,29,32,64,81,13,17,100,9.2,0,0,0.1,MC,Overcast,1253,30,22,16,56,26,230,9,100,60,OVC,10,0,0,0,0,0,0,0,0,0,29.97,1016.7,40,MC,Overcast
PIT2013,10-Nov-13,10-Nov-13,1:00,13,PIT,-3,BUF,33,U,43,2013,Week 10,60406,PIT,-3,3,BUF,23,10,Y,65500,0,12,46,0,Pittsburgh,KAGC,KAGC4158813,45,54,54,66,14,21,58,10,36,0,0,MC,Overcast,1253,45,38,27,49,38,280,14,100,46,OVC,10,214,43,258,429,472,613,0,0,0,30.13,1020.4,42,MC,Mostly Cloudy
