,Key2,Var.2,Date,Date2,Date3,roadteam,roadscore,hometeam,homescore,MLResult,ML,total,oddsadj,goalie,opp goalie,ATT,Fights,Weather Station,Weather Station Code.x,Data Type.x,Data Date,Time Zone.x,Daily Latitude.x,Daily Longitude.x,Daily Elevation.x,Daily High Temperature,Daily Low Temperature,Daily Average Temperature,Daily Warmest Heat Index,Daily Coldest Wind Chill Temperature,Daily High Dew Point,Daily Low Dew Point,Daily AVG Dew Point,Daily High Relative Humidity,Daily Low Relative Humidity,Daily AVG Humidity,Daily High Wet Bulb Temp,Daily Low Wet Bulb Temp,Daily AVG Wet Bulb Temp,Daily High Wind Speed,Daily AVG Wind Speed,Daily Wind Direction.x,Daily High Wind Gust,Daily Cloud Cover percent.x,Daily AVG Visability Miles,Daily Total Solar Irradiance Beam,Daily Total Solar Irradiance Diffuse,Daily Total Solar Irradiance Global,Daily Total Minutes of Sunshine,Daily Total Minutes of Sunshine of a cloud free day,Daily Observed Daily Water Equivalent,Daily Snowfall.x,Daily High Pressure Inches,Daily Low Pressure Inches,Daily AVG Pressure Inches,Daily Highest Pressure Millibars,Daily Low Pressure Millibars,Daily AVG Daily Pressure Millibars,Daily Two Digit Predominate Weather,Daily Weather Code,Daily Weather Text.x,Weather Station Code.y,Data Type.y,Time Zone.y,Hour Latitude.y,Hour Longitude.y,Hour Elevation.y,Hour Temperature,Hour Feels Like,Hour Dew Point,Hour Relative Humidity,Hour Wet Bulb Temp,Hour Wind Direction.y,Hour Wind Speed,Hour Cloud Cover percent.y,Hour Cloud Ceiling,Hour Cloud Cover Type,Hour Visibility,Hour Solar Irradiance Beam,Hour Solar Irradiance Diffuse,Hour Solar Irradiance Global,Hour Solar Irradiance Possible Beam,Hour Solar Irradiance Possible Global,Hour Solar Irradiance ET,Hour Probability of Precipitation,Hour Water EQ,Hour Snowfall.y,Hour Pressure Inches,Hour Pressure Millibars,Hour Weather Code Digit Numeric,Hour Weather Code Alpha Numeric,Hour Weather Text.y,Data Date_1
669,CYOW 21/Oct/2017 07,669,10/21/17,21-Oct-17,21-Oct-17, Maple Leafs,3, Senators,6,W,103,6,100,Craig Anderson,Frederik Andersen,17455,0,CYOW,CYOW,O,21-Oct-17,EST,45.322,-75.669,374,72,46,58,72,43,53,41,47,87,48,69,61,45,52,12,7,201,12,54,15,2287,284,2571,225,639,0,0,30.27,30.16,30.22,1025.4,1021.5,1023.6,52,PC,High Clouds,CYOW,O,EST,45.322,-75.669,374,47,45,43,85,46,200,5,5,240,FEW,15,15,1,16,15,16,21,0,0,0,30.21,1023.3,45,CLR,Mostly Clear,21-Oct-17
670,CYOW 22/Dec/2016 07,670,12/22/16,22-Dec-16,22-Dec-16, Ducks,1, Senators,2,W,101,5.5,-123,Mike Condon,John Gibson,17125,1,CYOW,CYOW,O,22-Dec-16,EST,45.322,-75.669,374,33,29,31,33,22,31,26,29,98,84,93,32,28,30,9,5,236,9,100,7.7,632,126,760,6,523,0.24,3.1,30.15,29.87,29.97,1021.7,1012.2,1015.5,40,MC,Overcast,CYOW,O,EST,45.322,-75.669,374,30,30,30,98,30,130,3,100,6,VV,1,0,0,0,0,0,0,99,0.02,0.3,29.88,1012.4,9,SNOW,Light Snow,22-Dec-16
671,CYOW 22/Dec/2018 07,671,12/22/18,22-Dec-18,22-Dec-18,Capitals,4, Senators,0,W ,-164,U 6.5,-127,P. Copley,M. McKenna,15605,0,CYOW,CYOW,O,22-Dec-18,EST,45.317,-75.667,374,36,16,24,36,0,34,7,20,100,67,83,36,14,24,23,18,283,31,85,10.3,667,126,795,35,523,0.18,2,30.01,29.14,29.56,1017,987.4,1001.6,9,SNOW,Light Snow,CYOW,O,EST,45.317,-75.667,374,27,13,25,93,26,290,20,100,8,OVC,1,0,0,0,0,0,0,99,0.01,0,29.3,992.9,9,SNOW,Light Snow,22-Dec-18
672,CYOW 22/Feb/2018 07,672,2/22/18,22-Feb-18,22-Feb-18, Lightning,4, Senators,3,L,150,6,-130,Craig Anderson,Louis Domingue,16204,0,CYOW,CYOW,O,22-Feb-18,EST,45.322,-75.669,374,28,21,24,28,12,16,7,11,76,46,59,25,18,20,12,5,34,12,45,15,2103,296,2399,222,645,0,0,30.75,30.66,30.71,1042.3,1038.8,1040.8,42,MC,Mostly Cloudy,CYOW,O,EST,45.322,-75.669,374,21,12,10,62,18,30,7,25,230,SCT,15,0,0,0,0,0,0,0,0,0,30.7,1040.6,54,CLR,Few High Clouds,22-Feb-18
673,CYOW 22/Feb/2019 07,673,2/22/19,22-Feb-19,22-Feb-19,Blue Jackets,3, Senators,0,W ,-265,U 6.5,-125,S. Bobrovsky,C. Anderson,13918,0,CYOW,CYOW,O,22-Feb-19,EST,45.317,-75.667,374,30,16,23,30,5,18,10,15,93,55,72,26,15,21,14,7,283,20,18,15,2393,296,2690,474,645,0,0,30.47,30.18,30.37,1032.7,1022.6,1029.3,45,CLR,Mostly Clear,CYOW,O,EST,45.317,-75.667,374,16,6,12,86,15,290,7,10,230,FEW,15,0,0,0,0,0,0,0,0,0,30.33,1027.9,45,CLR,Mostly Clear,22-Feb-19
674,CYOW 22/Jan/2016 07,674,1/22/16,22-Jan-16,22-Jan-16, Islanders,5, Senators,2,L,130,5.5,111,Andrew Hammond,Jaroslav Halak,18305,1,CYOW,CYOW,O,22-Jan-16,EST,45.322,-75.669,374,23,9,17,22,0,13,6,10,86,67,75,20,9,15,12,7,300,12,78,15,970,171,1142,87,561,0,0,30.33,30.25,30.29,1028.1,1025.3,1026.7,40,MC,Overcast,CYOW,O,EST,45.322,-75.669,374,12,3,9,85,11,300,6,100,64,FEW,15,0,0,0,0,0,0,0,0,0,30.3,1027,40,MC,Overcast,22-Jan-16
675,CYOW 22/Jan/2017 07,675,1/22/17,22-Jan-17,22-Jan-17, Blue Jackets,7, Senators,6,L,112,5.5,108,Mike Condon,Joonas Korpisalo,16702,0,CYOW,CYOW,O,22-Jan-17,EST,45.322,-75.669,374,36,30,34,35,20,34,24,29,100,70,85,34,29,32,20,13,61,31,93,10.9,964,171,1135,69,561,0.05,0,29.95,29.77,29.85,1014.7,1008.6,1011.6,40,MC,Overcast,CYOW,O,EST,45.322,-75.669,374,33,25,32,98,33,60,10,100,3,OVC,6,0,0,0,0,0,0,99,0.01,0,29.8,1009.8,18,RAIN,Light Rain,22-Jan-17
676,CYOW 22/Jan/2019 07,676,1/22/19,22-Jan-19,22-Jan-19,Coyotes,3, Senators,2,W ,-105,U 6,-112,D. Kuemper,C. Anderson,12236,0,CYOW,CYOW,O,22-Jan-19,EST,45.317,-75.667,374,7,-15,-1,7,-30,-2,-18,-10,76,51,65,5,-13,-3,14,8,200,18,51,15,1407,171,1578,241,561,0.01,0,30.64,30.23,30.51,1039,1025,1034.7,40,MC,Overcast,CYOW,O,EST,45.317,-75.667,374,-13,-27,-18,76,-13,210,6,0,390,SKC,15,0,0,0,0,0,0,0,0,0,30.61,1038.2,47,CLR,Clear,22-Jan-19
677,CYOW 22/Mar/2016 07,677,3/22/16,22-Mar-16,22-Mar-16, Capitals,4, Senators,2,L,131,5.5,122,Craig Anderson,Braden Holtby,19313,0,CYOW,CYOW,O,22-Mar-16,EST,45.322,-75.669,374,42,16,32,41,13,31,13,22,98,43,68,34,18,28,17,7,240,22,68,11.4,2965,462,3425,206,738,0.1,1,29.99,29.85,29.93,1016.2,1011.4,1014.2,40,MC,Overcast,CYOW,O,EST,45.322,-75.669,374,22,22,16,78,20,140,2,10,70,FEW,15,64,7,71,67,74,96,0,0,0,29.98,1016,46,CLR,Fair,22-Mar-16
678,CYOW 22/Mar/2018 07,678,3/22/18,22-Mar-18,22-Mar-18, Oilers,6, Senators,2,L,120,6,107,Craig Anderson,Cam Talbot,16538,0,CYOW,CYOW,O,22-Mar-18,EST,45.322,-75.669,374,42,24,32,40,12,22,13,17,62,45,54,33,21,27,15,11,313,18,39,15.4,4313,453,4766,526,738,0,0,30.01,29.96,29.99,1017,1015.3,1016.1,45,CLR,Mostly Clear,CYOW,O,EST,45.322,-75.669,374,24,13,13,61,21,320,12,25,250,SCT,15,58,6,64,63,69,90,0,0,0,29.99,1016.4,54,CLR,Few High Clouds,22-Mar-18
679,CYOW 22/Nov/2014 07,679,11/22/14,22-Nov-14,22-Nov-14, Blues,3, Senators,2,,NA,,NA,,,18479,0,CYOW,CYOW,O,22-Nov-14,EST,45.322,-75.669,374,37,21,31,37,8,37,12,24,93,60,75,37,17,28,20,13,213,30,92,11.3,816,162,979,12,555,0.04,0.1,30.26,29.88,30.01,1025.6,1012.3,1017,40,MC,Overcast,CYOW,O,EST,45.322,-75.669,374,27,14,21,80,25,210,16,100,150,OVC,12,0,0,0,0,0,0,0,0,0,30.13,1021.1,40,MC,Overcast,22-Nov-14
680,CYOW 22/Oct/2015 07,680,10/22/15,22-Oct-15,22-Oct-15, Devils,5, Senators,4,L,-157,5,108,Andrew Hammond,Cory Schneider,16578,1,CYOW,CYOW,O,22-Oct-15,EST,45.322,-75.669,374,62,37,49,61,30,54,23,38,100,45,70,56,33,44,24,13,288,31,58,13.7,2109,276,2384,316,636,0.02,0,30.22,29.91,30.02,1023.7,1013.1,1016.8,42,MC,Mostly Cloudy,CYOW,O,EST,45.322,-75.669,374,45,45,43,93,44,0,0,40,80,SCT,10,10,1,11,12,13,17,0,0,0,29.91,1013.2,44,PC,Partly Cloudy,22-Oct-15
681,CYOW 22/Oct/2016 07,681,10/22/16,22-Oct-16,22-Oct-16, Lightning,4, Senators,1,L,108,5.5,-107,Craig Anderson,Andrei Vasilevskiy,15918,0,CYOW,CYOW,O,22-Oct-16,EST,45.322,-75.669,374,41,38,40,42,27,40,31,37,98,72,91,41,37,39,23,19,311,36,100,9.4,1366,273,1639,0,636,0.43,0,29.66,29.49,29.54,1005,999,1000.8,18,RAIN,Light Rain,CYOW,O,EST,45.322,-75.669,374,40,30,39,95,39,310,20,100,12,OVC,3,5,1,6,10,11,15,0,0.11,0,29.59,1002.4,19,RAIN,Moderate Rain,22-Oct-16
682,CYOW 23/Dec/2013 07,682,12/23/13,23-Dec-13,23-Dec-13, Penguins,0, Senators,5,,NA,,NA,,,19838,#N/A,CYOW,CYOW,O,23-Dec-13,EST,45.322,-75.669,374,20,6,16,20,-8,18,0,13,93,80,90,19,6,16,15,8,300,22,83,7.9,632,126,759,0,524,0.01,0,30.25,29.97,30.09,1025.1,1015.7,1019.9,40,MC,Overcast,CYOW,O,EST,45.322,-75.669,374,17,10,15,92,17,50,5,100,4,OVC,3,0,0,0,0,0,0,0,0,0,30.03,1017.5,40,MC,Overcast,23-Dec-13
683,CYOW 23/Mar/2015 07,683,3/23/15,23-Mar-15,23-Mar-15, Sharks,2, Senators,5,,NA,,NA,,,18193,0,CYOW,CYOW,O,23-Mar-15,EST,45.322,-75.669,374,22,1,11,21,-18,5,-8,-2,71,46,56,17,0,8,20,12,275,26,8,15,4375,462,4837,644,741,0,0,30.34,30.23,30.29,1028.2,1024.7,1026.7,45,CLR,Mostly Clear,CYOW,O,EST,45.322,-75.669,374,1,-18,-8,65,0,280,15,10,240,FEW,15,66,7,73,68,75,97,0,0,0,30.29,1026.9,45,CLR,Mostly Clear,23-Mar-15
684,CYOW 23/Mar/2017 07,684,3/23/17,23-Mar-17,23-Mar-17, Penguins,1, Senators,2,W,129,5.5,101,Mike Condon,Matt Murray,18102,0,CYOW,CYOW,O,23-Mar-17,EST,45.322,-75.669,374,35,8,23,35,-3,17,-1,6,68,25,49,27,7,18,16,8,243,22,31,15,4539,462,5001,642,741,0,0,30.55,30.32,30.47,1035.4,1027.5,1032.7,45,CLR,Mostly Clear,CYOW,O,EST,45.322,-75.669,374,11,2,1,63,9,260,6,5,90,FEW,15,66,7,73,68,75,97,0,0,0,30.53,1034.8,46,CLR,Fair,23-Mar-17
685,CYOW 23/Oct/2018 07,685,10/23/18,23-Oct-18,23-Oct-18,Bruins,4, Senators,1,W ,-170,U 6,-137,T. Rask,C. Anderson,15265,1,CYOW,CYOW,O,23-Oct-18,EST,45.317,-75.667,374,51,33,40,48,25,36,27,33,93,61,77,43,32,37,15,10,67,17,72,14.9,1927,273,2200,200,633,0,0,30.07,29.95,30.01,1018.8,1014.9,1016.9,42,MC,Mostly Cloudy,CYOW,O,EST,45.317,-75.667,374,34,26,32,93,33,50,10,70,57,BKN,12,7,1,8,11,12,15,0,0,0,30.04,1017.8,42,MC,Mostly Cloudy,23-Oct-18
686,CYOW 24/Feb/2018 07,686,2/24/18,24-Feb-18,24-Feb-18, Flyers,5, Senators,3,L,124,5.5,-110,Craig Anderson,Petr Mrazek,16128,0,CYOW,CYOW,O,24-Feb-18,EST,45.322,-75.669,374,37,27,33,37,19,34,20,26,96,66,78,36,25,31,16,10,291,18,71,15,1523,305,1828,115,652,0,0,30.28,30.01,30.19,1026.2,1017,1023,42,MC,Mostly Cloudy,CYOW,O,EST,45.322,-75.669,374,35,26,28,76,33,290,15,75,30,BKN,15,0,0,0,0,0,0,0,0,0,30.13,1021.1,42,MC,Mostly Cloudy,24-Feb-18
687,CYOW 24/Feb/2019 07,687,2/24/19,24-Feb-19,24-Feb-19,Flames,2, Senators,1,W ,-250,U 6.5,-111,D. Rittich,C. Anderson,13160,0,CYOW,CYOW,O,24-Feb-19,EST,45.317,-75.667,374,41,25,32,39,11,37,18,29,100,64,88,38,24,30,28,18,124,38,100,7.1,1527,306,1834,0,652,0.21,0.9,30.01,29.07,29.39,1017,985.1,996,18,RAIN,Light Rain,CYOW,O,EST,45.317,-75.667,374,27,13,27,100,27,80,20,100,4,OVC,3,0,0,0,0,0,0,99,0.01,0,29.66,1005.2,3,SNOW,Freezing Rain,24-Feb-19
688,CYOW 24/Jan/2016 07,688,1/24/16,24-Jan-16,24-Jan-16, Rangers,0, Senators,3,W,122,5,141,Craig Anderson,Henrik Lundqvist,18940,0,CYOW,CYOW,O,24-Jan-16,EST,45.322,-75.669,374,21,0,12,21,-10,16,-3,7,92,58,80,18,0,10,9,4,225,9,95,13.1,962,177,1140,15,566,0.03,0.6,30.08,29.98,30.02,1019.5,1016.4,1017.6,42,MC,Mostly Cloudy,CYOW,O,EST,45.322,-75.669,374,1,-10,-3,84,0,240,5,100,170,BKN,15,0,0,0,0,0,0,0,0,0,30.02,1017.7,42,MC,Mostly Cloudy,24-Jan-16
689,CYOW 24/Jan/2017 07,689,1/24/17,24-Jan-17,24-Jan-17, Capitals,0, Senators,3,W,112,5.5,-133,Mike Condon,Philipp Grubauer,16683,0,CYOW,CYOW,O,24-Jan-17,EST,45.322,-75.669,374,28,26,27,28,13,26,16,22,97,61,83,27,24,25,20,10,53,26,100,7.8,882,177,1061,0,566,0.23,2.2,29.87,29.59,29.7,1012.2,1002.8,1006.4,9,SNOW,Light Snow,CYOW,O,EST,45.322,-75.669,374,28,17,17,64,24,60,14,100,41,OVC,15,0,0,0,0,0,0,99,0.02,0.3,29.76,1008.6,9,SNOW,Light Snow,24-Jan-17
690,CYOW 24/Mar/2018 07,690,3/24/18,24-Mar-18,24-Mar-18, Hurricanes,5, Senators,2,L,115,6,106,Mike Condon,Cam Ward,16555,0,CYOW,CYOW,O,24-Mar-18,EST,45.322,-75.669,374,29,20,25,30,5,15,5,10,66,38,53,25,17,21,18,15,335,24,26,15,4525,468,4993,692,744,0,0,30.36,30.19,30.26,1029,1023,1025.5,45,CLR,Mostly Clear,CYOW,O,EST,45.322,-75.669,374,20,7,9,63,17,340,13,5,210,FEW,15,72,7,79,73,80,104,0,0,0,30.27,1025.7,45,CLR,Mostly Clear,24-Mar-18
691,CYOW 24/Nov/2016 07,691,11/24/16,24-Nov-16,24-Nov-16, Bruins,1, Senators,3,W,118,5,-102,Craig Anderson,Tuukka Rask,17191,0,CYOW,CYOW,O,24-Nov-16,EST,45.322,-75.669,374,30,24,28,30,16,29,22,27,96,89,93,29,23,27,15,9,69,15,100,6.4,775,155,928,0,551,0.24,2.6,30.3,30.18,30.23,1026.8,1022.8,1024.5,9,SNOW,Light Snow,CYOW,O,EST,45.322,-75.669,374,26,17,25,95,26,80,10,100,25,OVC,2,0,0,0,0,0,0,99,0.01,0.1,30.26,1025.4,9,SNOW,Light Snow,24-Nov-16
692,CYOW 24/Oct/2015 07,692,10/24/15,24-Oct-15,24-Oct-15, Coyotes,4, Senators,1,L,-169,5.5,-102,Craig Anderson,Anders Lindback,17270,0,CYOW,CYOW,O,24-Oct-15,EST,45.322,-75.669,374,50,28,41,50,21,45,25,33,93,50,75,46,27,37,13,9,128,18,85,14.2,1749,267,2016,41,629,0.31,0,30.34,29.78,30.1,1028,1008.6,1019.8,40,MC,Overcast,CYOW,O,EST,45.322,-75.669,374,32,26,28,87,31,90,7,83,200,BKN,15,7,1,8,9,10,13,0,0,0,30.27,1025.5,50,PC,High Overcast,24-Oct-15
693,CYOW 24/Oct/2017 07,693,10/24/17,24-Oct-17,24-Oct-17, Kings,3, Senators,2,L,-134,5.5,-114,Mike Condon,Darcy Kuemper,14034,0,CYOW,CYOW,O,24-Oct-17,EST,45.322,-75.669,374,66,53,60,66,53,59,49,55,95,69,84,61,52,57,17,9,141,24,83,12.6,1733,267,2001,172,629,0.32,0,29.76,29.6,29.66,1007.8,1002.4,1004.5,18,RAIN,Light Rain,CYOW,O,EST,45.322,-75.669,374,61,60,59,93,60,250,7,100,38,OVC,3,4,1,6,9,10,13,99,0.03,0,29.6,1002.4,18,RAIN,Light Rain,24-Oct-17
694,CYOW 25/Jan/2018 07,694,1/25/18,25-Jan-18,25-Jan-18, Bruins,3, Senators,2,L,147,5.5,-118,Mike Condon,Tuukka Rask,15232,0,CYOW,CYOW,O,25-Jan-18,EST,45.322,-75.669,374,13,0,6,13,-19,-1,-6,-3,76,54,66,10,0,5,16,10,278,20,22,15,1481,180,1661,337,568,0,0,30.56,30.26,30.44,1035.9,1025.7,1032,45,CLR,Mostly Clear,CYOW,O,EST,45.322,-75.669,374,1,-18,-5,75,0,290,14,5,250,FEW,15,0,0,0,0,0,0,0,0,0,30.39,1030.4,45,CLR,Mostly Clear,25-Jan-18
695,CYOW 25/Nov/2017 07,695,11/25/17,25-Nov-17,25-Nov-17, Islanders,2, Senators,1,L,-114,5.5,100,Craig Anderson,Jaroslav Halak,17276,0,CYOW,CYOW,O,25-Nov-17,EST,45.322,-75.669,374,46,34,41,45,29,42,26,34,94,48,76,43,34,39,20,10,234,31,91,13.2,775,155,928,7,549,0.29,0,29.75,29.47,29.57,1008,998.3,1001.8,18,RAIN,Light Rain,CYOW,O,EST,45.322,-75.669,374,42,36,32,70,38,200,10,100,81,OVC,15,0,0,0,0,0,0,99,0.04,0,29.48,998.6,18,RAIN,Light Rain,25-Nov-17
696,CYOW 25/Oct/2013 07,696,10/25/13,25-Oct-13,25-Oct-13, Ducks,2, Senators,1,,NA,,NA,,,17590,#N/A,CYOW,CYOW,O,25-Oct-13,EST,45.322,-75.669,374,41,27,34,41,20,30,22,26,90,52,72,35,26,31,20,9,268,23,35,15,1790,264,2054,291,627,0,0,30.11,29.95,30.06,1019.9,1014.7,1018.4,42,MC,Mostly Cloudy,CYOW,O,EST,45.322,-75.669,374,31,25,27,86,29,290,6,10,240,FEW,15,8,1,9,8,9,11,0,0,0,30.06,1018.3,45,CLR,Mostly Clear,25-Oct-13
697,CYOW 25/Oct/2014 07,697,10/25/14,25-Oct-14,25-Oct-14, Devils,3, Senators,2,,NA,,NA,,,19266,0,CYOW,CYOW,O,25-Oct-14,EST,45.322,-75.669,374,58,35,47,57,30,52,34,43,100,66,85,53,35,45,14,8,229,22,69,11.1,1327,264,1592,74,627,0.28,0,29.81,29.45,29.6,1009.6,997.5,1002.5,18,RAIN,Light Rain,CYOW,O,EST,45.322,-75.669,374,39,35,36,87,38,180,6,70,44,BKN,15,5,1,6,8,9,11,0,0,0,29.75,1007.8,42,MC,Mostly Cloudy,25-Oct-14
698,CYOW 26/Jan/2016 07,698,1/26/16,26-Jan-16,26-Jan-16, Sabres,3, Senators,2,L,-149,5.5,-115,Craig Anderson,Robin Lehner,16815,1,CYOW,CYOW,O,26-Jan-16,EST,45.322,-75.669,374,41,21,34,41,16,36,17,29,91,68,80,39,19,31,20,11,209,33,98,11.6,913,182,1094,0,571,0.09,0.7,29.89,29.55,29.7,1013.1,1001.4,1006.6,40,MC,Overcast,CYOW,O,EST,45.322,-75.669,374,33,26,27,79,30,180,8,100,18,OVC,10,0,0,0,0,0,0,99,0.01,0.2,29.74,1007.9,9,SNOW,Light Snow,26-Jan-16
699,CYOW 26/Jan/2017 07,699,1/26/17,26-Jan-17,26-Jan-17, Flames,3, Senators,2,L,-118,5.5,-117,Mike Condon,Brian Elliott,16263,0,CYOW,CYOW,O,26-Jan-17,EST,45.322,-75.669,374,33,31,32,33,20,33,26,29,99,81,91,33,29,31,18,11,269,26,100,9.2,913,182,1094,0,571,0.12,0.4,29.38,29.25,29.31,995.7,991,993.1,40,MC,Overcast,CYOW,O,EST,45.322,-75.669,374,33,28,32,99,33,240,5,100,10,OVC,3,0,0,0,0,0,0,99,0.01,0,29.29,992.6,9,SNOW,Light Snow,26-Jan-17
700,CYOW 26/Mar/2015 07,700,3/26/15,26-Mar-15,26-Mar-15, Rangers,5, Senators,1,,NA,,NA,,,17753,0,CYOW,CYOW,O,26-Mar-15,EST,45.322,-75.669,374,40,33,37,39,28,37,30,33,100,75,85,37,33,35,16,10,211,21,98,12.7,2281,480,2761,0,751,0.01,0,29.83,29.71,29.77,1010.7,1006.6,1008.6,40,MC,Overcast,CYOW,O,EST,45.322,-75.669,374,37,29,30,75,35,210,15,100,40,OVC,15,41,8,49,82,90,118,0,0,0,29.83,1010.7,40,MC,Overcast,26-Mar-15
701,CYOW 26/Mar/2016 07,701,3/26/16,26-Mar-16,26-Mar-16, Ducks,4, Senators,3,L,125,5.5,137,Craig Anderson,Frederik Andersen,18162,2,CYOW,CYOW,O,26-Mar-16,EST,45.322,-75.669,374,42,16,30,41,9,26,15,22,94,53,76,35,16,27,8,5,81,8,23,15,4233,484,4717,444,751,0,0,30.41,30.25,30.33,1030.8,1025.3,1028,46,CLR,Fair,CYOW,O,EST,45.322,-75.669,374,20,13,18,93,19,70,5,0,195,SKC,15,86,9,95,86,95,123,0,0,0,30.37,1029.3,46,CLR,Fair,26-Mar-16
702,CYOW 26/Mar/2019 07,702,3/26/19,26-Mar-19,26-Mar-19,Sabres,0, Senators,4,L ,-120,U 6,100,C. Hutton,C. Anderson,12074,0,CYOW,CYOW,O,26-Mar-19,EST,45.317,-75.667,374,33,18,25,32,7,10,1,5,58,31,42,25,15,20,16,10,283,22,1,15,4792,480,5272,747,751,0,0,30.4,30.21,30.35,1030.4,1023.9,1028.6,47,CLR,Clear,CYOW,O,EST,45.317,-75.667,374,19,9,1,45,15,340,9,0,400,SKC,15,82,8,90,82,90,118,0,0,0,30.36,1029,47,CLR,Clear,26-Mar-19
703,CYOW 26/Nov/2016 07,703,11/26/16,26-Nov-16,26-Nov-16, Hurricanes,1, Senators,2,W,-114,5,107,Craig Anderson,Cam Ward,18042,0,CYOW,CYOW,O,26-Nov-16,EST,45.322,-75.669,374,35,30,33,35,25,33,28,31,99,80,92,33,30,32,9,6,268,9,98,10.7,818,149,967,18,548,0,0,30.12,30.08,30.1,1020.6,1019.2,1019.8,40,MC,Overcast,CYOW,O,EST,45.322,-75.669,374,33,28,33,99,33,300,5,100,17,OVC,6,0,0,0,0,0,0,0,0,0,30.1,1020.1,9,SNOW,Light Snow,26-Nov-16
704,CYOW 26/Oct/2017 07,704,10/26/17,26-Oct-17,26-Oct-17, Flyers,4, Senators,5,W,-116,5.5,116,Craig Anderson,Michal Neuvirth,14926,0,CYOW,CYOW,O,26-Oct-17,EST,45.322,-75.669,374,53,36,44,53,32,40,35,37,95,54,77,46,36,41,16,9,283,20,80,15,1916,260,2176,69,624,0,0,29.84,29.77,29.8,1010.9,1008.6,1009.6,52,PC,High Clouds,CYOW,O,EST,45.322,-75.669,374,37,32,35,94,36,270,6,100,240,BKN,15,5,1,6,7,8,9,0,0,0,29.84,1010.9,52,PC,High Clouds,26-Oct-17
705,CYOW 27/Dec/2014 07,705,12/27/14,27-Dec-14,27-Dec-14, Red Wings,3, Senators,2,,NA,,NA,,,17194,0,CYOW,CYOW,O,27-Dec-14,EST,45.322,-75.669,374,46,32,38,46,28,41,30,35,100,81,89,44,31,36,15,6,179,22,97,13.6,639,128,764,0,526,0.04,0,30.15,29.72,30.01,1021.4,1006.7,1016.6,40,MC,Overcast,CYOW,O,EST,45.322,-75.669,374,36,31,34,93,35,200,5,100,28,OVC,15,0,0,0,0,0,0,0,0,0,30.15,1021.3,40,MC,Overcast,27-Dec-14
706,CYOW 27/Dec/2015 07,706,12/27/15,27-Dec-15,27-Dec-15, Bruins,1, Senators,3,W,100,5.5,-128,Craig Anderson,Tuukka Rask,20061,1,CYOW,CYOW,O,27-Dec-15,EST,45.322,-75.669,374,32,23,29,32,10,30,16,27,100,77,90,31,22,29,20,14,3,26,92,9.6,672,128,797,45,526,0.01,0.7,30.29,29.92,30.05,1026.4,1013.9,1018.4,42,MC,Mostly Cloudy,CYOW,O,EST,45.322,-75.669,374,32,21,30,94,31,50,16,100,9,OVC,4,0,0,0,0,0,0,0,0,0,29.96,1015.2,3,SNOW,Freezing Rain,27-Dec-15
707,CYOW 27/Feb/2014 07,707,2/27/14,27-Feb-14,27-Feb-14, Red Wings,6, Senators,1,,NA,,NA,,,18931,#N/A,CYOW,CYOW,O,27-Feb-14,EST,45.322,-75.669,374,17,0,10,16,-14,7,-9,1,85,48,70,13,0,8,25,13,249,35,90,8.4,1665,322,1987,42,661,0.08,1.4,29.95,29.46,29.62,1015.2,998.4,1003.9,9,SNOW,Light Snow,CYOW,O,EST,45.322,-75.669,374,7,-7,3,85,6,120,10,100,38,OVC,6,0,0,0,0,0,1,0,0,0,29.49,999.7,9,SNOW,Light Snow,27-Feb-14
708,CYOW 27/Mar/2018 07,708,3/27/18,27-Mar-18,27-Mar-18, Islanders,4, Senators,3,L,-139,6.5,-113,Mike Condon,Jaroslav Halak,15284,1,CYOW,CYOW,O,27-Mar-18,EST,45.322,-75.669,374,44,25,35,43,17,34,17,24,96,40,64,36,23,30,15,9,122,22,71,13.4,3036,484,3520,93,753,0.25,0.3,30.53,29.97,30.25,1034.7,1015.5,1025,42,MC,Mostly Cloudy,CYOW,O,EST,45.322,-75.669,374,30,22,18,63,26,110,8,40,250,SCT,15,76,9,85,86,95,123,0,0,0,30.43,1031.2,54,CLR,Few High Clouds,27-Mar-18
709,CYOW 27/Oct/2013 07,709,10/27/13,27-Oct-13,27-Oct-13, Sharks,5, Senators,2,,NA,,NA,,,17145,#N/A,CYOW,CYOW,O,27-Oct-13,EST,45.322,-75.669,374,46,36,40,44,30,38,28,31,94,53,74,39,34,36,17,9,273,20,87,15,1156,254,1410,90,621,0,0,29.98,29.69,29.87,1015.5,1005.9,1011.9,42,MC,Mostly Cloudy,CYOW,O,EST,45.322,-75.669,374,38,31,33,83,36,280,12,70,12,BKN,15,3,0,3,5,5,7,0,0,0,29.81,1009.8,42,MC,Mostly Cloudy,27-Oct-13
710,CYOW 28/Dec/2013 07,710,12/28/13,28-Dec-13,28-Dec-13, Bruins,3, Senators,4,,NA,,NA,,,20500,#N/A,CYOW,CYOW,O,28-Dec-13,EST,45.322,-75.669,374,36,22,33,35,12,32,18,30,94,83,90,34,20,31,14,9,218,20,100,9,640,128,768,0,526,0,0,30,29.89,29.94,1016.2,1012.7,1014.5,40,MC,Overcast,CYOW,O,EST,45.322,-75.669,374,33,23,30,90,32,220,14,100,18,OVC,10,0,0,0,0,0,0,0,0,0,29.9,1013,9,SNOW,Light Snow,28-Dec-13
