Key2,﻿Keyno,FullDate,Month,Day,Year,DateDate,Season,Start (ET),Hour,Visitor/Neutral,Visitor Pts,Home/Neutral,Home Pts,OT,NumberOT,Attendance,Notes,MonthW,Covered Line,Away ATS,Home ATS,CoveredO/U,O/U,DateWeek,Keyyr,Capacity,New Stadium Season,Years in Stadium,City Played,Weather Station,WKey,DayAVGTemp,DayHighTemp,DayAVGHumid,DayHighHumid,DayAVGWind,DayHighWind,DayAVGCloud,DayAVGVisibility,DayAVGSunMin,DayPrecipWaterEQ,DayPrecipSnow,DayAVGWeatherLetterCode,DayAVGWeatherType,Hour Weather Station Code,Hour Data Type,Hour Time Zone,Hour Latitude,Hour Longitude,Hour Elevation,Hour Temperature,Hour Feels Like,Hour Dew Point,Hour Relative Humidity,Hour Wet Bulb Temp,Hour Wind Direction,Hour Wind Speed,Hour Cloud Cover percent,Hour Cloud Ceiling,Hour Cloud Cover Type,Hour Visibility,Hour Solar Irradiance Beam,Hour Solar Irradiance Diffuse,Hour Solar Irradiance Global,Hour Solar Irradiance Possible Beam,Hour Solar Irradiance Possible Global,Hour Solar Irradiance ET,Hour Probability of Precipitation,Hour Water EQ,Hour Snowfall,Hour Pressure Inches,Hour Pressure Millibars,Hour Weather Code Digit Numeric,Hour Weather Code Alpha Numeric,Hour Weather Text,Hour Data Date_1,Hour Data Date_2
KATL 22/Feb/2014 20,ATL41692,2/22/2014,2,22,2014,22-Feb-14,2014,7:30p,20,NYK,98,ATL,107,1,1,"19,045",,Feb,Y,1.5,-1.5,O,204,Sat,ATL2014,18118,0,14,Atlanta,KATL,KATL41692,52,65,38,65,5,10,83,10,103,0,0,PC,Partly Cloudy,KATL,O,EST,33.637,-84.428,1027,58,58,28,32,45,140,5,100,150,BKN,10,0,0,0,0,0,0,0,0,0,30.08,1018.7,44,PC,Partly Cloudy,22-Feb-14,20
KATL 22/Feb/2016 20,ATL42422,2/22/2016,2,22,2016,22-Feb-16,2016,8:00p,20,GSW,102,ATL,92,0,0,"19,330",,Feb,N,-6,6,U,226.5,Mon,ATL2016,18047,0,16,Atlanta,KATL,KATL42422,60,63,88,93,5,10,100,6.7,0,1.52,0,RAIN,Light Rain,KATL,O,EST,33.637,-84.428,1027,59,59,57,93,58,340,3,100,4,OVC,5,0,0,0,0,0,0,99,0.1,0,29.9,1012.6,18,RAIN,Light Rain,22-Feb-16,20
KATL 22/Jan/2018 20,ATL43122,1/22/2018,1,22,2018,22-Jan-18,2018,7:30p,20,UTA,90,ATL,104,0,0,"11,096",,Jan,Y,-2.5,2.5,U,204,Mon,ATL2018,15711,0,18,Atlanta,KATL,KATL43122,56,62,87,100,8,21,100,7.4,0,0.83,0,MC,Overcast,KATL,O,EST,33.637,-84.428,1027,60,58,60,100,60,140,10,100,80,OVC,1,0,0,0,0,0,0,99,0.24,0,29.92,1013,17,RAIN,Heavy Rain,22-Jan-18,20
KATL 22/Mar/2015 15,ATL42085,3/22/2015,3,22,2015,22-Mar-15,2015,3:00p,15,SAS,114,ATL,95,0,0,"19,193",,Mar,N,1.5,-1.5,O,201,Sun,ATL2015,18047,0,15,Atlanta,KATL,KATL42085,56,58,85,93,8,14,100,7.2,0,1,0,RAIN,Light Rain,KATL,O,EST,33.637,-84.428,1027,57,56,54,90,55,110,7,100,6,OVC,3,326,65,390,651,716,930,99,0.25,0,29.98,1015.2,18,RAIN,Light Rain,22-Mar-15,15
KATL 22/May/2015 21,ATL42146,5/22/2015,5,22,2015,22-May-15,2015,8:30p,21,CLE,94,ATL,82,0,0,"18,670",,May,N,3.5,-3.5,U,193,Fri,ATL2015,18047,0,15,Atlanta,KATL,KATL42146,66,78,56,80,7,13,27,10,652,0,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,72,72,51,48,60,0,0,5,250,FEW,10,0,0,0,0,0,0,0,0,0,30.21,1023.1,45,CLR,Mostly Clear,22-May-15,21
KATL 22/Nov/2016 20,ATL42696,11/22/2016,11,22,2016,22-Nov-16,2017,7:30p,20,NOP,112,ATL,94,0,0,"19,120",,Nov,N,8,-8,U,209.5,Tue,ATL2017,18047,0,17,Atlanta,KATL,KATL42696,51,65,26,39,5,9,80,10,151,0,0,PC,High Clouds,KATL,O,EST,33.637,-84.428,1027,58,57,18,21,42,120,6,25,200,SCT,10,0,0,0,0,0,0,0,0,0,30.25,1024.5,45,CLR,Mostly Clear,22-Nov-16,20
KATL 22/Nov/2017 20,ATL43061,11/22/2017,11,22,2017,22-Nov-17,2018,7:30p,20,LAC,116,ATL,103,0,0,"12,675",,Nov,N,-3,3,O,209,Wed,ATL2018,15711,0,18,Atlanta,KATL,KATL43061,53,63,68,100,9,15,68,10,176,0,0,PC,High Clouds,KATL,O,EST,33.637,-84.428,1027,50,47,35,57,43,320,7,100,250,BKN,10,0,0,0,0,0,0,0,0,0,30.08,1018.6,52,PC,High Clouds,22-Nov-17,20
KATL 23/Dec/2014 20,ATL41996,12/23/2014,12,23,2014,23-Dec-14,2015,7:30p,20,LAC,104,ATL,107,0,0,"19,191",,Dec,Y,1.5,-1.5,O,209,Tue,ATL2015,18047,0,15,Atlanta,KATL,KATL41996,46,56,96,100,11,14,100,0.8,0,1.23,0,RAIN,Light Drizzle,KATL,O,EST,33.637,-84.428,1027,52,49,51,97,51,120,10,100,2,OVC,0.2,0,0,0,0,0,0,99,0.03,0,29.78,1008.3,18,RAIN,Light Rain,23-Dec-14,20
KATL 23/Dec/2015 20,ATL42361,12/23/2015,12,23,2015,23-Dec-15,2016,8:00p,20,DET,100,ATL,107,0,0,"17,575",,Dec,Y,6,-6,O,200,Wed,ATL2016,18047,0,16,Atlanta,KATL,KATL42361,62,66,92,93,10,15,100,4.2,0,1.26,0,RAIN,Light Rain,KATL,O,EST,33.637,-84.428,1027,63,62,60,90,61,140,12,100,6,OVC,2,0,0,0,0,0,0,99,0.05,0,29.88,1011.7,18,RAIN,Light Rain,23-Dec-15,20
KATL 23/Dec/2017 20,ATL43092,12/23/2017,12,23,2017,23-Dec-17,2018,7:30p,20,DAL,107,ATL,112,0,0,"13,402",,Dec,Y,-1,1,O,203,Sat,ATL2018,15711,0,18,Atlanta,KATL,KATL43092,60,69,94,100,13,20,100,8.6,0,0.28,0,MC,Overcast,KATL,O,EST,33.637,-84.428,1027,52,48,50,93,51,310,12,100,250,OVC,10,0,0,0,0,0,0,0,0,0,30.03,1016.8,50,PC,High Overcast,23-Dec-17,20
KATL 23/Jan/2015 20,ATL42027,1/23/2015,1,23,2015,23-Jan-15,2015,7:30p,20,OKC,93,ATL,103,0,0,"19,203",,Jan,Y,3.5,-3.5,U,207.5,Fri,ATL2015,18047,0,15,Atlanta,KATL,KATL42027,44,46,89,96,14,23,100,2.8,0,1.03,0,RAIN,Light Rain,KATL,O,EST,33.637,-84.428,1027,42,36,40,92,41,80,10,100,4,OVC,0.5,0,0,0,0,0,0,0,0,0,29.83,1010.1,21,RAIN,Light Drizzle,23-Jan-15,20
KATL 23/Jan/2017 20,ATL42758,1/23/2017,1,23,2017,23-Jan-17,2017,7:30p,20,LAC,115,ATL,105,0,0,"12,853",,Jan,N,7,-7,O,206.5,Mon,ATL2017,18047,0,17,Atlanta,KATL,KATL42758,51,56,85,100,16,29,89,8.3,42,0.3,0,MC,Mostly Cloudy,KATL,O,EST,33.637,-84.428,1027,52,47,45,77,49,310,17,90,24,BKN,10,0,0,0,0,0,0,0,0,0,29.63,1003.4,44,PC,Partly Cloudy,23-Jan-17,20
KATL 23/Nov/2013 20,ATL41601,11/23/2013,11,23,2013,23-Nov-13,2014,7:30p,20,BOS,94,ATL,87,0,0,"15,189",,Nov,N,9.5,-9.5,U,194.5,Sat,ATL2014,18118,0,14,Atlanta,KATL,KATL41601,53,60,76,96,13,18,91,7.2,63,0,0,MC,Overcast,KATL,O,EST,33.637,-84.428,1027,48,41,31,52,41,340,18,100,100,BKN,10,0,0,0,0,0,0,0,0,0,30.23,1023.7,45,CLR,Mostly Clear,23-Nov-13,20
KATL 24/Apr/2014 19,ATL41753,4/24/2014,4,24,2014,24-Apr-14,2014,7:00p,19,IND,85,ATL,98,0,0,"18,124",,Apr,Y,-2,2,U,187.5,Thu,ATL2014,18118,0,14,Atlanta,KATL,KATL41753,66,80,46,64,7,12,38,10,497,0,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,75,76,48,39,60,180,6,75,75,BKN,10,1,0,1,1,1,2,0,0,0,29.89,1012.2,45,CLR,Mostly Clear,24-Apr-14,19
KATL 24/Apr/2017 20,ATL42849,4/24/2017,4,24,2017,24-Apr-17,2017,8:00p,20,WAS,101,ATL,111,0,0,"18,676",,Apr,Y,3,-3,P,212,Mon,ATL2017,18047,0,17,Atlanta,KATL,KATL42849,58,65,90,97,9,13,95,6.9,55,0.08,0,RAIN,Light Drizzle,KATL,O,EST,33.637,-84.428,1027,62,61,58,86,60,320,9,95,80,BKN,10,0,0,0,0,0,0,0,0,0,29.73,1006.6,42,MC,Mostly Cloudy,24-Apr-17,20
KATL 24/Feb/2017 20,ATL42790,2/24/2017,2,24,2017,24-Feb-17,2017,8:00p,20,MIA,108,ATL,90,0,0,"18,122",,Feb,N,2.5,-2.5,U,206,Fri,ATL2017,18047,0,17,Atlanta,KATL,KATL42790,67,78,65,93,6,14,23,9.9,529,0,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,71,71,53,53,61,170,7,0,201,CLR,10,0,0,0,0,0,0,0,0,0,29.78,1008.5,46,CLR,Fair,24-Feb-17,20
KATL 24/Jan/2014 20,ATL41663,1/24/2014,1,24,2014,24-Jan-14,2014,7:30p,20,SAS,105,ATL,79,1,1,"17,601",,Jan,N,-5,5,U,211,Fri,ATL2014,18118,0,14,Atlanta,KATL,KATL41663,23,36,33,61,8,17,20,10,539,0,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,27,20,-7,22,19,180,6,5,250,FEW,10,0,0,0,0,0,0,0,0,0,30.38,1028.9,45,CLR,Mostly Clear,24-Jan-14,20
KATL 24/Jan/2018 20,ATL43124,1/24/2018,1,24,2018,24-Jan-18,2018,7:30p,20,TOR,108,ATL,93,0,0,"12,780",,Jan,N,-6.5,6.5,U,214.5,Wed,ATL2018,15711,0,18,Atlanta,KATL,KATL43124,43,53,57,76,13,18,15,10,503,0,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,44,39,25,47,37,300,9,20,250,SCT,10,0,0,0,0,0,0,0,0,0,30.32,1027.4,54,CLR,Few High Clouds,24-Jan-18,20
KATL 24/Mar/2014 20,ATL41722,3/24/2014,3,24,2014,24-Mar-14,2014,7:30p,20,PHX,102,ATL,95,0,0,"12,240",,Mar,N,-2.5,2.5,U,213.5,Mon,ATL2014,18118,0,14,Atlanta,KATL,KATL41722,50,60,50,63,7,12,53,10,239,0,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,55,54,35,47,46,110,5,90,120,BKN,10,0,0,0,0,0,0,0,0,0,29.99,1015.7,44,PC,Partly Cloudy,24-Mar-14,20
KATL 24/Nov/2015 20,ATL42332,11/24/2015,11,24,2015,24-Nov-15,2016,8:00p,20,BOS,97,ATL,121,0,0,"18,968",,Nov,Y,2.5,-2.5,O,205,Tue,ATL2016,18047,0,16,Atlanta,KATL,KATL42332,46,58,50,73,5,10,49,10,161,0,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,51,49,29,43,42,110,6,90,200,BKN,10,0,0,0,0,0,0,0,0,0,30.4,1029.5,44,PC,Partly Cloudy,24-Nov-15,20
KATL 24/Nov/2017 20,ATL43063,11/24/2017,11,24,2017,24-Nov-17,2018,7:30p,20,NYK,104,ATL,116,0,0,"14,355",,Nov,Y,2,-2,O,207,Fri,ATL2018,15711,0,18,Atlanta,KATL,KATL43063,51,63,70,83,3,6,6,10,593,0,0,CLR,Fair,KATL,O,EST,33.637,-84.428,1027,52,52,44,75,48,210,3,5,250,FEW,10,0,0,0,0,0,0,0,0,0,29.97,1015,45,CLR,Mostly Clear,24-Nov-17,20
KATL 25/Feb/2014 20,ATL41695,2/25/2014,2,25,2014,25-Feb-14,2014,7:30p,20,CHI,107,ATL,103,1,1,"12,418",,Feb,N,-2.5,2.5,O,189,Tue,ATL2014,18118,0,14,Atlanta,KATL,KATL41695,50,61,59,80,7,15,88,9.9,15,0.03,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,53,51,44,72,49,270,6,100,30,OVC,10,0,0,0,0,0,0,0,0,0,29.98,1015.1,42,MC,Mostly Cloudy,25-Feb-14,20
KATL 25/Feb/2015 20,ATL42060,2/25/2015,2,25,2015,25-Feb-15,2015,7:30p,20,DAL,87,ATL,104,0,0,"16,126",,Feb,Y,9,-9,U,205,Wed,ATL2015,18047,0,15,Atlanta,KATL,KATL42060,35,38,81,93,8,14,100,7.6,0,0.69,0,RAIN,Light Rain,KATL,O,EST,33.637,-84.428,1027,35,28,33,93,34,80,10,100,7,OVC,3,0,0,0,0,0,0,99,0.13,0,29.75,1007,19,RAIN,Moderate Rain,25-Feb-15,20
KATL 25/Jan/2015 18,ATL42029,1/25/2015,1,25,2015,25-Jan-15,2015,6:00p,18,MIN,100,ATL,112,0,0,"18,049",,Jan,N,17.5,-17.5,O,201,Sun,ATL2015,18047,0,15,Atlanta,KATL,KATL42029,46,60,58,83,7,14,28,9.9,524,0.03,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,56,54,31,39,45,190,9,60,130,SCT,10,0,0,0,0,0,0,0,0,0,29.75,1007.5,44,PC,Partly Cloudy,25-Jan-15,18
KATL 25/Mar/2016 20,ATL42454,3/25/2016,3,25,2016,25-Mar-16,2016,8:00p,20,MIL,90,ATL,101,0,0,"17,070",,Mar,Y,8.5,-8.5,U,201,Fri,ATL2016,18047,0,16,Atlanta,KATL,KATL42454,65,74,64,90,7,15,95,9.9,44,0,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,67,67,45,45,55,0,0,75,45,BKN,10,0,0,0,0,0,0,0,0,0,29.93,1013.6,45,CLR,Mostly Clear,25-Mar-16,20
KATL 25/Nov/2017 20,ATL43064,11/25/2017,11,25,2017,25-Nov-17,2018,7:30p,20,TOR,112,ATL,78,0,0,"12,278",,Nov,N,-6.5,6.5,U,208.5,Sat,ATL2018,15711,0,18,Atlanta,KATL,KATL43064,52,63,72,97,6,12,56,10,35,0,0,PC,High Clouds,KATL,O,EST,33.637,-84.428,1027,53,51,40,61,47,270,7,25,250,SCT,10,0,0,0,0,0,0,0,0,0,30.02,1016.6,54,CLR,Few High Clouds,25-Nov-17,20
KATL 26/Apr/2014 14,ATL41755,4/26/2014,4,26,2014,26-Apr-14,2014,2:00p,14,IND,91,ATL,88,0,0,"19,043",,Apr,N,-2.5,2.5,U,188.5,Sat,ATL2014,18118,0,14,Atlanta,KATL,KATL41755,68,80,53,89,6,12,5,10,766,0,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,77,77,44,31,59,60,7,0,201,CLR,10,890,89,979,890,979,1271,0,0,0,30,1015.9,46,CLR,Fair,26-Apr-14,14
KATL 26/Apr/2016 21,ATL42486,4/26/2016,4,26,2016,26-Apr-16,2016,8:30p,21,BOS,83,ATL,110,0,0,"18,987",,Apr,Y,7.5,-7.5,U,198,Tue,ATL2016,18047,0,16,Atlanta,KATL,KATL42486,71,82,67,90,6,13,20,9.9,521,0,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,72,72,58,61,64,220,5,0,201,CLR,10,0,0,0,0,0,0,0,0,0,29.86,1011.1,46,CLR,Fair,26-Apr-16,21
KATL 26/Dec/2014 20,ATL41999,12/26/2014,12,26,2014,26-Dec-14,2015,7:30p,20,MIL,107,ATL,77,0,0,"19,016",,Dec,N,9,-9,U,204.5,Fri,ATL2015,18047,0,15,Atlanta,KATL,KATL41999,46,59,65,89,1,5,46,10,333,0,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,49,49,34,57,42,0,0,9,180,FEW,10,0,0,0,0,0,0,0,0,0,30.3,1026.2,45,CLR,Mostly Clear,26-Dec-14,20
KATL 26/Dec/2015 20,ATL42364,12/26/2015,12,26,2015,26-Dec-15,2016,7:30p,20,NYK,98,ATL,117,0,0,"19,015",,Dec,Y,7.5,-7.5,O,203,Sat,ATL2016,18047,0,16,Atlanta,KATL,KATL42364,68,77,83,93,7,10,69,9.8,156,0.02,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,69,69,65,87,67,140,7,10,60,FEW,10,0,0,0,0,0,0,0,0,0,30.19,1022.3,45,CLR,Mostly Clear,26-Dec-15,20
KATL 26/Feb/2016 20,ATL42426,2/26/2016,2,26,2016,26-Feb-16,2016,8:00p,20,CHI,88,ATL,103,0,0,"18,123",,Feb,Y,7.5,-7.5,U,208,Fri,ATL2016,18047,0,16,Atlanta,KATL,KATL42426,42,52,51,62,13,22,28,10,584,0,0,CLR,Fair,KATL,O,EST,33.637,-84.428,1027,44,40,27,51,37,280,8,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.22,1023.5,46,CLR,Fair,26-Feb-16,20
KATL 26/Feb/2018 20,ATL43157,2/26/2018,2,26,2018,26-Feb-18,2018,7:30p,20,LAL,123,ATL,104,0,0,"16,328",,Feb,N,-2,2,O,221.5,Mon,ATL2018,15711,0,18,Atlanta,KATL,KATL43157,58,66,86,100,8,13,80,8,6,0.51,0,RAIN,Light Rain,KATL,O,EST,33.637,-84.428,1027,57,54,47,69,52,320,13,25,250,SCT,10,0,0,0,0,0,0,0,0,0,30.25,1024.3,54,CLR,Few High Clouds,26-Feb-18,20
KATL 26/Mar/2017 13,ATL42820,3/26/2017,3,26,2017,26-Mar-17,2017,1:00p,13,BKN,107,ATL,92,0,0,"15,921",,Mar,N,6.5,-6.5,U,215,Sun,ATL2017,18047,0,17,Atlanta,KATL,KATL42820,68,79,71,100,8,15,58,9.4,258,0.34,0,PC,Partly Cloudy,KATL,O,EST,33.637,-84.428,1027,74,77,57,56,64,210,13,100,60,BKN,10,422,84,506,843,927,1205,0,0,0,30.11,1018.9,42,MC,Mostly Cloudy,26-Mar-17,13
KATL 26/Nov/2013 20,ATL41604,11/26/2013,11,26,2013,26-Nov-13,2014,7:30p,20,ORL,109,ATL,92,0,0,"13,164",,Nov,N,7,-7,O,199.5,Tue,ATL2014,18118,0,14,Atlanta,KATL,KATL41604,40,48,91,97,12,17,100,3,0,0.95,0,RAIN,Light Rain,KATL,O,EST,33.637,-84.428,1027,48,44,47,96,47,300,9,100,4,OVC,2,0,0,0,0,0,0,99,0.01,0,29.72,1006.4,18,RAIN,Light Rain,26-Nov-13,20
KATL 26/Nov/2014 20,ATL41969,11/26/2014,11,26,2014,26-Nov-14,2015,7:30p,20,TOR,126,ATL,115,0,0,"16,253",,Nov,N,-3.5,3.5,O,204.5,Wed,ATL2015,18047,0,15,Atlanta,KATL,KATL41969,49,57,45,65,10,16,45,10,585,0,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,47,47,25,42,38,0,0,5,120,FEW,10,0,0,0,0,0,0,0,0,0,30.08,1018.5,45,CLR,Mostly Clear,26-Nov-14,20
KATL 27/Dec/2017 20,ATL43096,12/27/2017,12,27,2017,27-Dec-17,2018,7:30p,20,WAS,99,ATL,113,0,0,"15,763",,Dec,Y,-6,6,U,214.5,Wed,ATL2018,15711,0,18,Atlanta,KATL,KATL43096,40,44,72,96,7,12,100,9.6,0,0.12,0,MC,Overcast,KATL,O,EST,33.637,-84.428,1027,38,33,26,62,33,310,7,90,250,BKN,10,0,0,0,0,0,0,0,0,0,30.37,1029.3,52,PC,High Clouds,27-Dec-17,20
KATL 27/Feb/2015 20,ATL42062,2/27/2015,2,27,2015,27-Feb-15,2015,7:30p,20,ORL,88,ATL,95,0,0,"18,968",,Feb,N,11,-11,U,195.5,Fri,ATL2015,18047,0,15,Atlanta,KATL,KATL42062,37,48,61,85,9,16,14,9.9,648,0,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,39,32,21,48,33,330,10,5,250,FEW,10,0,0,0,0,0,0,0,0,0,30.42,1030.2,45,CLR,Mostly Clear,27-Feb-15,20
KATL 27/Jan/2016 20,ATL42396,1/27/2016,1,27,2016,27-Jan-16,2016,8:00p,20,LAC,85,ATL,83,0,0,"17,664",,Jan,N,5,-5,U,206,Wed,ATL2016,18047,0,16,Atlanta,KATL,KATL42396,45,51,82,93,8,14,100,6.9,0,0.11,0,MC,Mostly Cloudy,KATL,O,EST,33.637,-84.428,1027,42,37,34,73,39,340,9,100,80,OVC,10,0,0,0,0,0,0,0,0,0,30.1,1019.2,42,MC,Mostly Cloudy,27-Jan-16,20
KATL 27/Jan/2017 20,ATL42762,1/27/2017,1,27,2017,27-Jan-17,2017,8:00p,20,WAS,112,ATL,86,0,0,"16,968",,Jan,N,3.5,-3.5,U,214.5,Fri,ATL2017,18047,0,17,Atlanta,KATL,KATL42762,40,47,60,82,11,20,50,10,193,0,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,40,35,23,51,34,290,8,70,250,BKN,10,0,0,0,0,0,0,0,0,0,30.08,1018.6,52,PC,High Clouds,27-Jan-17,20
KATL 27/Jan/2018 20,ATL43127,1/27/2018,1,27,2018,27-Jan-18,2018,7:30p,20,WAS,129,ATL,104,0,0,"15,843",,Jan,N,-3.5,3.5,O,210.5,Sat,ATL2018,15711,0,18,Atlanta,KATL,KATL43127,53,57,78,97,8,12,100,9.7,0,0.06,0,MC,Overcast,KATL,O,EST,33.637,-84.428,1027,56,55,52,87,54,130,5,100,100,OVC,9,0,0,0,0,0,0,0,0,0,30.32,1026.8,18,RAIN,Light Rain,27-Jan-18,20
KATL 27/Mar/2014 20,ATL41725,3/27/2014,3,27,2014,27-Mar-14,2014,7:30p,20,POR,100,ATL,85,0,0,"13,228",,Mar,N,-5,5,U,207.5,Thu,ATL2014,18118,0,14,Atlanta,KATL,KATL41725,53,66,36,62,9,16,60,10,548,0,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,61,60,35,38,49,140,9,75,150,BKN,10,0,0,0,0,0,0,0,0,0,30.17,1021.6,45,CLR,Mostly Clear,27-Mar-14,20
KATL 27/Mar/2015 20,ATL42090,3/27/2015,3,27,2015,27-Mar-15,2015,7:30p,20,MIA,86,ATL,99,0,0,"19,233",,Mar,Y,8,-8,U,195.5,Fri,ATL2015,18047,0,15,Atlanta,KATL,KATL42090,51,64,61,86,16,23,73,10,186,0.03,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,50,43,26,39,40,320,22,75,65,BKN,10,0,0,0,0,0,0,0,0,0,29.92,1013.2,45,CLR,Mostly Clear,27-Mar-15,20
KATL 27/Oct/2015 20,ATL42304,10/27/2015,10,27,2015,27-Oct-15,2016,8:00p,20,DET,106,ATL,94,0,0,"19,187",,Oct,N,7,-7,O,196.5,Tue,ATL2016,18047,0,16,Atlanta,KATL,KATL42304,53,56,91,93,18,25,100,3.8,0,0.2,0,RAIN,Light Rain,KATL,O,EST,33.637,-84.428,1027,55,50,53,93,54,80,20,100,5,OVC,3,0,0,0,0,0,0,0,0,0,29.97,1014.9,18,RAIN,Light Rain,27-Oct-15,20
KATL 27/Oct/2016 20,ATL42670,10/27/2016,10,27,2016,27-Oct-16,2017,7:30p,20,WAS,99,ATL,114,0,0,"19,049",,Oct,Y,4,-4,O,202.5,Thu,ATL2017,18047,0,17,Atlanta,KATL,KATL42670,69,82,64,78,6,14,70,10,176,0,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,70,70,57,64,62,220,3,75,80,BKN,10,0,0,0,0,0,0,0,0,0,30.23,1023.7,45,CLR,Mostly Clear,27-Oct-16,20
KATL 27/Oct/2017 20,ATL43035,10/27/2017,10,27,2017,27-Oct-17,2018,7:30p,20,DEN,105,ATL,100,0,0,"16,220",,Oct,Y,-7,7,U,210,Fri,ATL2018,15711,0,18,Atlanta,KATL,KATL43035,61,74,64,86,6,13,23,10,634,0,0,CLR,Fair,KATL,O,EST,33.637,-84.428,1027,66,66,48,52,56,160,9,70,80,BKN,10,0,0,0,0,0,0,0,0,0,29.98,1015.1,42,MC,Mostly Cloudy,27-Oct-17,20
KATL 28/Apr/2017 20,ATL42853,4/28/2017,4,28,2017,28-Apr-17,2017,7:30p,20,WAS,115,ATL,99,0,0,"18,849",,Apr,N,3,-3,O,209.5,Fri,ATL2017,18047,0,17,Atlanta,KATL,KATL42853,76,84,76,100,8,14,78,7.2,267,0,0,PC,High Clouds,KATL,O,EST,33.637,-84.428,1027,79,82,66,65,71,160,5,70,250,BKN,10,0,0,0,0,0,0,0,0,0,30.06,1017.1,52,PC,High Clouds,28-Apr-17,20
KATL 28/Dec/2013 20,ATL41636,12/28/2013,12,28,2013,28-Dec-13,2014,7:30p,20,CHA,116,ATL,118,1,1,"15,180",,Dec,N,6,-6,O,194,Sat,ATL2014,18118,0,14,Atlanta,KATL,KATL41636,41,46,71,93,10,18,92,7.2,0,1.41,0,RAIN,Light Rain,KATL,O,EST,33.637,-84.428,1027,40,32,38,93,39,80,14,100,6,OVC,2,0,0,0,0,0,0,99,0.23,0,30.12,1020,19,RAIN,Moderate Rain,28-Dec-13,20
KATL 28/Dec/2016 20,ATL42732,12/28/2016,12,28,2016,28-Dec-16,2017,7:30p,20,NYK,98,ATL,102,0,0,"19,066",,Dec,N,5,-5,U,211,Wed,ATL2017,18047,0,17,Atlanta,KATL,KATL42732,57,67,70,96,6,12,92,10,21,0,0,CLR,Mostly Clear,KATL,O,EST,33.637,-84.428,1027,60,60,51,72,55,220,5,100,15,OVC,10,0,0,0,0,0,0,0,0,0,30.06,1018.1,45,CLR,Mostly Clear,28-Dec-16,20
KATL 28/Feb/2016 16,ATL42428,2/28/2016,2,28,2016,28-Feb-16,2016,3:30p,16,CHA,76,ATL,87,0,0,"17,156",,Feb,Y,4.5,-4.5,U,202,Sun,ATL2016,18047,0,16,Atlanta,KATL,KATL42428,54,68,42,68,8,17,0,10,685,0,0,CLR,Fair,KATL,O,EST,33.637,-84.428,1027,68,68,29,23,50,240,14,0,201,CLR,10,393,39,432,393,432,561,0,0,0,30.09,1019,46,CLR,Fair,28-Feb-16,16
KATL 28/Feb/2018 20,ATL43159,2/28/2018,2,28,2018,28-Feb-18,2018,7:30p,20,IND,102,ATL,107,0,0,"13,316",,Feb,Y,-4,4,U,213.5,Wed,ATL2018,15711,0,18,Atlanta,KATL,KATL43159,57,64,90,100,7,10,100,6.4,0,0.32,0,MC,Overcast,KATL,O,EST,33.637,-84.428,1027,63,63,61,93,62,100,7,100,150,OVC,10,0,0,0,0,0,0,0,0,0,29.96,1014.1,40,MC,Overcast,28-Feb-18,20
KATL 28/Jan/2015 20,ATL42032,1/28/2015,1,28,2015,28-Jan-15,2015,8:00p,20,BKN,102,ATL,113,0,0,"18,047",,Jan,N,14,-14,O,192,Wed,ATL2015,18047,0,15,Atlanta,KATL,KATL42032,42,55,52,73,7,17,11,10,601,0,0,CLR,Fair,KATL,O,EST,33.637,-84.428,1027,47,47,24,41,38,150,3,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.26,1024.6,46,CLR,Fair,28-Jan-15,20
KATL 28/Mar/2017 20,ATL42822,3/28/2017,3,28,2017,28-Mar-17,2017,7:30p,20,PHX,91,ATL,95,0,0,"13,412",,Mar,N,10,-10,U,217.5,Tue,ATL2017,18047,0,17,Atlanta,KATL,KATL42822,70,81,73,100,8,12,64,9.9,224,0.05,0,MC,Mostly Cloudy,KATL,O,EST,33.637,-84.428,1027,73,77,57,57,64,340,7,5,50,FEW,10,0,0,0,0,0,0,0,0,0,29.97,1014.4,46,CLR,Fair,28-Mar-17,20
