Key2,﻿Keyno,FullDate,Month,Day,Year,DateDate,Season,Start (ET),Hour,Visitor/Neutral,Visitor Pts,Home/Neutral,Home Pts,OT,NumberOT,Attendance,Notes,MonthW,Covered Line,Away ATS,Home ATS,CoveredO/U,O/U,DateWeek,Keyyr,Capacity,New Stadium Season,Years in Stadium,City Played,Weather Station,WKey,DayAVGTemp,DayHighTemp,DayAVGHumid,DayHighHumid,DayAVGWind,DayHighWind,DayAVGCloud,DayAVGVisibility,DayAVGSunMin,DayPrecipWaterEQ,DayPrecipSnow,DayAVGWeatherLetterCode,DayAVGWeatherType,Hour Weather Station Code,Hour Data Type,Hour Time Zone,Hour Latitude,Hour Longitude,Hour Elevation,Hour Temperature,Hour Feels Like,Hour Dew Point,Hour Relative Humidity,Hour Wet Bulb Temp,Hour Wind Direction,Hour Wind Speed,Hour Cloud Cover percent,Hour Cloud Ceiling,Hour Cloud Cover Type,Hour Visibility,Hour Solar Irradiance Beam,Hour Solar Irradiance Diffuse,Hour Solar Irradiance Global,Hour Solar Irradiance Possible Beam,Hour Solar Irradiance Possible Global,Hour Solar Irradiance ET,Hour Probability of Precipitation,Hour Water EQ,Hour Snowfall,Hour Pressure Inches,Hour Pressure Millibars,Hour Weather Code Digit Numeric,Hour Weather Code Alpha Numeric,Hour Weather Text,Hour Data Date_1,Hour Data Date_2
KCQT 26/Feb/2017 22,LAC42792,2/26/2017,2,26,2017,26-Feb-17,2017,9:30p,22,CHA,121,LAC,124,0,0,"19,060",,Feb,N,10.5,-10.5,O,212.5,Sun,LAC2017,19060,0,17,Los Angeles,KCQT,KCQT42792,54,58,71,83,2,7,88,10,18,0.06,0,MC,Overcast,KCQT,O,PST,34.022,-118.291,184,53,51,45,74,49,100,6,0,201,CLR,10,0,0,0,0,0,0,0,0,0,29.97,1014.8,46,CLR,Fair,26-Feb-17,22
KCQT 26/Jan/2015 21,LAC42030,1/26/2015,1,26,2015,26-Jan-15,2015,10:30p,21,DEN,98,LAC,102,0,0,"19,060",,Jan,N,14,-14,U,214.5,Mon,LAC2015,19060,0,15,Los Angeles,KCQT,KCQT42030,65,80,44,81,3,9,87,10,105,0.08,0,RAIN,Light Rain,KCQT,O,PST,34.022,-118.291,184,58,58,52,81,55,0,0,100,60,OVC,10,0,0,0,0,0,0,0,0,0,30.09,1018.8,42,MC,Mostly Cloudy,26-Jan-15,21
KCQT 26/Mar/2017 16,LAC42820,3/26/2017,3,26,2017,26-Mar-17,2017,3:30p,16,SAC,98,LAC,97,0,0,"19,060",,Mar,N,13,-13,U,211,Sun,LAC2017,19060,0,17,Los Angeles,KCQT,KCQT42820,62,71,73,87,2,8,33,9.6,471,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,66,66,52,61,58,370,5,6,201,SCT,10,326,34,360,336,370,480,0,0,0,30.02,1016.4,44,PC,Partly Cloudy,26-Mar-17,16
KCQT 27/Apr/2016 22,LAC42487,4/27/2016,4,27,2016,27-Apr-16,2016,10:00p,22,POR,108,LAC,98,0,0,"19,060",,Apr,N,-3,3,O,194.5,Wed,LAC2016,19060,0,16,Los Angeles,KCQT,KCQT42487,62,70,63,80,3,9,8,9.9,782,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,60,60,48,65,54,110,5,0,201,CLR,10,0,0,0,0,0,0,0,0,0,29.73,1006.7,46,CLR,Fair,27-Apr-16,22
KCQT 27/Dec/2014 16,LAC42000,12/27/2014,12,27,2014,27-Dec-14,2015,3:30p,16,TOR,110,LAC,98,0,0,"19,335",,Dec,N,4.5,-4.5,U,214,Sat,LAC2015,19060,0,15,Los Angeles,KCQT,KCQT42000,50,63,43,60,1,5,4,10,574,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,60,60,27,28,46,0,0,14,201,SCT,10,53,6,59,57,63,82,0,0,0,30.28,1025.5,46,CLR,Fair,27-Dec-14,16
KCQT 27/Mar/2016 16,LAC42456,3/27/2016,3,27,2016,27-Mar-16,2016,3:30p,16,DEN,90,LAC,105,0,0,"19,060",,Mar,Y,8.5,-8.5,U,208.5,Sun,LAC2016,19060,0,16,Los Angeles,KCQT,KCQT42456,63,74,75,87,1,7,63,9.2,451,0,0,MC,Overcast,KCQT,O,PST,34.022,-118.291,184,66,66,55,68,60,370,6,8,301,SCT,10,331,34,365,345,379,492,0,0,0,29.98,1015,54,CLR,Few High Clouds,27-Mar-16,16
KCQT 27/Nov/2013 21,LAC41605,11/27/2013,11,27,2013,27-Nov-13,2014,10:30p,21,NYK,80,LAC,93,0,0,"19,270",,Nov,Y,9.5,-9.5,U,204,Wed,LAC2014,19060,0,14,Los Angeles,KCQT,KCQT41605,64,75,39,60,1,7,17,10,535,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,61,61,43,52,52,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,29.91,1012.8,46,CLR,Fair,27-Nov-13,21
KCQT 27/Nov/2015 21,LAC42335,11/27/2015,11,27,2015,27-Nov-15,2016,10:30p,21,NOP,90,LAC,111,0,0,"19,162",,Nov,Y,6.5,-6.5,U,212,Fri,LAC2016,19060,0,16,Los Angeles,KCQT,KCQT42335,56,64,52,69,3,7,22,10,591,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,53,53,37,55,46,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.03,1016.9,46,CLR,Fair,27-Nov-15,21
KCQT 28/Apr/2015 21,LAC42122,4/28/2015,4,28,2015,28-Apr-15,2015,10:30p,21,SAS,111,LAC,107,0,0,"19,571",,Apr,N,2.5,-2.5,O,203,Tue,LAC2015,19060,0,15,Los Angeles,KCQT,KCQT42122,74,92,34,59,2,8,0,9.9,808,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,67,67,51,57,58,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,29.9,1012.5,46,CLR,Fair,28-Apr-15,21
KCQT 28/Dec/2013 21,LAC41636,12/28/2013,12,28,2013,28-Dec-13,2014,10:30p,21,UTA,90,LAC,98,0,0,"19,278",,Dec,N,14.5,-14.5,U,202,Sat,LAC2014,19060,0,14,Los Angeles,KCQT,KCQT41636,61,73,44,96,1,5,19,8.9,593,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,56,56,52,87,54,0,0,0,201,CLR,6,0,0,0,0,0,0,0,0,0,29.98,1015.3,46,CLR,Fair,28-Dec-13,21
KCQT 28/Mar/2016 21,LAC42457,3/28/2016,3,28,2016,28-Mar-16,2016,10:30p,21,BOS,90,LAC,114,0,0,"19,258",,Mar,Y,4,-4,U,208,Mon,LAC2016,19060,0,16,Los Angeles,KCQT,KCQT42457,59,66,69,93,2,7,64,9.4,247,0.02,0,PC,Partly Cloudy,KCQT,O,PST,34.022,-118.291,184,54,54,41,62,48,0,0,12,201,SCT,10,0,0,0,0,0,0,0,0,0,29.83,1010,44,PC,Partly Cloudy,28-Mar-16,21
KCQT 29/Apr/2014 21,LAC41758,4/29/2014,4,29,2014,29-Apr-14,2014,10:30p,21,GSW,103,LAC,113,0,0,"19,657",,Apr,Y,7,-7,O,208,Tue,LAC2014,19060,0,14,Los Angeles,KCQT,KCQT41758,77,92,33,75,1,9,0,9.9,810,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,75,75,35,23,55,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,29.98,1015.3,46,CLR,Fair,29-Apr-14,21
KCQT 29/Dec/2014 21,LAC42002,12/29/2014,12,29,2014,29-Dec-14,2015,10:30p,21,UTA,97,LAC,101,0,0,"19,060",,Dec,N,12,-12,U,202.5,Mon,LAC2015,19060,0,15,Los Angeles,KCQT,KCQT42002,51,63,64,80,1,5,1,10,593,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,51,51,44,77,48,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.06,1018,46,CLR,Fair,29-Dec-14,21
KCQT 29/Feb/2016 21,LAC42429,2/29/2016,2,29,2016,29-Feb-16,2016,10:30p,21,BKN,95,LAC,105,0,0,"19,060",,Feb,N,12,-12,U,213,Mon,LAC2016,19060,0,16,Los Angeles,KCQT,KCQT42429,62,74,82,97,1,3,30,3.9,484,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,58,58,55,90,56,0,0,0,201,CLR,4,0,0,0,0,0,0,0,0,0,30.03,1016.9,46,CLR,Fair,29-Feb-16,21
KCQT 29/Jan/2014 21,LAC41668,1/29/2014,1,29,2014,29-Jan-14,2014,10:30p,21,WAS,103,LAC,110,0,0,"19,060",,Jan,N,8,-8,O,206,Wed,LAC2014,19060,0,14,Los Angeles,KCQT,KCQT41668,59,70,82,97,0,5,37,2.6,513,0,0,HAZY,Haze,KCQT,O,PST,34.022,-118.291,184,56,56,53,90,54,0,0,7,301,SCT,2.5,0,0,0,0,0,0,0,0,0,29.95,1014.3,46,CLR,Fair,29-Jan-14,21
KCQT 29/Jan/2016 21,LAC42398,1/29/2016,1,29,2016,29-Jan-16,2016,10:30p,21,LAL,93,LAC,105,0,0,"19,495",,Jan,N,14.5,-14.5,U,203.5,Fri,LAC2016,19060,0,16,Los Angeles,KCQT,KCQT42398,60,72,67,87,1,6,17,9.5,481,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,61,61,53,75,57,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.02,1016.4,46,CLR,Fair,29-Jan-16,21
KCQT 29/Mar/2017 21,LAC42823,3/29/2017,3,29,2017,29-Mar-17,2017,10:30p,21,WAS,124,LAC,133,0,0,"19,060",,Mar,Y,6,-6,O,219.5,Wed,LAC2017,19060,0,17,Los Angeles,KCQT,KCQT42823,68,83,47,75,1,8,0,10,748,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,65,65,50,59,57,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30,1015.6,46,CLR,Fair,29-Mar-17,21
KCQT 29/Nov/2015 16,LAC42337,11/29/2015,11,29,2015,29-Nov-15,2016,3:30p,16,MIN,99,LAC,107,0,0,"19,060",,Nov,N,10,-10,O,205.5,Sun,LAC2016,19060,0,16,Los Angeles,KCQT,KCQT42337,57,67,32,51,1,5,9,10,597,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,64,64,32,30,49,370,3,10,201,SCT,10,40,4,44,42,46,60,0,0,0,30.08,1018.6,44,PC,Partly Cloudy,29-Nov-15,16
KCQT 29/Oct/2015 21,LAC42306,10/29/2015,10,29,2015,29-Oct-15,2016,10:30p,21,DAL,88,LAC,104,0,0,"19,218",,Oct,Y,12,-12,U,212.5,Thu,LAC2016,19060,0,16,Los Angeles,KCQT,KCQT42306,75,83,31,46,6,8,0,10,646,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,72,72,36,27,54,310,7,0,201,CLR,10,0,0,0,0,0,0,0,0,0,29.77,1007.9,46,CLR,Fair,29-Oct-15,21
KCQT 30/Apr/2017 16,LAC42855,4/30/2017,4,30,2017,30-Apr-17,2017,3:30p,16,UTA,104,LAC,91,0,0,"19,060",,Apr,N,3.5,-3.5,O,190,Sun,LAC2017,19060,0,17,Los Angeles,KCQT,KCQT42855,71,87,35,65,2,8,0,10,813,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,78,78,39,25,58,370,7,0,201,CLR,10,433,43,476,433,476,619,0,0,0,29.98,1015.1,46,CLR,Fair,30-Apr-17,16
KCQT 30/Dec/2013 21,LAC41638,12/30/2013,12,30,2013,30-Dec-13,2014,10:30p,21,PHX,107,LAC,88,0,0,"19,278",,Dec,N,8,-8,U,208.5,Mon,LAC2014,19060,0,14,Los Angeles,KCQT,KCQT41638,58,75,33,75,1,5,1,10,583,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,53,53,42,66,48,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.21,1023,46,CLR,Fair,30-Dec-13,21
KCQT 30/Nov/2015 21,LAC42338,11/30/2015,11,30,2015,30-Nov-15,2016,10:30p,21,POR,87,LAC,102,0,0,"19,060",,Nov,Y,7,-7,U,205.5,Mon,LAC2016,19060,0,16,Los Angeles,KCQT,KCQT42338,56,66,33,57,2,5,2,10,571,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,55,55,35,47,46,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.11,1019.6,46,CLR,Fair,30-Nov-15,21
KCQT 30/Oct/2014 21,LAC41942,10/30/2014,10,30,2014,30-Oct-14,2015,10:30p,21,OKC,90,LAC,93,0,0,"19,060",,Oct,N,12.5,-12.5,U,205.5,Thu,LAC2015,19060,0,15,Los Angeles,KCQT,KCQT41942,68,81,69,84,1,6,38,9.9,492,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,66,66,61,84,63,0,0,70,11,BKN,10,0,0,0,0,0,0,0,0,0,29.95,1014.3,42,MC,Mostly Cloudy,30-Oct-14,21
KCQT 30/Oct/2016 17,LAC42673,10/30/2016,10,30,2016,30-Oct-16,2017,4:30p,17,UTA,75,LAC,88,0,0,"19,060",,Oct,Y,7.5,-7.5,U,189.5,Sun,LAC2017,19060,0,17,Los Angeles,KCQT,KCQT42673,65,68,86,93,1,5,85,9.7,0,0.03,0,MC,Overcast,KCQT,O,PST,34.022,-118.291,184,67,67,60,79,63,0,0,100,45,OVC,10,0,0,0,0,0,0,0,0,0,30.02,1016.4,40,MC,Overcast,30-Oct-16,17
KCQT 31/Dec/2014 18,LAC42004,12/31/2014,12,31,2014,31-Dec-14,2015,6:00p,18,NYK,78,LAC,99,0,0,"19,198",,Dec,Y,13,-13,U,206,Wed,LAC2015,19060,0,15,Los Angeles,KCQT,KCQT42004,49,57,29,58,2,8,12,10,583,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,52,52,9,18,37,370,3,2,201,SCT,10,0,0,0,0,0,0,0,0,0,30.02,1016.6,46,CLR,Fair,31-Dec-14,18
KCQT 31/Jan/2016 16,LAC42400,1/31/2016,1,31,2016,31-Jan-16,2016,3:30p,16,CHI,93,LAC,120,0,0,"19,325",,Jan,Y,4.5,-4.5,O,203,Sun,LAC2016,19060,0,16,Los Angeles,KCQT,KCQT42400,55,59,76,97,4,12,67,8.6,40,0.43,0,MC,Overcast,KCQT,O,PST,34.022,-118.291,184,55,52,45,69,50,280,12,100,37,OVC,10,72,15,88,145,160,207,0,0,0,29.62,1003,40,MC,Overcast,31-Jan-16,16
KCQT 31/Mar/2015 21,LAC42094,3/31/2015,3,31,2015,31-Mar-15,2015,10:30p,21,GSW,110,LAC,106,0,0,"19,601",,Mar,N,3,-3,U,219,Tue,LAC2015,19060,0,15,Los Angeles,KCQT,KCQT42094,64,73,75,90,1,7,31,5.8,541,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,62,62,55,78,58,0,0,0,201,CLR,9,0,0,0,0,0,0,0,0,0,29.96,1014.7,46,CLR,Fair,31-Mar-15,21
KCQT 31/Oct/2013 21,LAC41578,10/31/2013,10,31,2013,31-Oct-13,2014,10:30p,21,GSW,115,LAC,126,0,0,"19,060",,Oct,Y,6,-6,O,205.5,Thu,LAC2014,19060,0,14,Los Angeles,KCQT,KCQT41578,64,80,50,77,1,6,0,10,647,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,62,62,50,65,56,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.01,1016.4,46,CLR,Fair,31-Oct-13,21
KCQT 31/Oct/2015 21,LAC42308,10/31/2015,10,31,2015,31-Oct-15,2016,10:30p,21,SAC,109,LAC,114,0,0,"19,060",,Oct,N,10.5,-10.5,O,216,Sat,LAC2016,19060,0,16,Los Angeles,KCQT,KCQT42308,72,89,39,84,1,5,0,10,648,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,69,69,63,81,65,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.02,1016.5,46,CLR,Fair,31-Oct-15,21
KCQT 31/Oct/2016 21,LAC42674,10/31/2016,10,31,2016,31-Oct-16,2017,10:30p,21,PHX,98,LAC,116,0,0,"19,060",,Oct,Y,12,-12,O,204.5,Mon,LAC2017,19060,0,17,Los Angeles,KCQT,KCQT42674,62,69,79,93,1,6,11,10,569,0,0,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,61,61,57,87,59,0,0,0,201,SCT,10,0,0,0,0,0,0,0,0,0,30,1015.7,46,CLR,Fair,31-Oct-16,21
KDCA 10/Apr/2016 12,WAS42470,4/10/2016,4,10,2016,10-Apr-16,2016,12:00p,12,CHA,98,WAS,113,0,0,"19,187",,Apr,Y,-5.5,5.5,O,205,Sun,WAS2016,20356,0,18,Washington,KDCA,KDCA42470,42,52,43,61,10,16,43,10,412,0,0,CLR,Mostly Clear,KDCA,O,EST,38.852,-77.038,16,43,39,20,40,35,170,7,40,110,SCT,10,745,86,831,856,942,1223,0,0,0,30.4,1029.4,44,PC,Partly Cloudy,10-Apr-16,12
KDCA 10/Apr/2018 20,WAS43200,4/10/2018,4,10,2018,10-Apr-18,2018,8:00p,20,BOS,101,WAS,113,0,0,"18,887",,Apr,Y,7.5,-7.5,O,204.5,Tue,WAS2018,20356,0,20,Washington,KDCA,KDCA43200,47,55,54,87,10,16,30,9.4,637,0,0,CLR,Mostly Clear,KDCA,O,EST,38.852,-77.038,16,49,44,21,33,38,20,14,10,348,CLR,10,0,0,0,0,0,0,0,0,0,30.19,1022.2,46,CLR,Fair,10-Apr-18,20
KDCA 10/Dec/2016 19,WAS42714,12/10/2016,12,10,2016,10-Dec-16,2017,7:00p,19,MIL,105,WAS,110,0,0,"14,816",,Dec,Y,4.5,-4.5,O,210,Sat,WAS2017,20356,0,19,Washington,KDCA,KDCA42714,33,39,46,56,10,16,30,10,488,0,0,CLR,Mostly Clear,KDCA,O,EST,38.852,-77.038,16,32,23,12,43,26,330,12,5,301,SCT,10,0,0,0,0,0,0,0,0,0,30.53,1033.7,46,CLR,Fair,10-Dec-16,19
KDCA 10/Feb/2017 20,WAS42776,2/10/2017,2,10,2017,10-Feb-17,2017,8:00p,20,IND,107,WAS,112,0,0,"19,503",,Feb,N,6,-6,O,214.5,Fri,WAS2017,20356,0,19,Washington,KDCA,KDCA42776,32,39,38,50,12,17,69,10,157,0,0,CLR,Mostly Clear,KDCA,O,EST,38.852,-77.038,16,37,29,10,33,29,190,13,100,120,OVC,10,0,0,0,0,0,0,0,0,0,30.17,1021.6,44,PC,Partly Cloudy,10-Feb-17,20
KDCA 10/Jan/2017 19,WAS42745,1/10/2017,1,10,2017,10-Jan-17,2017,7:00p,19,CHI,99,WAS,101,0,0,"14,361",,Jan,N,11.5,-11.5,U,204,Tue,WAS2017,20356,0,19,Washington,KDCA,KDCA42745,31,41,50,62,12,24,99,10,8,0.02,0,CLR,Mostly Clear,KDCA,O,EST,38.852,-77.038,16,36,27,19,50,30,180,13,100,70,OVC,10,0,0,0,0,0,0,0,0,0,30.36,1028.2,45,CLR,Mostly Clear,10-Jan-17,19
KDCA 10/Jan/2018 19,WAS43110,1/10/2018,1,10,2018,10-Jan-18,2018,7:00p,19,UTA,107,WAS,104,0,0,"15,640",,Jan,N,8,-8,O,208,Wed,WAS2018,20356,0,20,Washington,KDCA,KDCA43110,37,43,72,88,3,7,82,10,0,0,0,MC,Overcast,KDCA,O,EST,38.852,-77.038,16,40,40,32,73,37,150,3,100,60,OVC,10,0,0,0,0,0,0,0,0,0,30.4,1029.5,40,MC,Overcast,10-Jan-18,19
KDCA 10/Nov/2015 19,WAS42318,11/10/2015,11,10,2015,10-Nov-15,2016,7:00p,19,OKC,125,WAS,101,0,0,"20,356",,Nov,N,-6.5,6.5,O,216,Tue,WAS2016,20356,0,18,Washington,KDCA,KDCA42318,56,61,93,97,11,18,97,5.9,0,0.24,0,RAIN,Light Rain,KDCA,O,EST,38.852,-77.038,16,56,53,53,90,54,330,13,100,10,OVC,10,0,0,0,0,0,0,0,0,0,29.85,1010.8,18,RAIN,Light Rain,10-Nov-15,19
KDCA 11/Jan/2014 19,WAS41650,1/11/2014,1,11,2014,11-Jan-14,2014,7:00p,19,HOU,114,WAS,107,0,0,"17,454",,Jan,N,-2,2,O,199.5,Sat,WAS2014,20356,0,16,Washington,KDCA,KDCA41650,46,58,88,93,7,15,100,5.1,0,0.87,0,RAIN,Light Rain,KDCA,O,EST,38.852,-77.038,16,53,49,49,86,51,220,15,100,12,OVC,10,0,0,0,0,0,0,0,0,0,29.48,998.3,45,CLR,Mostly Clear,11-Jan-14,19
KDCA 11/May/2014 20,WAS41770,5/11/2014,5,11,2014,11-May-14,2014,8:00p,20,IND,95,WAS,92,0,0,"20,356",,May,N,3.5,-3.5,O,179.5,Sun,WAS2014,20356,0,16,Washington,KDCA,KDCA41770,71,81,58,87,6,12,29,10,538,0,0,CLR,Mostly Clear,KDCA,O,EST,38.852,-77.038,16,71,71,56,59,62,190,6,20,250,SCT,10,0,0,0,0,0,0,0,0,0,30.09,1018.9,54,CLR,Few High Clouds,11-May-14,20
KDCA 11/May/2015 19,WAS42135,5/11/2015,5,11,2015,11-May-15,2015,7:00p,19,ATL,106,WAS,101,0,0,"20,356",,May,N,-4.5,4.5,O,198,Mon,WAS2015,20356,0,17,Washington,KDCA,KDCA42135,76,83,76,90,5,13,87,9.4,29,0,0,MC,Overcast,KDCA,O,EST,38.852,-77.038,16,78,81,66,67,70,0,0,95,34,BKN,10,0,0,0,0,0,0,0,0,0,29.96,1014.6,45,CLR,Mostly Clear,11-May-15,19
KDCA 11/Nov/2016 19,WAS42685,11/11/2016,11,11,2016,11-Nov-16,2017,7:00p,19,CLE,105,WAS,94,0,0,"20,356",,Nov,N,-7.5,7.5,U,211,Fri,WAS2017,20356,0,19,Washington,KDCA,KDCA42685,56,67,46,68,13,24,51,10,175,0,0,CLR,Fair,KDCA,O,EST,38.852,-77.038,16,60,57,35,39,48,340,17,20,240,BKN,10,0,0,0,0,0,0,0,0,0,30.05,1017.5,54,CLR,Few High Clouds,11-Nov-16,19
KDCA 11/Nov/2017 19,WAS43050,11/11/2017,11,11,2017,11-Nov-17,2018,7:00p,19,ATL,94,WAS,113,0,0,"17,260",,Nov,Y,10,-10,U,216.5,Sat,WAS2018,20356,0,20,Washington,KDCA,KDCA43050,33,39,42,59,7,18,77,10,151,0,0,PC,High Clouds,KDCA,O,EST,38.852,-77.038,16,36,31,13,38,28,160,6,100,251,OVC,10,0,0,0,0,0,0,0,0,0,30.54,1034.1,50,PC,High Overcast,11-Nov-17,19
KDCA 12/Apr/2014 19,WAS41741,4/12/2014,4,12,2014,12-Apr-14,2014,7:00p,19,MIL,91,WAS,104,0,0,"17,278",,Apr,Y,11,-11,U,204.5,Sat,WAS2014,20356,0,16,Washington,KDCA,KDCA41741,67,77,48,81,7,13,45,10,326,0,0,PC,High Clouds,KDCA,O,EST,38.852,-77.038,16,71,71,40,32,55,160,10,20,240,SCT,10,0,0,0,0,0,0,0,0,0,30.14,1020.7,54,CLR,Few High Clouds,12-Apr-14,19
KDCA 12/Apr/2015 18,WAS42106,4/12/2015,4,12,2015,12-Apr-15,2015,6:00p,18,ATL,99,WAS,108,0,0,"19,041",,Apr,P,9,-9,O,194,Sun,WAS2015,20356,0,17,Washington,KDCA,KDCA42106,59,70,40,61,5,10,31,10,460,0,0,PC,High Clouds,KDCA,O,EST,38.852,-77.038,16,66,66,41,40,53,190,7,70,250,BKN,10,31,4,35,39,43,55,0,0,0,30.27,1025,52,PC,High Clouds,12-Apr-15,18
KDCA 12/Dec/2014 19,WAS41985,12/12/2014,12,12,2014,12-Dec-14,2015,7:00p,19,LAC,96,WAS,104,0,0,"17,437",,Dec,Y,-2.5,2.5,U,205.5,Fri,WAS2015,20356,0,17,Washington,KDCA,KDCA41985,42,47,41,55,12,18,75,10,81,0,0,MC,Mostly Cloudy,KDCA,O,EST,38.852,-77.038,16,41,34,25,53,35,340,12,5,37,FEW,10,0,0,0,0,0,0,0,0,0,30.13,1020.2,45,CLR,Mostly Clear,12-Dec-14,19
KDCA 12/Jan/2018 19,WAS43112,1/12/2018,1,12,2018,12-Jan-18,2018,7:00p,19,ORL,119,WAS,125,0,0,"18,171",,Jan,N,11,-11,O,218,Fri,WAS2018,20356,0,20,Washington,KDCA,KDCA43112,61,64,98,100,12,15,100,7.6,0,0.37,0,RAIN,Light Rain,KDCA,O,EST,38.852,-77.038,16,63,63,63,100,63,180,8,100,13,OVC,10,0,0,0,0,0,0,0,0,0,29.61,1002.6,34,FOG,Fog,12-Jan-18,19
KDCA 12/Mar/2014 19,WAS41710,3/12/2014,3,12,2014,12-Mar-14,2014,7:00p,19,CHA,98,WAS,85,0,0,"17,220",,Mar,N,5.5,-5.5,U,199,Wed,WAS2014,20356,0,16,Washington,KDCA,KDCA41710,53,69,62,83,13,30,82,9.8,0,0.04,0,MC,Mostly Cloudy,KDCA,O,EST,38.852,-77.038,16,60,56,41,50,51,300,24,100,38,SCT,10,0,0,0,0,0,0,99,0.01,0,29.16,987.4,18,RAIN,Light Rain,12-Mar-14,19
KDCA 12/Mar/2015 19,WAS42075,3/12/2015,3,12,2015,12-Mar-15,2015,7:00p,19,MEM,87,WAS,107,0,0,"18,186",,Mar,Y,8.5,-8.5,O,183,Thu,WAS2015,20356,0,17,Washington,KDCA,KDCA42075,51,60,35,45,9,15,45,10,351,0,0,PC,High Clouds,KDCA,O,EST,38.852,-77.038,16,52,50,25,35,41,50,6,75,150,BKN,10,0,0,0,0,0,0,0,0,0,30.55,1034.6,45,CLR,Mostly Clear,12-Mar-15,19
KDCA 12/May/2017 20,WAS42867,5/12/2017,5,12,2017,12-May-17,2017,8:00p,20,BOS,91,WAS,92,0,0,"20,356",,May,N,5,-5,U,215,Fri,WAS2017,20356,0,19,Washington,KDCA,KDCA42867,54,59,82,93,9,12,100,9.3,0,0.31,0,MC,Overcast,KDCA,O,EST,38.852,-77.038,16,52,49,49,89,50,100,8,100,38,OVC,10,0,0,0,0,0,0,99,0.01,0,29.98,1015.2,18,RAIN,Light Rain,12-May-17,20
KDCA 12/Nov/2014 19,WAS41955,11/12/2014,11,12,2014,12-Nov-14,2015,7:00p,19,DET,103,WAS,107,0,0,"14,708",,Nov,N,6,-6,O,192,Wed,WAS2015,20356,0,17,Washington,KDCA,KDCA41955,60,68,60,90,10,24,44,8,419,0,0,CLR,Mostly Clear,KDCA,O,EST,38.852,-77.038,16,55,52,29,37,44,320,12,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.09,1019,46,CLR,Fair,12-Nov-14,19
KDCA 13/Apr/2016 20,WAS42473,4/13/2016,4,13,2016,13-Apr-16,2016,8:00p,20,ATL,98,WAS,109,0,0,"17,399",,Apr,Y,-9,9,U,210,Wed,WAS2016,20356,0,18,Washington,KDCA,KDCA42473,50,59,40,49,6,14,9,10,736,0,0,CLR,Mostly Clear,KDCA,O,EST,38.852,-77.038,16,51,49,27,39,41,100,6,70,250,BKN,10,0,0,0,0,0,0,0,0,0,30.32,1026.8,52,PC,High Clouds,13-Apr-16,20
KDCA 13/Dec/2017 19,WAS43082,12/13/2017,12,13,2017,13-Dec-17,2018,7:00p,19,MEM,87,WAS,93,0,0,"15,297",,Dec,N,7.5,-7.5,U,198.5,Wed,WAS2018,20356,0,20,Washington,KDCA,KDCA43082,30,37,36,44,15,25,43,9.9,450,0,0,CLR,Mostly Clear,KDCA,O,EST,38.852,-77.038,16,34,27,11,38,27,190,9,100,110,OVC,10,0,0,0,0,0,0,0,0,0,29.74,1006.9,40,MC,Overcast,13-Dec-17,19
