ID,FullDate,Date,Date2,Start(ET),Hour,Favorite,Underdog ATS,Underdog,Total,Covered O/U,O/U,Season,Week,Attendance,Home/Neutral,Home Line,Away Line,Visitor/Neutral,Home Pts,Visitor Pts, Home Covered,Capacity,New Stadium Season,Years in Stadium,Temperature,Dome,City Played,Weather Station,Key
MIN2019,23-Dec-19,23/Dec/2019,23-Dec-2019,1:00,13,MIN,-3,GB,33,U,47,2019,Week 16,67157,MIN,-3,3,CHI,10,23,Y,66860,0,3,29,0,Minnesota,KSTP,KSTP4382213
PHI2019,22-Dec-19,22/Dec/2019,22-Dec-2019,1:00,13,PHI,-3.5,DAL,26,O,60,2019,Week 16,69796,PHI,-3.5,3.5,DAL,17,9,Y,69796,0,16,63,0,Philadelphia,KPHL,KPHL4382113
DEN2019,22-Dec-19,22/Dec/2019,22-Dec-2019,1:00,13,DEN,-4.5,DET,44,O,59,2019,Week 16,74115,DEN,-4.5,4.5,DET,27,17,Y,76125,0,18,65,0,Colorado,KBJC,KBJC4382113
CHI2019,22-Dec-19,22/Dec/2019,22-Dec-2019,1:00,13,CHI,-1,KC,29,U,51,2019,Week 16,62213,CHI,-1,1,KC,3,26,Y,61500,0,48,70,0,Chicago,KMDW,KMDW4382113
CLE2019,22-Dec-19,22/Dec/2019,22-Dec-2019,1:00,13,CLE,-3,BAL,46,O,33,2019,Week 16,67431,CLE,-3,3,BAL,15,31,Y,67895,0,20,38,0,Cleveland,KBKL,KBKL4382113
MIA2019,22-Dec-19,22/Dec/2019,22-Dec-2019,1:00,13,MIA,-1.5,CIN,73,O,40,2019,Week 16,60968,MIA,-1.5,1.5,CIN,38,35,Y,64767,0,32,54,0,Florida,KFXE,KFXE4382113
TEN2019,22-Dec-19,22/Dec/2019,22-Dec-2019,1:00,13,NO,-3,TEN,66,O,44,2019,Week 16,66756,TEN,3,-3,NO,28,38,Y,69143,0,20,26,0,Nashville,KBNA,KBNA4382113
NYJ2019,22-Dec-19,22/Dec/2019,22-Dec-2019,1:00,13,PIT,-1.5,NYJ,26,O,52,2019,Week 16,78523,NYJ,1.5,-1.5,SEA,16,10,Y,82550,0,9,33,0,New York,KFRG,KFRG4382113
SEA2019,22-Dec-19,22/Dec/2019,22-Dec-2019,1:00,13,SEA,-12,ARI,40,O,41,2019,Week 16,69022,SEA,-12,12,DET,13,27,Y,68740,0,17,80,0,Seattle,KBFI,KBFI4382113
IND2019,22-Dec-19,22/Dec/2019,22-Dec-2019,1:00,13,IND,-6,CAR,44,O,60,2019,Week 16,61845,IND,-6,6,BAL,38,6,Y,67000,0,11,27,0,Indianapolis,KIND,KIND4382113
LAC2019,22-Dec-19,22/Dec/2019,22-Dec-2019,1:00,13,LAC,-9,OAK,41,O,59,2019,Week 16,25380,LAC,-9,9,ARI,17,24,N,30000,0,2,31,0,Los Angeles,KCQT,KCQT4382113
WAS2019,22-Dec-19,22/Dec/2019,22-Dec-2019,1:00,13,WAS,-3,NYG,76,O,51,2019,Week 16,66083,WAS,-3,3,DAL,35,41,Y,82000,0,22,60,0,Washington,KDCA,KDCA4382113
ATL2019,22-Dec-19,22/Dec/2019,22-Dec-2019,1:00,13,ATL,-5,JAX,36,O,33,2019,Week 16,70873,ATL,-5,5,TEN,24,12,Y,71000,0,2,76,0,Atlanta,KATL,KATL4382113
TBB2019,21-Dec-19,21/Dec/2019,21-Dec-2019,1:00,13,HOU,-2,TB,43,O,51,2019,Week 16,49036,TB,2,-2,HOU,20,23,Y,65618,0,21,49,0,Tampa,KTPF,KTPF4382013
NEP2019,21-Dec-19,21/Dec/2019,21-Dec-2019,1:00,13,NE,-13,BUF,41,O,41,2019,Week 16,65878,NE,-13,13,BUF,24,17,N,65878,0,17,72,0,Boston,KBOS,KBOS4382013
SFN2019,21-Dec-19,21/Dec/2019,21-Dec-2019,1:00,13,LAR,-2,SF,65,O,38,2019,Week 16,70103,SF,2,-2,TB,34,31,Y,75000,0,5,56,0,San Jose,KSJC,KSJC4382013
NOS2019,16-Dec-19,16/Dec/2019,16-Dec-2019,1:00,13,NO,-5,IND,41,U,53,2019,Week 15,73053,NO,-5,5,CLE,34,7,Y,73208,0,44,29,0,New Orleans,KNEW,KNEW4381513
ARI2019,15-Dec-19,15/Dec/2019,15-Dec-2019,1:00,13,CLE,-3,ARI,62,O,33,2019,Week 15,63345,ARI,3,-3,CLE,38,24,Y,63400,0,13,39,0,Phoenix,KLUF,KLUF4381413
LAC2019,15-Dec-19,15/Dec/2019,15-Dec-2019,1:00,13,LAC,-3.5,MIN,49,O,47,2019,Week 15,25446,LAC,-3.5,3.5,MIN,10,39,Y,30000,0,2,42,0,Los Angeles,KCQT,KCQT4381413
CAR2019,15-Dec-19,15/Dec/2019,15-Dec-2019,1:00,13,CAR,-1.5,SEA,54,O,48,2019,Week 15,72544,CAR,-1.5,1.5,SEA,24,30,Y,75523,0,23,66,0,Charlotte,KCLT,KCLT4381413
GBP2019,15-Dec-19,15/Dec/2019,15-Dec-2019,1:00,13,GB,-3,CHI,34,O,49,2019,Week 15,78266,GB,-3,3,CHI,21,13,Y,81441,0,62,54,0,Green Bay,KGRB,KGRB4381413
NYG2019,15-Dec-19,15/Dec/2019,15-Dec-2019,1:00,13,NYG,-3,MIA,56,O,39,2019,Week 15,72894,NYG,-3,3,MIA,36,20,Y,82550,0,9,80,0,New York,KFRG,KFRG4381413
WAS2019,15-Dec-19,15/Dec/2019,15-Dec-2019,1:00,13,PHI,-3.5,WAS,64,O,36,2019,Week 15,63246,WAS,3.5,-3.5,PHI,27,37,Y,82000,0,22,67,0,Washington,KDCA,KDCA4381413
OAK2019,15-Dec-19,15/Dec/2019,15-Dec-2019,1:00,13,OAK,PK,JAX,36,O,60,2019,Week 15,52788,OAK,PK,PK,JAX,16,20,PK,56057,0,53,28,0,San Jose,KSJC,KSJC4381413
SFN2019,15-Dec-19,15/Dec/2019,15-Dec-2019,1:00,13,SF,-1.5,ATL,51,O,41,2019,Week 15,70910,SF,-1.5,1.5,ATL,22,29,Y,75000,0,5,24,0,San Jose,KSJC,KSJC4381413
TEN2019,15-Dec-19,15/Dec/2019,15-Dec-2019,1:00,13,TEN,-1,HOU,45,O,36,2019,Week 15,65265,TEN,-1,1,NYJ,21,24,Y,69143,0,20,59,0,Nashville,KBNA,KBNA4381413
DET2019,15-Dec-19,15/Dec/2019,15-Dec-2019,1:00,13,DET,-2.5,TB,55,O,42,2019,Week 15,56515,DET,-2.5,2.5,LAC,17,38,Y,65000,0,17,71,0,Detroit,CYQG,CYQG4381413
DAL2019,15-Dec-19,15/Dec/2019,15-Dec-2019,1:00,13,DAL,PK,LAR,65,O,55,2019,Week 15,90436,DAL,PK,PK,LAR,44,21,PK,105000,0,10,28,0,Dallas,KDAL,KDAL4381413
CIN2019,15-Dec-19,15/Dec/2019,15-Dec-2019,1:00,13,NE,-7,CIN,47,O,36,2019,Week 15,57066,CIN,7,-7,MIA,13,34,Y,65515,0,19,34,0,Cincinnati,KLUK,KLUK4381413
PIT2019,15-Dec-19,15/Dec/2019,15-Dec-2019,1:00,13,PIT,-7,BUF,27,O,35,2019,Week 15,64694,PIT,-7,7,IND,10,17,N,68400,0,18,56,0,Pittsburgh,KAGC,KAGC4381413
KCC2019,15-Dec-19,15/Dec/2019,15-Dec-2019,1:00,13,KC,-9.5,DEN,26,O,44,2019,Week 15,73257,KC,-9.5,9.5,CAR,23,3,Y,76416,0,47,72,0,Kansas City,KMKC,KMKC4381413
BAL2019,12-Dec-19,12/Dec/2019,12-Dec-2019,1:00,13,BAL,-5.5,NYJ,63,O,44,2019,Week 15,69134,BAL,-5.5,5.5,NYJ,42,21,Y,71008,0,21,89,0,Baltimore,KDMH,KDMH4381113
PHI2019,9-Dec-19,09/Dec/2019,09-Dec-2019,1:00,13,PHI,-9,NYG,40,U,47.5,2019,Week 14,69796,PHI,-9,9,NYG,23,17,N,69796,0,16,55,0,Philadelphia,KPHL,KPHL4380813
TBB2019,8-Dec-19,08/Dec/2019,08-Dec-2019,1:00,13,IND,-3,TB,73,O,34,2019,Week 14,50232,TB,3,-3,IND,38,35,N,65618,0,21,70,0,Tampa,KTPF,KTPF4380713
ATL2019,8-Dec-19,08/Dec/2019,08-Dec-2019,1:00,13,ATL,-4.5,CAR,60,O,41,2019,Week 14,70592,ATL,-4.5,4.5,CAR,40,20,Y,71000,0,2,60,0,Atlanta,KATL,KATL4380713
BUF2019,8-Dec-19,08/Dec/2019,08-Dec-2019,1:00,13,BAL,-1,BUF,41,O,57,2019,Week 14,69134,BUF,1,-1,BAL,17,24,Y,71608,0,46,26,0,Buffalo,KBUF,KBUF4380713
CLE2019,8-Dec-19,08/Dec/2019,08-Dec-2019,1:00,13,CLE,-8,CIN,46,O,59,2019,Week 14,67431,CLE,-8,8,CIN,27,19,N,67895,0,20,62,0,Cleveland,KBKL,KBKL4380713
NYJ2019,8-Dec-19,08/Dec/2019,08-Dec-2019,1:00,13,MIA,-3,NYJ,43,O,37,2019,Week 14,78523,NYJ,3,-3,MIA,22,21,N,82550,0,9,71,0,New York,KFRG,KFRG4380713
NEP2019,8-Dec-19,08/Dec/2019,08-Dec-2019,1:00,13,NE,-3,KC,39,O,40,2019,Week 14,65878,NE,-3,3,KC,16,23,Y,65878,0,17,31,0,Boston,KBOS,KBOS4380713
NOS2019,8-Dec-19,08/Dec/2019,08-Dec-2019,1:00,13,NO,-8.5,SF,94,O,46,2019,Week 14,73038,NO,-8.5,8.5,JAX,46,48,N,73208,0,44,73,0,New Orleans,KNEW,KNEW4380713
ARI2019,8-Dec-19,08/Dec/2019,08-Dec-2019,1:00,13,PIT,-3.5,ARI,40,O,51,2019,Week 14,63880,ARI,3.5,-3.5,CLE,17,23,Y,63400,0,13,27,0,Phoenix,KLUF,KLUF4380713
JAC2019,8-Dec-19,08/Dec/2019,08-Dec-2019,1:00,13,LAC,-1,JAX,55,O,31,2019,Week 14,57866,JAX,1,-1,WAS,10,45,Y,67814,0,24,77,0,Jacksonville,KNIP,KNIP4380713
OAK2019,8-Dec-19,08/Dec/2019,08-Dec-2019,1:00,13,OAK,PK,TEN,63,O,55,2019,Week 14,52760,OAK,PK,PK,HOU,21,42,PK,56057,0,53,39,0,San Jose,KSJC,KSJC4380713
MIN2019,8-Dec-19,08/Dec/2019,08-Dec-2019,1:00,13,MIN,-8,DET,27,O,57,2019,Week 14,66776,MIN,-8,8,SEA,20,7,Y,66860,0,3,70,0,Minnesota,KSTP,KSTP4380713
GBP2019,8-Dec-19,08/Dec/2019,08-Dec-2019,1:00,13,GB,-9,WAS,35,O,46,2019,Week 14,77296,GB,-9,9,LAR,20,15,N,81441,0,62,43,0,Green Bay,KGRB,KGRB4380713
LAR2019,8-Dec-19,08/Dec/2019,08-Dec-2019,1:00,13,LAR,-7.5,SEA,40,U,52.5,2019,Week 14,71501,LAR,-7.5,7.5,TB,28,12,Y,77500,0,3,46,0,Los Angeles,KCQT,KCQT4380713
HOU2019,8-Dec-19,08/Dec/2019,08-Dec-2019,1:00,13,HOU,-5.5,DEN,62,O,45,2019,Week 14,71769,HOU,-5.5,5.5,IND,24,38,Y,71995,0,17,25,0,Houston,KHOU,KHOU4380713
CHI2019,5-Dec-19,05/Dec/2019,05-Dec-2019,1:00,13,CHI,-4,DAL,55,O,42,2019,Week 14,61276,CHI,-4,4,DAL,31,24,Y,61500,0,48,60,0,Chicago,KMDW,KMDW4380413
SEA2019,2-Dec-19,02/Dec/2019,02-Dec-2019,1:00,13,SEA,-3,MIN,67,O,44,2019,Week 13,69080,SEA,-3,3,KC,37,30,Y,68740,0,17,68,0,Seattle,KBFI,KBFI4380113
DEN2019,1-Dec-19,01/Dec/2019,01-Dec-2019,1:00,13,LAC,-1,DEN,43,O,44,2019,Week 13,74638,DEN,1,-1,LAC,23,20,Y,76125,0,18,44,0,Colorado,KBJC,KBJC4380013
HOU2019,1-Dec-19,01/Dec/2019,01-Dec-2019,1:00,13,NE,-3,HOU,50,O,47.5,2019,Week 13,72025,HOU,3,-3,NE,28,22,Y,71995,0,17,33,0,Houston,KHOU,KHOU4380013
ARI2019,1-Dec-19,01/Dec/2019,01-Dec-2019,1:00,13,LAR,-8,ARI,41,O,33,2019,Week 13,60944,ARI,8,-8,LAR,7,34,Y,63400,0,13,87,0,Phoenix,KLUF,KLUF4380013
MIA2019,1-Dec-19,01/Dec/2019,01-Dec-2019,1:00,13,PHI,-4,MIA,68,O,59,2019,Week 13,65545,MIA,4,-4,PHI,37,31,Y,64767,0,32,61,0,Florida,KFXE,KFXE4380013
CIN2019,1-Dec-19,01/Dec/2019,01-Dec-2019,1:00,13,CIN,-1.5,NYJ,28,O,32,2019,Week 13,39804,CIN,-1.5,1.5,BUF,22,6,Y,65515,0,19,60,0,Cincinnati,KLUK,KLUK4380013
KCC2019,1-Dec-19,01/Dec/2019,01-Dec-2019,1:00,13,KC,-13,OAK,49,O,42,2019,Week 13,73548,KC,-13,13,BAL,40,9,Y,76416,0,47,88,0,Kansas City,KMKC,KMKC4380013
IND2019,1-Dec-19,01/Dec/2019,01-Dec-2019,1:00,13,IND,-7,TEN,48,O,47,2019,Week 13,60361,IND,-7,7,TB,17,31,Y,67000,0,11,49,0,Indianapolis,KIND,KIND4380013
JAC2019,1-Dec-19,01/Dec/2019,01-Dec-2019,1:00,13,JAX,-4.5,TB,39,O,56,2019,Week 13,62633,JAX,-4.5,4.5,OAK,11,28,Y,67814,0,24,57,0,Jacksonville,KNIP,KNIP4380013
NYG2019,1-Dec-19,01/Dec/2019,01-Dec-2019,1:00,13,GB,-3.5,NYG,44,O,31,2019,Week 13,75950,NYG,3.5,-3.5,PIT,13,31,Y,82550,0,9,52,0,New York,KFRG,KFRG4380013
CAR2019,1-Dec-19,01/Dec/2019,01-Dec-2019,1:00,13,CAR,-5,WAS,50,O,50,2019,Week 13,71504,CAR,-5,5,DEN,21,29,Y,75523,0,23,35,0,Charlotte,KCLT,KCLT4380013
PIT2019,1-Dec-19,01/Dec/2019,01-Dec-2019,1:00,13,PIT,-3.5,CLE,33,O,48,2019,Week 13,62157,PIT,-3.5,3.5,MIN,20,13,Y,68400,0,18,30,0,Pittsburgh,KAGC,KAGC4380013
BAL2019,1-Dec-19,01/Dec/2019,01-Dec-2019,1:00,13,BAL,-4,SF,37,O,32,2019,Week 13,71029,BAL,-4,4,OAK,20,17,N,71008,0,21,26,0,Baltimore,KDMH,KDMH4380013
ATL2019,28-Nov-19,28/Nov/2019,28-Nov-2019,1:00,13,NO,-2.5,ATL,44,U,57,2019,Week 13,71993,ATL,2.5,-2.5,NO,18,26,Y,71000,0,2,58,0,Atlanta,KATL,KATL4379713
DET2019,28-Nov-19,28/Nov/2019,28-Nov-2019,1:00,13,CHI,-3.5,DET,44,O,43,2019,Week 13,65412,DET,3.5,-3.5,BAL,20,24,Y,65000,0,17,54,0,Detroit,CYQG,CYQG4379713
DAL2019,28-Nov-19,28/Nov/2019,28-Nov-2019,1:00,13,DAL,-7.5,BUF,41,U,44,2019,Week 13,90445,DAL,-7.5,7.5,SF,15,26,Y,105000,0,10,44,0,Dallas,KDAL,KDAL4379713
LAR2019,25-Nov-19,25/Nov/2019,25-Nov-2019,1:00,13,LAR,-7.5,BAL,51,O,48,2019,Week 12,72409,LAR,-7.5,7.5,IND,6,45,Y,77500,0,3,46,0,Los Angeles,KCQT,KCQT4379413
PHI2019,24-Nov-19,24/Nov/2019,24-Nov-2019,1:00,13,PHI,-3.5,SEA,26,O,51,2019,Week 12,69796,PHI,-3.5,3.5,SEA,9,17,Y,69796,0,16,59,0,Philadelphia,KPHL,KPHL4379313
ATL2019,24-Nov-19,24/Nov/2019,24-Nov-2019,1:00,13,ATL,-7,TB,57,O,38,2019,Week 12,71463,ATL,-7,7,TB,22,35,Y,71000,0,2,86,0,Atlanta,KATL,KATL4379313
CHI2019,24-Nov-19,24/Nov/2019,24-Nov-2019,1:00,13,CHI,-10,NYG,33,O,56,2019,Week 12,61581,CHI,-10,10,NYG,19,14,N,61500,0,48,88,0,Chicago,KMDW,KMDW4379313
NOS2019,24-Nov-19,24/Nov/2019,24-Nov-2019,1:00,13,NO,-9,CAR,65,O,42,2019,Week 12,73068,NO,-9,9,CAR,34,31,N,73208,0,44,65,0,New Orleans,KNEW,KNEW4379313
TEN2019,24-Nov-19,24/Nov/2019,24-Nov-2019,1:00,13,TEN,-3,JAX,62,O,48,2019,Week 12,60926,TEN,-3,3,JAX,42,20,Y,69143,0,20,49,0,Nashville,KBNA,KBNA4379313
SFN2019,24-Nov-19,24/Nov/2019,24-Nov-2019,1:00,13,SF,PK,GB,45,O,50,2019,Week 12,71500,SF,PK,PK,PIT,37,8,PK,75000,0,5,23,0,San Jose,KSJC,KSJC4379313
BUF2019,24-Nov-19,24/Nov/2019,24-Nov-2019,1:00,13,BUF,-3,DEN,23,O,51,2019,Week 12,67338,BUF,-3,3,JAX,20,3,Y,71608,0,46,42,0,Buffalo,KBUF,KBUF4379313
WAS2019,24-Nov-19,24/Nov/2019,24-Nov-2019,1:00,13,WAS,-2,DET,35,O,32,2019,Week 12,57754,WAS,-2,2,KC,19,16,Y,82000,0,22,37,0,Washington,KDCA,KDCA4379313
CLE2019,24-Nov-19,24/Nov/2019,24-Nov-2019,1:00,13,CLE,-8,MIA,65,O,47,2019,Week 12,67431,CLE,-8,8,CAR,41,24,Y,67895,0,20,59,0,Cleveland,KBKL,KBKL4379313
CIN2019,24-Nov-19,24/Nov/2019,24-Nov-2019,1:00,13,PIT,-3,CIN,26,O,46,2019,Week 12,47423,CIN,3,-3,ARI,10,16,Y,65515,0,19,72,0,Cincinnati,KLUK,KLUK4379313
NYJ2019,24-Nov-19,24/Nov/2019,24-Nov-2019,1:00,13,NYJ,-3,OAK,37,O,47,2019,Week 12,78523,NYJ,-3,3,NYG,34,3,Y,82550,0,9,61,0,New York,KFRG,KFRG4379313
NEP2019,24-Nov-19,24/Nov/2019,24-Nov-2019,1:00,13,NE,-6,DAL,22,O,40,2019,Week 12,65878,NE,-6,6,MIA,13,9,N,65878,0,17,68,0,Boston,KBOS,KBOS4379313
HOU2019,21-Nov-19,21/Nov/2019,21-Nov-2019,1:00,13,HOU,-2,IND,37,U,47.5,2019,Week 12,71727,HOU,-2,2,IND,20,17,Y,71995,0,17,59,0,Houston,KHOU,KHOU4379013
LAC2019,18-Nov-19,18/Nov/2019,18-Nov-2019,1:00,13,KC,-2.5,LAC (Mexico),41,U,56,2019,Week 11,76252,LAC,2.5,-2.5,KC,17,24,Y,30000,0,2,77,0,Los Angeles,KCQT,KCQT4378713
PHI2019,17-Nov-19,17/Nov/2019,17-Nov-2019,1:00,13,PHI,-1,NE,27,O,36,2019,Week 11,69796,PHI,-1,1,NE,10,17,Y,69796,0,16,26,0,Philadelphia,KPHL,KPHL4378613
TBB2019,17-Nov-19,17/Nov/2019,17-Nov-2019,1:00,13,NO,-4,TB,51,O,58,2019,Week 11,54333,TB,4,-4,NO,17,34,Y,65618,0,21,23,0,Tampa,KTPF,KTPF4378613
BAL2019,17-Nov-19,17/Nov/2019,17-Nov-2019,1:00,13,BAL,-2.5,HOU,48,O,38,2019,Week 11,70731,BAL,-2.5,2.5,HOU,41,7,Y,71008,0,21,66,0,Baltimore,KDMH,KDMH4378613
CAR2019,17-Nov-19,17/Nov/2019,17-Nov-2019,1:00,13,CAR,-2,ATL,32,O,44,2019,Week 11,73106,CAR,-2,2,ATL,3,29,Y,75523,0,23,69,0,Charlotte,KCLT,KCLT4378613
MIA2019,17-Nov-19,17/Nov/2019,17-Nov-2019,1:00,13,MIA,-2.5,BUF,57,O,56,2019,Week 11,64187,MIA,-2.5,2.5,BUF,20,37,Y,64767,0,32,43,0,Florida,KFXE,KFXE4378613
OAK2019,17-Nov-19,17/Nov/2019,17-Nov-2019,1:00,13,OAK,-3.5,CIN,27,O,51,2019,Week 11,51921,OAK,-3.5,3.5,CIN,17,10,Y,56057,0,53,45,0,San Jose,KSJC,KSJC4378613
SFN2019,17-Nov-19,17/Nov/2019,17-Nov-2019,1:00,13,SF,-8.5,ARI,62,O,34,2019,Week 11,69419,SF,-8.5,8.5,ARI,36,26,Y,75000,0,5,39,0,San Jose,KSJC,KSJC4378613
WAS2019,17-Nov-19,17/Nov/2019,17-Nov-2019,1:00,13,WAS,-2.5,NYJ,51,O,49,2019,Week 11,56426,WAS,-2.5,2.5,NYJ,17,34,Y,82000,0,22,43,0,Washington,KDCA,KDCA4378613
LAR2019,17-Nov-19,17/Nov/2019,17-Nov-2019,1:00,13,LAR,-5.5,CHI,24,U,51,2019,Week 11,70758,LAR,-5.5,5.5,IND,17,7,Y,77500,0,3,83,0,Los Angeles,KCQT,KCQT4378613
IND2019,17-Nov-19,17/Nov/2019,17-Nov-2019,1:00,13,IND,-6.5,JAX,46,O,47,2019,Week 11,61986,IND,-6.5,6.5,GB,33,13,Y,67000,0,11,70,0,Indianapolis,KIND,KIND4378613
DET2019,17-Nov-19,17/Nov/2019,17-Nov-2019,1:00,13,DAL,-2.5,DET,62,O,58,2019,Week 11,61801,DET,2.5,-2.5,HOU,27,35,Y,65000,0,17,39,0,Detroit,CYQG,CYQG4378613
MIN2019,17-Nov-19,17/Nov/2019,17-Nov-2019,1:00,13,MIN,-6,DEN,50,O,60,2019,Week 11,66883,MIN,-6,6,CIN,27,23,N,66860,0,3,78,0,Minnesota,KSTP,KSTP4378613
CLE2019,14-Nov-19,14/Nov/2019,14-Nov-2019,1:00,13,CLE,-2.5,PIT,28,U,50.5,2019,Week 11,67431,CLE,-2.5,2.5,MIA,21,7,Y,67895,0,20,40,0,Cleveland,KBKL,KBKL4378313
SFN2019,11-Nov-19,11/Nov/2019,11-Nov-2019,1:00,13,SF,-1.5,SEA,51,O,49,2019,Week 10,71404,SF,-1.5,1.5,SEA,24,27,Y,75000,0,5,88,0,San Jose,KSJC,KSJC4378013
TBB2019,10-Nov-19,10/Nov/2019,10-Nov-2019,1:00,13,TB,-4.5,ARI,57,O,39,2019,Week 10,40038,TB,-4.5,4.5,ARI,30,27,N,65618,0,21,33,0,Tampa,KTPF,KTPF4377913
DAL2019,10-Nov-19,10/Nov/2019,10-Nov-2019,1:00,13,DAL,-3,MIN,52,O,44,2019,Week 10,91188,DAL,-3,3,MIN,24,28,Y,105000,0,10,24,0,Dallas,KDAL,KDAL4377913
CIN2019,10-Nov-19,10/Nov/2019,10-Nov-2019,1:00,13,BAL,-1,CIN,62,O,45,2019,Week 10,45918,CIN,1,-1,BAL,13,49,Y,65515,0,19,28,0,Cincinnati,KLUK,KLUK4377913
IND2019,10-Nov-19,10/Nov/2019,10-Nov-2019,1:00,13,IND,-9.5,MIA,28,O,41,2019,Week 10,60510,IND,-9.5,9.5,MIA,12,16,N,67000,0,11,46,0,Indianapolis,KIND,KIND4377913
TEN2019,10-Nov-19,10/Nov/2019,10-Nov-2019,1:00,13,KC,-3.5,TEN,67,O,47,2019,Week 10,68864,TEN,3.5,-3.5,KC,35,32,N,69143,0,20,33,0,Nashville,KBNA,KBNA4377913
NOS2019,10-Nov-19,10/Nov/2019,10-Nov-2019,1:00,13,NO,-7,ATL,35,O,33,2019,Week 10,73283,NO,-7,7,ATL,9,26,Y,73208,0,44,66,0,New Orleans,KNEW,KNEW4377913
NYJ2019,10-Nov-19,10/Nov/2019,10-Nov-2019,1:00,13,NYJ,-3.5,NYG,61,O,45,2019,Week 10,78523,NYJ,-3.5,3.5,NYG,34,27,Y,82550,0,9,39,0,New York,KFRG,KFRG4377913
CLE2019,10-Nov-19,10/Nov/2019,10-Nov-2019,1:00,13,CLE,-7,BUF,35,O,59,2019,Week 10,67431,CLE,-7,7,ATL,19,16,N,67895,0,20,46,0,Cleveland,KBKL,KBKL4377913
CHI2019,10-Nov-19,10/Nov/2019,10-Nov-2019,1:00,13,CHI,-8,DET,33,O,34,2019,Week 10,61758,CHI,-8,8,NYJ,20,13,N,61500,0,48,79,0,Chicago,KMDW,KMDW4377913
PIT2019,10-Nov-19,10/Nov/2019,10-Nov-2019,1:00,13,PIT,PK,LAR,29,O,45,2019,Week 10,63627,PIT,PK,PK,PHI,17,12,PK,68400,0,18,83,0,Pittsburgh,KAGC,KAGC4377913
GBP2019,10-Nov-19,10/Nov/2019,10-Nov-2019,1:00,13,GB,-5.5,CAR,40,O,56,2019,Week 10,78090,GB,-5.5,5.5,WAS,24,16,Y,81441,0,62,25,0,Green Bay,KGRB,KGRB4377913
OAK2019,7-Nov-19,07/Nov/2019,07-Nov-2019,1:00,13,LAC,-4,OAK,50,U,50.5,2019,Week 10,51954,OAK,4,-4,JAX,26,24,N,56057,0,53,85,0,San Jose,KSJC,KSJC4377613
NYG2019,4-Nov-19,04/Nov/2019,04-Nov-2019,1:00,13,DAL,-2,NYG,55,O,45,2019,Week 9,76107,NYG,2,-2,DAL,18,37,Y,82550,0,9,57,0,New York,KFRG,KFRG4377313
PHI2019,3-Nov-19,03/Nov/2019,03-Nov-2019,1:00,13,PHI,-3,CHI,36,O,38,2019,Week 9,69796,PHI,-3,3,CHI,22,14,Y,69796,0,16,76,0,Philadelphia,KPHL,KPHL4377213
DEN2019,3-Nov-19,03/Nov/2019,03-Nov-2019,1:00,13,DEN,-1,CLE,43,O,41,2019,Week 9,76743,DEN,-1,1,CLE,24,19,Y,76125,0,18,87,0,Colorado,KBJC,KBJC4377213
BAL2019,3-Nov-19,03/Nov/2019,03-Nov-2019,1:00,13,NE,-2.5,BAL,57,O,46,2019,Week 9,71157,BAL,2.5,-2.5,NE,37,20,Y,71008,0,21,50,0,Baltimore,KDMH,KDMH4377213
BUF2019,3-Nov-19,03/Nov/2019,03-Nov-2019,1:00,13,BUF,-3.5,WAS,33,O,46,2019,Week 9,67685,BUF,-3.5,3.5,WAS,24,9,Y,71608,0,46,54,0,Buffalo,KBUF,KBUF4377213
CAR2019,3-Nov-19,03/Nov/2019,03-Nov-2019,1:00,13,CAR,-3,TEN,50,O,41,2019,Week 9,72540,CAR,-3,3,TEN,30,20,Y,75523,0,23,70,0,Charlotte,KCLT,KCLT4377213
KCC2019,3-Nov-19,03/Nov/2019,03-Nov-2019,1:00,13,KC,PK,MIN,49,O,54,2019,Week 9,73615,KC,PK,PK,MIN,26,23,PK,76416,0,47,88,0,Kansas City,KMKC,KMKC4377213
OAK2019,3-Nov-19,03/Nov/2019,03-Nov-2019,1:00,13,OAK,-3,DET,55,O,57,2019,Week 9,53318,OAK,-3,3,DET,31,24,Y,56057,0,53,69,0,San Jose,KSJC,KSJC4377213
JAC2019,3-Nov-19,03/Nov/2019,03-Nov-2019,1:00,13,JAX,PK,HOU,29,O,55,2019,Week 9,84771,JAX,PK,PK,HOU,3,26,PK,67814,0,24,55,0,Jacksonville,KNIP,KNIP4377213
PIT2019,3-Nov-19,03/Nov/2019,03-Nov-2019,1:00,13,PIT,-2.5,IND,50,O,53,2019,Week 9,61115,PIT,-2.5,2.5,PIT,26,24,N,68400,0,18,41,0,Pittsburgh,KAGC,KAGC4377213
LAC2019,3-Nov-19,03/Nov/2019,03-Nov-2019,1:00,13,LAC,-3.5,GB,37,O,49,2019,Week 9,25435,LAC,-3.5,3.5,LAC,26,11,Y,30000,0,2,61,0,Los Angeles,KCQT,KCQT4377213
SEA2019,3-Nov-19,03/Nov/2019,03-Nov-2019,1:00,13,SEA,-7.5,TB,74,O,58,2019,Week 9,68948,SEA,-7.5,7.5,ARI,40,34,N,68740,0,17,34,0,Seattle,KBFI,KBFI4377213
MIA2019,3-Nov-19,03/Nov/2019,03-Nov-2019,1:00,13,MIA,PK,NYJ,44,O,39,2019,Week 9,59229,MIA,PK,PK,BUF,26,18,PK,64767,0,32,86,0,Florida,KFXE,KFXE4377213
