ID,FullDate,Date,Date2,Start(ET),Hour,Favorite,Underdog ATS,Underdog,Total,Covered O/U,O/U,Season,Week,Attendance,Home/Neutral,Home Line,Away Line,Visitor/Neutral,Home Pts,Visitor Pts, Home Covered,Capacity,New Stadium Season,Years in Stadium,Temperature,Dome,City Played,Weather Station,Key
NYJ2014,28-Sep-14,28/Sep/2014,28-Sep-2014,1:00,13,NYJ,-1.5,DET,41,U,44,2014,Week 4,78160,NYJ,-1.5,1.5,BAL,17,24,Y,82550,0,4,85,0,New York,KFRG,KFRG4191013
PIT2014,28-Sep-14,28/Sep/2014,28-Sep-2014,1:00,13,PIT,-7.5,TB,51,O,45,2014,Week 4,62910,PIT,-7.5,7.5,JAX,24,27,N,65500,0,13,73,0,Pittsburgh,KAGC,KAGC4191013
BAL2014,28-Sep-14,28/Sep/2014,28-Sep-2014,1:00,13,BAL,-3,CAR,48,O,42,2014,Week 4,71218,BAL,-3,3,OAK,38,10,Y,71008,0,16,79,0,Baltimore,KDMH,KDMH4191013
CHI2014,28-Sep-14,28/Sep/2014,28-Sep-2014,1:00,13,GB,-2,CHI,55,O,51,2014,Week 4,61736,CHI,2,-2,KC,17,38,Y,61500,0,43,78,0,Chicago,KMDW,KMDW4191013
PHI2014,21-Sep-14,21/Sep/2014,21-Sep-2014,1:00,13,PHI,-4,WAS,71,O,50,2014,Week 3,69596,PHI,-4,4,WAS,37,34,N,69796,0,11,76,0,Philadelphia,KPHL,KPHL4190313
DET2014,21-Sep-14,21/Sep/2014,21-Sep-2014,1:00,13,DET,-1.5,GB,26,U,52,2014,Week 3,62418,DET,-1.5,1.5,GB,19,7,Y,65000,0,12,72,1,Detroit,CYQG,CYQG4190313
CLE2014,21-Sep-14,21/Sep/2014,21-Sep-2014,1:00,13,BAL,-1.5,CLE,44,O,43,2014,Week 3,67407,CLE,1.5,-1.5,MIA,21,23,Y,67431,0,15,69,0,Cleveland,KBKL,KBKL4190313
CIN2014,21-Sep-14,21/Sep/2014,21-Sep-2014,1:00,13,CIN,-6.5,TEN,40,U,44.5,2014,Week 3,56743,CIN,-6.5,6.5,LAR,33,7,Y,65515,0,14,79,0,Cincinnati,KLUK,KLUK4190313
JAC2014,21-Sep-14,21/Sep/2014,21-Sep-2014,1:00,13,IND,-6.5,JAX,61,O,45,2014,Week 3,60601,JAX,6.5,-6.5,TEN,17,44,Y,67297,0,19,85,0,Jacksonville,KNIP,KNIP4190313
NOS2014,21-Sep-14,21/Sep/2014,21-Sep-2014,1:00,13,NO,-10,MIN,29,U,49.5,2014,Week 3,73005,NO,-10,10,SF,20,9,Y,73208,0,39,72,1,New Orleans,KNEW,KNEW4190313
LAR2014,21-Sep-14,21/Sep/2014,21-Sep-2014,1:00,13,DAL,-2,LAR,65,O,45,2014,Week 3,58739,LAR,2,-2,WAS,31,34,Y,67277,0,19,72,1,St. Louis,KCPS,KCPS4190313
NEP2014,21-Sep-14,21/Sep/2014,21-Sep-2014,1:00,13,NE,-14,OAK,25,U,47,2014,Week 3,68756,NE,-14,14,NE,16,9,N,68756,0,12,78,0,Boston,KBOS,KBOS4190313
BUF2014,21-Sep-14,21/Sep/2014,21-Sep-2014,1:00,13,BUF,-2.5,LAC,32,U,45.5,2014,Week 3,68611,BUF,-2.5,2.5,GB,10,22,Y,71857,0,41,72,0,Buffalo,KBUF,KBUF4190313
NYG2014,21-Sep-14,21/Sep/2014,21-Sep-2014,1:00,13,NYG,-1,HOU,47,O,41.5,2014,Week 3,77462,NYG,-1,1,KC,30,17,Y,82550,0,4,76,0,New York,KFRG,KFRG4190313
NYG2014,14-Sep-14,14/Sep/2014,14-Sep-2014,1:00,13,NYG,-2,ARI,39,U,41.5,2014,Week 2,78344,NYG,-2,2,OAK,14,25,Y,82550,0,4,71,0,New York,KFRG,KFRG4189613
BUF2014,14-Sep-14,14/Sep/2014,14-Sep-2014,1:00,13,BUF,-1,MIA,39,U,43,2014,Week 2,69954,BUF,-1,1,MIN,29,10,Y,71857,0,41,61,0,Buffalo,KBUF,KBUF4189613
WAS2014,14-Sep-14,14/Sep/2014,14-Sep-2014,1:00,13,WAS,-5,JAX,51,O,43,2014,Week 2,80037,WAS,-5,5,CIN,41,10,Y,79000,0,17,67,0,Washington,KDCA,KDCA4189613
CAR2014,14-Sep-14,14/Sep/2014,14-Sep-2014,1:00,13,CAR,-1.5,DET,31,U,43.5,2014,Week 2,73586,CAR,-1.5,1.5,CIN,24,7,Y,74455,0,18,68,0,Charlotte,KCLT,KCLT4189613
MIN2014,14-Sep-14,14/Sep/2014,14-Sep-2014,1:00,13,NE,-3,MIN,37,U,49,2014,Week 2,52350,MIN,3,-3,NO,7,30,Y,50805,1,0,65,0,Minnesota,KSTP,KSTP4189613
CLE2014,14-Sep-14,14/Sep/2014,14-Sep-2014,1:00,13,NO,-6,CLE,50,O,49.5,2014,Week 2,67407,CLE,6,-6,MIN,26,24,N,67431,0,15,62,0,Cleveland,KBKL,KBKL4189613
TEN2014,14-Sep-14,14/Sep/2014,14-Sep-2014,1:00,13,TEN,-3.5,DAL,36,U,49.5,2014,Week 2,69143,TEN,-3.5,3.5,DEN,10,26,Y,69143,0,15,77,0,Nashville,KBNA,KBNA4189613
CIN2014,14-Sep-14,14/Sep/2014,14-Sep-2014,1:00,13,CIN,-5.5,ATL,34,U,49,2014,Week 2,58574,CIN,-5.5,5.5,PIT,24,10,Y,65515,0,14,68,0,Cincinnati,KLUK,KLUK4189613
PHI2014,7-Sep-14,07/Sep/2014,07-Sep-2014,1:00,13,PHI,-10,JAX,51,O,50,2014,Week 1,69596,PHI,-10,10,JAX,34,17,Y,69796,0,11,80,0,Philadelphia,KPHL,KPHL4188913
HOU2014,7-Sep-14,07/Sep/2014,07-Sep-2014,1:00,13,HOU,-3,WAS,23,U,44,2014,Week 1,71770,HOU,-3,3,WAS,17,6,Y,71795,0,12,82,0,Houston,KHOU,KHOU4188913
NYJ2014,7-Sep-14,07/Sep/2014,07-Sep-2014,1:00,13,NYJ,-6.5,OAK,33,U,41.5,2014,Week 1,78160,NYJ,-6.5,6.5,CLE,19,14,N,82550,0,4,80,0,New York,KFRG,KFRG4188913
PIT2014,7-Sep-14,07/Sep/2014,07-Sep-2014,1:00,13,PIT,-6,CLE,57,O,41.5,2014,Week 1,64598,PIT,-6,6,MIA,30,27,N,65500,0,13,72,0,Pittsburgh,KAGC,KAGC4188913
BAL2014,7-Sep-14,07/Sep/2014,07-Sep-2014,1:00,13,BAL,-1,CIN,39,U,43.5,2014,Week 1,70925,BAL,-1,1,DET,16,23,Y,71008,0,16,78,0,Baltimore,KDMH,KDMH4188913
KCC2014,7-Sep-14,07/Sep/2014,07-Sep-2014,1:00,13,KC,-3,TEN,36,U,45,2014,Week 1,73569,KC,-3,3,LAC,10,26,Y,76416,0,42,77,0,Kansas City,KMKC,KMKC4188913
CHI2014,7-Sep-14,07/Sep/2014,07-Sep-2014,1:00,13,CHI,-7,BUF,43,U,47.5,2014,Week 1,62425,CHI,-7,7,PIT,20,23,N,61500,0,43,77,0,Chicago,KMDW,KMDW4188913
MIA2014,7-Sep-14,07/Sep/2014,07-Sep-2014,1:00,13,NE,-4,MIA,53,O,47.5,2014,Week 1,70630,MIA,4,-4,DET,33,20,Y,75540,0,27,89,0,Florida,KFXE,KFXE4188913
ATL2014,7-Sep-14,07/Sep/2014,07-Sep-2014,1:00,13,NO,-3,ATL,71,O,51.5,2014,Week 1,70706,ATL,3,-3,CIN,37,34,N,71228,0,22,72,1,Atlanta,KATL,KATL4188913
LAR2014,7-Sep-14,07/Sep/2014,07-Sep-2014,1:00,13,LAR,-3,MIN,40,U,43.5,2014,Week 1,55919,LAR,-3,3,ATL,6,34,Y,67277,0,19,72,1,St. Louis,KCPS,KCPS4188913
MIA2013,29-Dec-13,29/Dec/2013,29-Dec-2013,1:00,13,MIA,-7,NYJ,27,U,41,2013,Week 17,70296,MIA,-7,7,PIT,7,20,Y,75540,0,26,79,0,Florida,KFXE,KFXE4163713
MIN2013,29-Dec-13,29/Dec/2013,29-Dec-2013,1:00,13,DET,-2,MIN,27,U,50,2013,Week 17,64134,MIN,2,-2,NYG,14,13,N,64121,0,31,72,1,Minnesota,KSTP,KSTP4163713
TEN2013,29-Dec-13,29/Dec/2013,29-Dec-2013,1:00,13,TEN,-7,HOU,26,U,44.5,2013,Week 17,69143,TEN,-7,7,JAX,16,10,N,69143,0,14,53,0,Nashville,KBNA,KBNA4163713
IND2013,29-Dec-13,29/Dec/2013,29-Dec-2013,1:00,13,IND,-11,JAX,40,U,45,2013,Week 17,66008,IND,-11,11,NYJ,30,10,Y,67000,0,5,72,1,Indianapolis,KIND,KIND4163713
CIN2013,29-Dec-13,29/Dec/2013,29-Dec-2013,1:00,13,CIN,-6.5,BAL,51,O,43,2013,Week 17,62406,CIN,-6.5,6.5,SEA,34,17,Y,65515,0,13,59,0,Cincinnati,KLUK,KLUK4163713
NYG2013,29-Dec-13,29/Dec/2013,29-Dec-2013,1:00,13,NYG,-3.5,WAS,26,U,44.5,2013,Week 17,80177,NYG,-3.5,3.5,NE,20,6,Y,82550,0,3,42,0,New York,KFRG,KFRG4163713
ATL2013,29-Dec-13,29/Dec/2013,29-Dec-2013,1:00,13,CAR,-6,ATL,41,U,46,2013,Week 17,70427,ATL,6,-6,SF,20,21,N,71228,0,21,72,1,Atlanta,KATL,KATL4163713
PIT2013,29-Dec-13,29/Dec/2013,29-Dec-2013,1:00,13,PIT,-9,CLE,27,U,44.5,2013,Week 17,56361,PIT,-9,9,CLE,20,7,Y,65500,0,12,41,0,Pittsburgh,KAGC,KAGC4163713
HOU2013,22-Dec-13,22/Dec/2013,22-Dec-2013,1:00,13,DEN,-10,HOU,50,U,54,2013,Week 16,71761,HOU,10,-10,DEN,13,37,Y,71054,0,11,59,0,Houston,KHOU,KHOU4163013
JAC2013,22-Dec-13,22/Dec/2013,22-Dec-2013,1:00,13,TEN,-4.5,JAX,36,U,44,2013,Week 16,60559,JAX,4.5,-4.5,IND,16,20,N,67246,0,18,82,0,Jacksonville,KNIP,KNIP4163013
CIN2013,22-Dec-13,22/Dec/2013,22-Dec-2013,1:00,13,CIN,-7.5,MIN,56,O,48,2013,Week 16,61555,CIN,-7.5,7.5,NO,42,14,Y,65515,0,13,53,0,Cincinnati,KLUK,KLUK4163013
WAS2013,22-Dec-13,22/Dec/2013,22-Dec-2013,1:00,13,DAL,-3,WAS,47,U,52,2013,Week 16,80411,WAS,3,-3,DEN,23,24,N,79000,0,16,65,0,Washington,KDCA,KDCA4163013
LAR2013,22-Dec-13,22/Dec/2013,22-Dec-2013,1:00,13,LAR,-3.5,TB,36,U,43,2013,Week 16,54423,LAR,-3.5,3.5,BUF,23,13,Y,67277,0,18,72,1,St. Louis,KCPS,KCPS4163013
NYJ2013,22-Dec-13,22/Dec/2013,22-Dec-2013,1:00,13,NYJ,-2,CLE,37,U,41.5,2013,Week 16,76957,NYJ,-2,2,TEN,24,13,Y,82550,0,3,70,0,New York,KFRG,KFRG4163013
CAR2013,22-Dec-13,22/Dec/2013,22-Dec-2013,1:00,13,CAR,-3,NO,30,U,44.5,2013,Week 16,73825,CAR,-3,3,GB,17,13,Y,73778,0,17,72,0,Charlotte,KCLT,KCLT4163013
BUF2013,22-Dec-13,22/Dec/2013,22-Dec-2013,1:00,13,BUF,-1,MIA,19,U,42,2013,Week 16,54305,BUF,-1,1,SF,19,0,Y,73079,0,40,41,0,Buffalo,KBUF,KBUF4163013
KCC2013,22-Dec-13,22/Dec/2013,22-Dec-2013,1:00,13,KC,-7.5,IND,30,U,47,2013,Week 16,75396,KC,-7.5,7.5,DEN,7,23,Y,76416,0,41,25,0,Kansas City,KMKC,KMKC4163013
MIA2013,15-Dec-13,15/Dec/2013,15-Dec-2013,1:00,13,MIA,-2.5,NE,44,U,47,2013,Week 15,71863,MIA,-2.5,2.5,DAL,24,20,Y,75540,0,26,85,0,Florida,KFXE,KFXE4162313
ATL2013,15-Dec-13,15/Dec/2013,15-Dec-2013,1:00,13,ATL,-5.5,WAS,53,O,49.5,2013,Week 15,70069,ATL,-5.5,5.5,LAC,27,26,N,71228,0,21,72,1,Atlanta,KATL,KATL4162313
MIN2013,15-Dec-13,15/Dec/2013,15-Dec-2013,1:00,13,PHI,-6.5,MIN,78,O,53,2013,Week 15,64087,MIN,6.5,-6.5,DEN,48,30,Y,64121,0,31,72,1,Minnesota,KSTP,KSTP4162313
JAC2013,15-Dec-13,15/Dec/2013,15-Dec-2013,1:00,13,BUF,-4,JAX,47,O,43.5,2013,Week 15,60085,JAX,4,-4,HOU,20,27,Y,67246,0,18,66,0,Jacksonville,KNIP,KNIP4162313
TBB2013,15-Dec-13,15/Dec/2013,15-Dec-2013,1:00,13,SF,-5,TB,47,O,41,2013,Week 15,64142,TB,5,-5,SF,14,33,Y,65890,0,15,70,0,Tampa,KTPF,KTPF4162313
IND2013,15-Dec-13,15/Dec/2013,15-Dec-2013,1:00,13,IND,-6,HOU,28,U,47,2013,Week 15,65470,IND,-6,6,NYG,25,3,Y,67000,0,5,72,1,Indianapolis,KIND,KIND4162313
NYG2013,15-Dec-13,15/Dec/2013,15-Dec-2013,1:00,13,SEA,-9,NYG,23,U,43,2013,Week 15,79691,NYG,9,-9,GB,0,23,Y,82550,0,3,40,0,New York,KFRG,KFRG4162313
CLE2013,15-Dec-13,15/Dec/2013,15-Dec-2013,1:00,13,CHI,-1,CLE,69,O,44,2013,Week 15,71513,CLE,1,-1,CHI,31,38,Y,73200,0,14,25,0,Cleveland,KBKL,KBKL4162313
GBP2013,8-Dec-13,08/Dec/2013,08-Dec-2013,1:00,13,GB,-3.5,ATL,43,U,47,2013,Week 14,77550,GB,-3.5,3.5,ATL,22,21,N,80750,0,56,9,0,Green Bay,KGRB,KGRB4161613
PHI2013,8-Dec-13,08/Dec/2013,08-Dec-2013,1:00,13,PHI,-2.5,DET,54,O,51,2013,Week 14,69144,PHI,-2.5,2.5,DET,34,20,Y,69796,0,10,27,0,Philadelphia,KPHL,KPHL4161613
TBB2013,8-Dec-13,08/Dec/2013,08-Dec-2013,1:00,13,TB,-3,BUF,33,U,43,2013,Week 14,59194,TB,-3,3,LAC,27,6,Y,65890,0,15,83,0,Tampa,KTPF,KTPF4161613
NEP2013,8-Dec-13,08/Dec/2013,08-Dec-2013,1:00,13,NE,-10,CLE,53,O,47.5,2013,Week 14,68756,NE,-10,10,NYG,27,26,N,68756,0,11,31,0,Boston,KBOS,KBOS4161613
NYJ2013,8-Dec-13,08/Dec/2013,08-Dec-2013,1:00,13,NYJ,-3,OAK,64,O,39,2013,Week 14,76957,NYJ,-3,3,NYJ,37,27,Y,82550,0,3,34,0,New York,KFRG,KFRG4161613
PIT2013,8-Dec-13,08/Dec/2013,08-Dec-2013,1:00,13,PIT,-3,MIA,62,O,40.5,2013,Week 14,52489,PIT,-3,3,CAR,28,34,Y,65500,0,12,26,0,Pittsburgh,KAGC,KAGC4161613
WAS2013,8-Dec-13,08/Dec/2013,08-Dec-2013,1:00,13,KC,-3.5,WAS,55,O,44,2013,Week 14,56247,WAS,3.5,-3.5,SF,10,45,Y,79000,0,16,30,0,Washington,KDCA,KDCA4161613
CIN2013,8-Dec-13,08/Dec/2013,08-Dec-2013,1:00,13,CIN,-7,IND,70,O,43.5,2013,Week 14,62507,CIN,-7,7,IND,42,28,Y,65515,0,13,28,0,Cincinnati,KLUK,KLUK4161613
BAL2013,8-Dec-13,08/Dec/2013,08-Dec-2013,1:00,13,BAL,-6,MIN,55,O,41.5,2013,Week 14,70921,BAL,-6,6,DEN,29,26,N,71008,0,15,33,0,Baltimore,KDMH,KDMH4161613
PHI2013,1-Dec-13,01/Dec/2013,01-Dec-2013,1:00,13,PHI,-3.5,ARI,45,U,48.5,2013,Week 13,69144,PHI,-3.5,3.5,ARI,24,21,N,69796,0,10,47,0,Philadelphia,KPHL,KPHL4160913
HOU2013,1-Dec-13,01/Dec/2013,01-Dec-2013,1:00,13,NE,-7,HOU,65,O,49,2013,Week 13,71769,HOU,7,-7,NE,31,34,N,71054,0,11,67,0,Houston,KHOU,KHOU4160913
CLE2013,1-Dec-13,01/Dec/2013,01-Dec-2013,1:00,13,CLE,-7,JAX,60,O,39.5,2013,Week 13,69654,CLE,-7,7,TB,28,32,N,73200,0,14,44,0,Cleveland,KBKL,KBKL4160913
NYJ2013,1-Dec-13,01/Dec/2013,01-Dec-2013,1:00,13,NYJ, PK,MIA,26,U,40,2013,Week 13,76957,NYJ, PK,PK,MIA,3,23,PK,82550,0,3,49,0,New York,KFRG,KFRG4160913
CAR2013,1-Dec-13,01/Dec/2013,01-Dec-2013,1:00,13,CAR,-7,TB,33,U,41,2013,Week 13,72795,CAR,-7,7,OAK,27,6,Y,73778,0,17,57,0,Charlotte,KCLT,KCLT4160913
IND2013,1-Dec-13,01/Dec/2013,01-Dec-2013,1:00,13,IND,-3.5,TEN,36,U,46.5,2013,Week 13,65502,IND,-3.5,3.5,LAR,22,14,Y,67000,0,5,72,1,Indianapolis,KIND,KIND4160913
MIN2013,1-Dec-13,01/Dec/2013,01-Dec-2013,1:00,13,MIN,-1,CHI,43,U,50,2013,Week 13,64134,MIN,-1,1,IND,23,20,Y,64121,0,31,72,1,Minnesota,KSTP,KSTP4160913
GBP2013,24-Nov-13,24/Nov/2013,24-Nov-2013,1:00,13,GB,-6,MIN,52,O,44,2013,Week 12,77871,GB,-6,6,MIN,26,26,N,80750,0,56,20,0,Green Bay,KGRB,KGRB4160213
HOU2013,24-Nov-13,24/Nov/2013,24-Nov-2013,1:00,13,HOU,-10.5,JAX,19,U,43.5,2013,Week 12,71659,HOU,-10.5,10.5,JAX,6,13,N,71054,0,11,50,0,Houston,KHOU,KHOU4160213
DET2013,24-Nov-13,24/Nov/2013,24-Nov-2013,1:00,13,DET,-7,TB,45,U,49,2013,Week 12,62098,DET,-7,7,TB,21,24,N,65000,0,11,72,1,Detroit,CYQG,CYQG4160213
KCC2013,24-Nov-13,24/Nov/2013,24-Nov-2013,1:00,13,KC,-3.5,LAC,79,O,43.5,2013,Week 12,75259,KC,-3.5,3.5,ATL,38,41,N,76416,0,41,28,0,Kansas City,KMKC,KMKC4160213
LAR2013,24-Nov-13,24/Nov/2013,24-Nov-2013,1:00,13,LAR,-2,CHI,63,O,46,2013,Week 12,66024,LAR,-2,2,MIA,42,21,Y,67277,0,18,72,1,St. Louis,KCPS,KCPS4160213
CLE2013,24-Nov-13,24/Nov/2013,24-Nov-2013,1:00,13,CLE,-2.5,PIT,38,U,40,2013,Week 12,71513,CLE,-2.5,2.5,NYJ,11,27,Y,73200,0,14,33,0,Cleveland,KBKL,KBKL4160213
MIA2013,24-Nov-13,24/Nov/2013,24-Nov-2013,1:00,13,CAR,-5,MIA,36,U,40.5,2013,Week 12,60156,MIA,5,-5,BUF,16,20,N,75540,0,26,82,0,Florida,KFXE,KFXE4160213
BAL2013,24-Nov-13,24/Nov/2013,24-Nov-2013,1:00,13,BAL,-4,NYJ,22,U,38.5,2013,Week 12,71148,BAL,-4,4,CIN,19,3,Y,71008,0,15,34,0,Baltimore,KDMH,KDMH4160213
PHI2013,17-Nov-13,17/Nov/2013,17-Nov-2013,1:00,13,PHI,-4.5,WAS,40,U,55,2013,Week 11,69144,PHI,-4.5,4.5,WAS,24,16,Y,69796,0,10,67,0,Philadelphia,KPHL,KPHL4159513
HOU2013,17-Nov-13,17/Nov/2013,17-Nov-2013,1:00,13,HOU,-10.5,OAK,51,O,41,2013,Week 11,71726,HOU,-10.5,10.5,OAK,23,28,N,71054,0,11,85,0,Houston,KHOU,KHOU4159513
TBB2013,17-Nov-13,17/Nov/2013,17-Nov-2013,1:00,13,TB,-2,ATL,69,O,43.5,2013,Week 11,55360,TB,-2,2,HOU,41,28,Y,65890,0,15,79,0,Tampa,KTPF,KTPF4159513
BUF2013,17-Nov-13,17/Nov/2013,17-Nov-2013,1:00,13,NYJ,-2,BUF,51,O,39,2013,Week 11,68036,BUF,2,-2,LAR,37,14,Y,73079,0,40,62,0,Buffalo,KBUF,KBUF4159513
CHI2013,17-Nov-13,17/Nov/2013,17-Nov-2013,1:00,13,CHI,-3,BAL,43,O,40,2013,Week 11,62367,CHI,-3,3,ARI,23,20,N,61500,0,42,68,0,Chicago,KMDW,KMDW4159513
JAC2013,17-Nov-13,17/Nov/2013,17-Nov-2013,1:00,13,ARI,-9,JAX,41,O,40.5,2013,Week 11,59862,JAX,9,-9,PIT,14,27,Y,67246,0,18,79,0,Jacksonville,KNIP,KNIP4159513
PIT2013,17-Nov-13,17/Nov/2013,17-Nov-2013,1:00,13,DET,-3,PIT,64,O,45.5,2013,Week 11,57905,PIT,3,-3,NE,37,27,Y,65500,0,12,60,0,Pittsburgh,KAGC,KAGC4159513
CIN2013,17-Nov-13,17/Nov/2013,17-Nov-2013,1:00,13,CIN,-5,CLE,61,O,40,2013,Week 11,63856,CIN,-5,5,CHI,41,20,Y,65515,0,13,64,0,Cincinnati,KLUK,KLUK4159513
GBP2013,10-Nov-13,10/Nov/2013,10-Nov-2013,1:00,13,PHI,-1,GB,40,U,47,2013,Week 10,78011,GB,1,-1,PHI,13,27,Y,80750,0,56,46,0,Green Bay,KGRB,KGRB4158813
NYG2013,10-Nov-13,10/Nov/2013,10-Nov-2013,1:00,13,NYG,-7,OAK,44,O,41.5,2013,Week 10,80366,NYG,-7,7,SEA,24,20,N,82550,0,3,53,0,New York,KFRG,KFRG4158813
TEN2013,10-Nov-13,10/Nov/2013,10-Nov-2013,1:00,13,TEN,-11.5,JAX,56,O,42,2013,Week 10,69143,TEN,-11.5,11.5,TEN,27,29,N,69143,0,14,65,0,Nashville,KBNA,KBNA4158813
PIT2013,10-Nov-13,10/Nov/2013,10-Nov-2013,1:00,13,PIT,-3,BUF,33,U,43,2013,Week 10,60406,PIT,-3,3,BUF,23,10,Y,65500,0,12,46,0,Pittsburgh,KAGC,KAGC4158813
IND2013,10-Nov-13,10/Nov/2013,10-Nov-2013,1:00,13,IND,-7.5,LAR,46,O,43.5,2013,Week 10,66004,IND,-7.5,7.5,LAC,8,38,Y,67000,0,5,72,1,Indianapolis,KIND,KIND4158813
BAL2013,10-Nov-13,10/Nov/2013,10-Nov-2013,1:00,13,BAL,-1,CIN,37,U,44,2013,Week 10,70992,BAL,-1,1,HOU,20,17,Y,71008,0,15,62,0,Baltimore,KDMH,KDMH4158813
ATL2013,10-Nov-13,10/Nov/2013,10-Nov-2013,1:00,13,SEA,-3.5,ATL,43,U,46.5,2013,Week 10,70309,ATL,3.5,-3.5,ATL,10,33,Y,71228,0,21,72,1,Atlanta,KATL,KATL4158813
CHI2013,10-Nov-13,10/Nov/2013,10-Nov-2013,1:00,13,DET,-1,CHI,40,U,52.5,2013,Week 10,62431,CHI,1,-1,PHI,19,21,Y,61500,0,42,47,0,Chicago,KMDW,KMDW4158813
BUF2013,3-Nov-13,03/Nov/2013,03-Nov-2013,1:00,13,KC,-5,BUF,36,U,41,2013,Week 9,68159,BUF,5,-5,JAX,13,23,Y,73079,0,40,38,0,Buffalo,KBUF,KBUF4158113
NYJ2013,3-Nov-13,03/Nov/2013,03-Nov-2013,1:00,13,NO,-6,NYJ,46,P,46,2013,Week 9,76957,NYJ,6,-6,IND,26,20,N,82550,0,3,53,0,New York,KFRG,KFRG4158113
CAR2013,3-Nov-13,03/Nov/2013,03-Nov-2013,1:00,13,CAR,-8.5,ATL,44,U,47,2013,Week 9,73720,CAR,-8.5,8.5,NE,34,10,Y,73778,0,17,62,0,Charlotte,KCLT,KCLT4158113
WAS2013,3-Nov-13,03/Nov/2013,03-Nov-2013,1:00,13,WAS,-1.5,LAC,54,O,49.5,2013,Week 9,80115,WAS,-1.5,1.5,OAK,30,24,Y,79000,0,16,57,0,Washington,KDCA,KDCA4158113
DAL2013,3-Nov-13,03/Nov/2013,03-Nov-2013,1:00,13,DAL,-9,MIN,50,U,51.5,2013,Week 9,85360,DAL,-9,9,DET,27,23,N,105000,0,4,72,1,Dallas,KDAL,KDAL4158113
LAR2013,3-Nov-13,03/Nov/2013,03-Nov-2013,1:00,13,TEN,-3,LAR,49,O,41,2013,Week 9,54617,LAR,3,-3,NE,21,28,Y,67277,0,18,72,1,St. Louis,KCPS,KCPS4158113
PHI2013,27-Oct-13,27/Oct/2013,27-Oct-2013,1:00,13,PHI,-5.5,NYG,22,U,50,2013,Week 8,69144,PHI,-5.5,5.5,NYG,7,15,Y,69796,0,10,58,0,Philadelphia,KPHL,KPHL4157413
DET2013,27-Oct-13,27/Oct/2013,27-Oct-2013,1:00,13,DET,-3,DAL,61,O,52,2013,Week 8,64379,DET,-3,3,DAL,31,30,N,65000,0,11,72,1,Detroit,CYQG,CYQG4157413
NEP2013,27-Oct-13,27/Oct/2013,27-Oct-2013,1:00,13,NE,-6.5,MIA,44,U,46,2013,Week 8,68756,NE,-6.5,6.5,NO,27,17,Y,68756,0,11,53,0,Boston,KBOS,KBOS4157413
NOS2013,27-Oct-13,27/Oct/2013,27-Oct-2013,1:00,13,NO,-10.5,BUF,52,O,48.5,2013,Week 8,72405,NO,-10.5,10.5,DET,35,17,Y,73208,0,38,72,1,New Orleans,KNEW,KNEW4157413
KCC2013,27-Oct-13,27/Oct/2013,27-Oct-2013,1:00,13,KC,-7,CLE,40,O,39,2013,Week 8,74307,KC,-7,7,BAL,23,17,N,76416,0,41,61,0,Kansas City,KMKC,KMKC4157413
PHI2013,20-Oct-13,20/Oct/2013,20-Oct-2013,1:00,13,PHI,-3,DAL,20,U,55.5,2013,Week 7,69144,PHI,-3,3,DAL,3,17,Y,69796,0,10,62,0,Philadelphia,KPHL,KPHL4156713
DET2013,20-Oct-13,20/Oct/2013,20-Oct-2013,1:00,13,DET,-3,CIN,51,O,46.5,2013,Week 7,63207,DET,-3,3,CIN,24,27,N,65000,0,11,72,1,Detroit,CYQG,CYQG4156713
ATL2013,20-Oct-13,20/Oct/2013,20-Oct-2013,1:00,13,ATL,-6.5,TB,54,O,43,2013,Week 7,69522,ATL,-6.5,6.5,BAL,31,23,Y,71228,0,21,72,1,Atlanta,KATL,KATL4156713
NYJ2013,20-Oct-13,20/Oct/2013,20-Oct-2013,1:00,13,NE,-3.5,NYJ,57,O,43,2013,Week 7,76957,NYJ,3.5,-3.5,BUF,30,27,N,82550,0,3,65,0,New York,KFRG,KFRG4156713
JAC2013,20-Oct-13,20/Oct/2013,20-Oct-2013,1:00,13,LAC,-7,JAX,30,U,45,2013,Week 7,59550,JAX,7,-7,CAR,6,24,Y,67246,0,18,77,0,Jacksonville,KNIP,KNIP4156713
WAS2013,20-Oct-13,20/Oct/2013,20-Oct-2013,1:00,13,CHI,-1,WAS,86,O,48.5,2013,Week 7,83147,WAS,1,-1,BUF,45,41,Y,79000,0,16,62,0,Washington,KDCA,KDCA4156713
CAR2013,20-Oct-13,20/Oct/2013,20-Oct-2013,1:00,13,CAR,-7,LAR,45,O,42.5,2013,Week 7,72686,CAR,-7,7,BUF,30,15,Y,73778,0,17,68,0,Charlotte,KCLT,KCLT4156713
MIA2013,20-Oct-13,20/Oct/2013,20-Oct-2013,1:00,13,MIA,-6,BUF,44,P,44,2013,Week 7,60592,MIA,-6,6,SEA,21,23,N,75540,0,26,87,0,Florida,KFXE,KFXE4156713
HOU2013,13-Oct-13,13/Oct/2013,13-Oct-2013,1:00,13,HOU,-9,LAR,51,O,43,2013,Week 6,71104,HOU,-9,9,LAR,13,38,Y,71054,0,11,76,0,Houston,KHOU,KHOU4156013
KCC2013,13-Oct-13,13/Oct/2013,13-Oct-2013,1:00,13,KC,-8,OAK,31,U,41,2013,Week 6,76394,KC,-8,8,KC,24,7,Y,76416,0,41,70,0,Kansas City,KMKC,KMKC4156013
