date information,vs,Score,Type,Line,O/U,Team,Game Outcome,Team Score,Opponent Score,Overtime,Spread Outcome,Spread Wins,Spread Losses,line*,O/U Outcome,Over Wins,Under Wins,Game O/U,Total Score,Game Margin,Day of Week,Date,Season,key,attendance
Sunday 12/30/18,San Francisco,W 48-32,Week 17,"W
                  -10.5","O
              49.5",Los Angeles Rams,W,48,32,0,W,1,0,-10.5,O,1,0,49.5,80,16,Sunday,12/30/18,2018,Week 17Los Angeles Rams2018,72161
Sunday 09/18/11,Jacksonville,W 32-3,Week 2,"W
                  -9","U
              38",New York Jets,W,32,3,0,W,1,0,-9,U,0,1,38,35,29,Sunday,9/18/11,2011,Week 2New York Jets2011,78834
Sunday 09/16/12,@ Pittsburgh,L 10-27,Week 2,"L
                  4.5","U
              43",New York Jets,L,10,27,0,L,0,1,4.5,U,0,1,43,37,-17,Sunday,9/16/12,2012,Week 2New York Jets2012,64511
Sunday 09/15/13,@ Philadelphia,W 33-30,Week 2,"W
                  7.5","O
              51",Los Angeles Chargers,W,33,30,0,W,1,0,7.5,O,1,0,51,63,3,Sunday,9/15/13,2013,Week 2Los Angeles Chargers2013,69144
Sunday 09/20/15,Atlanta,L 20-24,Week 2,"L
                  -2","U
              49.5",New York Giants,L,20,24,0,L,0,1,-2,U,0,1,49.5,44,-4,Sunday,9/20/15,2015,Week 2New York Giants2015,77678
Monday 09/21/15,@ Indianapolis,W 20-7,Week 2,"W
                  6","U
              45",New York Jets,W,20,7,0,W,1,0,6,U,0,1,45,27,13,Monday,9/21/15,2015,Week 2New York Jets2015,65220
Sunday 09/18/16,New Orleans,W 16-13,Week 2,"L
                  -3.5","U
              54",New York Giants,W,16,13,0,L,0,1,-3.5,U,0,1,54,29,3,Sunday,9/18/16,2016,Week 2New York Giants2016,77727
Sunday 09/26/10,@ Seattle,L 20-27,Week 3,"L
                  -3.5","O
              44",Los Angeles Chargers,L,20,27,0,L,0,1,-3.5,O,1,0,44,47,-7,Sunday,9/26/10,2010,Week 3Los Angeles Chargers2010,67106
Sunday 09/25/11,@ Philadelphia,W 29-16,Week 3,"W
                  9","U
              48",New York Giants,W,29,16,0,W,1,0,9,U,0,1,48,45,13,Sunday,9/25/11,2011,Week 3New York Giants2011,69144
Sunday 09/25/16,@ Kansas City,L 3-24,Week 3,"L
                  3","U
              44.5",New York Jets,L,3,24,0,L,0,1,3,U,0,1,44.5,27,-21,Sunday,9/25/16,2016,Week 3New York Jets2016,71587
Thursday 09/20/18,@ Cleveland,L 17-21,Week 3,"L
                  3","U
              41",New York Jets,L,17,21,0,L,0,1,3,U,0,1,41,38,-4,Thursday,9/20/18,2018,Week 3New York Jets2018,67431
Sunday 10/03/10,Seattle,W 20-3,Week 4,"W
                  1.5","U
              40",Los Angeles Rams,W,20,3,0,W,1,0,1.5,U,0,1,40,23,17,Sunday,10/3/10,2010,Week 4Los Angeles Rams2010,52326
Sunday 09/29/13,@ Tennessee,L 13-38,Week 4,"L
                  3.5","O
              40.5",New York Jets,L,13,38,0,L,0,1,3.5,O,1,0,40.5,51,-25,Sunday,9/29/13,2013,Week 4New York Jets2013,69143
Sunday 09/28/14,Detroit,L 17-24,Week 4,"L
                  -2","U
              43.5",New York Jets,L,17,24,0,L,0,1,-2,U,0,1,43.5,41,-7,Sunday,9/28/14,2014,Week 4New York Jets2014,78160
Monday 10/03/16,@ Minnesota,L 10-24,Week 4,"L
                  3.5","U
              42.5",New York Giants,L,10,24,0,L,0,1,3.5,U,0,1,42.5,34,-14,Monday,10/3/16,2016,Week 4New York Giants2016,66690
Sunday 09/30/18,@ Jacksonville,L 12-31,Week 4,"L
                  7.5","O
              40.5",New York Jets,L,12,31,0,L,0,1,7.5,O,1,0,40.5,43,-19,Sunday,9/30/18,2018,Week 4New York Jets2018,65353
Sunday 09/30/18,San Francisco,W 29-27,Week 4,"L
                  -10.5","O
              46",Los Angeles Chargers,W,29,27,0,L,0,1,-10.5,O,1,0,46,56,2,Sunday,9/30/18,2018,Week 4Los Angeles Chargers2018,25397
Sunday 10/09/11,Seattle,L 25-36,Week 5,"L
                  -10","O
              43.5",New York Giants,L,25,36,0,L,0,1,-10,O,1,0,43.5,61,-11,Sunday,10/9/11,2011,Week 5New York Giants2011,78650
Monday 10/08/12,Houston,L 17-23,Week 5,"W
                  9.5","U
              40.5",New York Jets,L,17,23,0,W,1,0,9.5,U,0,1,40.5,40,-6,Monday,10/8/12,2012,Week 5New York Jets2012,79088
Sunday 10/06/13,Philadelphia,L 21-36,Week 5,"L
                  1","O
              53.5",New York Giants,L,21,36,0,L,0,1,1,O,1,0,53.5,57,-15,Sunday,10/6/13,2013,Week 5New York Giants2013,80738
Monday 10/07/13,@ Atlanta,W 30-28,Week 5,"W
                  10","O
              45",New York Jets,W,30,28,0,W,1,0,10,O,1,0,45,58,2,Monday,10/7/13,2013,Week 5New York Jets2013,70246
Sunday 10/11/15,San Francisco,W 30-27,Week 5,"L
                  -7.5","O
              43.5",New York Giants,W,30,27,0,L,0,1,-7.5,O,1,0,43.5,57,3,Sunday,10/11/15,2015,Week 5New York Giants2015,78515
Sunday 10/08/17,@ Cleveland,W 17-14,Week 5,"W
                  -1.5","U
              41.5",New York Jets,W,17,14,0,W,1,0,-1.5,U,0,1,41.5,31,3,Sunday,10/8/17,2017,Week 5New York Jets2017,62032
Sunday 10/07/18,Denver,W 34-16,Week 5,"W
                  -1","O
              43",New York Jets,W,34,16,0,W,1,0,-1,O,1,0,43,50,18,Sunday,10/7/18,2018,Week 5New York Jets2018,77982
Sunday 10/18/09,@ New Orleans,L 27-48,Week 6,"L
                  3.5","O
              47",New York Giants,L,27,48,0,L,0,1,3.5,O,1,0,47,75,-21,Sunday,10/18/09,2009,Week 6New York Giants2009,70011
Sunday 10/17/10,@ Denver,W 24-20,Week 6,"W
                  -3.5","O
              43",New York Jets,W,24,20,0,W,1,0,-3.5,O,1,0,43,44,4,Sunday,10/17/10,2010,Week 6New York Jets2010,75982
Sunday 10/14/12,Indianapolis,W 35-9,Week 6,"W
                  -3.5","O
              43.5",New York Jets,W,35,9,0,W,1,0,-3.5,O,1,0,43.5,44,26,Sunday,10/14/12,2012,Week 6New York Jets2012,79088
Thursday 10/10/13,@ Chicago,L 21-27,Week 6,"W
                  9.5","O
              46.5",New York Giants,L,21,27,0,W,1,0,9.5,O,1,0,46.5,48,-6,Thursday,10/10/13,2013,Week 6New York Giants2013,62374
Sunday 10/13/13,Pittsburgh,L 6-19,Week 6,"L
                  1","U
              40.5",New York Jets,L,6,19,0,L,0,1,1,U,0,1,40.5,25,-13,Sunday,10/13/13,2013,Week 6New York Jets2013,76957
Monday 10/13/14,San Francisco,L 17-31,Week 6,"L
                  3.5","O
              44",Los Angeles Rams,L,17,31,0,L,0,1,3.5,O,1,0,44,48,-14,Monday,10/13/14,2014,Week 6Los Angeles Rams2014,56851
Monday 10/19/15,@ Philadelphia,L 7-27,Week 6,"L
                  3.5","U
              50.5",New York Giants,L,7,27,0,L,0,1,3.5,U,0,1,50.5,34,-20,Monday,10/19/15,2015,Week 6New York Giants2015,69296
Monday 10/17/16,@ Arizona,L 3-28,Week 6,"L
                  7","U
              45.5",New York Jets,L,3,28,0,L,0,1,7,U,0,1,45.5,31,-25,Monday,10/17/16,2016,Week 6New York Jets2016,64709
Sunday 10/25/09,@ Oakland,W 38-0,Week 7,"W
                  -6","O
              34",New York Jets,W,38,0,0,W,1,0,-6,O,1,0,34,38,38,Sunday,10/25/09,2009,Week 7New York Jets2009,39354
Sunday 10/21/12,Washington,W 27-23,Week 7,"L
                  -6.5","U
              51.5",New York Giants,W,27,23,0,L,0,1,-6.5,U,0,1,51.5,50,4,Sunday,10/21/12,2012,Week 7New York Giants2012,81352
Sunday 10/23/16,Baltimore,W 24-16,Week 7,"W
                  -2.5","P
              40",New York Jets,W,24,16,0,W,1,0,-2.5,P,0,0,40,40,8,Sunday,10/23/16,2016,Week 7New York Jets2016,78160
Sunday 10/21/18,Minnesota,L 17-37,Week 7,"L
                  3.5","O
              45",New York Jets,L,17,37,0,L,0,1,3.5,O,1,0,45,54,-20,Sunday,10/21/18,2018,Week 7New York Jets2018,77982
Sunday 10/31/10,Green Bay,L 0-9,Week 8,"L
                  -6.5","U
              41.5",New York Jets,L,0,9,0,L,0,1,-6.5,U,0,1,41.5,9,-9,Sunday,10/31/10,2010,Week 8New York Jets2010,78484
Sunday 10/27/13,@ Cincinnati,L 9-49,Week 8,"L
                  6","O
              40.5",New York Jets,L,9,49,0,L,0,1,6,O,1,0,40.5,58,-40,Sunday,10/27/13,2013,Week 8New York Jets2013,62576
Sunday 11/01/15,@ Oakland,L 20-34,Week 8,"L
                  -3","O
              43.5",New York Jets,L,20,34,0,L,0,1,-3,O,1,0,43.5,54,-14,Sunday,11/1/15,2015,Week 8New York Jets2015,54700
Sunday 11/01/15,@ New Orleans,L 49-52,Week 8,"P
                  3","O
              51.5",New York Giants,L,49,52,0,P,0,0,3,O,1,0,51.5,101,-3,Sunday,11/1/15,2015,Week 8New York Giants2015,73019
Sunday 10/30/16,@ Cleveland,W 31-28,Week 8,"W
                  -2.5","O
              45.5",New York Jets,W,31,28,0,W,1,0,-2.5,O,1,0,45.5,59,3,Sunday,10/30/16,2016,Week 8New York Jets2016,67431
Sunday 10/29/17,Atlanta,L 20-25,Week 8,"W
                  6.5","O
              43.5",New York Jets,L,20,25,0,W,1,0,6.5,O,1,0,43.5,45,-5,Sunday,10/29/17,2017,Week 8New York Jets2017,77562
Sunday 10/28/18,@ Chicago,L 10-24,Week 8,"L
                  8.5","U
              42.5",New York Jets,L,10,24,0,L,0,1,8.5,U,0,1,42.5,34,-14,Sunday,10/28/18,2018,Week 8New York Jets2018,61397
Sunday 11/07/10,@ Detroit,"W 23-20
           x",Week 9,"L
                  -5.5","O
              42.5",New York Jets,W,23,20,0,L,0,1,-5.5,O,1,0,42.5,43,3,Sunday,11/7/10,2010,Week 9New York Jets2010,57799
Sunday 11/03/13,New Orleans,W 26-20,Week 9,"W
                  6","O
              45.5",New York Jets,W,26,20,0,W,1,0,6,O,1,0,45.5,46,6,Sunday,11/3/13,2013,Week 9New York Jets2013,76957
Sunday 11/02/14,@ Kansas City,L 10-24,Week 9,"L
                  9.5","U
              41.5",New York Jets,L,10,24,0,L,0,1,9.5,U,0,1,41.5,34,-14,Sunday,11/2/14,2014,Week 9New York Jets2014,74127
Monday 11/09/15,Chicago,L 19-22,Week 9,"L
                  -3.5","U
              49",Los Angeles Chargers,L,19,22,0,L,0,1,-3.5,U,0,1,49,41,-3,Monday,11/9/15,2015,Week 9Los Angeles Chargers2015,68033
Sunday 11/06/16,Philadelphia,W 28-23,Week 9,"W
                  -3","O
              42.5",New York Giants,W,28,23,0,W,1,0,-3,O,1,0,42.5,51,5,Sunday,11/6/16,2016,Week 9New York Giants2016,80309
Sunday 11/04/18,@ Seattle,W 25-17,Week 9,"W
                  1","U
              48",Los Angeles Chargers,W,25,17,0,W,1,0,1,U,0,1,48,42,8,Sunday,11/4/18,2018,Week 9Los Angeles Chargers2018,68989
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
