Key2,GameKey,FullDate,Month,Day,Year,Date2,Date3,Season,Start (ET),Hour,Start-Military,Visitor/Neutral,Visitor Pts,Home/Neutral,Home Pts,OT,SO,Attendance,Notes,MonthW,MoneyLineAway,MoneyLineHome,Covered Line,Away ATS,Home ATS,CoveredO/U,O/U,DateWeek,Keyyr,Capacity,New Stadium Season,Years in Stadium,City Played,Weather Station,WKey,Weather Station Code.x,Data Type.x,Data Date,Time Zone.x,Latitude.x,Longitude.x,Elevation.x,Daily High Temperature,Daily Low Temperature,Daily Average Temperature,Daily Warmest Heat Index,Daily Coldest Wind Chill Temperature,Daily High Dew Point,Daily Low Dew Point,Daily AVG Dew Point,Daily High Relative Humidity,Daily Low Relative Humidity,Daily AVG Humidity,Daily High Wet Bulb Temp,Daily Low Wet Bulb Temp,Daily AVG Wet Bulb Temp,Daily High Wind Speed,Daily AVG Wind Speed,Daily Wind Direction,Daily High Wind Gust,Daily Cloud Cover percent,Daily AVG Visability Miles,Daily Total Solar Irradiance Beam,Daily Total Solar Irradiance Diffuse,Daily Total Solar Irradiance Global,Daily Total Minutes of Sunshine,Daily Total Minutes of Sunshine of a cloud free day,Daily Observed Daily Water Equivalent,Daily Snowfall,Daily High Pressure Inches,Daily Low Pressure Inches,Daily AVG Pressure Inches,Daily Highest Pressure Millibars,Daily Low Pressure Millibars,Daily AVG Daily Pressure Millibars,Daily Two Digit Predomite Weather,Daily Weather Code,Daily Weather Text,Hour Temperature,Hour Feels Like,Hour Dew Point,Hour Relative Humidity,Hour Wet Bulb Temp,Hour Wind Direction,Hour Wind Speed,Hour Cloud Cover percent,Hour Cloud Ceiling,Hour Cloud Cover Type,Hour Visibility,Hour Solar Irradiance Beam,Hour Solar Irradiance Diffuse,Hour Solar Irradiance Global,Hour Solar Irradiance Possible Beam,Hour Solar Irradiance Possible Global,Hour Solar Irradiance ET,Hour Probability of Precipitation,Hour Water EQ,Hour Snowfall,Hour Pressure Inches,Hour Pressure Millibars,Hour Weather Code Digit Numeric,Hour Weather Code Alpha Numeric,Hour Weather Text,Militaryminusfour,Minus Four Temperature,Minus Four Feels Like,Minus Four Dew Point,Minus Four Relative Humidity,Minus Four Wet Bulb Temp,Minus Four Wind Direction,Minus Four Wind Speed,Minus Four Cloud Cover percent,Minus Four Cloud Ceiling,Minus Four Cloud Cover Type,Minus Four Visibility,Minus Four Solar Irradiance Beam,Minus Four Solar Irradiance Diffuse,Minus Four Solar Irradiance Global,Minus Four Solar Irradiance Possible Beam,Minus Four Solar Irradiance Possible Global,Minus Four Solar Irradiance ET,Minus Four Probability of Precipitation,Minus Four Water EQ,Minus Four Snowfall,Minus Four Pressure Inches,Minus Four Pressure Millibars,Minus Four Weather Code Digit Numeric,Minus Four Weather Code Alpha Numeric,Minus Four Weather Text
KCQT 18/Feb/2019 18,LAK43514,2/18/19,2,18,2019,18-Feb-19,18-Feb-19,2019, 10:30 PM,10,22,WSH,3,LAK,2,0,0,"18,230",0,Feb,-110,-100,NA,-1.5,1.5 (0.5),U,5.5,Monday,LA2019,18230,0,19,Los Angeles,KCQT,KCQT43514,KCQT,O,18-Feb-19,PST,34.017,-118.283,184,59,43,51,58,43,33,23,28,52,31,43,45,36,41,10,3,17,16,5,10,4039,410,4449,621,665,0,0,30.11,29.97,30.04,1019.6,1014.9,1017.2,46,CLR,Fair,49,47,26,41,40,370,5,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.1,1019.2,46,CLR,Fair,18,53,52,32,45,44,80,5,40,90,SCT,10,0,0,0,0,0,0,0,0,0,30.03,1017.1,44,PC,Partly Cloudy
KCQT 18/Jan/2017 18,LAK42753,1/18/17,1,18,2017,18-Jan-17,18-Jan-17,2017, 10:30 PM,10,22,SJS,3,LAK,2,0,0,"18,230",0,Jan,122,-135,NA,1.5 (2.5),-1.5,U,5,Wednesday,LA2017,18230,0,17,Los Angeles,KCQT,KCQT42753,KCQT,O,18-Jan-17,PST,34.022,-118.291,184,62,47,55,61,47,51,41,46,89,62,74,54,45,50,8,2,279,8,69,9.4,1954,296,2251,116,612,0.06,0,30.2,30.01,30.13,1022.6,1016.3,1020.2,40,MC,Overcast,55,54,50,83,52,120,5,100,100,OVC,10,0,0,0,0,0,0,0,0,0,30.06,1018,40,MC,Overcast,18,58,56,46,65,52,270,8,90,33,BKN,10,0,0,0,0,0,0,0,0,0,30.13,1020.3,50,PC,High Overcast
KCQT 18/Jan/2018 18,LAK43118,1/18/18,1,18,2018,18-Jan-18,18-Jan-18,2018, 10:00 PM,10,22,PIT,3,LAK,1,0,0,"18,230",0,Jan,122,-135,NA,1.5 (3.5),-1.5,U,5.5,Thursday,LA2018,18230,0,18,Los Angeles,KCQT,KCQT43118,KCQT,O,18-Jan-18,PST,34.022,-118.291,184,76,54,64,76,55,57,38,47,93,28,55,60,49,54,5,0,152,6,8,8.5,2926,296,3222,580,612,0,0,30.27,30.03,30.11,1018.9,1016.6,1017.6,46,CLR,Fair,59,59,57,93,58,0,0,0,175,CLR,4,0,0,0,0,0,0,0,0,0,30.24,1017,46,CLR,Fair,18,67,67,45,45,55,0,0,25,336,FEW,10,0,0,0,0,0,0,0,0,0,30.12,1016.8,46,CLR,Fair
KCQT 18/Mar/2019 18,LAK43542,3/18/19,3,18,2019,18-Mar-19,18-Mar-19,2019, 10:30 PM,10,22,WPG,3,LAK,2,0,0,"17,842",0,Mar,-169,152,NA,-1.5,1.5 (0.5),U,6,Monday,LA2019,18230,0,19,Los Angeles,KCQT,KCQT43542,KCQT,O,18-Mar-19,PST,34.017,-118.283,184,79,57,66,79,57,55,44,49,81,31,56,62,52,57,5,1,302,5,1,9.6,5491,550,6041,724,725,0,0,29.99,29.92,29.96,1015.4,1013,1014.4,46,CLR,Fair,60,60,54,80,57,110,3,0,201,CLR,6,0,0,0,0,0,0,0,0,0,29.99,1015.4,35,HAZY,Haze,18,69,69,47,45,57,0,0,0,341,CLR,10,0,0,0,0,0,0,0,0,0,29.93,1013.2,46,CLR,Fair
KCQT 18/Nov/2014 18,LAK41961,11/18/14,11,18,2014,18-Nov-14,18-Nov-14,2015, 10:30 PM,10,22,FLA,2,LAK,5,0,0,"18,230",0,Nov,178,-198,NA,1.5,-1.5 (1.5),O,5,Tuesday,LA2015,18230,0,15,Los Angeles,KCQT,KCQT41961,KCQT,O,18-Nov-14,PST,34.022,-118.291,184,77,52,64,77,53,49,14,28,67,9,29,54,41,48,5,1,337,5,35,9.9,2457,309,2766,350,619,0,0,30.16,30.07,30.11,1021.2,1018.3,1019.6,46,CLR,Fair,60,60,48,65,54,0,0,74,301,OVC,10,0,0,0,0,0,0,0,0,0,30.12,1020.1,46,CLR,Fair,18,65,65,39,39,52,0,0,23,301,SCT,10,0,0,0,0,0,0,0,0,0,30.08,1018.7,46,CLR,Fair
KCQT 18/Oct/2015 18,LAK42295,10/18/15,10,18,2015,18-Oct-15,18-Oct-15,2016, 10:00 PM,10,22,COL,1,LAK,2,0,0,"18,230",0,Oct,166,-185,NA,1.5 (0.5),-1.5,U,5,Sunday,LA2016,18230,0,16,Los Angeles,KCQT,KCQT42295,KCQT,O,18-Oct-15,PST,34.022,-118.291,184,79,68,72,80,69,65,61,63,87,60,74,69,64,67,6,1,345,6,72,9.6,2503,433,2940,99,674,0,0,29.94,29.87,29.9,1013.7,1011.4,1012.4,40,MC,Overcast,69,69,61,76,64,0,0,5,38,FEW,10,0,0,0,0,0,0,0,0,0,29.92,1013.1,46,CLR,Fair,18,71,71,62,73,65,370,6,100,40,OVC,10,0,0,0,0,0,0,0,0,0,29.9,1012.1,40,MC,Overcast
KCQT 18/Oct/2018 18,LAK43391,10/18/18,10,18,2018,18-Oct-18,18-Oct-18,2019, 10:30 PM,10,22,NYI,7,LAK,2,0,0,"18,230",0,Oct,152,-169,NA,1.5 (6.5),-1.5,O,5.5,Thursday,LA2019,18230,0,19,Los Angeles,KCQT,KCQT43391,KCQT,O,18-Oct-18,PST,34.017,-118.283,184,85,58,71,85,58,53,36,43,59,19,40,61,49,56,6,1,4,6,2,10,4320,433,4753,655,674,0,0,30.07,29.97,30.02,1018.1,1014.5,1016.2,46,CLR,Fair,67,67,52,59,58,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.01,1016,46,CLR,Fair,18,72,72,51,48,60,0,0,25,363,CLR,10,0,0,0,0,0,0,0,0,0,29.98,1015,46,CLR,Fair
KCQT 19/Dec/2013 18,LAK41627,12/19/13,12,19,2013,19-Dec-13,19-Dec-13,2014, 10:30 PM,10,22,SJS,1,LAK,4,0,0,"18,118",0,Dec,106,-115,NA,1.5,-1.5 (1.5),U,5,Thursday,LA2014,18230,0,14,Los Angeles,KCQT,KCQT41627,KCQT,O,19-Dec-13,PST,34.022,-118.291,184,57,47,54,57,49,50,42,46,90,62,75,53,47,50,6,1,21,6,82,9.6,1309,258,1568,18,593,0.11,0,29.84,29.71,29.77,1010.4,1006.1,1008.1,42,MC,Mostly Cloudy,50,50,44,80,47,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,29.77,1008.1,46,CLR,Fair,18,52,51,45,77,49,370,5,90,85,BKN,10,0,0,0,0,0,0,0,0,0,29.75,1007.4,44,PC,Partly Cloudy
KCQT 19/Jan/2015 18,LAK42023,1/19/15,1,19,2015,19-Jan-15,19-Jan-15,2015, 10:30 PM,10,22,CGY,2,LAK,1,1,0,"18,230",0,Jan,162,-180,NA,1.5 (2.5),-1.5,U,5.5,Monday,LA2015,18230,0,15,Los Angeles,KCQT,KCQT42023,KCQT,O,19-Jan-15,PST,34.022,-118.291,184,72,50,59,72,50,55,43,49,90,35,74,60,47,54,5,0,311,5,6,6.1,2981,300,3281,606,614,0,0,30.16,30.04,30.09,1021.3,1017.4,1019.1,46,CLR,Fair,56,56,53,90,54,0,0,20,201,CLR,3,0,0,0,0,0,0,0,0,0,30.04,1017.4,46,CLR,Fair,18,60,60,54,80,57,280,5,0,201,CLR,7,0,0,0,0,0,0,0,0,0,30.05,1017.7,46,CLR,Fair
KCQT 19/Jan/2016 18,LAK42388,1/19/16,1,19,2016,19-Jan-16,19-Jan-16,2016, 10:30 PM,10,22,DAL,2,LAK,3,0,0,"18,230",0,Jan,130,-144,NA,1.5 (0.5),-1.5,U,5.5,Tuesday,LA2016,18230,0,16,Los Angeles,KCQT,KCQT42388,KCQT,O,19-Jan-16,PST,34.022,-118.291,184,64,54,59,63,54,57,51,54,97,68,85,58,53,56,7,1,310,7,78,8.4,1668,300,1967,138,614,0.01,0,30.21,30.16,30.19,1023,1021,1022.2,40,MC,Overcast,59,59,56,90,57,0,0,100,14,OVC,7,0,0,0,0,0,0,0,0,0,30.21,1022.9,40,MC,Overcast,18,59,59,55,87,57,0,0,100,11,OVC,10,0,0,0,0,0,0,0,0,0,30.18,1022,40,MC,Overcast
KCQT 19/Mar/2016 18,LAK42448,3/19/16,3,19,2016,19-Mar-16,19-Mar-16,2016, 10:30 PM,10,22,BOS,1,LAK,2,0,0,"18,373",0,Mar,152,-169,NA,1.5 (0.5),-1.5,U,5,Saturday,LA2016,18230,0,16,Los Angeles,KCQT,KCQT42448,KCQT,O,19-Mar-16,PST,34.022,-118.291,184,71,57,62,70,58,56,54,55,90,59,77,62,56,58,6,2,71,6,45,5.1,4616,560,5176,452,728,0,0,30.04,29.97,30,1017.2,1014.7,1015.8,35,HAZY,Haze,58,58,55,90,56,0,0,0,201,CLR,7,0,0,0,0,0,0,0,0,0,30.02,1016.4,46,CLR,Fair,18,63,63,54,73,58,370,3,1,301,SCT,7,0,0,0,0,0,0,0,0,0,29.97,1014.8,54,CLR,Few High Clouds
KCQT 19/Nov/2013 18,LAK41597,11/19/13,11,19,2013,19-Nov-13,19-Nov-13,2014, 10:30 PM,10,22,TBL,2,LAK,5,0,0,"18,118",0,Nov,139,-151,NA,1.5,-1.5 (1.5),O,5,Tuesday,LA2014,18230,0,14,Los Angeles,KCQT,KCQT41597,KCQT,O,19-Nov-13,PST,34.022,-118.291,184,67,57,61,67,57,53,50,51,81,56,70,58,54,56,7,1,305,7,43,10,2544,306,2850,427,617,0,0,30.07,29.95,30.01,1018.3,1014.3,1016.1,46,CLR,Fair,59,59,53,81,56,0,0,4,43,BKN,10,0,0,0,0,0,0,0,0,0,29.99,1015.5,42,MC,Mostly Cloudy,18,60,60,52,75,56,290,3,25,201,SCT,10,0,0,0,0,0,0,0,0,0,29.97,1014.8,46,CLR,Fair
KCQT 19/Nov/2016 12,LAK42693,11/19/16,11,19,2016,19-Nov-16,19-Nov-16,2017, 4:00 PM,4,16,NJD,2,LAK,4,0,0,"18,230",0,Nov,125,-138,NA,1.5,-1.5 (0.5),O,5,Saturday,LA2017,18230,0,17,Los Angeles,KCQT,KCQT42693,KCQT,O,19-Nov-16,PST,34.022,-118.291,184,75,49,60,72,49,56,18,37,93,13,48,58,40,49,7,1,300,7,13,10,2799,304,3103,484,617,0,0,30.1,30,30.04,1018.9,1015.8,1017.2,46,CLR,Fair,66,66,49,54,57,280,5,74,201,OVC,10,30,5,35,48,53,69,0,0,0,30.01,1016.2,40,MC,Overcast,12,72,72,18,13,49,0,0,9,201,SCT,10,496,52,548,519,571,742,0,0,0,30.04,1017.2,44,PC,Partly Cloudy
KCQT 19/Oct/2013 18,LAK41566,10/19/13,10,19,2013,19-Oct-13,19-Oct-13,2014, 10:30 PM,10,22,DAL,2,LAK,5,0,0,"18,118",0,Oct,165,-180,NA,1.5,-1.5 (1.5),O,5,Saturday,LA2014,18230,0,14,Los Angeles,KCQT,KCQT41566,KCQT,O,19-Oct-13,PST,34.022,-118.291,184,84,56,67,83,56,59,41,52,86,23,63,64,52,59,6,1,286,6,0,9.4,4276,427,4703,672,672,0,0,30,29.94,29.97,1015.8,1013.9,1014.8,46,CLR,Fair,62,62,58,86,60,0,0,0,201,CLR,8,0,0,0,0,0,0,0,0,0,29.97,1014.9,46,CLR,Fair,18,67,67,59,76,62,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,29.96,1014.4,46,CLR,Fair
KCQT 19/Oct/2014 11,LAK41931,10/19/14,10,19,2014,19-Oct-14,19-Oct-14,2015, 3:00 PM,3,15,MIN,1,LAK,2,0,0,"18,230",0,Oct,129,-143,NA,1.5 (0.5),-1.5,U,5,Sunday,LA2015,18230,0,15,Los Angeles,KCQT,KCQT41931,KCQT,O,19-Oct-14,PST,34.022,-118.291,184,77,62,69,78,62,62,56,59,84,54,72,67,59,63,6,1,357,6,23,10,3743,427,4170,579,672,0,0,29.91,29.83,29.86,1012.8,1010,1011.3,46,CLR,Fair,74,77,60,62,65,370,5,0,201,CLR,10,322,32,354,322,354,459,0,0,0,29.83,1010.1,46,CLR,Fair,11,76,78,58,54,65,0,0,0,201,BKN,10,429,66,495,660,726,943,0,0,0,29.89,1012.2,46,CLR,Fair
KCQT 20/Dec/2014 12,LAK41993,12/20/14,12,20,2014,20-Dec-14,20-Dec-14,2015, 4:00 PM,4,16,ARI,2,LAK,4,0,0,"18,230",0,Dec,205,-230,NA,1.5,-1.5 (0.5),O,5,Saturday,LA2015,18230,0,15,Los Angeles,KCQT,KCQT41993,KCQT,O,20-Dec-14,PST,34.022,-118.291,184,64,50,57,64,50,53,46,48,86,58,74,57,48,52,3,1,33,3,41,9.7,1955,259,2214,265,593,0,0,30.19,30.11,30.14,1022.4,1019.5,1020.8,46,CLR,Fair,62,62,53,73,57,0,0,3,201,SCT,10,48,5,53,49,54,70,0,0,0,30.11,1019.5,46,CLR,Fair,12,61,61,48,63,54,0,0,78,301,OVC,10,283,46,329,464,510,663,0,0,0,30.16,1021.3,46,CLR,Fair
KCQT 20/Mar/2014 18,LAK41718,3/20/14,3,20,2014,20-Mar-14,20-Mar-14,2014, 10:30 PM,10,22,WSH,1,LAK,2,1,1,"18,118",0,Mar,183,-200,NA,1.5 (0.5),-1.5,U,5,Thursday,LA2014,18230,0,14,Los Angeles,KCQT,KCQT41718,KCQT,O,20-Mar-14,PST,34.022,-118.291,184,73,55,61,72,55,55,51,53,93,48,76,60,53,56,6,1,356,6,23,8.2,4979,559,5538,587,729,0,0,30.06,29.93,29.98,1017.7,1013.6,1015.3,46,CLR,Fair,57,57,52,83,54,0,0,4,201,SCT,10,0,0,0,0,0,0,0,0,0,29.97,1014.8,46,CLR,Fair,18,61,61,52,72,56,270,5,0,201,CLR,10,0,0,0,0,0,0,0,0,0,29.93,1013.7,46,CLR,Fair
KCQT 20/Nov/2014 18,LAK41963,11/20/14,11,20,2014,20-Nov-14,20-Nov-14,2015, 10:30 PM,10,22,CAR,2,LAK,3,0,0,"18,230",0,Nov,201,-225,NA,1.5 (0.5),-1.5,U,5,Thursday,LA2015,18230,0,15,Los Angeles,KCQT,KCQT41963,KCQT,O,20-Nov-14,PST,34.022,-118.291,184,70,53,62,69,54,56,44,51,80,49,68,60,49,56,5,1,265,5,47,9.9,2684,305,2989,332,616,0,0,30.11,29.96,30.04,1019.5,1014.4,1017.1,46,CLR,Fair,64,64,53,68,58,0,0,100,49,OVC,10,0,0,0,0,0,0,0,0,0,29.98,1015.4,42,MC,Mostly Cloudy,18,64,64,56,75,59,0,0,80,50,FEW,10,0,0,0,0,0,0,0,0,0,29.99,1015.6,45,CLR,Mostly Clear
KCQT 20/Oct/2018 11,LAK43393,10/20/18,10,20,2018,20-Oct-18,20-Oct-18,2019, 3:30 PM,3,15,BUF,5,LAK,1,0,0,"18,230",0,Oct,159,-176,NA,1.5 (5.5),-1.5,O,5.5,Saturday,LA2019,18230,0,19,Los Angeles,KCQT,KCQT43393,KCQT,O,20-Oct-18,PST,34.017,-118.283,184,90,61,74,89,62,54,35,42,53,15,35,62,50,57,7,1,303,7,3,10,4227,422,4649,665,669,0,0,29.96,29.85,29.91,1014.2,1010.4,1012.4,46,CLR,Fair,86,86,39,19,60,280,7,0,399,CLR,10,316,32,348,316,348,451,0,0,0,29.85,1010.6,46,CLR,Fair,11,88,88,39,18,61,0,0,0,326,CLR,10,655,65,720,655,720,936,0,0,0,29.93,1013.2,46,CLR,Fair
KCQT 21/Dec/2013 12,LAK41629,12/21/13,12,21,2013,21-Dec-13,21-Dec-13,2014, 4:00 PM,4,16,COL,2,LAK,3,1,1,"18,118",0,Dec,165,-180,NA,1.5 (0.5),-1.5,U,5,Saturday,LA2014,18230,0,14,Los Angeles,KCQT,KCQT41629,KCQT,O,21-Dec-13,PST,34.022,-118.291,184,61,46,54,61,47,49,41,45,89,56,74,53,45,49,3,0,60,3,40,8.9,1694,259,1955,203,593,0,0,30.08,29.92,29.98,1018.7,1013.3,1015.2,46,CLR,Fair,60,60,47,62,53,0,0,100,35,OVC,10,24,5,30,49,54,70,0,0,0,29.95,1014.3,40,MC,Overcast,12,59,59,46,62,52,0,0,70,37,BKN,8,302,46,348,464,510,663,0,0,0,29.97,1014.8,42,MC,Mostly Cloudy
KCQT 21/Dec/2017 18,LAK43090,12/21/17,12,21,2017,21-Dec-17,21-Dec-17,2018, 10:30 PM,10,22,COL,1,LAK,2,1,0,"18,230",0,Dec,166,-185,NA,1.5 (0.5),-1.5,U,5.5,Thursday,LA2018,18230,0,18,Los Angeles,KCQT,KCQT43090,KCQT,O,21-Dec-17,PST,34.022,-118.291,184,63,44,53,62,45,28,17,23,46,17,32,45,37,41,7,1,322,7,1,10,2557,259,2817,578,593,0,0,30.21,30.06,30.12,1023,1017.7,1019.8,46,CLR,Fair,48,48,28,46,40,0,0,0,200,CLR,10,0,0,0,0,0,0,0,0,0,30.2,1022.7,46,CLR,Fair,18,54,54,21,28,41,0,0,0,298,CLR,10,0,0,0,0,0,0,0,0,0,30.13,1020.3,46,CLR,Fair
KCQT 21/Jan/2016 18,LAK42390,1/21/16,1,21,2016,21-Jan-16,21-Jan-16,2016, 10:30 PM,10,22,MIN,3,LAK,0,0,0,"18,230",0,Jan,184,-205,NA,1.5 (4.5),-1.5,U,5,Thursday,LA2016,18230,0,16,Los Angeles,KCQT,KCQT42390,KCQT,O,21-Jan-16,PST,34.022,-118.291,184,77,50,61,77,50,54,33,46,100,20,65,58,49,53,7,1,17,7,36,7.6,2905,304,3209,503,616,0,0,30.19,30.1,30.15,1022.4,1019.2,1021,52,PC,High Clouds,58,58,51,78,54,0,0,11,301,FEW,10,0,0,0,0,0,0,0,0,0,30.15,1020.9,54,CLR,Few High Clouds,18,64,64,48,56,55,0,0,35,301,BKN,10,0,0,0,0,0,0,0,0,0,30.13,1020.2,52,PC,High Clouds
KCQT 21/Jan/2018 18,LAK43121,1/21/18,1,21,2018,21-Jan-18,21-Jan-18,2018, 10:30 PM,10,22,NYR,2,LAK,4,0,0,"18,230",0,Jan,139,-154,NA,1.5,-1.5 (0.5),O,5.5,Sunday,LA2018,18230,0,18,Los Angeles,KCQT,KCQT43121,KCQT,O,21-Jan-18,PST,34.022,-118.291,184,64,42,53,62,43,37,22,28,57,21,38,46,37,42,5,2,41,6,23,10,2319,304,2623,394,616,0,0,30.31,30.13,30.22,1026.3,1021.8,1024.2,46,CLR,Fair,51,51,35,54,44,0,0,25,337,FEW,10,0,0,0,0,0,0,0,0,0,30.15,1025.1,46,CLR,Fair,18,56,56,35,46,46,270,3,25,298,FEW,10,0,0,0,0,0,0,0,0,0,30.2,1024.4,46,CLR,Fair
KCQT 21/Jan/2019 12,LAK43486,1/21/19,1,21,2019,21-Jan-19,21-Jan-19,2019, 4:00 PM,4,16,STL,3,LAK,4,0,0,"18,230",0,Jan,-118,107,NA,-1.5,1.5 (2.5),O,5.5,Monday,LA2019,18230,0,19,Los Angeles,KCQT,KCQT43486,KCQT,O,21-Jan-19,PST,34.017,-118.283,184,63,53,57,62,52,53,31,36,90,32,49,55,44,48,14,5,339,30,8,10,3038,304,3342,612,616,0,0,30.12,30,30.06,1020.1,1015.9,1018,46,CLR,Fair,61,59,32,34,48,330,14,6,201,SCT,10,112,11,123,115,126,164,0,0,0,30.02,1016.6,44,PC,Partly Cloudy,12,61,60,31,32,47,330,8,0,378,CLR,10,525,52,577,525,577,749,0,0,0,30.1,1019.3,46,CLR,Fair
KCQT 21/Mar/2015 12,LAK42084,3/21/15,3,21,2015,21-Mar-15,21-Mar-15,2015, 4:00 PM,4,16,VAN,4,LAK,1,0,0,"18,230",0,Mar,155,-172,NA,1.5 (4.5),-1.5,U,5,Saturday,LA2015,18230,0,15,Los Angeles,KCQT,KCQT42084,KCQT,O,21-Mar-15,PST,34.022,-118.291,184,75,62,65,77,62,59,55,56,90,55,75,63,59,60,7,2,359,7,59,6.9,4821,564,5384,483,731,0,0,30.14,30.06,30.1,1020.6,1017.9,1019.2,40,MC,Overcast,68,68,56,66,61,280,7,4,301,SCT,10,314,32,346,320,352,457,0,0,0,30.07,1018.2,46,CLR,Fair,12,71,71,55,57,62,370,3,0,201,CLR,7,818,82,900,818,900,1168,0,0,0,30.11,1019.7,46,CLR,Fair
KCQT 21/Mar/2019 18,LAK43545,3/21/19,3,21,2019,21-Mar-19,21-Mar-19,2019, 10:30 PM,10,22,SJS,2,LAK,4,0,0,"18,230",0,Mar,-220,197,NA,-1.5,1.5 (3.5),U,6,Thursday,LA2019,18230,0,19,Los Angeles,KCQT,KCQT43545,KCQT,O,21-Mar-19,PST,34.017,-118.283,184,63,52,56,61,53,48,43,46,80,56,70,54,49,51,7,1,338,7,52,10,3379,564,3943,176,731,0,0,30.15,30.08,30.11,1020.9,1018.6,1019.7,42,MC,Mostly Cloudy,54,54,46,75,50,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.13,1020.4,46,CLR,Fair,18,58,57,47,67,52,370,7,75,75,BKN,10,0,0,0,0,0,0,0,0,0,30.1,1019.4,42,MC,Mostly Cloudy
KCQT 21/Nov/2013 18,LAK41599,11/21/13,11,21,2013,21-Nov-13,21-Nov-13,2014, 10:30 PM,10,22,NJD,2,LAK,1,1,0,"18,118",0,Nov,173,-188,NA,1.5 (2.5),-1.5,U,5,Thursday,LA2014,18230,0,14,Los Angeles,KCQT,KCQT41599,KCQT,O,21-Nov-13,PST,34.022,-118.291,184,65,57,60,64,58,58,51,54,93,70,82,59,54,57,6,2,62,6,87,7.4,1759,299,2056,119,614,0.29,0,29.88,29.83,29.85,1011.7,1010.1,1010.9,18,RAIN,Light Rain,58,58,51,78,54,0,0,70,50,SCT,10,0,0,0,0,0,0,0,0,0,29.88,1011.7,44,PC,Partly Cloudy,18,60,60,51,72,55,0,0,100,39,OVC,10,0,0,0,0,0,0,0,0,0,29.87,1011.1,40,MC,Overcast
KCQT 21/Nov/2018 18,LAK43425,11/21/18,11,21,2018,21-Nov-18,21-Nov-18,2019, 10:30 PM,10,22,COL,7,LAK,3,0,0,"17,840",0,Nov,-129,117,NA,-1.5 (2.5),1.5,O,5.5,Wednesday,LA2019,18230,0,19,Los Angeles,KCQT,KCQT43425,KCQT,O,21-Nov-18,PST,34.017,-118.283,184,71,53,62,71,54,58,47,52,90,44,72,60,52,56,5,1,38,5,37,6.3,2792,300,3092,493,614,0.07,0,30.15,30.06,30.1,1020.7,1017.6,1019.1,35,HAZY,Haze,64,64,56,75,59,0,0,100,40,OVC,9,0,0,0,0,0,0,0,0,0,30.11,1019.3,40,MC,Overcast,18,64,64,56,75,59,0,0,20,65,SCT,9,0,0,0,0,0,0,0,0,0,30.09,1018.9,44,PC,Partly Cloudy
KCQT 21/Oct/2013 18,LAK41568,10/21/13,10,21,2013,21-Oct-13,21-Oct-13,2014, 10:30 PM,10,22,CGY,3,LAK,2,0,0,"18,118",0,Oct,214,-235,NA,1.5 (2.5),-1.5,U,5.5,Monday,LA2014,18230,0,14,Los Angeles,KCQT,KCQT41568,KCQT,O,21-Oct-13,PST,34.022,-118.291,184,75,56,63,77,56,56,53,55,91,50,77,63,54,58,6,1,329,6,28,4.8,3853,417,4270,509,667,0,0,29.98,29.9,29.94,1015.1,1012.5,1014,46,CLR,Fair,60,60,56,86,58,0,0,0,201,CLR,6,0,0,0,0,0,0,0,0,0,29.97,1015,46,CLR,Fair,18,63,63,56,78,59,270,3,0,201,CLR,9,0,0,0,0,0,0,0,0,0,29.91,1013,46,CLR,Fair
KCQT 22/Dec/2014 18,LAK41995,12/22/14,12,22,2014,22-Dec-14,22-Dec-14,2015, 10:30 PM,10,22,CGY,4,LAK,3,1,0,"18,230",0,Dec,188,-210,NA,1.5 (2.5),-1.5,O,5,Monday,LA2015,18230,0,15,Los Angeles,KCQT,KCQT41995,KCQT,O,22-Dec-14,PST,34.022,-118.291,184,75,50,60,76,50,55,47,51,89,41,74,62,48,55,5,0,10,5,1,6.2,2590,258,2848,592,593,0,0,30.05,29.93,30,1017.5,1013.4,1015.8,46,CLR,Fair,58,58,54,87,56,0,0,0,201,CLR,5,0,0,0,0,0,0,0,0,0,30.01,1016.3,46,CLR,Fair,18,63,63,55,76,58,0,0,0,201,CLR,6,0,0,0,0,0,0,0,0,0,29.95,1014.1,35,HAZY,Haze
KCQT 22/Dec/2015 18,LAK42360,12/22/15,12,22,2015,22-Dec-15,22-Dec-15,2016, 10:30 PM,10,22,SJS,5,LAK,3,0,0,"18,493",0,Dec,159,-177,NA,1.5 (3.5),-1.5,O,5,Tuesday,LA2016,18230,0,16,Los Angeles,KCQT,KCQT42360,KCQT,O,22-Dec-15,PST,34.022,-118.291,184,62,54,57,62,53,58,52,55,97,84,92,60,53,56,7,3,66,7,85,6.6,1294,258,1552,0,593,0.07,0,29.99,29.74,29.82,1015.6,1007.1,1009.9,40,MC,Overcast,56,56,55,97,55,0,0,45,301,BKN,6,0,0,0,0,0,0,0,0,0,29.77,1008.1,52,PC,High Clouds,18,62,62,58,86,60,0,0,100,31,OVC,10,0,0,0,0,0,0,0,0,0,29.75,1007.3,40,MC,Overcast
