Key2,ï»¿Keyno,FullDate,Month,Day,Year,DateDate,Season,Start (ET),Hour,Visitor/Neutral,Visitor Pts,Home/Neutral,Home Pts,OT,NumberOT,Attendance,Notes,MonthW,Covered Line,Away ATS,Home ATS,CoveredO/U,O/U,DateWeek,Keyyr,Capacity,New Stadium Season,Years in Stadium,City Played,Weather Station,WKey,Weather Station Code,Data Type,Time Zone,Hourly_Latitude,Hourly_Longitude,Hourly_Elevation,Hourly_Temperature,Hourly_Feels Like,Hourly_Dew Point,Hourly_Relative Humidity,Hourly_Wet Bulb Temp,Hourly_Wind Direction,Hourly_Wind Speed,Hourly_Cloud Cover percent,Hourly_Cloud Ceiling,Hourly_Cloud Cover Type,Hourly_Visibility,Hourly_Solar Irradiance Beam,Hourly_Solar Irradiance Diffuse,Hourly_Solar Irradiance Global,Hourly_Solar Irradiance Possible Beam,Hourly_Solar Irradiance Possible Global,Hourly_Solar Irradiance ET,Hourly_Probability of Precipitation,Hourly_Water EQ,Hourly_Snowfall,Hourly_Pressure Inches,Hourly_Pressure Millibars,Hourly_Weather Code Digit Numeric,Hourly_Weather Code Alpha Numeric,Hourly_Weather Text,Daily_HIGHEST TEMPERATURE °F,Daily_LOWEST TEMPERATURE °F,Daily_AVERAGE DAILY TEMPERATURE (All Hours) °F,Daily_WARMEST HEAT INDEX °F,Daily_COLDEST WIND CHILL TEMPERATURE °F,Daily_HIGHEST DEW POINT TEMPERATURE °F,Daily_LOWEST DEW POINT TEMPERATURE °F,Daily_AVERAGE DAILY DEW POINT TEMPERATURE (All Hours) °F,Daily_HIGHEST RELATIVE HUMIDITY (Percent; %),Daily_LOWEST RELATIVE HUMIDITY (Percent; %),"Daily_AVERAGE DAILY RELATIVE HUMIDITY (All Hours, Percent; %)",Daily_HIGHEST WET BULB TEMPERATURE °F,Daily_LOWEST WET BULB TEMPERATURE °F,Daily_AVERAGE DAILY WET BULB TEMPERATURE (All Hours) °F,Daily_HIGHEST SUSTAINED SPEED (M.P.H.),"Daily_AVERAGE DAILY WIND SPEED (All Hours, M.P.H.)","Daily_PREDOMINATE WIND DIRECTION (Degrees, True)",Daily_HIGHEST WIND GUST (M.P.H.),"Daily_AVERAGE DAILY CLOUD COVER (All Hours, Percent; %)","Daily_AVERAGE VISIBILITY (All Hours, Miles)","Daily_TOTAL SOLAR IRRADIANCE (Beam Horizontal, W/M2)","Daily_TOTAL SOLAR IRRADIANCE (Diffuse, W/M2)","Daily_TOTAL SOLAR IRRADIANCE (Global Horizontal, W/M2)",Daily_TOTAL MINUTES of SUNSHINE (WBI Calculated),Daily_TOTAL MINUTES of SUNSHINE POSSIBLE (on Cloud-free Day),Daily_OBSERVED TOTAL DAILY WATER EQUIVALENT AWXCLIMO (Inches),Daily_SNOWFALL (WBI FINAL AWXCLIMO; Inches),"Daily_HIGHEST PRESSURE (All Hours, Inches)","Daily_LOWEST PRESSURE (All Hours, Inches)","Daily_AVERAGE DAILY PRESSURE (All Hours, Inches)","Daily_HIGHEST PRESSURE (All Hours, Millibars, if reported)","Daily_LOWEST PRESSURE (All Hours, Millibars, if reported)","Daily_AVERAGE DAILY PRESSURE (All Hours, Millibars, if reported)",Daily_WBI 2-DIGIT PREDOMINATE WEATHER (All Hours),Daily_WBI 2-4 LETTER CODE (All Hours),Daily_PREDOMINATE WEATHER TEXT (All Hours)
CYQG 28/Oct/2016 20,DET42671,10/28/2016,10,28,2016,28-Oct-16,2017,7:30p,20,ORL,82,DET,108,0,0,"19,122",,Oct,Y,4,-4,U,195,Fri,DET2017,22076,0,28,Detroit,CYQG,CYQG42671,CYQG,O,EST,42.276,-82.956,623,50,46,45,82,47,180,12,100,260,BKN,15,0,0,0,0,0,0,0,0,0,30.08,1019.2,52,PC,High Clouds,54,32,45,54,27,46,32,40,100,58,84,50,32,42,21,10,201,28,73,14.5,2103,283,2386,135,629,0,0,30.32,29.98,30.2,1027.4,1015.5,1023.2,52,PC,High Clouds
CYQG 29/Jan/2016 20,DET42398,1/29/2016,1,29,2016,29-Jan-16,2016,7:30p,20,CLE,114,DET,106,0,0,"21,012",,Jan,N,-4,4,O,207,Fri,DET2016,22076,0,27,Detroit,CYQG,CYQG42398,CYQG,O,EST,42.276,-82.956,623,23,23,18,80,21,140,3,0,183,SKC,15,0,0,0,0,0,0,0,0,0,29.95,1015.3,46,CLR,Fair,38,23,26,30,10,23,10,15,80,43,63,28,20,23,22,12,307,31,37,15,2221,229,2450,551,593,0,0,29.95,29.65,29.85,1015.3,1004.8,1011.7,46,CLR,Fair
CYQG 29/Jan/2019 19,DET43494,1/29/2019,1,29,2019,29-Jan-19,2019,7:00p,19,MIL,115,DET,105,0,0,"14,187",,Jan,N,-7,7,O,215.5,Tue,DET2019,20332,0,1,Detroit,CYQG,CYQG43494,CYQG,O,EST,42.267,-82.967,623,7,-12,-2,66,5,230,18,95,30,CLR,9,0,0,0,0,0,0,0,0,0,29.88,1013.3,46,CLR,Fair,23,1,13,27,-19,18,-11,4,86,55,70,25,0,12,30,21,234,40,70,7.6,1247,229,1477,106,593,0.12,0.3,29.91,29.61,29.8,1014.3,1003.9,1010.2,9,SNOW,Light Snow
CYQG 29/Mar/2016 20,DET42458,3/29/2016,3,29,2016,29-Mar-16,2016,7:30p,20,OKC,82,DET,88,0,0,"18,201",,Mar,Y,2,-2,U,214,Tue,DET2016,22076,0,27,Detroit,CYQG,CYQG42458,CYQG,O,EST,42.276,-82.956,623,39,35,32,75,36,150,6,5,270,FEW,15,0,0,0,0,0,0,0,0,0,30.26,1025.4,45,CLR,Mostly Clear,49,33,39,46,26,34,27,29,87,46,67,38,31,35,13,7,10,13,7,15,5169,534,5703,705,756,0,0,30.34,30.15,30.26,1027.9,1021.6,1025.5,45,CLR,Mostly Clear
CYQG 29/Mar/2018 19,DET43188,3/29/2018,3,29,2018,29-Mar-18,2018,7:00p,19,WAS,92,DET,103,0,0,"18,268",,Mar,Y,-2.5,2.5,U,208,Thu,DET2018,20332,0,0,Detroit,CYQG,CYQG43188,CYQG,O,EST,42.276,-82.956,623,41,35,39,92,40,30,11,100,53,OVC,3,0,0,0,0,0,0,99,0.02,0,29.86,1011.9,18,RAIN,Light Rain,43,37,40,43,31,41,35,38,100,86,94,42,37,39,14,9,29,14,100,3.8,2642,529,3173,0,756,0.38,0,29.94,29.81,29.87,1014.3,1010,1012.2,18,RAIN,Light Rain
CYQG 29/Nov/2013 20,DET41607,11/29/2013,11,29,2013,29-Nov-13,2014,7:30p,20,LAL,106,DET,102,0,0,"15,202",,Nov,N,5.5,-5.5,O,202,Fri,DET2014,22076,0,25,Detroit,CYQG,CYQG41607,CYQG,O,EST,42.276,-82.956,623,26,26,20,78,24,100,3,70,160,BKN,15,0,0,0,0,0,0,0,0,0,30.62,1038.1,42,MC,Mostly Cloudy,35,17,25,34,13,22,14,18,87,55,77,29,16,22,8,3,92,8,40,14,1743,182,1925,418,561,0,0,30.65,30.43,30.58,1039,1031.5,1036.6,42,MC,Mostly Cloudy
CYQG 29/Nov/2017 19,DET43068,11/29/2017,11,29,2017,29-Nov-17,2018,7:00p,19,PHX,107,DET,131,0,0,"18,096",,Nov,Y,11,-11,O,216.5,Wed,DET2018,20332,0,0,Detroit,CYQG,CYQG43068,CYQG,O,EST,42.276,-82.956,623,34,28,28,81,32,100,7,0,372,SKC,15,0,0,0,0,0,0,0,0,0,30.29,1026.7,46,CLR,Fair,50,28,40,54,25,36,23,27,86,46,60,47,28,36,14,8,348,17,15,15,1775,182,1957,533,561,0,0,30.34,30.06,30.25,1027.7,1018.2,1024.8,46,CLR,Fair
CYQG 30/Dec/2013 20,DET41638,12/30/2013,12,30,2013,30-Dec-13,2014,7:30p,20,WAS,106,DET,99,0,0,"15,050",,Dec,N,2.5,-2.5,O,203.5,Mon,DET2014,22076,0,25,Detroit,CYQG,CYQG41638,CYQG,O,EST,42.276,-82.956,623,20,9,13,74,18,190,10,90,46,BKN,15,0,0,0,0,0,0,0,0,0,30.17,1023,8,SHWR,Snow Showers,22,17,20,23,5,16,4,9,80,50,63,21,14,17,17,8,307,24,87,14.2,1076,164,1240,124,548,0,0,30.26,30,30.16,1026,1016.7,1022.5,8,SHWR,Snow Showers
CYQG 30/Dec/2017 19,DET43099,12/30/2017,12,30,2017,30-Dec-17,2018,7:00p,19,SAS,79,DET,93,0,0,"19,671",,Dec,Y,-5,5,U,196.5,Sat,DET2018,20332,0,0,Detroit,CYQG,CYQG43099,CYQG,O,EST,42.276,-82.956,623,12,-4,1,62,10,300,16,0,367,SKC,12,0,0,0,0,0,0,0,0,0,30.22,1024.8,47,CLR,Clear,18,9,13,16,-7,10,0,5,85,48,70,14,7,12,21,13,289,28,58,8.6,1151,164,1314,203,548,0.1,0.6,30.32,30.04,30.12,1028.3,1018.5,1021.4,9,SNOW,Light Snow
CYQG 30/Jan/2018 20,DET43130,1/30/2018,1,30,2018,30-Jan-18,2018,8:00p,20,CLE,114,DET,125,0,0,"18,508",,Jan,Y,-6.5,6.5,O,219.5,Tue,DET2018,20332,0,0,Detroit,CYQG,CYQG43130,CYQG,O,EST,42.276,-82.956,623,16,6,7,67,14,160,7,25,250,SCT,15,0,0,0,0,0,0,0,0,0,30.32,1028,54,CLR,Few High Clouds,29,12,17,23,0,14,4,6,79,46,61,19,10,15,15,8,309,18,74,12.2,1363,232,1595,133,595,0.02,2.2,30.44,30.22,30.35,1032,1024.6,1029.1,40,MC,Overcast
CYQG 30/Mar/2017 20,DET42824,3/30/2017,3,30,2017,30-Mar-17,2017,7:30p,20,BKN,89,DET,90,0,0,"15,804",,Mar,N,6.5,-6.5,U,213.5,Thu,DET2017,22076,0,28,Detroit,CYQG,CYQG42824,CYQG,O,EST,42.276,-82.956,623,39,33,37,93,38,50,10,100,50,BKN,4,0,0,0,0,0,0,99,0.1,0,29.78,1009,16,SHWR,Moderate Thundershower,41,36,39,41,25,39,32,36,100,70,88,39,36,38,24,17,81,32,99,7.6,2675,533,3205,0,759,0.93,0.3,30.19,29.67,29.91,1022.8,1005.4,1013.6,18,RAIN,Light Rain
CYQG 30/Mar/2019 19,DET43554,3/30/2019,3,30,2019,30-Mar-19,2019,7:00p,19,POR,90,DET,99,0,0,"18,592",,Mar,Y,5.5,-5.5,U,216,Sat,DET2019,20332,0,1,Detroit,CYQG,CYQG43554,CYQG,O,EST,42.267,-82.967,623,37,29,36,93,37,350,14,100,14,OVC,8,0,0,0,0,0,0,99,0.02,0.1,29.79,1009.5,18,RAIN,Light Rain,45,32,39,45,21,41,30,37,100,75,92,43,31,39,18,11,353,29,100,5.2,2675,534,3207,0,759,0.77,0.3,29.9,29.67,29.77,1013.1,1005.4,1008.6,18,RAIN,Light Rain
CYQG 30/Nov/2014 16,DET41973,11/30/2014,11,30,2014,30-Nov-14,2015,3:30p,16,GSW,104,DET,93,0,0,"12,737",,Nov,N,-8.5,8.5,U,202,Sun,DET2015,22076,0,26,Detroit,CYQG,CYQG41973,CYQG,O,EST,42.276,-82.956,623,59,57,54,82,56,210,12,100,70,OVC,15,29,6,35,58,64,83,0,0,0,29.77,1008.3,40,MC,Overcast,61,41,53,61,38,54,37,48,94,77,85,57,43,51,21,15,231,26,93,12.1,897,180,1078,0,560,0.02,0,30.07,29.73,29.8,1018.4,1006.9,1009.4,40,MC,Overcast
CYQG 30/Nov/2015 20,DET42338,11/30/2015,11,30,2015,30-Nov-15,2016,7:30p,20,HOU,105,DET,116,0,0,"14,818",,Nov,Y,4,-4,O,198,Mon,DET2016,22076,0,27,Detroit,CYQG,CYQG42338,CYQG,O,EST,42.276,-82.956,623,37,30,34,87,36,60,10,70,140,BKN,15,0,0,0,0,0,0,0,0,0,30.15,1021.6,42,MC,Mostly Cloudy,46,30,36,43,22,36,28,33,93,76,88,40,28,35,18,12,56,18,48,14.6,1593,180,1773,340,560,0,0,30.33,30.05,30.22,1027.7,1018.2,1023.9,45,CLR,Mostly Clear
CYQG 30/Nov/2018 19,DET43434,11/30/2018,11,30,2018,30-Nov-18,2019,7:00p,19,CHI,88,DET,107,0,0,"15,372",,Nov,Y,9,-9,U,216.5,Fri,DET2019,20332,0,1,Detroit,CYQG,CYQG43434,CYQG,O,EST,42.267,-82.967,623,32,32,30,93,31,100,2,100,22,OVC,2.2,0,0,0,0,0,0,0,0,0,30.1,1020.3,64,HAZY,Mist,39,28,33,39,23,32,27,30,100,70,90,36,28,32,8,3,108,8,86,2.4,906,180,1087,18,560,0.01,0,30.12,29.93,30.02,1020.8,1014.4,1017.5,64,HAZY,Mist
CYQG 30/Oct/2013 20,DET41577,10/30/2013,10,30,2013,30-Oct-13,2014,7:30p,20,WAS,102,DET,113,0,0,"19,258",,Oct,Y,2.5,-2.5,O,189,Wed,DET2014,22076,0,25,Detroit,CYQG,CYQG41577,CYQG,O,EST,42.276,-82.956,623,53,51,46,77,50,140,7,100,100,OVC,15,0,0,0,0,0,0,0,0,0,30.07,1018.6,40,MC,Overcast,63,36,50,63,36,54,36,43,97,47,79,53,36,46,9,4,150,9,51,9.8,2396,277,2673,312,624,0.25,0,30.22,29.95,30.12,1023.7,1014.3,1020.4,52,PC,High Clouds
CYQG 30/Oct/2015 20,DET42307,10/30/2015,10,30,2015,30-Oct-15,2016,7:30p,20,CHI,94,DET,98,0,0,"16,035",,Oct,Y,-2.5,2.5,U,203.5,Fri,DET2016,22076,0,27,Detroit,CYQG,CYQG42307,CYQG,O,EST,42.276,-82.956,623,45,42,41,87,43,190,5,72,58,BKN,15,0,0,0,0,0,0,0,0,0,30.12,1020.4,42,MC,Mostly Cloudy,52,41,46,50,37,41,37,40,93,62,80,45,40,43,10,6,245,10,78,14.9,1611,277,1888,95,624,0,0,30.13,29.91,30.08,1020.6,1013.2,1018.9,42,MC,Mostly Cloudy
CYQG 30/Oct/2016 18,DET42673,10/30/2016,10,30,2016,30-Oct-16,2017,6:00p,18,MIL,83,DET,98,0,0,"15,161",,Oct,Y,7.5,-7.5,U,197.5,Sun,DET2017,22076,0,28,Detroit,CYQG,CYQG42673,CYQG,O,EST,42.276,-82.956,623,48,44,41,76,45,360,9,100,24,OVC,15,0,0,0,0,0,0,0,0,0,30.18,1022.6,40,MC,Overcast,54,41,50,54,40,52,36,45,100,71,85,52,40,48,14,9,5,17,86,13.5,1327,275,1600,18,624,0.47,0,30.22,29.95,30.09,1024,1014.3,1019.2,40,MC,Overcast
CYQG 31/Dec/2015 18,DET42369,12/31/2015,12,31,2015,31-Dec-15,2016,6:00p,18,MIN,90,DET,115,0,0,"15,475",,Dec,Y,8,-8,O,201.5,Thu,DET2016,22076,0,27,Detroit,CYQG,CYQG42369,CYQG,O,EST,42.276,-82.956,623,30,20,23,75,28,230,13,100,24,OVC,15,0,0,0,0,0,0,0,0,0,30.18,1022.9,40,MC,Overcast,33,30,31,34,17,27,21,24,80,69,76,31,27,29,21,13,248,22,100,14.2,822,165,988,0,549,0,0,30.22,30.15,30.18,1024.1,1021.8,1022.9,40,MC,Overcast
CYQG 31/Jan/2015 20,DET42035,1/31/2015,1,31,2015,31-Jan-15,2015,7:30p,20,HOU,101,DET,114,0,0,"18,213",,Jan,Y,-4,4,O,205.5,Sat,DET2015,22076,0,26,Detroit,CYQG,CYQG42035,CYQG,O,EST,42.276,-82.956,623,32,24,25,75,29,220,10,100,40,OVC,10,0,0,0,0,0,0,0,0,0,30.18,1023.1,40,MC,Overcast,36,7,22,32,1,27,0,17,86,66,77,29,6,20,14,8,202,14,71,12.9,1963,235,2197,249,597,0.11,1.1,30.39,30.17,30.25,1030.3,1022.5,1025.5,40,MC,Overcast
CYQG 31/Jan/2019 19,DET43496,1/31/2019,1,31,2019,31-Jan-19,2019,7:00p,19,DAL,89,DET,93,0,0,"14,075",,Jan,N,7.5,-7.5,U,205.5,Thu,DET2019,20332,0,1,Detroit,CYQG,CYQG43496,CYQG,O,EST,42.267,-82.967,623,0,-19,-11,60,-2,230,13,100,200,OVC,9,0,0,0,0,0,0,0,0,0,30.37,1030.8,40,MC,Overcast,1,-13,-5,1,-37,-9,-20,-15,70,50,62,0,-13,-7,21,14,231,24,24,9.1,2355,235,2590,597,597,0,0,30.39,30.27,30.34,1031,1027.1,1029.5,46,CLR,Fair
CYQG 31/Mar/2014 20,DET41729,3/31/2014,3,31,2014,31-Mar-14,2014,7:30p,20,MIL,111,DET,116,0,0,"13,062",,Mar,N,6.5,-6.5,O,207,Mon,DET2014,22076,0,25,Detroit,CYQG,CYQG41729,CYQG,O,EST,42.276,-82.956,623,43,38,21,42,35,130,9,70,260,BKN,15,0,0,0,0,0,0,0,0,0,30.06,1018.5,52,PC,High Clouds,55,28,42,54,28,32,21,26,80,35,57,44,27,35,14,7,133,14,38,15,4724,542,5266,467,762,0,0,30.22,30,30.14,1024.1,1016.3,1021.2,52,PC,High Clouds
CYQG 31/Mar/2015 20,DET42094,3/31/2015,3,31,2015,31-Mar-15,2015,7:30p,20,ATL,95,DET,105,0,0,"14,242",,Mar,Y,-2,2,O,199,Tue,DET2015,22076,0,26,Detroit,CYQG,CYQG42094,CYQG,O,EST,42.276,-82.956,623,36,29,32,87,34,200,8,2,157,SKC,8,0,0,0,0,0,0,0,0,0,29.97,1015.5,44,PC,Partly Cloudy,47,32,36,43,22,34,28,32,100,66,86,39,32,34,20,11,71,25,71,8.6,2828,542,3372,138,762,0.01,0,29.99,29.71,29.86,1016.1,1006.5,1011.8,40,MC,Overcast
CYTZ 10/Dec/2013 19,TOR41618,12/10/2013,12,10,2013,10-Dec-13,2014,7:00p,19,SAS,116,TOR,103,0,0,"17,702",,Dec,N,-8.5,8.5,O,199,Tue,TOR2014,19800,0,18,Toronto,CYTZ,CYTZ41618,CYTZ,O,EST,43.627,-79.396,253,21,4,12,68,19,250,24,2,201,SCT,9,0,0,0,0,0,0,0,0,0,29.96,1015,44,PC,Partly Cloudy,28,18,22,28,3,18,5,10,80,46,61,25,16,19,26,20,258,37,56,8.9,1240,149,1389,258,540,0,0,30.04,29.92,29.99,1017.7,1013.6,1015.9,40,MC,Overcast
CYTZ 10/Feb/2014 19,TOR41680,2/10/2014,2,10,2014,10-Feb-14,2014,7:00p,19,NOP,101,TOR,108,0,0,"17,596",,Feb,P,7,-7,O,194,Mon,TOR2014,19800,0,18,Toronto,CYTZ,CYTZ41680,CYTZ,O,EST,43.627,-79.396,253,16,2,3,57,13,290,12,75,41,BKN,9,0,0,0,0,0,0,0,0,0,30.29,1026.4,42,MC,Mostly Cloudy,21,12,15,21,-4,9,1,5,79,49,66,17,11,13,20,11,288,25,63,9,2043,260,2303,318,617,0,0,30.34,30.12,30.22,1028.1,1020.4,1023.8,40,MC,Overcast
CYTZ 10/Jan/2015 20,TOR42014,1/10/2015,1,10,2015,10-Jan-15,2015,7:30p,20,BOS,96,TOR,109,0,0,"19,800",,Jan,Y,11.5,-11.5,U,209,Sat,TOR2015,19800,0,19,Toronto,CYTZ,CYTZ42014,CYTZ,O,EST,43.627,-79.396,253,14,-5,5,67,12,250,24,5,201,SCT,9,0,0,0,0,0,0,0,0,0,30.39,1029.5,44,PC,Partly Cloudy,16,9,13,16,-14,9,3,4,79,62,70,14,8,11,33,25,248,40,18,9,1592,162,1754,474,550,0,0,30.42,30.18,30.33,1030.8,1022.6,1027.8,44,PC,Partly Cloudy
CYTZ 10/Jan/2017 20,TOR42745,1/10/2017,1,10,2017,10-Jan-17,2017,7:30p,20,BOS,106,TOR,114,0,0,"19,800",,Jan,Y,5.5,-5.5,O,217.5,Tue,TOR2017,19800,0,21,Toronto,CYTZ,CYTZ42745,CYTZ,O,EST,43.627,-79.396,253,39,32,39,100,39,190,12,100,11,OVC,6,0,0,0,0,0,0,99,0.02,0,29.6,1002.8,18,RAIN,Light Rain,45,30,35,45,17,41,18,30,100,59,83,43,26,33,35,15,175,46,100,6.4,815,162,977,0,550,0.61,2,30.33,29.46,29.94,1027.5,998,1014.5,18,RAIN,Light Rain
CYTZ 10/Mar/2016 20,TOR42439,3/10/2016,3,10,2016,10-Mar-16,2016,7:30p,20,ATL,96,TOR,104,0,0,"19,800",,Mar,Y,3.5,-3.5,U,201,Thu,TOR2016,19800,0,20,Toronto,CYTZ,CYTZ42439,CYTZ,O,EST,43.627,-79.396,253,43,36,37,81,40,340,14,100,150,OVC,9,0,0,0,0,0,0,0,0,0,30.01,1016.4,40,MC,Overcast,66,55,58,66,52,59,50,54,100,56,86,59,53,56,21,13,53,32,93,7.4,4135,812,4946,24,923,0.55,0,30.02,29.77,29.9,1016.8,1008.3,1012.6,18,RAIN,Light Rain
CYTZ 10/Nov/2015 20,TOR42318,11/10/2015,11,10,2015,10-Nov-15,2016,7:30p,20,NYK,111,TOR,109,0,0,"19,800",,Nov,N,7.5,-7.5,O,196.5,Tue,TOR2016,19800,0,20,Toronto,CYTZ,CYTZ42318,CYTZ,O,EST,43.627,-79.396,253,48,42,48,100,48,60,15,100,5,OVC,2.2,0,0,0,0,0,0,99,0.03,0,29.94,1014.2,18,RAIN,Light Rain,54,39,48,54,34,52,34,45,100,81,91,52,39,47,14,7,341,21,100,6,2312,408,2717,0,700,0.21,0,30.08,29.91,29.96,1019,1013.1,1015,40,MC,Overcast
CYTZ 11/Apr/2014 19,TOR41740,4/11/2014,4,11,2014,11-Apr-14,2014,7:00p,19,NYK,108,TOR,100,0,0,"19,800",,Apr,N,5.5,-5.5,O,194,Fri,TOR2014,19800,0,18,Toronto,CYTZ,CYTZ41740,CYTZ,O,EST,43.627,-79.396,253,45,41,25,46,37,80,7,0,201,CLR,9,0,0,0,0,0,0,0,0,0,30,1016.1,46,CLR,Fair,48,43,47,48,36,48,36,44,100,76,90,48,40,45,20,13,59,26,76,5.8,1091,218,1309,0,591,0.33,0,30.2,29.92,30.05,1022.9,1013.3,1017.6,18,RAIN,Light Rain
CYTZ 11/Dec/2015 20,TOR42349,12/11/2015,12,11,2015,11-Dec-15,2016,7:30p,20,MIL,83,TOR,90,0,0,"19,800",,Dec,N,7.5,-7.5,U,191.5,Fri,TOR2016,19800,0,20,Toronto,CYTZ,CYTZ42349,CYTZ,O,EST,43.627,-79.396,253,46,40,36,66,42,270,14,85,138,CLR,9,0,0,0,0,0,0,0,0,0,29.94,1014,46,CLR,Fair,37,30,34,39,16,30,18,22,75,52,64,36,26,30,36,23,268,46,61,9,1307,218,1525,103,591,0.06,0.1,30.25,29.77,30.02,1024.9,1008.4,1017,46,CLR,Fair
CYTZ 11/Feb/2015 20,TOR42046,2/11/2015,2,11,2015,11-Feb-15,2015,7:30p,20,WAS,93,TOR,95,0,0,"19,800",,Feb,N,5,-5,U,196,Wed,TOR2015,19800,0,19,Toronto,CYTZ,CYTZ42046,CYTZ,O,EST,43.627,-79.396,253,28,17,25,86,27,250,15,100,17,OVC,7,0,0,0,0,0,0,0,0,0,29.81,1010,40,MC,Overcast,54,38,46,54,35,39,23,32,93,32,63,44,36,40,14,6,132,14,32,8.9,5309,590,5899,600,796,0,0,30.07,29.88,30,1018.3,1012.1,1016.1,46,CLR,Fair
CYTZ 11/Jan/2014 19,TOR41650,1/11/2014,1,11,2014,11-Jan-14,2014,7:00p,19,BKN,80,TOR,96,0,0,"19,800",,Jan,Y,9,-9,U,188.5,Sat,TOR2014,19800,0,18,Toronto,CYTZ,CYTZ41650,CYTZ,O,EST,43.627,-79.396,253,37,29,37,100,37,250,13,100,69,OVC,9,0,0,0,0,0,0,0,0,0,29.28,991.6,18,RAIN,Light Rain,54,41,48,54,37,45,36,40,100,51,75,47,39,44,26,15,235,35,66,9,910,148,1058,189,540,0,0,30.02,29.62,29.76,1016.7,1003.1,1007.8,46,CLR,Fair
CYTZ 11/Jan/2018 20,TOR43111,1/11/2018,1,11,2018,11-Jan-18,2018,8:00p,20,CLE,99,TOR,133,0,0,"19,923",,Jan,Y,-2.5,2.5,O,221.5,Thu,TOR2018,19800,0,22,Toronto,CYTZ,CYTZ43111,CYTZ,O,EST,43.627,-79.396,253,48,45,48,100,48,170,7,100,20,OVC,1.2,0,0,0,0,0,0,99,0.02,0,29.86,1011.4,18,RAIN,Light Rain,30,23,26,30,11,27,14,21,93,63,82,29,21,24,18,11,197,22,95,7.8,1460,263,1722,21,620,0.06,0.6,30.21,29.78,29.97,1023.3,1008.6,1015.2,40,MC,Overcast
CYTZ 11/May/2016 20,TOR42501,5/11/2016,5,11,2016,11-May-16,2016,8:00p,20,MIA,91,TOR,99,0,0,"20,155",,May,Y,4.5,-4.5,O,189,Wed,TOR2016,19800,0,20,Toronto,CYTZ,CYTZ42501,CYTZ,O,EST,43.627,-79.396,253,55,53,34,44,46,90,8,0,201,CLR,9,0,0,0,0,0,0,0,0,0,30.12,1020.2,46,CLR,Fair,27,25,25,27,8,21,12,18,86,59,74,24,21,23,28,19,59,37,78,8.8,1390,263,1651,91,620,0.14,0.7,30.4,30.28,30.35,1030,1026,1028.3,9,SNOW,Light Snow
CYTZ 11/Nov/2014 20,TOR41954,11/11/2014,11,11,2014,11-Nov-14,2015,7:30p,20,ORL,100,TOR,104,0,0,"19,800",,Nov,N,10.5,-10.5,O,198,Tue,TOR2015,19800,0,19,Toronto,CYTZ,CYTZ41954,CYTZ,O,EST,43.627,-79.396,253,50,48,43,76,47,90,5,100,55,OVC,9,0,0,0,0,0,0,0,0,0,29.68,1005.3,40,MC,Overcast,41,36,38,41,25,41,30,36,100,81,96,41,34,37,22,11,253,35,100,3.6,825,165,991,0,551,0.03,0,29.81,29.19,29.43,1009.8,988.5,997,18,RAIN,Light Rain
CYTZ 12/Apr/2016 20,TOR42472,4/12/2016,4,12,2016,12-Apr-16,2016,7:30p,20,PHI,98,TOR,122,0,0,"19,800",,Apr,Y,12,-12,O,204,Tue,TOR2016,19800,0,20,Toronto,CYTZ,CYTZ42472,CYTZ,O,EST,43.627,-79.396,253,37,32,23,56,32,340,7,70,48,BKN,9,0,0,0,0,0,0,0,0,0,30.37,1028.7,42,MC,Mostly Cloudy,50,36,44,50,31,48,36,41,100,81,89,48,36,43,10,5,208,10,99,6.1,872,165,1038,18,551,0.26,0,30.02,29.78,29.94,1017.1,1008.8,1014.2,40,MC,Overcast
CYTZ 12/Dec/2014 20,TOR41985,12/12/2014,12,12,2014,12-Dec-14,2015,7:30p,20,IND,94,TOR,106,0,0,"19,800",,Dec,Y,9,-9,O,196,Fri,TOR2015,19800,0,19,Toronto,CYTZ,CYTZ41985,CYTZ,O,EST,43.627,-79.396,253,36,31,28,75,33,240,5,100,22,OVC,9,0,0,0,0,0,0,0,0,0,30.12,1020.3,40,MC,Overcast,19,10,16,19,-7,7,-4,0,72,35,53,16,9,12,20,9,327,29,60,9.1,1578,165,1743,504,551,0,0,30.48,30.26,30.41,1033,1025.5,1030.5,40,MC,Overcast
CYTZ 12/Dec/2016 20,TOR42716,12/12/2016,12,12,2016,12-Dec-16,2017,7:30p,20,MIL,100,TOR,122,0,0,"19,800",,Dec,Y,8,-8,O,212.5,Mon,TOR2017,19800,0,21,Toronto,CYTZ,CYTZ42716,CYTZ,O,EST,43.627,-79.396,253,34,22,27,75,31,240,23,100,24,OVC,9,0,0,0,0,0,0,0,0,0,29.98,1015.5,40,MC,Overcast,59,46,55,59,46,41,23,32,82,32,44,49,40,45,16,11,69,16,48,9,5130,739,5869,300,875,0,0,30.22,30.11,30.17,1023.5,1019.9,1021.8,46,CLR,Fair
