Key,ID,FullDate,Start(ET),Favorite,Underdog ATS,Underdog,Total,Covered O/U,O/U,Season,Week,Attendance,Home/Neutral,Home Line,Away Line,Visitor/Neutral,Home Pts,Visitor Pts, Home Covered,Capacity,New Stadium Season,Years in Stadium,Key,Weather Temperature,Dome,
20141102JAXCIN,CIN2014,11/2/14,1:00,CIN,-10,JAX,56,O,43.5,2014,Week 9,60057,CIN,-10,10,JAX,33,23,N,65515,0,14,20141102JAXCIN,46,0,
20060917CLECIN,CIN2006,9/17/06,1:00,CIN,-10,CLE,51,O,40.5,2006,Week 2,66072,CIN,-10,10,CLE,34,17,Y,65515,0,6,20060917CLECIN,70,0,
20141116OAKLAC,LAC2014,11/16/14,4:05,LAC,-10,OAK,19,U,45.5,2014,Week 11,66720,LAC,-10,10,OAK,13,6,N,70561,0,47,20141116OAKLAC,71,0,
20131222OAKLAC,LAC2013,12/22/13,4:25,LAC,-10,OAK,39,U,50.5,2013,Week 16,65675,LAC,-10,10,OAK,26,13,Y,70561,0,46,20131222OAKLAC,69,0,
20101212KCLAC,LAC2010,12/12/10,4:15,LAC,-10,KC,31,U,45.5,2010,Week 14,66780,LAC,-10,10,KC,31,0,Y,70561,0,43,20101212KCLAC,86,0,
20101216SFLAC,LAC2010,12/16/10,8:20,LAC,-10,SF,41,U,44.5,2010,Week 15,67820,LAC,-10,10,SF,34,7,Y,70561,0,43,20101216SFLAC,59,0,
20071028HOULAC,LAC2007,10/28/07,4:05,LAC,-10,HOU,45,U,46,2007,Week 8,60439,LAC,-10,10,HOU,35,10,Y,70561,0,40,20071028HOULAC,67,0,
20101003ARILAC,LAC2010,10/3/10,4:15,LAC,-10,ARI,51,O,47,2010,Week 4,62189,LAC,-10,10,ARI,41,10,Y,70561,0,43,20101003ARILAC,72,0,
20080921OAKBUF,BUF2008,9/21/08,1:00,BUF,-10,OAK,47,O,36.5,2008,Week 3,71297,BUF,-10,10,OAK,24,23,N,73079,0,35,20080921OAKBUF,60,0,
20111003INDTB,TBB2011,10/3/11,8:35,TB,-10,IND,41,O,40.5,2011,Week 4,63972,TB,-10,10,IND,24,17,N,65856,0,13,20111003INDTB,73,0,
20070930DENIND,IND2007,9/30/07,4:15,IND,-10,DEN,58,O,46.5,2007,Week 4,57274,IND,-10,10,DEN,38,20,Y,55531,0,23,20070930DENIND,72,DOME,
20111030JAXHOU,HOU2011,10/30/11,1:00,HOU,-10,JAX,38,U,41,2011,Week 8,71412,HOU,-10,10,JAX,24,14,N,71054,0,9,20111030JAXHOU,69,0,
20120909INDCHI,CHI2012,9/9/12,1:00,CHI,-10,IND,62,O,42.5,2012,Week 1,62341,CHI,-10,10,IND,41,21,Y,61500,0,41,20120909INDCHI,70,0,
20091004DETCHI,CHI2009,10/4/09,1:00,CHI,-10,DET,72,O,43,2009,Week 4,62192,CHI,-10,10,DET,48,24,Y,61500,0,38,20091004DETCHI,52,0,
20131212LACDEN,DEN2013,12/12/13,8:25,DEN,-10,LAC,47,U,57.5,2013,Week 15,76497,DEN,-10,10,LAC,20,27,N,76125,0,12,20131212LACDEN,39,0,
20081116OAKMIA,MIA2008,11/16/08,1:00,MIA,-10,OAK,32,U,38,2008,Week 11,65113,MIA,-10,10,OAK,17,15,N,75540,0,21,20081116OAKMIA,70,0,
20091115TBMIA,MIA2009,11/15/09,1:00,MIA,-10,TB,48,O,42.5,2009,Week 10,66085,MIA,-10,10,TB,25,23,N,75540,0,22,20091115TBMIA,80,0,
20160925CLEMIA,MIA2016,9/25/16,1:00,MIA,-10,CLE,54,O,42.5,2016,Week 3,65176,MIA,-10,10,CLE,30,24,N,64767,0,29,20160925CLEMIA,85,0,
20071216PHIDAL,DAL2007,12/16/07,4:15,DAL,-10,PHI,16,U,49,2007,Week 15,63777,DAL,-10,10,PHI,6,10,N,65529,0,36,20071216PHIDAL,38,0,
20091101CARARI,ARI2009,11/1/09,4:15,ARI,-10,CAR,55,O,43.5,2009,Week 8,62031,ARI,-10,10,CAR,21,34,Y,63400,0,3,20091101CARARI,72,DOME,
20151210MINARI,ARI2015,12/10/15,8:25,ARI,-10,MIN,43,U,46.5,2015,Week 14,64784,ARI,-10,10,MIN,23,20,N,63400,0,9,20151210MINARI,72,DOME,
20151026BALARI,ARI2015,10/26/15,8:30,ARI,-10,BAL,44,U,49.5,2015,Week 7,64722,ARI,-10,10,BAL,26,18,N,63400,0,9,20151026BALARI,72,DOME,
20081110SFARI,ARI2008,11/10/08,8:35,ARI,-10,SF,53,O,47.5,2008,Week 10,64519,ARI,-10,10,SF,29,24,N,63400,0,2,20081110SFARI,72,DOME,
20180923TENJAX,JAC2018,9/23/18,1:00,JAX,-10,TEN,15,U,39.5,2018,Week 3,64015,JAX,-10,10,TEN,6,9,N,67814,0,23,20180923TENJAX,53,0,Week 3JAX2018
20171225OAKPHI,PHI2017,12/25/17,8:30,PHI,-10,OAK,29,U,46.5,2017,Week 16,69596,PHI,-10,10,OAK,19,10,N,69796,0,14,20171225OAKPHI,41,0,Week 16PHI2017
20191124NYGCHI,CHI2019,11/24/19,,CHI,-10,NYG,33,O,,2019,Week 12,61581,CHI,-10,10,NYG,19,14,N,61500,0,48,20191124NYGCHI,88,0,Week 12CHI2019
20181014BUFHOU,HOU2018,10/14/18,1:00,HOU,-10,BUF,33,U,40,2018,Week 6,71638,HOU,-10,10,BUF,20,13,N,71995,0,16,20181014BUFHOU,88,0,Week 6HOU2018
20171224TBCAR,CAR2017,12/24/17,1:00,CAR,-10,TB,41,U,47,2017,Week 16,71463,CAR,-10,10,TB,22,19,N,75523,0,21,20171224TBCAR,87,0,Week 16CAR2017
201713LACDEN,DEN2015,1/3/17,4:25,DEN,-10,LAC,47,O,42,2015,Week 17,76844,DEN,-10,10,LAC,27,20,N,76125,0,14,201713LACDEN,31,0,Week 17DEN2015
20191028MIAPIT,PIT2019,10/28/19,,PIT,-10,MIA,41,U,50,2019,Week 8,59244,PIT,-10,10,MIA,27,14,Y,68400,0,18,20191028MIAPIT,87,0,Week 8PIT2019
20180930SFLAC,LAC2018,9/30/18,4:25,LAC,-10,SF,56,O,46.5,2018,Week 4,25397,LAC,-10,10,SF,29,27,N,30000,0,1,20180930SFLAC,60,0,Week 4LAC2018
20171203INDJAX,JAC2017,12/3/17,1:00,JAX,-10,IND,40,U,41,2017,Week 13,61207,JAX,-10,10,IND,30,10,Y,64428,0,22,20171203INDJAX,45,0,Week 13JAX2017
20190908WASPHI,PHI2019,9/8/19,1:03,PHI,-10,WAS,59,O,44,2019,Week 1,69696,PHI,-10,10,WAS,32,27,N,69796,0,16,20190908WASPHI,74,0,Week 1PHI2019
20171126TBATL,ATL2017,11/26/17,1:00,ATL,-10,TB,54,O,47,2017,Week 12,71036,ATL,-10,10,TB,34,20,Y,71000,1,0,20171126TBATL,28,0,Week 12ATL2017
201613TBCAR,CAR2015,1/3/16,4:25,CAR,-10,TB,48,O,45,2015,Week 17,74169,CAR,-10,10,TB,38,10,Y,75419,0,19,201613TBCAR,63,0,Week 17CAR2015
20180909TBNO,NOS2018,9/9/18,1:00,NO,-10,TB,88,O,49.5,2018,Week 1,73038,NO,-10,10,TB,40,48,N,73208,0,43,20180909TBNO,23,0,Week 1NO2018
201211TBATL,ATL2011,1/1/12,4:15,ATL,-10,TB,69,O,45.5,2011,Week 17,68167,ATL,-10,10,TB,45,24,Y,71228,0,19,201211TBATL,23,0,Week 17ATL2011
201013NOCAR,CAR2009,1/3/10,1:00,CAR,-10,NO,33,U,41,2009,Week 17,73047,CAR,-10,10,NO,23,10,Y,73778,0,13,201013NOCAR,75,0,Week 17CAR2009
201013CINNYJ,NYJ2009,1/3/10,8:20,NYJ,-10,CIN,37,O,33.5,2009,Week 17,79106,NYJ,-10,10,CIN,37,0,Y,80242,0,25,201013CINNYJ,73,0,Week 17NYJ2009
20151011CHIKC,KCC2015,10/11/15,1:00,KC,-9.5,CHI,35,U,44.5,2015,Week 5,75799,KC,-9.5,9.5,CHI,17,18,N,76416,0,43,20151011CHIKC,80,0,
20150927NOCAR,CAR2015,9/27/15,1:00,CAR,-9.5,NO,49,O,43,2015,Week 3,73402,CAR,-9.5,9.5,NO,27,22,N,75419,0,19,20150927NOCAR,67,0,
20081005KCCAR,CAR2008,10/5/08,1:00,CAR,-9.5,KC,34,U,38,2008,Week 5,72319,CAR,-9.5,9.5,KC,34,0,Y,73778,0,12,20081005KCCAR,66,0,
20091004LARSF,SFN2009,10/4/09,4:15,SF,-9.5,LAR,35,U,37,2009,Week 4,69732,SF,-9.5,9.5,LAR,35,0,Y,69732,0,38,20091004LARSF,60,0,
20141214SFSEA,SEA2014,12/14/14,4:25,SEA,-9.5,SF,24,U,38.5,2014,Week 15,68526,SEA,-9.5,9.5,SF,17,7,Y,68740,0,12,20141214SFSEA,49,0,
20141012DALSEA,SEA2014,10/12/14,4:25,SEA,-9.5,DAL,53,O,47,2014,Week 6,68432,SEA,-9.5,9.5,DAL,23,30,N,68740,0,12,20141012DALSEA,66,0,
20141109NYGSEA,SEA2014,11/9/14,4:25,SEA,-9.5,NYG,55,O,45,2014,Week 10,68352,SEA,-9.5,9.5,NYG,38,17,Y,68740,0,12,20141109NYGSEA,56,Rain,
20141027WASDAL,DAL2014,10/27/14,8:30,DAL,-9.5,WAS,37,U,49,2014,Week 8,87055,DAL,-9.5,9.5,WAS,17,20,N,105000,0,5,20141027WASDAL,72,DOME,
20101219WASDAL,DAL2010,12/19/10,1:00,DAL,-9.5,WAS,63,O,44,2010,Week 15,86904,DAL,-9.5,9.5,WAS,33,30,N,105000,0,1,20101219WASDAL,51,0,
20091018LARJAX,JAC2009,10/18/09,1:00,JAX,-9.5,LAR,43,O,42.5,2009,Week 6,42088,JAX,-9.5,9.5,LAR,23,20,N,67164,0,14,20091018LARJAX,59,0,
20061105TENJAX,JAC2006,11/5/06,1:00,JAX,-9.5,TEN,44,O,37.5,2006,Week 9,66524,JAX,-9.5,9.5,TEN,37,7,Y,67164,0,11,20061105TENJAX,65,0,
20090920LARWAS,WAS2009,9/20/09,1:00,WAS,-9.5,LAR,16,U,37,2009,Week 2,87780,WAS,-9.5,9.5,LAR,9,7,N,91704,0,12,20090920LARWAS,68,0,
20121118ARIATL,ATL2012,11/18/12,1:00,ATL,-9.5,ARI,42,U,43.5,2012,Week 11,69630,ATL,-9.5,9.5,ARI,23,19,N,71228,0,20,20121118ARIATL,72,DOME,
20091018BUFNYJ,NYJ2009,10/18/09,4:15,NYJ,-9.5,BUF,29,U,35.5,2009,Week 6,76048,NYJ,-9.5,9.5,BUF,13,16,N,80242,0,25,20091018BUFNYJ,46,0,
20081012CINNYJ,NYJ2008,10/12/08,1:00,NYJ,-9.5,CIN,40,U,43,2008,Week 6,78161,NYJ,-9.5,9.5,CIN,26,14,Y,80242,0,24,20081012CINNYJ,63,0,
20071021SFNYG,NYG2007,10/21/07,1:00,NYG,-9.5,SF,48,O,39,2007,Week 7,78912,NYG,-9.5,9.5,SF,33,15,Y,80242,0,31,20071021SFNYG,67,0,
20081109LARNYJ,NYJ2008,11/9/08,1:00,NYJ,-9.5,LAR,50,O,43.5,2008,Week 10,78073,NYJ,-9.5,9.5,LAR,47,3,Y,80242,0,24,20081109LARNYJ,55,0,
20060910BUFNE,NEP2006,9/10/06,1:00,NE,-9.5,BUF,36,U,41,2006,Week 1,68756,NE,-9.5,9.5,BUF,19,17,N,68756,0,4,20060910BUFNE,64,0,
20061008MIANE,NEP2006,10/8/06,1:00,NE,-9.5,MIA,30,U,36.5,2006,Week 5,68756,NE,-9.5,9.5,MIA,20,10,Y,68756,0,4,20061008MIANE,54,0,
20111106NYGNE,NEP2011,11/6/11,4:15,NE,-9.5,NYG,44,U,51.5,2011,Week 9,68756,NE,-9.5,9.5,NYG,20,24,N,68756,0,9,20111106NYGNE,54,0,
20141016NYJNE,NEP2014,10/16/14,8:25,NE,-9.5,NYJ,52,O,44.5,2014,Week 7,68756,NE,-9.5,9.5,NYJ,27,25,N,68756,0,12,20141016NYJNE,63,0,
20151206PHINE,NEP2015,12/6/15,4:25,NE,-9.5,PHI,63,O,49,2015,Week 13,66829,NE,-9.5,9.5,PHI,28,35,N,65878,0,13,20151206PHINE,44,0,
20091227JAXNE,NEP2009,12/27/09,1:00,NE,-9.5,JAX,42,U,44,2009,Week 16,68756,NE,-9.5,9.5,JAX,35,7,Y,68756,0,7,20091227JAXNE,55,0,
20161009NYJPIT,PIT2016,10/9/16,1:00,PIT,-9.5,NYJ,44,U,50,2016,Week 5,66385,PIT,-9.5,9.5,NYJ,31,13,Y,68400,0,15,20161009NYJPIT,57,0,
20151206INDPIT,PIT2015,12/6/15,8:30,PIT,-9.5,IND,55,O,50.5,2015,Week 13,58701,PIT,-9.5,9.5,IND,45,10,Y,68400,0,14,20151206INDPIT,35,0,
20141002MINGB,GBP2014,10/2/14,8:25,GB,-9.5,MIN,52,O,46.5,2014,Week 5,78054,GB,-9.5,9.5,MIN,42,10,Y,80750,0,57,20141002MINGB,63,Fog,
20141109CHIGB,GBP2014,11/9/14,8:30,GB,-9.5,CHI,69,O,54,2014,Week 10,78292,GB,-9.5,9.5,CHI,55,14,Y,80750,0,57,20141109CHIGB,32,0,
20141123WASSF,SFN2014,11/23/14,4:25,SF,-9.5,WAS,30,U,44,2014,Week 12,70799,SF,-9.5,9.5,WAS,17,13,N,75000,1,0,20141123WASSF,63,0,
20071118MIAPHI,PHI2007,11/18/07,1:00,PHI,-9.5,MIA,24,U,40.5,2007,Week 11,68934,PHI,-9.5,9.5,MIA,17,7,Y,69796,0,4,20071118MIAPHI,42,0,
20141207CARNO,NOS2014,12/7/14,1:00,NO,-9.5,CAR,51,O,50.5,2014,Week 14,73006,NO,-9.5,9.5,CAR,10,41,Y,73208,0,39,20141207CARNO,72,DOME,
20101212LARNO,NOS2010,12/12/10,4:05,NO,-9.5,LAR,44,U,47,2010,Week 14,70015,NO,-9.5,9.5,LAR,31,13,Y,72968,0,35,20101212LARNO,72,DOME,
20061231BUFBAL,BAL2006,12/31/06,4:15,BAL,-9.5,BUF,26,U,36.5,2006,Week 17,70913,BAL,-9.5,9.5,BUF,19,7,Y,70107,0,8,20061231BUFBAL,41,0,
20111030MIANYG,NYG2011,10/30/11,1:00,NYG,-9.5,MIA,37,U,43,2011,Week 8,79302,NYG,-9.5,9.5,MIA,20,17,N,82550,0,1,20111030MIANYG,45,0,
20111127BUFNYJ,NYJ2011,11/27/11,1:00,NYJ,-9.5,BUF,52,O,42.5,2011,Week 12,79088,NYJ,-9.5,9.5,BUF,28,24,N,82550,0,1,20111127BUFNYJ,62,0,
20151129LARCIN,CIN2015,11/29/15,1:00,CIN,-9.5,LAR,38,U,42,2015,Week 12,61022,CIN,-9.5,9.5,LAR,31,7,Y,65515,0,15,20151129LARCIN,45,0,
20071224DENLAC,LAC2007,12/24/07,8:00,LAC,-9.5,DEN,26,U,47.5,2007,Week 16,65477,LAC,-9.5,9.5,DEN,23,3,Y,70561,0,40,20071224DENLAC,57,0,
20071014OAKLAC,LAC2007,10/14/07,4:15,LAC,-9.5,OAK,42,U,44.5,2007,Week 6,67523,LAC,-9.5,9.5,OAK,28,14,Y,70561,0,40,20071014OAKLAC,63,0,
20061029LARLAC,LAC2006,10/29/06,4:05,LAC,-9.5,LAR,62,O,46,2006,Week 8,66598,LAC,-9.5,9.5,LAR,38,24,Y,70561,0,39,20061029LARLAC,64,0,
20071216DETLAC,LAC2007,12/16/07,4:15,LAC,-9.5,DET,65,O,46,2007,Week 15,66505,LAC,-9.5,9.5,DET,51,14,Y,70561,0,40,20071216DETLAC,54,0,
20061008BUFCHI,CHI2006,10/8/06,1:00,CHI,-9.5,BUF,47,O,34.5,2006,Week 5,62206,CHI,-9.5,9.5,BUF,40,7,Y,61500,0,35,20061008BUFCHI,57,0,
20070916OAKDEN,DEN2007,9/16/07,4:15,DEN,-9.5,OAK,43,O,37,2007,Week 2,76784,DEN,-9.5,9.5,OAK,23,20,N,76125,0,6,20070916OAKDEN,72,0,
20071021MINDAL,DAL2007,10/21/07,4:15,DAL,-9.5,MIN,38,U,46,2007,Week 7,63432,DAL,-9.5,9.5,MIN,24,14,Y,65529,0,36,20071021MINDAL,78,0,
20081123SFDAL,DAL2008,11/23/08,1:00,DAL,-9.5,SF,57,O,46,2008,Week 12,63272,DAL,-9.5,9.5,SF,35,22,Y,65529,0,37,20081123SFDAL,59,0,
20161002LARARI,ARI2016,10/2/16,4:25,ARI,-9.5,LAR,30,U,43.5,2016,Week 4,64622,ARI,-9.5,9.5,LAR,13,17,N,63400,0,10,20161002LARARI,72,DOME,
20060910SFARI,ARI2006,9/10/06,4:15,ARI,-9.5,SF,61,O,43.5,2006,Week 1,63407,ARI,-9.5,9.5,SF,34,27,N,63400,1,0,20060910SFARI,72,DOME,
20191110MIAIND,IND2019,11/10/19,,IND,-9.5,MIA,28,O,,2019,Week 10,60510,IND,-9.5,9.5,MIA,12,16,N,67000,0,11,20191110MIAIND,46,0,Week 10IND2019
201112CINBAL,BAL2010,1/2/11,1:00,BAL,-9.5,CIN,20,U,43,2010,Week 17,71088,BAL,-9.5,9.5,CIN,13,7,N,71008,0,12,201112CINBAL,80,0,Week 17BAL2010
20180916CLENO,NOS2018,9/16/18,1:00,NO,-9.5,CLE,39,U,51,2018,Week 2,73086,NO,-9.5,9.5,CLE,21,18,N,73208,0,43,20180916CLENO,50,0,Week 2NO2018
20190908CINSEA,SEA2019,9/8/19,4:05,SEA,-9.5,CIN,41,U,44.5,2019,Week 1,68710,SEA,-9.5,9.5,CIN,21,20,N,68740,0,17,20190908CINSEA,64,0,Week 1SEA2019
20191215DENKC,KCC2019,12/15/19,,KC,-9.5,DEN,26,O,,2019,Week 15,73257,KC,-9.5,9.5,DEN,23,3,Y,76416,0,47,20191215DENKC,72,0,Week 15KC2019
201613BALCIN,CIN2015,1/3/16,1:00,CIN,-9.5,BAL,40,U,41,2015,Week 17,57254,CIN,-9.5,9.5,BAL,24,16,N,65515,0,15,201613BALCIN,75,0,Week 17CIN2015
20171203NYGOAK,OAK2017,12/3/17,4:25,OAK,-9.5,NYG,41,U,42.5,2017,Week 13,54994,OAK,-9.5,9.5,NYG,24,17,N,56057,0,51,20171203NYGOAK,55,0,Week 13OAK2017
20181202NYJTEN,TEN2018,12/2/18,4:05,TEN,-9.5,NYJ,48,O,40.5,2018,Week 13,60904,TEN,-9.5,9.5,NYJ,26,22,N,69143,0,19,20181202NYJTEN,62,0,Week 13TEN2018
20181014ARIMIN,MIN2018,10/14/18,1:00,MIN,-9.5,ARI,44,O,43.5,2018,Week 6,66801,MIN,-9.5,9.5,ARI,27,17,Y,66860,0,2,20181014ARIMIN,56,0,Week 6MIN2018
20181223NYGIND,IND2018,12/23/18,1:00,IND,-9.5,NYG,55,O,48,2018,Week 16,61738,IND,-9.5,9.5,NYG,28,27,N,67000,0,10,20181223NYGIND,37,0,Week 16IND2018
20171001CARNE,NEP2017,10/1/17,1:00,NE,-9.5,CAR,63,O,48,2017,Week 4,65878,NE,-9.5,9.5,CAR,30,33,N,65878,0,15,20171001CARNE,42,0,Week 4NE2017
20181015SFGB,GBP2018,10/15/18,8:15,GB,-9.5,SF,63,O,46,2018,Week 6,77642,GB,-9.5,9.5,SF,33,30,N,81441,0,61,20181015SFGB,27,0,Week 6GB2018
20181111SEALAR,LAR2018,11/11/18,4:25,LAR,-9.5,SEA,67,O,51,2018,Week 10,72755,LAR,-9.5,9.5,SEA,36,31,N,93607,0,2,20181111SEALAR,62,0,Week 10LAR2018
20190929TBLAR,LAR2019,9/29/19,4:05,LAR,-9.5,TB,95,O,48.5,2019,Week 4,68117,LAR,-9.5,9.5,TB,40,55,Y,77500,0,3,20190929TBLAR,43,0,Week 4LAR2019
20181202SFSEA,SEA2018,12/2/18,8:20,SEA,-9.5,SF,59,O,45,2018,Week 13,69009,SEA,-9.5,9.5,SF,43,16,Y,68740,0,16,20181202SFSEA,74,0,Week 13SEA2018
20101024JAXKC,KCC2010,10/24/10,1:00,KC,-9,JAX,62,O,38.5,2010,Week 7,69105,KC,-9,9,JAX,42,20,Y,76416,0,38,20101024JAXKC,64,0,
20121223OAKCAR,CAR2012,12/23/12,1:00,CAR,-9,OAK,23,U,47,2012,Week 16,73026,CAR,-9,9,OAK,17,6,Y,73778,0,16,20121223OAKCAR,53,0,
20111030CLESF,SFN2011,10/30/11,4:15,SF,-9,CLE,30,U,38.5,2011,Week 8,69732,SF,-9,9,CLE,20,10,Y,69732,0,40,20111030CLESF,67,0,
20131222ARISEA,SEA2013,12/22/13,4:05,SEA,-9,ARI,27,U,43,2013,Week 16,68266,SEA,-9,9,ARI,10,17,N,68740,0,11,20131222ARISEA,50,Fog,
20071112SFSEA,SEA2007,11/12/07,8:30,SEA,-9,SF,24,U,37.5,2007,Week 10,68331,SEA,-9,9,SF,24,0,Y,68740,0,5,20071112SFSEA,48,0,
20161224ARISEA,SEA2016,12/24/16,4:25,SEA,-9,ARI,65,O,43.5,2016,Week 16,69050,SEA,-9,9,ARI,31,34,N,68740,0,14,20161224ARISEA,39,0,
20131103MINDAL,DAL2013,11/3/13,1:00,DAL,-9,MIN,50,U,51.5,2013,Week 9,85360,DAL,-9,9,MIN,27,23,N,105000,0,4,20131103MINDAL,72,DOME,
20131128OAKDAL,DAL2013,11/28/13,4:30,DAL,-9,OAK,55,O,49.5,2013,Week 13,87572,DAL,-9,9,OAK,31,24,N,105000,0,4,20131128OAKDAL,72,DOME,
20091004TBWAS,WAS2009,10/4/09,1:00,WAS,-9,TB,29,U,36,2009,Week 4,86412,WAS,-9,9,TB,16,13,N,91704,0,12,20091004TBWAS,68,0,
20071230DALWAS,WAS2007,12/30/07,4:15,WAS,-9,DAL,33,U,38.5,2007,Week 17,90910,WAS,-9,9,DAL,27,6,Y,91665,0,10,20071230DALWAS,43,0,
20131222NYGDET,DET2013,12/22/13,4:05,DET,-9,NYG,43,U,47.5,2013,Week 16,63996,DET,-9,9,NYG,20,23,N,65000,0,11,20131222NYGDET,72,DOME,
20151227SFDET,DET2015,12/27/15,1:00,DET,-9,SF,49,O,42.5,2015,Week 16,61313,DET,-9,9,SF,32,17,Y,65000,0,13,20151227SFDET,72,DOME,
20061029TBNYG,NYG2006,10/29/06,1:00,NYG,-9,TB,20,U,36,2006,Week 8,78647,NYG,-9,9,TB,17,3,Y,80242,0,30,20061029TBNYG,50,0,
20141214MIANE,NEP2014,12/14/14,1:00,NE,-9,MIA,54,O,48,2014,Week 15,68756,NE,-9,9,MIA,41,13,Y,68756,0,12,20141214MIANE,43,0,
20091018TENNE,NEP2009,10/18/09,4:15,NE,-9,TEN,59,O,38.5,2009,Week 6,68756,NE,-9,9,TEN,59,0,Y,68756,0,7,20091018TENNE,44,Rain | Fog,
20131229CLEPIT,PIT2013,12/29/13,1:00,PIT,-9,CLE,27,U,44.5,2013,Week 17,56361,PIT,-9,9,CLE,20,7,Y,65500,0,12,20131229CLEPIT,41,Rain | Fog,
20071105BALPIT,PIT2007,11/5/07,8:30,PIT,-9,BAL,45,O,36,2007,Week 9,63457,PIT,-9,9,BAL,38,7,Y,65050,0,6,20071105BALPIT,44,0,
20151011LARGB,GBP2015,10/11/15,1:00,GB,-9,LAR,34,U,46,2015,Week 5,78432,GB,-9,9,LAR,24,10,Y,81435,0,58,20151011LARGB,73,0,
20101205SFGB,GBP2010,12/5/10,1:00,GB,-9,SF,50,O,41,2010,Week 13,70575,GB,-9,9,SF,34,16,Y,72928,0,53,20101205SFGB,26,0,
20071230BUFPHI,PHI2007,12/30/07,1:00,PHI,-9,BUF,26,U,39.5,2007,Week 17,68594,PHI,-9,9,BUF,17,9,N,69796,0,4,20071230BUFPHI,39,0,
20081026ATLPHI,PHI2008,10/26/08,1:00,PHI,-9,ATL,41,U,45,2008,Week 8,69144,PHI,-9,9,ATL,27,14,Y,69796,0,5,20081026ATLPHI,54,0,
20080907LARPHI,PHI2008,9/7/08,1:00,PHI,-9,LAR,41,U,43.5,2008,Week 1,69144,PHI,-9,9,LAR,38,3,Y,69796,0,5,20080907LARPHI,73,0,
20150920TBNO,NOS2015,9/20/15,1:00,NO,-9,TB,45,U,47,2015,Week 2,73006,NO,-9,9,TB,19,26,N,73208,0,40,20150920TBNO,72,DOME,
20091011CINBAL,BAL2009,10/11/09,1:00,BAL,-9,CIN,31,U,42.5,2009,Week 5,71161,BAL,-9,9,CIN,14,17,N,71008,0,11,20091011CINBAL,66,0,
20071014LARBAL,BAL2007,10/14/07,1:00,BAL,-9,LAR,25,U,37,2007,Week 6,71175,BAL,-9,9,LAR,22,3,Y,71008,0,9,20071014LARBAL,55,0,
20110918JAXNYJ,NYJ2011,9/18/11,1:00,NYJ,-9,JAX,35,U,38,2011,Week 2,78834,NYJ,-9,9,JAX,32,3,Y,82550,0,1,20110918JAXNYJ,71,0,
20061217KCLAC,LAC2006,12/17/06,8:15,LAC,-9,KC,29,U,47.5,2006,Week 15,66583,LAC,-9,9,KC,20,9,Y,70561,0,39,20061217KCLAC,54,0,
20080907CARLAC,LAC2008,9/7/08,4:15,LAC,-9,CAR,50,O,41,2008,Week 1,67115,LAC,-9,9,CAR,24,26,N,70561,0,41,20080907CARLAC,71,0,
20110911MINLAC,LAC2011,9/11/11,4:15,LAC,-9,MIN,41,U,44,2011,Week 1,66716,LAC,-9,9,MIN,24,17,N,70561,0,44,20110911MINLAC,74,0,
20071125BALLAC,LAC2007,11/25/07,4:15,LAC,-9,BAL,46,O,38.5,2007,Week 12,63337,LAC,-9,9,BAL,32,14,Y,70561,0,40,20071125BALLAC,57,0,
20101122DENLAC,LAC2010,11/22/10,8:35,LAC,-9,DEN,49,U,50,2010,Week 11,68482,LAC,-9,9,DEN,35,14,Y,70561,0,43,20101122DENLAC,57,0,
20061231MIAIND,IND2006,12/31/06,4:15,IND,-9,MIA,49,O,43.5,2006,Week 17,57310,IND,-9,9,MIA,27,22,N,55531,0,22,20061231MIAIND,72,DOME,
20131013LARHOU,HOU2013,10/13/13,1:00,HOU,-9,LAR,51,O,43,2013,Week 6,71104,HOU,-9,9,LAR,13,38,Y,71054,0,11,20131013LARHOU,76,0,
20081026CINHOU,HOU2008,10/26/08,4:05,HOU,-9,CIN,41,U,45,2008,Week 8,70112,HOU,-9,9,CIN,35,6,Y,71054,0,6,20081026CINHOU,72,DOME,
20091206LARCHI,CHI2009,12/6/09,1:00,CHI,-9,LAR,26,U,41,2009,Week 13,61892,CHI,-9,9,LAR,17,9,N,61500,0,38,20091206LARCHI,33,0,
20061203MINCHI,CHI2006,12/3/06,1:00,CHI,-9,MIN,36,O,34.5,2006,Week 13,62221,CHI,-9,9,MIN,23,13,Y,61500,0,35,20061203MINCHI,14,0,
20131010NYGCHI,CHI2013,10/10/13,8:25,CHI,-9,NYG,48,O,47.5,2013,Week 6,62374,CHI,-9,9,NYG,27,21,N,61500,0,42,20131010NYGCHI,63,0,
20081207KCDEN,DEN2008,12/7/08,4:05,DEN,-9,KC,41,U,49,2008,Week 14,75187,DEN,-9,9,KC,24,17,N,76125,0,7,20081207KCDEN,50,0,
20141207BUFDEN,DEN2014,12/7/14,4:05,DEN,-9,BUF,41,U,47,2014,Week 14,76913,DEN,-9,9,BUF,24,17,N,76125,0,13,20141207BUFDEN,55,0,
20141023LACDEN,DEN2014,10/23/14,8:25,DEN,-9,LAC,56,O,51,2014,Week 8,76907,DEN,-9,9,LAC,35,21,Y,76125,0,13,20141023LACDEN,61,0,
201711NYGWAS,WAS2016,1/1/17,4:25,WAS,-9,NYG,29,U,47,2016,Week 17,79471,WAS,-9,9,NYG,10,19,N,82000,0,19,201711NYGWAS,56,0,Week 17WAS2016
