Key,ID,FullDate,Start(ET),Favorite,Underdog ATS,Underdog,Total,Covered O/U,O/U,Season,Week,Attendance,Home/Neutral,Home Line,Away Line,Visitor/Neutral,Home Pts,Visitor Pts, Home Covered,Capacity,New Stadium Season,Years in Stadium,Key,Weather Temperature,Dome,
20131020BALPIT,PIT2013,10/20/13,4:25,PIT,-2,BAL,35,U,41,2013,Week 7,62295,PIT,-2,2,BAL,19,16,Y,65500,0,12,20131020BALPIT,57,0,
20060924CINPIT,PIT2006,9/24/06,1:00,PIT,-2,CIN,48,O,42,2006,Week 3,64922,PIT,-2,2,CIN,20,28,Y,64450,0,5,20060924CINPIT,67,0,
20141102BALPIT,PIT2014,11/2/14,8:30,PIT,-2,BAL,66,O,48,2014,Week 9,63971,PIT,-2,2,BAL,43,23,Y,65500,0,13,20141102BALPIT,37,0,
20060917CARMIN,MIN2006,9/17/06,1:00,MIN,-2,CAR,29,U,37,2006,Week 2,63623,MIN,-2,2,CAR,16,13,Y,64121,0,24,20060917CARMIN,72,DOME,
20120930NYGPHI,PHI2012,9/30/12,8:30,PHI,-2,NYG,36,U,46.5,2012,Week 4,69144,PHI,-2,2,NYG,19,17,N,69796,0,9,20120930NYGPHI,63,Rain,
20101017ATLPHI,PHI2010,10/17/10,1:00,PHI,-2,ATL,48,O,43,2010,Week 6,69144,PHI,-2,2,ATL,31,17,Y,69796,0,7,20101017ATLPHI,66,0,
20081228DALPHI,PHI2008,12/28/08,4:15,PHI,-2,DAL,50,O,41,2008,Week 17,69144,PHI,-2,2,DAL,44,6,Y,69796,0,5,20081228DALPHI,56,0,
20061029BALNO,NOS2006,10/29/06,1:00,NO,-2,BAL,57,O,37,2006,Week 8,69152,NO,-2,2,BAL,22,35,Y,68354,0,31,20061029BALNO,72,DOME,
20091130NENO,NOS2009,11/30/09,8:35,NO,-2,NE,55,U,57.5,2009,Week 12,70768,NO,-2,2,NE,38,17,Y,72968,0,34,20091130NENO,72,DOME,
20141026GBNO,NOS2014,10/26/14,8:30,NO,-2,GB,67,O,55.5,2014,Week 8,73146,NO,-2,2,GB,44,23,Y,73208,0,39,20141026GBNO,72,DOME,
20151220HOUIND,IND2015,12/20/15,1:00,IND,-2,HOU,26,U,41.5,2015,Week 15,66083,IND,-2,2,HOU,10,16,Y,67000,0,7,20151220HOUIND,72,DOME,
20101128LACIND,IND2010,11/28/10,8:20,IND,-2,LAC,50,U,50.5,2010,Week 12,66085,IND,-2,2,LAC,14,36,Y,67000,0,2,20101128LACIND,72,DOME,
20121125BUFIND,IND2012,11/25/12,1:00,IND,-2,BUF,33,U,51,2012,Week 12,64366,IND,-2,2,BUF,20,13,Y,67000,0,4,20121125BUFIND,72,DOME,
20130915MIAIND,IND2013,9/15/13,1:00,IND,-2,MIA,44,O,43.5,2013,Week 2,65406,IND,-2,2,MIA,20,24,Y,67000,0,5,20130915MIAIND,72,DOME,
20091115NEIND,IND2009,11/15/09,8:20,IND,-2,NE,69,O,49,2009,Week 10,67476,IND,-2,2,NE,35,34,N,67000,0,1,20091115NEIND,72,DOME,
20101219NOBAL,BAL2010,12/19/10,1:00,BAL,-2,NO,54,O,45,2010,Week 15,71432,BAL,-2,2,NO,30,24,Y,71008,0,12,20101219NOBAL,34,0,
20081123PHIBAL,BAL2008,11/23/08,1:00,BAL,-2,PHI,43,O,39.5,2008,Week 12,71379,BAL,-2,2,PHI,36,7,Y,71008,0,10,20081123PHIBAL,31,0,
20111120OAKMIN,MIN2011,11/20/11,1:00,MIN,-2,OAK,48,O,46,2011,Week 11,62748,MIN,-2,2,OAK,21,27,Y,64121,0,29,20111120OAKMIN,72,DOME,
20140914ARINYG,NYG2014,9/14/14,1:00,NYG,-2,ARI,39,U,41.5,2014,Week 2,78344,NYG,-2,2,ARI,14,25,Y,82550,0,4,20140914ARINYG,71,0,
20150920ATLNYG,NYG2015,9/20/15,1:00,NYG,-2,ATL,44,U,50,2015,Week 2,77678,NYG,-2,2,ATL,20,24,Y,82550,0,5,20150920ATLNYG,77,0,
20131222CLENYJ,NYJ2013,12/22/13,1:00,NYJ,-2,CLE,37,U,41.5,2013,Week 16,76957,NYJ,-2,2,CLE,24,13,Y,82550,0,3,20131222CLENYJ,70,0,
20161023BALNYJ,NYJ2016,10/23/16,1:00,NYJ,-2,BAL,40,U,40.5,2016,Week 7,78160,NYJ,-2,2,BAL,24,16,Y,82550,0,6,20161023BALNYJ,58,0,
20161211DENTEN,TEN2016,12/11/16,1:00,TEN,-2,DEN,23,U,44,2016,Week 14,68780,TEN,-2,2,DEN,13,10,Y,69143,0,17,20161211DENTEN,48,0,
20101031SEAOAK,OAK2010,10/31/10,4:15,OAK,-2,SEA,36,U,40,2010,Week 8,35721,OAK,-2,2,SEA,33,3,Y,63132,0,44,20101031SEAOAK,66,0,
20061001MINBUF,BUF2006,10/1/06,1:00,BUF,-2,MIN,29,U,34.5,2006,Week 4,71972,BUF,-2,2,MIN,17,12,Y,73967,0,33,20061001MINBUF,55,0,
20071014TENTB,TBB2007,10/14/07,1:00,TB,-2,TEN,23,U,37,2007,Week 6,65347,TB,-2,2,TEN,13,10,Y,65657,0,9,20071014TENTB,78,0,
20161211NOTB,TBB2016,12/11/16,4:25,TB,-2,NO,27,U,52,2016,Week 14,62140,TB,-2,2,NO,16,11,Y,65618,0,18,20161211NOTB,75,0,
20120930WASTB,TBB2012,9/30/12,4:25,TB,-2,WAS,46,O,44.5,2012,Week 4,58191,TB,-2,2,WAS,22,24,N,65856,0,14,20120930WASTB,89,0,
20081012CARTB,TBB2008,10/12/08,1:00,TB,-2,CAR,30,U,37,2008,Week 6,64211,TB,-2,2,CAR,27,3,Y,65856,0,10,20081012CARTB,80,0,
20080928GBTB,TBB2008,9/28/08,1:00,TB,-2,GB,51,O,43,2008,Week 4,64122,TB,-2,2,GB,30,21,Y,65856,0,10,20080928GBTB,77,0,
20131117ATLTB,TBB2013,11/17/13,1:00,TB,-2,ATL,69,O,43.5,2013,Week 11,55360,TB,-2,2,ATL,41,28,Y,65890,0,15,20131117ATLTB,79,0,
20081109BALHOU,HOU2008,11/9/08,1:00,HOU,-2,BAL,54,O,43.5,2008,Week 10,70552,HOU,-2,2,BAL,13,41,Y,71054,0,6,20081109BALHOU,72,DOME,
20071021TENHOU,HOU2007,10/21/07,1:00,HOU,-2,TEN,74,O,38,2007,Week 7,70734,HOU,-2,2,TEN,36,38,N,71054,0,5,20071021TENHOU,72,DOME,
20091108ARICHI,CHI2009,11/8/09,1:00,CHI,-2,ARI,62,O,45,2009,Week 9,62309,CHI,-2,2,ARI,21,41,Y,61500,0,38,20091108ARICHI,62,0,
20111016MINCHI,CHI2011,10/16/11,8:30,CHI,-2,MIN,49,O,41.5,2011,Week 6,62322,CHI,-2,2,MIN,39,10,Y,61500,0,40,20111016MINCHI,56,0,
20061225NYJMIA,MIA2006,12/25/06,8:30,MIA,-2,NYJ,23,U,36.5,2006,Week 16,73500,MIA,-2,2,NYJ,10,13,Y,75540,0,19,20061225NYJMIA,79,0,
20071202NYJMIA,MIA2007,12/2/07,1:00,MIA,-2,NYJ,53,O,37,2007,Week 13,71109,MIA,-2,2,NYJ,13,40,Y,75540,0,20,20071202NYJMIA,77,0,
20150927LACMIN,MIN2015,9/27/15,1:00,MIN,-2,LAC,45,U,45.5,2015,Week 3,52400,MIN,-2,2,LAC,31,14,Y,50805,0,1,20150927LACMIN,80,0,
20161120ARIMIN,MIN2016,11/20/16,1:00,MIN,-2,ARI,54,O,40,2016,Week 11,66808,MIN,-2,2,ARI,30,24,Y,66655,1,0,20161120ARIMIN,72,DOME,
20061119DETARI,ARI2006,11/19/06,4:05,ARI,-2,DET,27,U,46,2006,Week 11,63348,ARI,-2,2,DET,17,10,Y,63400,1,0,20061119DETARI,72,DOME,
20071111DETARI,ARI2007,11/11/07,4:15,ARI,-2,DET,52,O,45,2007,Week 10,64753,ARI,-2,2,DET,31,21,Y,63400,0,1,20071111DETARI,72,DOME,
20191117ATLCAR,CAR2019,11/17/19,,CAR,-2,ATL,32,O,,2019,Week 11,73106,CAR,-2,2,ATL,3,29,Y,75523,0,23,20191117ATLCAR,69,0,Week 11CAR2019
20180909WASARI,ARI2018,9/9/18,4:25,ARI,-2,WAS,30,U,43.5,2018,Week 1,61613,ARI,-2,2,WAS,6,24,Y,63400,0,12,20180909WASARI,43,0,Week 1ARI2018
20171203MINATL,ATL2017,12/3/17,1:00,ATL,-2,MIN,23,U,48.5,2017,Week 13,71185,ATL,-2,2,MIN,9,14,Y,71000,1,0,20171203MINATL,55,0,Week 13ATL2017
20171008SEALAR,LAR2017,10/8/17,4:05,LAR,-2,SEA,26,U,47,2017,Week 5,60745,LAR,-2,2,SEA,10,16,Y,93607,0,1,20171008SEALAR,55,0,Week 5LAR2017
201211NYJMIA,MIA2011,1/1/12,1:00,MIA,-2,NYJ,36,U,39,2011,Week 17,65811,MIA,-2,2,NYJ,19,17,N,75540,0,24,201211NYJMIA,64,0,Week 17MIA2011
20191124DETWAS,WAS2019,11/24/19,,WAS,-2,DET,35,O,,2019,Week 12,57754,WAS,-2,2,DET,19,16,Y,82000,0,22,20191124DETWAS,37,0,Week 12WAS2019
20190922CARARI,ARI2019,9/22/19,4:05,ARI,-2,CAR,58,O,45,2019,Week 3,60104,ARI,-2,2,CAR,20,38,Y,63400,0,13,20190922CARARI,71,0,Week 3ARI2019
20191121INDHOU,HOU2019,11/21/19,,HOU,-2,IND,37,U,47.5,2019,Week 12,71727,HOU,-2,2,IND,20,17,Y,71995,0,17,20191121INDHOU,59,0,Week 12HOU2019
20171008CARDET,DET2017,10/8/17,1:00,DET,-2,CAR,51,O,42,2017,Week 5,64288,DET,-2,2,CAR,24,27,Y,65000,0,15,20171008CARDET,46,0,Week 5DET2017
20171001PHILAC,LAC2017,10/1/17,4:05,LAC,-2,PHI,50,O,48,2017,Week 4,25374,LAC,-2,2,PHI,24,26,N,30000,1,0,20171001PHILAC,65,0,Week 4LAC2017
20181223HOUPHI,PHI2018,12/23/18,1:00,PHI,-2,HOU,62,O,47,2018,Week 16,69696,PHI,-2,2,HOU,32,30,N,69796,0,15,20181223HOUPHI,53,0,Week 16PHI2018
20170924SEATEN,TEN2017,9/24/17,4:05,TEN,-2,SEA,60,O,41.5,2017,Week 3,69127,TEN,-2,2,SEA,33,27,Y,69143,0,18,20170924SEATEN,83,0,Week 3TEN2017
20171029OAKBUF,BUF2017,10/29/17,1:00,BUF,-2,OAK,48,O,47.5,2017,Week 8,69599,BUF,-2,2,OAK,34,14,Y,71608,0,44,20171029OAKBUF,29,0,Week 8BUF2017
201013JAXCLE,CLE2009,1/3/10,1:00,CLE,-2,JAX,40,O,35,2009,Week 17,66935,CLE,-2,2,JAX,23,17,Y,73200,0,10,201013JAXCLE,83,0,Week 17CLE2009
20140914DETCAR,CAR2014,9/14/14,1:00,CAR,-1.5,DET,31,U,43.5,2014,Week 2,73586,CAR,-1.5,1.5,DET,24,7,Y,74455,0,18,20140914DETCAR,68,0,
20141005CHICAR,CAR2014,10/5/14,1:00,CAR,-1.5,CHI,55,O,47,2014,Week 5,73659,CAR,-1.5,1.5,CHI,31,24,Y,74455,0,18,20141005CHICAR,63,0,
20091011JAXSEA,SEA2009,10/11/09,4:15,SEA,-1.5,JAX,41,U,44,2009,Week 5,67228,SEA,-1.5,1.5,JAX,41,0,Y,68740,0,7,20091011JAXSEA,54,0,
20070909CARLAR,LAR2007,9/9/07,1:00,LAR,-1.5,CAR,40,U,43,2007,Week 1,65307,LAR,-1.5,1.5,CAR,13,27,Y,67277,0,12,20070909CARLAR,72,DOME,
20061224WASLAR,LAR2006,12/24/06,1:00,LAR,-1.5,WAS,68,O,43,2006,Week 16,62324,LAR,-1.5,1.5,WAS,37,31,Y,67277,0,11,20061224WASLAR,72,DOME,
20120930CINJAX,JAC2012,9/30/12,4:05,JAX,-1.5,CIN,37,U,45.5,2012,Week 4,63030,JAX,-1.5,1.5,CIN,10,27,Y,67246,0,17,20120930CINJAX,83,0,
20131103LACWAS,WAS2013,11/3/13,1:00,WAS,-1.5,LAC,54,O,49.5,2013,Week 9,80115,WAS,-1.5,1.5,LAC,30,24,Y,79000,0,16,20131103LACWAS,57,0,
20111002TENCLE,CLE2011,10/2/11,1:00,CLE,-1.5,TEN,44,O,37.5,2011,Week 4,66240,CLE,-1.5,1.5,TEN,13,31,Y,73200,0,12,20111002TENCLE,55,0,
20111120JAXCLE,CLE2011,11/20/11,1:00,CLE,-1.5,JAX,24,U,34.5,2011,Week 11,63498,CLE,-1.5,1.5,JAX,14,10,Y,73200,0,12,20111120JAXCLE,57,0,
20161124MINDET,DET2016,11/24/16,12:30,DET,-1.5,MIN,29,U,42,2016,Week 12,63793,DET,-1.5,1.5,MIN,16,13,Y,65000,0,14,20161124MINDET,72,DOME,
20140921GBDET,DET2014,9/21/14,1:00,DET,-1.5,GB,26,U,52,2014,Week 3,62418,DET,-1.5,1.5,GB,19,7,Y,65000,0,12,20140921GBDET,72,DOME,
20061210MINDET,DET2006,12/10/06,1:00,DET,-1.5,MIN,50,O,40,2006,Week 14,60861,DET,-1.5,1.5,MIN,20,30,Y,65000,0,4,20061210MINDET,72,DOME,
20141019NODET,DET2014,10/19/14,1:00,DET,-1.5,NO,47,O,46.5,2014,Week 7,63271,DET,-1.5,1.5,NO,24,23,N,65000,0,12,20141019NODET,72,DOME,
20081109NOATL,ATL2008,11/9/08,1:00,ATL,-1.5,NO,54,O,51,2008,Week 10,64826,ATL,-1.5,1.5,NO,34,20,Y,71228,0,16,20081109NOATL,72,DOME,
20060907MIAPIT,PIT2006,9/7/06,8:30,PIT,-1.5,MIA,45,O,34,2006,Week 1,64927,PIT,-1.5,1.5,MIA,28,17,Y,64450,0,5,20060907MIAPIT,62,0,
20141127SEASF,SFN2014,11/27/14,8:30,SF,-1.5,SEA,22,U,40.5,2014,Week 13,70799,SF,-1.5,1.5,SEA,3,19,Y,75000,1,0,20141127SEASF,58,0,
20141220LACSF,SFN2014,12/20/14,8:25,SF,-1.5,LAC,73,O,40.5,2014,Week 16,70699,SF,-1.5,1.5,LAC,35,38,Y,75000,1,0,20141220LACSF,58,0,
20161113ATLPHI,PHI2016,11/13/16,1:00,PHI,-1.5,ATL,39,U,49,2016,Week 10,69596,PHI,-1.5,1.5,ATL,24,15,Y,69796,0,13,20161113ATLPHI,54,0,
20141012NYGPHI,PHI2014,10/12/14,8:30,PHI,-1.5,NYG,27,U,51,2014,Week 6,69596,PHI,-1.5,1.5,NYG,27,0,Y,69796,0,11,20141012NYGPHI,57,0,
20101031PITNO,NOS2010,10/31/10,8:20,NO,-1.5,PIT,30,U,45,2010,Week 8,70011,NO,-1.5,1.5,PIT,20,10,Y,72968,0,35,20101031PITNO,72,DOME,
20111009KCIND,IND2011,10/9/11,1:00,IND,-1.5,KC,52,O,38,2011,Week 5,65088,IND,-1.5,1.5,KC,24,28,Y,67000,0,3,20111009KCIND,72,DOME,
20160925LACIND,IND2016,9/25/16,4:25,IND,-1.5,LAC,48,U,51.5,2016,Week 3,64747,IND,-1.5,1.5,LAC,26,22,Y,67000,0,8,20160925LACIND,72,DOME,
20150927CINBAL,BAL2015,9/27/15,1:00,BAL,-1.5,CIN,52,O,45.5,2015,Week 3,70970,BAL,-1.5,1.5,CIN,24,28,Y,71008,0,17,20150927CINBAL,73,0,
20101017DALMIN,MIN2010,10/17/10,4:15,MIN,-1.5,DAL,45,O,43.5,2010,Week 6,64120,MIN,-1.5,1.5,DAL,24,21,Y,64121,0,28,20101017DALMIN,72,DOME,
20140928DETNYJ,NYJ2014,9/28/14,1:00,NYJ,-1.5,DET,41,U,44,2014,Week 4,78160,NYJ,-1.5,1.5,DET,17,24,Y,82550,0,4,20140928DETNYJ,85,0,
20140922CHINYJ,NYJ2014,9/22/14,8:35,NYJ,-1.5,CHI,46,O,45,2014,Week 3,78160,NYJ,-1.5,1.5,CHI,19,27,Y,82550,0,4,20140922CHINYJ,56,0,
20091225LACTEN,TEN2009,12/25/09,7:30,TEN,-1.5,LAC,59,O,47.5,2009,Week 16,69143,TEN,-1.5,1.5,LAC,17,42,Y,69143,0,10,20091225LACTEN,46,0,
20101219HOUTEN,TEN2010,12/19/10,1:00,TEN,-1.5,HOU,48,O,47,2010,Week 15,69143,TEN,-1.5,1.5,HOU,31,17,Y,69143,0,11,20101219HOUTEN,36,0,
20121104TBOAK,OAK2012,11/4/12,4:05,OAK,-1.5,TB,74,O,47,2012,Week 9,52055,OAK,-1.5,1.5,TB,32,42,Y,63132,0,46,20121104TBOAK,73,0,
20081228KCCIN,CIN2008,12/28/08,1:00,CIN,-1.5,KC,22,U,40,2008,Week 17,63984,CIN,-1.5,1.5,KC,16,6,Y,65515,0,8,20081228KCCIN,49,0,
20161204PHICIN,CIN2016,12/4/16,1:00,CIN,-1.5,PHI,46,O,42,2016,Week 13,55456,CIN,-1.5,1.5,PHI,32,14,Y,65515,0,16,20161204PHICIN,41,0,
20141109KCBUF,BUF2014,11/9/14,1:00,BUF,-1.5,KC,30,U,42,2014,Week 10,68119,BUF,-1.5,1.5,KC,13,17,Y,71857,0,41,20141109KCBUF,41,Rain,
20101114DETBUF,BUF2010,11/14/10,1:00,BUF,-1.5,DET,26,U,45,2010,Week 10,56721,BUF,-1.5,1.5,DET,14,12,Y,73079,0,37,20101114DETBUF,58,0,
20080907SEABUF,BUF2008,9/7/08,1:00,BUF,-1.5,SEA,44,O,37.5,2008,Week 1,71194,BUF,-1.5,1.5,SEA,34,10,Y,73079,0,35,20080907SEABUF,60,0,
20141026MINTB,TBB2014,10/26/14,1:00,TB,-1.5,MIN,32,U,43,2014,Week 8,56577,TB,-1.5,1.5,MIN,13,19,Y,65890,0,16,20141026MINTB,78,0,
20110911DETTB,TBB2011,9/11/11,1:00,TB,-1.5,DET,47,O,43.5,2011,Week 1,51274,TB,-1.5,1.5,DET,20,27,Y,65856,0,13,20110911DETTB,88,0,
20071118NOHOU,HOU2007,11/18/07,1:00,HOU,-1.5,NO,33,U,50,2007,Week 11,70780,HOU,-1.5,1.5,NO,23,10,Y,71054,0,5,20071118NOHOU,72,DOME,
20081207MIABUF,BUF2008,12/7/08,4:05,BUF,-1.5,MIA,19,U,42.5,2008,Week 14,52134,BUF,-1.5,1.5,MIA,3,16,Y,73079,0,35,20081207MIABUF,72,DOME,
20131209DALCHI,CHI2013,12/9/13,8:40,CHI,-1.5,DAL,73,O,49,2013,Week 14,62229,CHI,-1.5,1.5,DAL,45,28,Y,61500,0,42,20131209DALCHI,8,0,
20061203JAXMIA,MIA2006,12/3/06,4:05,MIA,-1.5,JAX,34,U,35.5,2006,Week 13,73160,MIA,-1.5,1.5,JAX,10,24,Y,75540,0,19,20061203JAXMIA,78,0,
20061112KCMIA,MIA2006,11/12/06,1:00,MIA,-1.5,KC,23,U,40,2006,Week 10,73132,MIA,-1.5,1.5,KC,13,10,Y,75540,0,19,20061112KCMIA,75,0,
20091227HOUMIA,MIA2009,12/27/09,1:00,MIA,-1.5,HOU,47,O,46.5,2009,Week 16,65847,MIA,-1.5,1.5,HOU,20,27,Y,75540,0,22,20091227HOUMIA,75,0,
20141012DETMIN,MIN2014,10/12/14,1:00,MIN,-1.5,DET,20,U,43,2014,Week 6,52213,MIN,-1.5,1.5,DET,3,17,Y,50805,1,0,20141012DETMIN,61,0,
20081026TBDAL,DAL2008,10/26/08,1:00,DAL,-1.5,TB,22,U,40.5,2008,Week 8,63254,DAL,-1.5,1.5,TB,13,9,Y,65529,0,37,20081026TBDAL,69,0,
20121125LARARI,ARI2012,11/25/12,4:25,ARI,-1.5,LAR,48,O,36,2012,Week 12,60062,ARI,-1.5,1.5,LAR,17,31,Y,63400,0,6,20121125LARARI,72,DOME,
20181104ATLWAS,WAS2018,11/4/18,1:00,WAS,-1.5,ATL,52,O,47,2018,Week 9,62386,WAS,-1.5,1.5,ATL,14,38,Y,82000,0,21,20181104ATLWAS,29,0,Week 9WAS2018
20171210SFHOU,HOU2017,12/10/17,1:00,HOU,-1.5,SF,42,U,45.5,2017,Week 14,71802,HOU,-1.5,1.5,SF,16,26,Y,71795,0,15,20171210SFHOU,84,0,Week 14HOU2017
20181104PITBAL,BAL2018,11/4/18,1:00,BAL,-1.5,PIT,39,U,47,2018,Week 9,70997,BAL,-1.5,1.5,PIT,16,23,Y,71008,0,20,20181104PITBAL,74,0,Week 9BAL2018
20181215CLEDEN,DEN2018,12/15/18,8:20,DEN,-1.5,CLE,33,U,47,2018,Week 15,76596,DEN,-1.5,1.5,CLE,16,17,N,76125,0,17,20181215CLEDEN,68,0,Week 15DEN2018
20181014PITCIN,CIN2018,10/14/18,1:00,CIN,-1.5,PIT,49,U,50,2018,Week 6,60594,CIN,-1.5,1.5,PIT,21,28,Y,65515,0,18,20181014PITCIN,31,0,Week 6CIN2018
2019121NYJCIN,CIN2019,12/1/19,,CIN,-1.5,NYJ,28,O,,2019,Week 13,39804,CIN,-1.5,1.5,NYJ,22,6,Y,65515,0,19,2019121NYJCIN,60,0,Week 13CIN2019
20191215ATLSF,SFN2019,12/15/19,,SF,-1.5,ATL,51,O,,2019,Week 15,70910,SF,-1.5,1.5,ATL,22,29,Y,75000,0,5,20191215ATLSF,24,0,Week 15SF2019
20171119LARMIN,MIN2017,11/19/17,1:00,MIN,-1.5,LAR,31,U,46.5,2017,Week 11,66809,MIN,-1.5,1.5,LAR,24,7,Y,66655,0,1,20171119LARMIN,37,0,Week 11MIN2017
20180923DALSEA,SEA2018,9/23/18,4:25,SEA,-1.5,DAL,37,U,40,2018,Week 3,69047,SEA,-1.5,1.5,DAL,24,13,Y,68740,0,16,20180923DALSEA,56,0,Week 3SEA2018
20191215SEACAR,CAR2019,12/15/19,,CAR,-1.5,SEA,54,O,,2019,Week 15,72544,CAR,-1.5,1.5,SEA,24,30,Y,75523,0,23,20191215SEACAR,66,0,Week 15CAR2019
20191111SEASF,SFN2019,11/11/19,,SF,-1.5,SEA,51,O,49,2019,Week 10,71404,SF,-1.5,1.5,SEA,24,27,Y,75000,0,5,20191111SEASF,88,0,Week 10SF2019
20171008SFIND,IND2017,10/8/17,1:00,IND,-1.5,SF,49,O,44,2017,Week 5,65612,IND,-1.5,1.5,SF,26,23,Y,67000,0,9,20171008SFIND,65,0,Week 5IND2017
20181125SFTB,TBB2018,11/25/18,1:00,TB,-1.5,SF,36,U,54.5,2018,Week 12,50436,TB,-1.5,1.5,SF,27,9,Y,65618,0,20,20181125SFTB,63,0,Week 12TB2018
20190922ATLIND,IND2019,9/22/19,1:00,IND,-1.5,ATL,51,O,48,2019,Week 3,60295,IND,-1.5,1.5,ATL,27,24,Y,67000,0,11,20190922ATLIND,60,0,Week 3IND2019
20190915NOLAR,LAR2019,9/15/19,4:25,LAR,-1.5,NO,36,U,52.5,2019,Week 2,71460,LAR,-1.5,1.5,NO,27,9,Y,77500,0,3,20190915NOLAR,52,0,Week 2LAR2019
20180923NOATL,ATL2018,9/23/18,1:00,ATL,-1.5,NO,80,O,54,2018,Week 3,74457,ATL,-1.5,1.5,NO,37,43,Y,71000,0,1,20180923NOATL,34,0,Week 3ATL2018
20181118TENIND,IND2018,11/18/18,1:00,IND,-1.5,TEN,48,U,50,2018,Week 11,57401,IND,-1.5,1.5,TEN,38,10,Y,67000,0,10,20181118TENIND,89,0,Week 11IND2018
20191222CINMIA,MIA2019,12/22/19,,MIA,-1.5,CIN,73,O,,2019,Week 16,60968,MIA,-1.5,1.5,CIN,38,35,Y,64767,0,32,20191222CINMIA,54,0,Week 16MIA2019
20060910CINKC,KCC2006,9/10/06,1:00,KC,-1,CIN,33,U,48.5,2006,Week 1,77956,KC,-1,1,CIN,10,23,Y,79451,0,34,20060910CINKC,69,0,
20121028OAKKC,KCC2012,10/28/12,4:05,KC,-1,OAK,42,O,41.5,2012,Week 8,74730,KC,-1,1,OAK,16,26,Y,76416,0,40,20121028OAKKC,51,0,
20161211LACCAR,CAR2016,12/11/16,1:00,CAR,-1,LAC,44,U,48.5,2016,Week 14,73856,CAR,-1,1,LAC,28,16,Y,75419,0,20,20161211LACCAR,42,0,
20091011ATLSF,SFN2009,10/11/09,4:05,SF,-1,ATL,55,O,39.5,2009,Week 5,69732,SF,-1,1,ATL,10,45,Y,69732,0,38,20091011ATLSF,58,0,
20090920SEASF,SFN2009,9/20/09,4:05,SF,-1,SEA,33,U,39.5,2009,Week 2,69732,SF,-1,1,SEA,23,10,Y,69732,0,38,20090920SEASF,68,0,
20081012GBSEA,SEA2008,10/12/08,4:15,SEA,-1,GB,44,U,44.5,2008,Week 6,68302,SEA,-1,1,GB,17,27,Y,68740,0,6,20081012GBSEA,50,0,
20150927PITLAR,LAR2015,9/27/15,1:00,LAR,-1,PIT,18,U,48.5,2015,Week 3,52433,LAR,-1,1,PIT,6,12,Y,67277,0,20,20150927PITLAR,72,DOME,
20151217TBLAR,LAR2015,12/17/15,8:25,LAR,-1,TB,54,O,41,2015,Week 15,51295,LAR,-1,1,TB,31,23,Y,67277,0,20,20151217TBLAR,72,DOME,
20101114HOUJAX,JAC2010,11/14/10,1:00,JAX,-1,HOU,55,O,48.5,2010,Week 10,62340,JAX,-1,1,HOU,31,24,Y,67246,0,15,20101114HOUJAX,70,0,
20151213INDJAX,JAC2015,12/13/15,1:00,JAX,-1,IND,67,O,46,2015,Week 14,62372,JAX,-1,1,IND,51,16,Y,66851,0,20,20151213INDJAX,77,0,
20131201NYGWAS,WAS2013,12/1/13,8:30,WAS,-1,NYG,41,U,45,2013,Week 13,75220,WAS,-1,1,NYG,17,24,Y,79000,0,16,20131201NYGWAS,43,0,
20080914NOWAS,WAS2008,9/14/08,1:00,WAS,-1,NO,53,O,43,2008,Week 2,88246,WAS,-1,1,NO,29,24,Y,91665,0,11,20080914NOWAS,82,0,
20071104SEACLE,CLE2007,11/4/07,4:05,CLE,-1,SEA,63,O,47,2007,Week 9,72927,CLE,-1,1,SEA,33,30,Y,73200,0,8,20071104SEACLE,41,0,
20151025MINDET,DET2015,10/25/15,1:00,DET,-1,MIN,47,O,45,2015,Week 7,60231,DET,-1,1,MIN,19,28,Y,65000,0,13,20151025MINDET,72,DOME,
20111113NOATL,ATL2011,11/13/11,1:00,ATL,-1,NO,49,U,50,2011,Week 10,70359,ATL,-1,1,NO,23,26,Y,71228,0,19,20111113NOATL,72,DOME,
20101111BALATL,ATL2010,11/11/10,8:20,ATL,-1,BAL,47,O,44,2010,Week 10,68474,ATL,-1,1,BAL,26,21,Y,71228,0,18,20101111BALATL,72,DOME,
20121216NYGATL,ATL2012,12/16/12,1:00,ATL,-1,NYG,34,U,50,2012,Week 15,70741,ATL,-1,1,NYG,34,0,Y,71228,0,20,20121216NYGATL,72,DOME,
20061112CHINYG,NYG2006,11/12/06,8:15,NYG,-1,CHI,58,O,37,2006,Week 10,78641,NYG,-1,1,CHI,20,38,Y,80242,0,30,20061112CHINYG,60,0,
20090927TENNYJ,NYJ2009,9/27/09,1:00,NYJ,-1,TEN,41,O,36,2009,Week 3,75863,NYJ,-1,1,TEN,24,17,Y,80242,0,25,20090927TENNYJ,66,Rain | Fog,
20080928ARINYJ,NYJ2008,9/28/08,1:00,NYJ,-1,ARI,91,O,43.5,2008,Week 4,78222,NYJ,-1,1,ARI,56,35,Y,80242,0,24,20080928ARINYJ,69,0,
20160922HOUNE,NEP2016,9/22/16,8:25,NE,-1,HOU,27,U,38.5,2016,Week 3,66829,NE,-1,1,HOU,27,0,Y,65878,0,14,20160922HOUNE,68,0,
20161023TBSF,SFN2016,10/23/16,4:05,SF,-1,TB,51,O,45.5,2016,Week 7,70178,SF,-1,1,TB,17,34,Y,75000,0,2,20161023TBSF,69,0,
