FullDate,Month,Day,Year,Season,Start (ET),Visitor/Neutral,Visitor Pts,Home/Neutral,Home Pts,OTGames,Attendance,Notes,Season,Month,Covered Line,Away ATS,Home ATS,CoveredO/U,O/U,Date,Key,Capacity,New Stadium Season,Years in Stadium
2/12/2014,2,12,2014,2014,10:30p,POR,117,LAC,122,,"19,175",,2014,February,N,9,-9,O,217.5,Wed,LAC2014,19060,0,14
2/11/2014,2,11,2014,2014,8:00p,ATL,85,CHI,100,,"21,325",,2014,February,Y,1.5,-1.5,U,187.5,Tue,CHI2014,20917,0,19
2/11/2014,2,11,2014,2014,7:00p,DAL,89,CHA,114,,"11,467",,2014,February,Y,-4,4,O,201,Tue,CHA2014,19077,0,8
2/11/2014,2,11,2014,2014,7:00p,SAC,99,CLE,109,,"14,245",,2014,February,Y,-1.5,1.5,O,204.5,Tue,CLE2014,19432,0,19
2/11/2014,2,11,2014,2014,10:00p,OKC,98,POR,95,,"20,018",,2014,February,N,-1,1,U,211,Tue,POR2014,19980,0,18
2/10/2014,2,10,2014,2014,8:00p,BOS,102,MIL,86,,"11,016",,2014,February,N,1,-1,U,188.5,Mon,MIL2014,18717,0,25
2/10/2014,2,10,2014,2014,7:00p,NOP,101,TOR,108,,"17,596",,2014,February,P,7,-7,O,194,Mon,TOR2014,19800,0,18
2/10/2014,2,10,2014,2014,7:00p,DEN,80,IND,119,,"16,124",,2014,February,Y,10.5,-10.5,O,197,Mon,IND2014,18165,0,14
2/10/2014,2,10,2014,2014,7:30p,SAS,100,DET,109,,"13,628",,2014,February,Y,-3,3,O,206.5,Mon,DET2014,22076,0,25
2/10/2014,2,10,2014,2014,10:30p,PHI,80,GSW,123,,"19,596",,2014,February,Y,15,-15,U,213.5,Mon,GSW2014,19596,0,16
2/9/2014,2,9,2014,2014,6:00p,MEM,83,CLE,91,OT,"16,484",,2014,February,Y,-3,3,U,183.5,Sun,CLE2014,19432,0,19
2/9/2014,2,9,2014,2014,6:00p,NOP,81,BKN,93,,"17,732",,2014,February,Y,1,-1,O,187,Sun,BKN2014,17732,0,1
2/9/2014,2,9,2014,2014,6:00p,IND,92,ORL,93,,"16,366",,2014,February,Y,-8,8,U,190.5,Sun,ORL2014,18846,0,3
2/9/2014,2,9,2014,2014,1:00p,NYK,100,OKC,112,,"18,203",,2014,February,Y,9,-9,O,198.5,Sun,OKC2014,18203,0,5
2/9/2014,2,9,2014,2014,6:00p,DAL,102,BOS,91,,"17,650",,2014,February,N,-4,4,U,200,Sun,BOS2014,18624,0,18
2/9/2014,2,9,2014,2014,6:00p,SAC,84,WAS,93,,"18,173",,2014,February,Y,5,-5,U,205,Sun,WAS2014,20356,0,16
2/9/2014,2,9,2014,2014,9:30p,PHI,78,LAC,123,,"19,157",,2014,February,Y,15.5,-15.5,U,219.5,Sun,LAC2014,19060,0,14
2/8/2014,2,8,2014,2014,7:30p,MEM,79,ATL,76,,"15,190",,2014,February,N,1.5,-1.5,U,191,Sat,ATL2014,18118,0,14
2/8/2014,2,8,2014,2014,7:00p,SAS,104,CHA,100,,"19,084",,2014,February,Y,-5,5,O,192,Sat,CHA2014,19077,0,8
2/8/2014,2,8,2014,2014,8:30p,HOU,101,MIL,95,,"15,923",,2014,February,Y,-11,11,U,205,Sat,MIL2014,18717,0,25
2/8/2014,2,8,2014,2014,7:30p,DEN,109,DET,126,,"15,870",,2014,February,Y,2,-2,O,216,Sat,DET2014,22076,0,25
2/7/2014,2,7,2014,2014,7:00p,POR,113,IND,118,OT,"18,165",,2014,February,N,6,-6,O,197,Fri,IND2014,18165,0,14
2/7/2014,2,7,2014,2014,7:00p,CLE,115,WAS,113,,"16,294",,2014,February,N,9.5,-9.5,O,198,Fri,WAS2014,20356,0,16
2/7/2014,2,7,2014,2014,7:30p,SAC,89,BOS,99,,"18,624",,2014,February,Y,-1.5,1.5,U,198,Fri,BOS2014,18624,0,18
2/7/2014,2,7,2014,2014,7:00p,OKC,102,ORL,103,,"15,595",,2014,February,Y,-9.5,9.5,O,198,Fri,ORL2014,18846,0,3
2/7/2014,2,7,2014,2014,10:30p,TOR,105,LAC,118,,"19,060",,2014,February,Y,5.5,-5.5,O,205.5,Fri,LAC2014,19060,0,14
2/7/2014,2,7,2014,2014,7:30p,BKN,95,DET,111,,"13,727",,2014,February,Y,1.5,-1.5,O,205.5,Fri,DET2014,22076,0,25
2/7/2014,2,7,2014,2014,7:30p,DEN,90,NYK,117,,"19,812",,2014,February,Y,2,-2,U,210,Fri,NYK2014,19812,0,45
2/7/2014,2,7,2014,2014,7:00p,LAL,112,PHI,98,,"15,211",,2014,February,N,4,-4,U,220,Fri,PHI2014,20478,0,17
2/6/2014,2,6,2014,2014,10:30p,CHI,87,GSW,102,,"19,596",,2014,February,Y,6,-6,O,185.5,Thu,GSW2014,19596,0,16
2/6/2014,2,6,2014,2014,8:00p,SAS,89,BKN,103,,"17,732",,2014,February,N,-2,2,O,187,Thu,BKN2014,17732,0,1
2/5/2014,2,5,2014,2014,7:00p,SAS,125,WAS,118,2OT,"15,791",,2014,February,N,-2,2,O,193.5,Wed,WAS2014,20356,0,16
2/5/2014,2,5,2014,2014,8:00p,MIN,97,OKC,106,,"18,203",,2014,February,N,12.5,-12.5,O,199,Wed,OKC2014,18203,0,5
2/5/2014,2,5,2014,2014,7:00p,DET,98,ORL,112,,"15,166",,2014,February,Y,-2.5,2.5,O,203,Wed,ORL2014,18846,0,3
2/5/2014,2,5,2014,2014,7:00p,BOS,114,PHI,108,,"10,267",,2014,February,N,-3.5,3.5,O,205.5,Wed,PHI2014,20478,0,17
2/5/2014,2,5,2014,2014,8:00p,POR,94,NYK,90,,"19,812",,2014,February,N,-2.5,2.5,U,206.5,Wed,NYK2014,19812,0,45
2/5/2014,2,5,2014,2014,10:30p,MIA,116,LAC,112,,"19,672",,2014,February,N,1.5,-1.5,O,207,Wed,LAC2014,19060,0,14
2/5/2014,2,5,2014,2014,7:00p,LAL,119,CLE,108,,"15,205",,2014,February,N,7,-7,O,207.5,Wed,CLE2014,19432,0,19
2/4/2014,2,4,2014,2014,10:30p,CHA,91,GSW,75,,"19,596",,2014,February,N,10.5,-10.5,U,200,Tue,GSW2014,19596,0,16
2/4/2014,2,4,2014,2014,7:30p,IND,89,ATL,85,,"15,374",,2014,February,N,-3,3,U,200,Tue,ATL2014,18118,0,14
2/3/2014,2,3,2014,2014,8:00p,MEM,77,OKC,86,,"18,203",,2014,February,Y,8,-8,U,186,Mon,OKC2014,18203,0,5
2/3/2014,2,3,2014,2014,7:30p,PHI,102,BKN,108,,"16,727",,2014,February,Y,-1,1,O,188,Mon,BKN2014,17732,0,1
2/3/2014,2,3,2014,2014,7:00p,ORL,79,IND,98,,"16,266",,2014,February,Y,15,-15,U,189,Mon,IND2014,18165,0,14
2/3/2014,2,3,2014,2014,8:00p,NYK,98,MIL,101,,"11,147",,2014,February,Y,-8.5,8.5,O,195,Mon,MIL2014,18717,0,25
2/3/2014,2,3,2014,2014,7:30p,DET,96,MIA,102,,"19,802",,2014,February,N,9.5,-9.5,U,206,Mon,MIA2014,19600,0,14
2/3/2014,2,3,2014,2014,7:00p,POR,90,WAS,100,,"13,259",,2014,February,Y,-1,1,U,208,Mon,WAS2014,20356,0,16
2/2/2014,2,2,2014,2014,1:00p,ORL,89,BOS,96,,"18,624",,2014,February,Y,6,-6,U,191,Sun,BOS2014,18624,0,18
2/1/2014,2,1,2014,2014,7:00p,BKN,96,IND,97,,"18,165",,2014,February,N,11.5,-11.5,O,190.5,Sat,IND2014,18165,0,14
2/1/2014,2,1,2014,2014,8:30p,MIA,106,NYK,91,,"19,812",,2014,February,N,-4.5,4.5,U,201,Sat,NYK2014,19812,0,45
2/1/2014,2,1,2014,2014,7:00p,OKC,81,WAS,96,,"20,356",,2014,February,Y,-5,5,U,201,Sat,WAS2014,20356,0,16
2/1/2014,2,1,2014,2014,10:00p,TOR,103,POR,106,,"19,996",,2014,February,N,7.5,-7.5,O,205.5,Sat,POR2014,19980,0,18
2/1/2014,2,1,2014,2014,10:30p,UTA,87,LAC,102,,"19,060",,2014,February,Y,13.5,-13.5,U,207,Sat,LAC2014,19060,0,14
2/1/2014,2,1,2014,2014,7:30p,MIN,113,ATL,120,,"13,018",,2014,February,Y,3,-3,O,209,Sat,ATL2014,18118,0,14
2/1/2014,2,1,2014,2014,7:30p,PHI,96,DET,113,,"16,649",,2014,February,Y,10,-10,U,215,Sat,DET2014,22076,0,25
1/31/2014,1,31,2014,2014,8:00p,OKC,120,BKN,95,,"17,732",,2014,January,Y,-5,5,O,194.5,Fri,BKN2014,17732,0,1
1/31/2014,1,31,2014,2014,7:00p,MIL,102,ORL,113,,"17,292",,2014,January,Y,6,-6,O,195,Fri,ORL2014,18846,0,3
1/31/2014,1,31,2014,2014,7:30p,ATL,125,PHI,99,,"14,702",,2014,January,N,-5,5,O,213,Fri,PHI2014,20478,0,17
1/30/2014,1,30,2014,2014,8:00p,CLE,86,NYK,117,,"19,812",,2014,January,Y,6.5,-6.5,O,198,Thu,NYK2014,19812,0,45
1/30/2014,1,30,2014,2014,7:00p,PHX,102,IND,94,,"16,541",,2014,January,N,11.5,-11.5,U,201,Thu,IND2014,18165,0,14
1/30/2014,1,30,2014,2014,10:30p,LAC,92,GSW,111,,"19,596",,2014,January,Y,6.5,-6.5,U,213,Thu,GSW2014,19596,0,16
1/29/2014,1,29,2014,2014,7:00p,ORL,83,TOR,98,,"17,694",,2014,January,Y,9.5,-9.5,U,194.5,Wed,TOR2014,19800,0,18
1/29/2014,1,29,2014,2014,8:00p,PHX,126,MIL,117,,"11,175",,2014,January,N,-8.5,8.5,O,201.5,Wed,MIL2014,18717,0,25
1/29/2014,1,29,2014,2014,7:00p,OKC,112,MIA,95,,"19,673",,2014,January,N,4,-4,O,202.5,Wed,MIA2014,19600,0,14
1/29/2014,1,29,2014,2014,7:30p,PHI,95,BOS,94,,"18,624",,2014,January,N,4,-4,U,203.5,Wed,BOS2014,18624,0,18
1/29/2014,1,29,2014,2014,10:30p,WAS,103,LAC,110,,"19,060",,2014,January,N,8,-8,O,206,Wed,LAC2014,19060,0,14
1/28/2014,1,28,2014,2014,7:30p,BOS,88,NYK,114,,"19,812",,2014,January,Y,6,-6,O,191.5,Tue,NYK2014,19812,0,45
1/28/2014,1,28,2014,2014,7:00p,NOP,100,CLE,89,,"13,985",,2014,January,N,2.5,-2.5,U,194,Tue,CLE2014,19432,0,19
1/28/2014,1,28,2014,2014,10:00p,MEM,98,POR,81,,"19,385",,2014,January,N,5,-5,U,198,Tue,POR2014,19980,0,18
1/28/2014,1,28,2014,2014,7:30p,ORL,87,DET,103,,"11,534",,2014,January,Y,6.5,-6.5,U,205,Tue,DET2014,22076,0,25
1/28/2014,1,28,2014,2014,10:30p,WAS,88,GSW,85,,"19,596",,2014,January,N,8,-8,U,206,Tue,GSW2014,19596,0,16
1/27/2014,1,27,2014,2014,7:30p,TOR,104,BKN,103,,"15,790",,2014,January,Y,-4,4,O,195,Mon,BKN2014,17732,0,1
1/27/2014,1,27,2014,2014,8:00p,MIN,95,CHI,86,,"21,637",,2014,January,N,-4.5,4.5,U,197,Mon,CHI2014,20917,0,19
1/27/2014,1,27,2014,2014,8:00p,LAC,114,MIL,86,,"11,126",,2014,January,N,-10,10,U,203.5,Mon,MIL2014,18717,0,25
1/27/2014,1,27,2014,2014,8:00p,ATL,109,OKC,111,,"18,203",,2014,January,N,10,-10,O,204,Mon,OKC2014,18203,0,5
1/27/2014,1,27,2014,2014,7:00p,PHX,124,PHI,113,,"10,793",,2014,January,N,-5,5,O,213.5,Mon,PHI2014,20478,0,17
1/26/2014,1,26,2014,2014,6:30p,BKN,85,BOS,79,,"18,624",,2014,January,N,-4.5,4.5,U,191,Sun,BOS2014,18624,0,18
1/26/2014,1,26,2014,2014,6:00p,PHX,99,CLE,90,,"15,872",,2014,January,N,2,-2,U,203.5,Sun,CLE2014,19432,0,19
1/26/2014,1,26,2014,2014,1:00p,SAS,101,MIA,113,,"19,683",,2014,January,Y,3.5,-3.5,O,205,Sun,MIA2014,19600,0,14
1/26/2014,1,26,2014,2014,3:30p,LAL,103,NYK,110,,"19,812",,2014,January,Y,5.5,-5.5,O,209.5,Sun,NYK2014,19812,0,45
1/26/2014,1,26,2014,2014,9:00p,POR,88,GSW,103,,"19,596",,2014,January,Y,5.5,-5.5,U,215.5,Sun,GSW2014,19596,0,16
1/25/2014,1,25,2014,2014,7:00p,CHI,89,CHA,87,,"18,252",,2014,January,N,-1.5,1.5,U,182,Sat,CHA2014,19077,0,8
1/25/2014,1,25,2014,2014,8:30p,ATL,112,MIL,87,,"15,879",,2014,January,N,-2.5,2.5,O,196,Sat,MIL2014,18717,0,25
1/25/2014,1,25,2014,2014,7:00p,LAC,126,TOR,118,,"19,800",,2014,January,N,1,-1,O,198.5,Sat,TOR2014,19800,0,18
1/25/2014,1,25,2014,2014,7:30p,OKC,103,PHI,91,,"19,217",,2014,January,N,-9,9,U,208,Sat,PHI2014,20478,0,17
1/25/2014,1,25,2014,2014,10:00p,MIN,104,POR,115,,"20,006",,2014,January,Y,7,-7,P,219,Sat,POR2014,19980,0,18
1/24/2014,1,24,2014,2014,8:00p,LAC,112,CHI,95,,"21,755",,2014,January,N,-2,2,O,189.5,Fri,CHI2014,20917,0,19
1/24/2014,1,24,2014,2014,7:30p,CHA,96,NYK,125,,"19,812",,2014,January,Y,4.5,-4.5,O,190,Fri,NYK2014,19812,0,45
1/24/2014,1,24,2014,2014,7:30p,OKC,101,BOS,83,,"18,624",,2014,January,N,-2.5,2.5,U,192,Fri,BOS2014,18624,0,18
1/24/2014,1,24,2014,2014,7:30p,MIL,78,CLE,93,,"17,147",,2014,January,Y,8,-8,U,194.5,Fri,CLE2014,19432,0,19
1/24/2014,1,24,2014,2014,7:30p,DAL,106,BKN,107,,"16,110",,2014,January,Y,4.5,-4.5,O,195.5,Fri,BKN2014,17732,0,1
1/24/2014,1,24,2014,2014,7:30p,NOP,103,DET,101,,"14,107",,2014,January,N,3.5,-3.5,O,203,Fri,DET2014,22076,0,25
1/24/2014,1,24,2014,2014,7:00p,TOR,104,PHI,95,,"11,489",,2014,January,N,-6.5,6.5,U,204,Fri,PHI2014,20478,0,17
1/24/2014,1,24,2014,2014,7:00p,LAL,105,ORL,114,,"16,101",,2014,January,Y,2.5,-2.5,O,210.5,Fri,ORL2014,18846,0,3
1/24/2014,1,24,2014,2014,10:30p,MIN,121,GSW,120,,"19,596",,2014,January,N,3.5,-3.5,O,211,Fri,GSW2014,19596,0,16
1/24/2014,1,24,2014,2014,7:30p,SAS,105,ATL,79,,"17,601",,2014,January,N,-5,5,U,211,Fri,ATL2014,18118,0,14
1/23/2014,1,23,2014,2014,8:00p,LAL,102,MIA,109,,"19,608",,2014,January,N,11.5,-11.5,O,209,Thu,MIA2014,19600,0,14
1/23/2014,1,23,2014,2014,10:30p,DEN,105,POR,110,,"20,066",,2014,January,N,6.5,-6.5,U,221,Thu,POR2014,19980,0,18
1/22/2014,1,22,2014,2014,7:00p,CHI,98,CLE,87,,"16,890",,2014,January,N,4.5,-4.5,U,186,Wed,CLE2014,19432,0,19
1/22/2014,1,22,2014,2014,7:00p,BOS,113,WAS,111,OT,"14,492",,2014,January,N,9.5,-9.5,O,191.5,Wed,WAS2014,20356,0,16
1/22/2014,1,22,2014,2014,8:00p,DET,101,MIL,104,,"11,266",,2014,January,Y,-4.5,4.5,O,196,Wed,MIL2014,18717,0,25
1/22/2014,1,22,2014,2014,7:00p,LAC,91,CHA,95,,"14,760",,2014,January,Y,-6,6,U,198,Wed,CHA2014,19077,0,8
1/22/2014,1,22,2014,2014,7:00p,DAL,85,TOR,93,,"18,179",,2014,January,Y,3,-3,U,200,Wed,TOR2014,19800,0,18
1/22/2014,1,22,2014,2014,7:00p,ATL,112,ORL,109,,"16,713",,2014,January,Y,-5.5,5.5,O,202,Wed,ORL2014,18846,0,3
1/22/2014,1,22,2014,2014,7:30p,PHI,110,NYK,106,,"19,812",,2014,January,N,8.5,-8.5,O,205.5,Wed,NYK2014,19812,0,45
1/21/2014,1,21,2014,2014,7:30p,BOS,86,MIA,93,,"19,619",,2014,January,N,9,-9,U,196.5,Tue,MIA2014,19600,0,14
1/21/2014,1,21,2014,2014,7:30p,ORL,90,BKN,101,,"15,482",,2014,January,Y,4,-4,O,211,Tue,BKN2014,17732,0,1
1/21/2014,1,21,2014,2014,8:00p,POR,97,OKC,105,,"18,203",,2014,January,Y,6.5,-6.5,U,215,Tue,OKC2014,18203,0,5
1/20/2014,1,20,2014,2014,2:00p,TOR,95,CHA,100,,"14,929",,2014,January,Y,-4,4,O,185,Mon,CHA2014,19077,0,8
1/20/2014,1,20,2014,2014,2:30p,BKN,103,NYK,80,,"19,812",,2014,January,N,-1.5,1.5,U,193,Mon,NYK2014,19812,0,45
1/20/2014,1,20,2014,2014,10:30p,IND,102,GSW,94,,"19,596",,2014,January,N,1.5,-1.5,P,196,Mon,GSW2014,19596,0,16
1/20/2014,1,20,2014,2014,8:00p,LAL,100,CHI,102,OT,"21,626",,2014,January,N,8.5,-8.5,O,198,Mon,CHI2014,20917,0,19
1/20/2014,1,20,2014,2014,5:30p,MIA,114,ATL,121,,"19,262",,2014,January,Y,-4.5,4.5,O,201,Mon,ATL2014,18118,0,14
1/20/2014,1,20,2014,2014,1:00p,DAL,102,CLE,97,,"18,762",,2014,January,N,-1,1,U,206.5,Mon,CLE2014,19432,0,19
1/20/2014,1,20,2014,2014,2:00p,PHI,99,WAS,107,,"18,650",,2014,January,N,10,-10,U,208.5,Mon,WAS2014,20356,0,16
1/20/2014,1,20,2014,2014,1:00p,LAC,112,DET,103,,"17,417",,2014,January,N,-3.5,3.5,O,208.5,Mon,DET2014,22076,0,25
1/19/2014,1,19,2014,2014,6:00p,BOS,91,ORL,93,,"17,548",,2014,January,Y,-3,3,U,195.5,Sun,ORL2014,18846,0,3
1/19/2014,1,19,2014,2014,1:00p,LAL,112,TOR,106,,"17,706",,2014,January,N,9,-9,O,204,Sun,TOR2014,19800,0,18
1/19/2014,1,19,2014,2014,7:00p,SAC,93,OKC,108,,"18,203",,2014,January,Y,8.5,-8.5,U,213.5,Sun,OKC2014,18203,0,5
1/18/2014,1,18,2014,2014,7:30p,MIA,104,CHA,96,OT,"19,631",,2014,January,N,-6.5,6.5,O,192.5,Sat,CHA2014,19077,0,8
1/18/2014,1,18,2014,2014,7:00p,LAC,92,IND,106,,"18,165",,2014,January,Y,9,-9,O,196,Sat,IND2014,18165,0,14
1/18/2014,1,18,2014,2014,8:00p,PHI,78,CHI,103,,"21,710",,2014,January,Y,8.5,-8.5,U,197,Sat,CHI2014,20917,0,19
1/18/2014,1,18,2014,2014,7:00p,DET,104,WAS,98,,"17,039",,2014,January,N,6,-6,U,203,Sat,WAS2014,20356,0,16
1/17/2014,1,17,2014,2014,7:00p,CHI,93,WAS,96,,"17,005",,2014,January,N,5,-5,O,186.5,Fri,WAS2014,20356,0,16
1/17/2014,1,17,2014,2014,7:00p,CHA,111,ORL,101,,"16,164",,2014,January,N,-1.5,1.5,O,188.5,Fri,ORL2014,18846,0,3
1/17/2014,1,17,2014,2014,7:00p,LAC,109,NYK,95,,"19,812",,2014,January,N,-4,4,O,202,Fri,NYK2014,19812,0,45
1/17/2014,1,17,2014,2014,7:30p,UTA,110,DET,89,,"18,528",,2014,January,N,7,-7,U,203.5,Fri,DET2014,22076,0,25
1/17/2014,1,17,2014,2014,7:30p,LAL,107,BOS,104,,"18,624",,2014,January,N,7,-7,O,205,Fri,BOS2014,18624,0,18
1/17/2014,1,17,2014,2014,7:00p,MIN,89,TOR,94,,"19,800",,2014,January,Y,1,-1,U,205,Fri,TOR2014,19800,0,18
1/17/2014,1,17,2014,2014,9:30p,GSW,121,OKC,127,,"18,203",,2014,January,Y,-1,1,O,206,Fri,OKC2014,18203,0,5
1/17/2014,1,17,2014,2014,7:00p,MIA,101,PHI,86,,"19,286",,2014,January,N,-10.5,10.5,U,212.5,Fri,PHI2014,20478,0,17
1/16/2014,1,16,2014,2014,7:00p,NYK,89,IND,117,,"18,165",,2014,January,Y,9.5,-9.5,O,184,Thu,IND2014,18165,0,14
1/16/2014,1,16,2014,2014,3:00p,BKN,127,ATL,110,,"18,689","at London, England",2014,January,N,1,-1,O,194.5,Thu,ATL2014,18118,0,14
1/15/2014,1,15,2014,2014,7:00p,CHI,128,ORL,125,3OT,"16,489",,2014,January,Y,-6,6,O,181.5,Wed,ORL2014,18846,0,3
1/15/2014,1,15,2014,2014,8:00p,MEM,82,MIL,77,,"11,379",,2014,January,Y,-6,6,U,185.5,Wed,MIL2014,18717,0,25
1/15/2014,1,15,2014,2014,7:30p,TOR,83,BOS,88,,"17,569",,2014,January,Y,-4,4,U,193,Wed,BOS2014,18624,0,18
1/15/2014,1,15,2014,2014,7:00p,MIA,97,WAS,114,,"20,356",,2014,January,Y,-5.5,5.5,O,196,Wed,WAS2014,20356,0,16
1/15/2014,1,15,2014,2014,7:00p,CHA,92,PHI,95,,"10,106",,2014,January,Y,2,-2,U,207.5,Wed,PHI2014,20478,0,17
1/15/2014,1,15,2014,2014,10:30p,DAL,127,LAC,129,,"19,208",,2014,January,N,4.5,-4.5,O,209,Wed,LAC2014,19060,0,14
1/15/2014,1,15,2014,2014,10:00p,CLE,96,POR,108,,"19,998",,2014,January,Y,10.5,-10.5,U,211.5,Wed,POR2014,19980,0,18
1/15/2014,1,15,2014,2014,10:30p,DEN,123,GSW,116,,"19,596",,2014,January,N,8,-8,O,213,Wed,GSW2014,19596,0,16
1/14/2014,1,14,2014,2014,7:00p,NYK,98,CHA,108,,"15,156",,2014,January,Y,1,-1,O,187.5,Tue,CHA2014,19077,0,8
1/14/2014,1,14,2014,2014,7:00p,SAC,92,IND,116,,"17,530",,2014,January,Y,10.5,-10.5,O,195.5,Tue,IND2014,18165,0,14
1/13/2014,1,13,2014,2014,8:00p,WAS,102,CHI,88,,"21,287",,2014,January,N,2.5,-2.5,O,180.5,Mon,CHI2014,20917,0,19
1/13/2014,1,13,2014,2014,7:00p,MIL,94,TOR,116,,"15,819",,2014,January,Y,10.5,-10.5,O,187.5,Mon,TOR2014,19800,0,18
1/13/2014,1,13,2014,2014,7:30p,PHX,96,NYK,98,OT,"19,812",,2014,January,N,4,-4,U,198,Mon,NYK2014,19812,0,45
1/13/2014,1,13,2014,2014,7:30p,HOU,104,BOS,92,,"17,750",,2014,January,N,-6,6,U,208,Mon,BOS2014,18624,0,18
1/11/2014,1,11,2014,2014,8:00p,CHA,97,CHI,103,,"21,413",,2014,January,Y,4,-4,O,177,Sat,CHI2014,20917,0,19
1/11/2014,1,11,2014,2014,7:00p,BKN,80,TOR,96,,"19,800",,2014,January,Y,9,-9,U,188.5,Sat,TOR2014,19800,0,18
1/11/2014,1,11,2014,2014,8:00p,MIL,85,OKC,101,,"18,203",,2014,January,Y,15,-15,U,195.5,Sat,OKC2014,18203,0,5
1/11/2014,1,11,2014,2014,7:00p,HOU,114,WAS,107,,"17,454",,2014,January,N,-2,2,O,199.5,Sat,WAS2014,20356,0,16
1/11/2014,1,11,2014,2014,7:30p,PHX,108,DET,110,,"15,224",,2014,January,Y,1.5,-1.5,O,206,Sat,DET2014,22076,0,25
1/11/2014,1,11,2014,2014,7:30p,NYK,102,PHI,92,,"16,278",,2014,January,N,-5,5,U,206.5,Sat,PHI2014,20478,0,17
1/11/2014,1,11,2014,2014,10:00p,BOS,104,POR,112,,"20,011",,2014,January,N,12,-12,O,210,Sat,POR2014,19980,0,18
1/10/2014,1,10,2014,2014,8:30p,CHI,81,MIL,72,,"15,148",,2014,January,N,-4,4,U,177.5,Fri,MIL2014,18717,0,25
1/10/2014,1,10,2014,2014,7:00p,WAS,66,IND,93,,"18,165",,2014,January,Y,9,-9,U,185.5,Fri,IND2014,18165,0,14
1/10/2014,1,10,2014,2014,8:00p,MIA,95,BKN,104,2OT,"17,732",,2014,January,Y,4.5,-4.5,U,195.5,Fri,BKN2014,17732,0,1
1/10/2014,1,10,2014,2014,10:30p,BOS,97,GSW,99,,"19,596",,2014,January,N,11.5,-11.5,U,204.5,Fri,GSW2014,19596,0,16
1/10/2014,1,10,2014,2014,7:30p,HOU,80,ATL,83,,"13,115",,2014,January,Y,-2.5,2.5,U,207,Fri,ATL2014,18118,0,14
1/10/2014,1,10,2014,2014,10:30p,LAL,87,LAC,123,,"19,316",,2014,January,Y,10,-10,U,210.5,Fri,LAC2014,19060,0,14
1/10/2014,1,10,2014,2014,7:00p,DET,114,PHI,104,,"13,742",,2014,January,N,-2,2,O,216.5,Fri,PHI2014,20478,0,17
1/9/2014,1,9,2014,2014,8:00p,MIA,92,NYK,102,,"19,812",,2014,January,Y,-8,8,U,196.5,Thu,NYK2014,19812,0,45
1/8/2014,1,8,2014,2014,7:30p,IND,87,ATL,97,,"15,169",,2014,January,Y,-4,4,U,187.5,Wed,ATL2014,18118,0,14
1/8/2014,1,8,2014,2014,7:30p,GSW,98,BKN,102,,"17,732",,2014,January,N,7.5,-7.5,O,193.5,Wed,BKN2014,17732,0,1
1/8/2014,1,8,2014,2014,10:30p,BOS,105,LAC,111,,"19,214",,2014,January,N,10.5,-10.5,O,197.5,Wed,LAC2014,19060,0,14
1/8/2014,1,8,2014,2014,7:00p,DET,91,TOR,112,,"16,194",,2014,January,Y,6,-6,O,199,Wed,TOR2014,19800,0,18
1/8/2014,1,8,2014,2014,10:00p,ORL,94,POR,110,,"18,949",,2014,January,Y,12.5,-12.5,U,206.5,Wed,POR2014,19980,0,18
1/7/2014,1,7,2014,2014,7:00p,TOR,79,IND,86,,"16,147",,2014,January,N,9,-9,U,187,Tue,IND2014,18165,0,14
1/7/2014,1,7,2014,2014,8:00p,PHX,87,CHI,92,,"21,181",,2014,January,Y,-1.5,1.5,U,190,Tue,CHI2014,20917,0,19
1/7/2014,1,7,2014,2014,7:00p,WAS,97,CHA,83,,"12,079",,2014,January,N,-1.5,1.5,U,190.5,Tue,CHA2014,19077,0,8
1/7/2014,1,7,2014,2014,7:30p,DET,85,NYK,89,,"19,812",,2014,January,Y,3,-3,U,199,Tue,NYK2014,19812,0,45
1/7/2014,1,7,2014,2014,8:00p,GSW,101,MIL,80,,"11,739",,2014,January,N,-10,10,U,200.5,Tue,MIL2014,18717,0,25
1/7/2014,1,7,2014,2014,7:30p,NOP,88,MIA,107,,"20,097",,2014,January,Y,8.5,-8.5,U,204.5,Tue,MIA2014,19600,0,14
1/7/2014,1,7,2014,2014,7:00p,PHI,93,CLE,111,,"13,344",,2014,January,Y,5.5,-5.5,U,207.5,Tue,CLE2014,19432,0,19
1/6/2014,1,6,2014,2014,7:30p,ATL,86,BKN,91,,"15,326",,2014,January,N,-1.5,1.5,O,190,Mon,BKN2014,17732,0,1
1/6/2014,1,6,2014,2014,10:30p,ORL,81,LAC,101,,"19,060",,2014,January,Y,7.5,-7.5,U,197,Mon,LAC2014,19060,0,14
1/6/2014,1,6,2014,2014,7:00p,MIN,126,PHI,95,,"10,736",,2014,January,N,-7,7,P,221,Mon,PHI2014,20478,0,17
1/5/2014,1,5,2014,2014,6:00p,IND,82,CLE,78,,"17,502",,2014,January,Y,-9.5,9.5,U,181.5,Sun,CLE2014,19432,0,19
1/5/2014,1,5,2014,2014,7:00p,BOS,96,OKC,119,,"18,203",,2014,January,Y,9,-9,O,194,Sun,OKC2014,18203,0,5
1/5/2014,1,5,2014,2014,1:00p,MEM,112,DET,84,,"14,134",,2014,January,N,2.5,-2.5,O,194.5,Sun,DET2014,22076,0,25
1/5/2014,1,5,2014,2014,6:00p,GSW,112,WAS,96,,"17,390",,2014,January,N,-3,3,O,200,Sun,WAS2014,20356,0,16
