FullDate,Month,Day,Year,Season,Start (ET),Visitor/Neutral,Visitor Pts,Home/Neutral,Home Pts,OTGames,Attendance,Notes,Season,Month,Covered Line,Away ATS,Home ATS,CoveredO/U,O/U,Date,Key,Capacity,New Stadium Season,Years in Stadium
11/3/2016,11,3,2016,2017,8:00p,BOS,122,CLE,128,,"20,562",,2017,November,N,10.5,-10.5,O,207,Thu,CLE2017,19432,0,22
11/3/2016,11,3,2016,2017,8:00p,IND,107,MIL,125,,"11,374",,2017,November,Y,-3,3,O,211,Thu,MIL2017,18717,0,28
11/3/2016,11,3,2016,2017,10:30p,OKC,96,GSW,122,,"19,596",,2017,November,Y,12,-12,U,222.5,Thu,GSW2017,19596,0,19
11/2/2016,11,2,2016,2017,9:00p,DAL,81,UTA,97,,"19,318",,2017,November,Y,3.5,-3.5,U,186,Wed,UTA2017,19911,0,25
11/2/2016,11,2,2016,2017,7:00p,PHI,93,CHA,109,,"15,275",,2017,November,Y,13,-13,O,196.5,Wed,CHA2017,19077,0,11
11/2/2016,11,2,2016,2017,7:30p,DET,101,BKN,109,,"13,650",,2017,November,Y,-4,4,O,204,Wed,BKN2017,17732,0,4
11/2/2016,11,2,2016,2017,7:00p,TOR,113,WAS,103,,"19,581",,2017,November,N,-1,1,O,205,Wed,WAS2017,20356,0,19
11/2/2016,11,2,2016,2017,7:30p,LAL,123,ATL,116,,"13,800",,2017,November,N,11.5,-11.5,O,207.5,Wed,ATL2017,18047,0,17
11/2/2016,11,2,2016,2017,8:00p,CHI,100,BOS,107,,"18,624",,2017,November,Y,3,-3,U,207.5,Wed,BOS2017,18624,0,21
11/2/2016,11,2,2016,2017,10:30p,OKC,85,LAC,83,,"19,060",,2017,November,N,7.5,-7.5,U,208.5,Wed,LAC2017,19060,0,17
11/2/2016,11,2,2016,2017,7:30p,HOU,118,NYK,99,,"19,812",,2017,November,N,1,-1,U,218,Wed,NYK2017,19812,0,48
11/1/2016,11,1,2016,2017,7:00p,ORL,103,PHI,101,,"12,529",,2017,November,Y,-5,5,O,198.5,Tue,PHI2017,20478,0,20
11/1/2016,11,1,2016,2017,7:30p,SAC,96,MIA,108,OT,"19,612",,2017,November,Y,3.5,-3.5,O,199.5,Tue,MIA2017,19600,0,17
11/1/2016,11,1,2016,2017,7:30p,NYK,89,DET,102,,"13,087",,2017,November,Y,4,-4,U,202,Tue,DET2017,22076,0,28
11/1/2016,11,1,2016,2017,7:00p,LAL,108,IND,115,,"15,348",,2017,November,N,9,-9,O,214,Tue,IND2017,17923,0,17
11/1/2016,11,1,2016,2017,6:00p,HOU,120,CLE,128,,"20,562",,2017,November,N,9.5,-9.5,O,217,Tue,CLE2017,19432,0,22
11/1/2016,11,1,2016,2017,10:00p,GSW,127,POR,104,,"19,393",,2017,November,N,-5,5,O,225.5,Tue,POR2017,19393,0,21
10/31/2016,10,31,2016,2017,7:30p,SAC,95,ATL,106,,"12,501",,2017,October,Y,7,-7,U,203.5,Mon,ATL2017,18047,0,17
10/31/2016,10,31,2016,2017,10:30p,PHX,98,LAC,116,,"19,060",,2017,October,Y,12,-12,O,204.5,Mon,LAC2017,19060,0,17
10/31/2016,10,31,2016,2017,7:30p,DEN,102,TOR,105,,"19,800",,2017,October,N,6.5,-6.5,O,206.5,Mon,TOR2017,19800,0,21
10/31/2016,10,31,2016,2017,7:30p,CHI,118,BKN,88,,"15,842",,2017,October,N,-6.5,6.5,U,211,Mon,BKN2017,17732,0,4
10/30/2016,10,30,2016,2017,4:30p,UTA,75,LAC,88,,"19,060",,2017,October,Y,7.5,-7.5,U,189.5,Sun,LAC2017,19060,0,17
10/30/2016,10,30,2016,2017,6:00p,SAS,106,MIA,99,,"19,678",,2017,October,N,-6.5,6.5,O,193.5,Sun,MIA2017,19600,0,17
10/30/2016,10,30,2016,2017,6:00p,MIL,83,DET,98,,"15,161",,2017,October,Y,7.5,-7.5,U,197.5,Sun,DET2017,22076,0,28
10/30/2016,10,30,2016,2017,7:00p,LAL,96,OKC,113,,"18,203",,2017,October,Y,8.5,-8.5,U,216,Sun,OKC2017,18203,0,8
10/29/2016,10,29,2016,2017,7:30p,MEM,104,NYK,111,,"19,812",,2017,October,Y,3,-3,O,198.5,Sat,NYK2017,19812,0,48
10/29/2016,10,29,2016,2017,7:00p,BOS,104,CHA,98,,"18,708",,2017,October,N,-2.5,2.5,O,201.5,Sat,CHA2017,19077,0,11
10/29/2016,10,29,2016,2017,12:30p,ATL,104,PHI,72,,"16,312",,2017,October,N,-8,8,U,202,Sat,PHI2017,20478,0,20
10/29/2016,10,29,2016,2017,7:30p,ORL,99,CLE,105,,"20,562",,2017,October,N,11,-11,U,205,Sat,CLE2017,19432,0,22
10/29/2016,10,29,2016,2017,8:00p,BKN,108,MIL,110,,"12,570",,2017,October,N,8,-8,O,205,Sat,MIL2017,18717,0,28
10/29/2016,10,29,2016,2017,8:00p,IND,101,CHI,118,,"21,373",,2017,October,Y,3.5,-3.5,O,209.5,Sat,CHI2017,20917,0,22
10/28/2016,10,28,2016,2017,7:30p,ORL,82,DET,108,,"19,122",,2017,October,Y,4,-4,U,195,Fri,DET2017,22076,0,28
10/28/2016,10,28,2016,2017,8:00p,CHA,97,MIA,91,,"19,600",,2017,October,N,-1,1,U,197,Fri,MIA2017,19600,0,17
10/28/2016,10,28,2016,2017,9:00p,LAL,89,UTA,96,,"19,911",,2017,October,N,9.5,-9.5,U,200.5,Fri,UTA2017,19911,0,25
10/28/2016,10,28,2016,2017,7:00p,CLE,94,TOR,91,,"19,800",,2017,October,N,-2.5,2.5,U,206,Fri,TOR2017,19800,0,21
10/28/2016,10,28,2016,2017,8:00p,PHX,110,OKC,113,OT,"18,203",,2017,October,N,8,-8,O,209.5,Fri,OKC2017,18203,0,8
10/28/2016,10,28,2016,2017,7:30p,IND,94,BKN,103,,"17,732",,2017,October,Y,-6,6,U,219.5,Fri,BKN2017,17732,0,4
10/27/2016,10,27,2016,2017,7:30p,WAS,99,ATL,114,,"19,049",,2017,October,Y,4,-4,O,202.5,Thu,ATL2017,18047,0,17
10/27/2016,10,27,2016,2017,8:00p,BOS,99,CHI,105,,"21,501",,2017,October,Y,1,-1,U,209,Thu,CHI2017,20917,0,22
10/27/2016,10,27,2016,2017,10:30p,LAC,114,POR,106,,"19,500",,2017,October,N,-2.5,2.5,O,209.5,Thu,POR2017,19393,0,21
10/26/2016,10,26,2016,2017,8:00p,CHA,107,MIL,96,,"18,717",,2017,October,N,-1.5,1.5,O,195.5,Wed,MIL2017,18717,0,28
10/26/2016,10,26,2016,2017,7:30p,DET,91,TOR,109,,"19,800",,2017,October,Y,6.5,-6.5,O,196.5,Wed,TOR2017,19800,0,21
10/26/2016,10,26,2016,2017,7:00p,MIA,108,ORL,96,,"19,298",,2017,October,N,3,-3,O,199,Wed,ORL2017,18846,0,6
10/26/2016,10,26,2016,2017,7:00p,DAL,121,IND,130,OT,"17,923",,2017,October,Y,5.5,-5.5,O,205,Wed,IND2017,17923,0,17
10/26/2016,10,26,2016,2017,8:00p,OKC,103,PHI,97,,"20,487",,2017,October,Y,-9,9,U,209,Wed,PHI2017,20478,0,20
10/26/2016,10,26,2016,2017,7:30p,BKN,117,BOS,122,,"18,624",,2017,October,N,11.5,-11.5,O,212.5,Wed,BOS2017,18624,0,21
10/25/2016,10,25,2016,2017,10:00p,UTA,104,POR,113,,"19,446",,2017,October,Y,6,-6,O,192.5,Tue,POR2017,19393,0,21
10/25/2016,10,25,2016,2017,7:30p,NYK,88,CLE,117,,"20,562",,2017,October,Y,9.5,-9.5,U,206,Tue,CLE2017,19432,0,22
10/25/2016,10,25,2016,2017,10:30p,SAS,129,GSW,100,,"19,596",,2017,October,N,8.5,-8.5,O,211.5,Tue,GSW2017,19596,0,19
6/19/2016,6,19,2016,2016,8:00p,CLE,93,GSW,89,,"19,596",,2016,June,N,5,-5,U,205,Sun,GSW2016,19596,0,18
6/16/2016,6,16,2016,2016,9:00p,GSW,101,CLE,115,,"20,562",,2016,June,Y,2,-2,O,207.5,Thu,CLE2016,19432,0,21
6/13/2016,6,13,2016,2016,9:00p,CLE,112,GSW,97,,"19,596",,2016,June,N,5.5,-5.5,P,209,Mon,GSW2016,19596,0,18
6/10/2016,6,10,2016,2016,9:00p,GSW,108,CLE,97,,"20,562",,2016,June,N,2.5,-2.5,U,207.5,Fri,CLE2016,19432,0,21
6/8/2016,6,8,2016,2016,9:00p,GSW,90,CLE,120,,"20,562",,2016,June,Y,1.5,-1.5,O,206.5,Wed,CLE2016,19432,0,21
6/5/2016,6,5,2016,2016,8:00p,CLE,77,GSW,110,,"19,596",,2016,June,Y,6.5,-6.5,U,209,Sun,GSW2016,19596,0,18
6/2/2016,6,2,2016,2016,9:00p,CLE,89,GSW,104,,"19,596",,2016,June,Y,6,-6,U,211,Thu,GSW2016,19596,0,18
5/30/2016,5,30,2016,2016,9:00p,OKC,88,GSW,96,,"19,596",,2016,May,Y,7,-7,U,219.5,Mon,GSW2016,19596,0,18
5/28/2016,5,28,2016,2016,9:00p,GSW,108,OKC,101,,"18,203",,2016,May,N,3.5,-3.5,U,221.5,Sat,OKC2016,18203,0,7
5/27/2016,5,27,2016,2016,8:30p,CLE,113,TOR,87,,"20,605",,2016,May,N,-6.5,6.5,O,197.5,Fri,TOR2016,19800,0,20
5/26/2016,5,26,2016,2016,9:00p,OKC,111,GSW,120,,"19,596",,2016,May,Y,7,-7,O,219.5,Thu,GSW2016,19596,0,18
5/25/2016,5,25,2016,2016,8:30p,TOR,78,CLE,116,,"20,562",,2016,May,Y,11,-11,U,196.5,Wed,CLE2016,19432,0,21
5/24/2016,5,24,2016,2016,9:00p,GSW,94,OKC,118,,"18,203",,2016,May,Y,-1.5,1.5,U,222,Tue,OKC2016,18203,0,7
5/23/2016,5,23,2016,2016,8:30p,CLE,99,TOR,105,,"20,367",,2016,May,Y,-6,6,O,197,Mon,TOR2016,19800,0,20
5/22/2016,5,22,2016,2016,8:00p,GSW,105,OKC,133,,"18,203",,2016,May,Y,-2,2,O,219.5,Sun,OKC2016,18203,0,7
5/21/2016,5,21,2016,2016,8:30p,CLE,84,TOR,99,,"20,207",,2016,May,Y,-6,6,U,199.5,Sat,TOR2016,19800,0,20
5/19/2016,5,19,2016,2016,8:30p,TOR,89,CLE,108,,"20,562",,2016,May,Y,11.5,-11.5,U,197.5,Thu,CLE2016,19432,0,21
5/18/2016,5,18,2016,2016,9:00p,OKC,91,GSW,118,,"19,596",,2016,May,Y,9,-9,U,223,Wed,GSW2016,19596,0,18
5/17/2016,5,17,2016,2016,8:30p,TOR,84,CLE,115,,"20,562",,2016,May,Y,11,-11,O,198.5,Tue,CLE2016,19432,0,21
5/16/2016,5,16,2016,2016,9:00p,OKC,108,GSW,102,,"19,596",,2016,May,N,7.5,-7.5,U,225,Mon,GSW2016,19596,0,18
5/15/2016,5,15,2016,2016,3:30p,MIA,89,TOR,116,,"20,257",,2016,May,Y,4.5,-4.5,O,188.5,Sun,TOR2016,19800,0,20
5/13/2016,5,13,2016,2016,8:00p,TOR,91,MIA,103,,"19,757",,2016,May,Y,3.5,-3.5,O,188.5,Fri,MIA2016,19600,0,16
5/12/2016,5,12,2016,2016,8:30p,SAS,99,OKC,113,,"18,203",,2016,May,Y,1,-1,O,198,Thu,OKC2016,18203,0,7
5/11/2016,5,11,2016,2016,8:00p,MIA,91,TOR,99,,"20,155",,2016,May,Y,4.5,-4.5,O,189,Wed,TOR2016,19800,0,20
5/11/2016,5,11,2016,2016,10:30p,POR,121,GSW,125,,"19,596",,2016,May,N,13.5,-13.5,O,216.5,Wed,GSW2016,19596,0,18
5/9/2016,5,9,2016,2016,8:00p,TOR,87,MIA,94,OT,"19,600",,2016,May,Y,5,-5,U,193.5,Mon,MIA2016,19600,0,16
5/9/2016,5,9,2016,2016,10:30p,GSW,132,POR,125,OT,"19,583",,2016,May,N,-6,6,O,216,Mon,POR2016,19393,0,20
5/8/2016,5,8,2016,2016,8:00p,SAS,97,OKC,111,,"18,203",,2016,May,Y,2,-2,O,199,Sun,OKC2016,18203,0,7
5/8/2016,5,8,2016,2016,3:30p,CLE,100,ATL,99,,"19,031",,2016,May,Y,-5.5,5.5,U,202.5,Sun,ATL2016,18047,0,16
5/7/2016,5,7,2016,2016,5:00p,TOR,95,MIA,91,,"19,675",,2016,May,N,5.5,-5.5,U,187.5,Sat,MIA2016,19600,0,16
5/7/2016,5,7,2016,2016,8:30p,GSW,108,POR,120,,"19,673",,2016,May,Y,-2.5,2.5,O,212.5,Sat,POR2016,19393,0,20
5/6/2016,5,6,2016,2016,7:00p,CLE,121,ATL,108,,"19,089",,2016,May,N,-2.5,2.5,O,196,Fri,ATL2016,18047,0,16
5/6/2016,5,6,2016,2016,9:30p,SAS,100,OKC,96,,"18,203",,2016,May,N,-2.5,2.5,U,200,Fri,OKC2016,18203,0,7
5/5/2016,5,5,2016,2016,8:00p,MIA,92,TOR,96,OT,"20,906",,2016,May,N,5,-5,U,189,Thu,TOR2016,19800,0,20
5/4/2016,5,4,2016,2016,8:00p,ATL,98,CLE,123,,"20,562",,2016,May,Y,7,-7,O,196,Wed,CLE2016,19432,0,21
5/3/2016,5,3,2016,2016,8:00p,MIA,102,TOR,96,OT,"19,800",,2016,May,N,4,-4,O,192,Tue,TOR2016,19800,0,20
5/3/2016,5,3,2016,2016,10:30p,POR,99,GSW,110,,"19,596",,2016,May,Y,9,-9,U,212,Tue,GSW2016,19596,0,18
5/2/2016,5,2,2016,2016,7:00p,ATL,93,CLE,104,,"20,562",,2016,May,Y,7.5,-7.5,U,199.5,Mon,CLE2016,19432,0,21
5/1/2016,5,1,2016,2016,8:00p,IND,84,TOR,89,,"20,669",,2016,May,N,6,-6,U,190,Sun,TOR2016,19800,0,20
5/1/2016,5,1,2016,2016,1:00p,CHA,73,MIA,106,,"19,868",,2016,May,Y,6,-6,U,191.5,Sun,MIA2016,19600,0,16
5/1/2016,5,1,2016,2016,3:30p,POR,106,GSW,118,,"19,596",,2016,May,Y,9.5,-9.5,O,210,Sun,GSW2016,19596,0,18
4/29/2016,4,29,2016,2016,7:30p,TOR,83,IND,101,,"18,165",,2016,April,Y,1.5,-1.5,U,192.5,Fri,IND2016,18165,0,16
4/29/2016,4,29,2016,2016,10:30p,LAC,103,POR,106,,"19,768",,2016,April,N,9.5,-9.5,O,199,Fri,POR2016,19393,0,20
4/28/2016,4,28,2016,2016,8:00p,ATL,104,BOS,92,,"18,624",,2016,April,N,-3,3,U,198,Thu,BOS2016,18624,0,20
4/27/2016,4,27,2016,2016,10:00p,POR,108,LAC,98,,"19,060",,2016,April,N,-3,3,O,194.5,Wed,LAC2016,19060,0,16
4/27/2016,4,27,2016,2016,8:00p,CHA,90,MIA,88,,"19,685",,2016,April,N,6,-6,U,195.5,Wed,MIA2016,19600,0,16
4/27/2016,4,27,2016,2016,10:30p,HOU,81,GSW,114,,"19,596",,2016,April,Y,9,-9,U,212.5,Wed,GSW2016,19596,0,18
4/26/2016,4,26,2016,2016,6:00p,IND,99,TOR,102,,"19,800",,2016,April,N,7.5,-7.5,O,194.5,Tue,TOR2016,19800,0,20
4/26/2016,4,26,2016,2016,8:30p,BOS,83,ATL,110,,"18,987",,2016,April,Y,7.5,-7.5,U,198,Tue,ATL2016,18047,0,16
4/25/2016,4,25,2016,2016,10:30p,LAC,84,POR,98,,"19,607",,2016,April,Y,-4,4,U,203.5,Mon,POR2016,19393,0,20
4/25/2016,4,25,2016,2016,8:00p,DAL,104,OKC,118,,"18,203",,2016,April,N,14.5,-14.5,O,204.5,Mon,OKC2016,18203,0,7
4/24/2016,4,24,2016,2016,8:30p,CLE,100,DET,98,,"21,584",,2016,April,Y,-6.5,6.5,O,197.5,Sun,DET2016,22076,0,27
4/24/2016,4,24,2016,2016,6:00p,ATL,95,BOS,104,OT,"18,624",,2016,April,Y,-1,1,U,203,Sun,BOS2016,18624,0,20
4/23/2016,4,23,2016,2016,3:00p,TOR,83,IND,100,,"18,165",,2016,April,Y,-1,1,U,193,Sat,IND2016,18165,0,16
4/23/2016,4,23,2016,2016,10:30p,LAC,88,POR,96,,"19,761",,2016,April,Y,-1.5,1.5,U,208.5,Sat,POR2016,19393,0,20
4/22/2016,4,22,2016,2016,7:00p,CLE,101,DET,91,,"21,584",,2016,April,N,-5,5,U,200.5,Fri,DET2016,22076,0,27
4/22/2016,4,22,2016,2016,8:00p,ATL,103,BOS,111,,"18,624",,2016,April,Y,3,-3,O,203.5,Fri,BOS2016,18624,0,20
4/21/2016,4,21,2016,2016,7:30p,TOR,101,IND,85,,"18,165",,2016,April,N,1,-1,U,194.5,Thu,IND2016,18165,0,16
4/20/2016,4,20,2016,2016,7:00p,CHA,103,MIA,115,,"19,650",,2016,April,Y,5,-5,O,198,Wed,MIA2016,19600,0,16
4/20/2016,4,20,2016,2016,8:00p,DET,90,CLE,107,,"20,562",,2016,April,Y,10.5,-10.5,U,202,Wed,CLE2016,19432,0,21
4/20/2016,4,20,2016,2016,10:30p,POR,81,LAC,102,,"19,127",,2016,April,Y,8.5,-8.5,U,210,Wed,LAC2016,19060,0,16
4/19/2016,4,19,2016,2016,7:00p,BOS,72,ATL,89,,"18,972",,2016,April,Y,6.5,-6.5,U,205.5,Tue,ATL2016,18047,0,16
4/18/2016,4,18,2016,2016,7:00p,IND,87,TOR,98,,"19,800",,2016,April,Y,8,-8,U,195,Mon,TOR2016,19800,0,20
4/18/2016,4,18,2016,2016,8:00p,DAL,85,OKC,84,,"18,203",,2016,April,N,14,-14,U,203,Mon,OKC2016,18203,0,7
4/18/2016,4,18,2016,2016,10:30p,HOU,106,GSW,115,,"19,596",,2016,April,Y,8.5,-8.5,O,211.5,Mon,GSW2016,19596,0,18
4/17/2016,4,17,2016,2016,5:30p,CHA,91,MIA,123,,"19,600",,2016,April,Y,4.5,-4.5,O,199,Sun,MIA2016,19600,0,16
4/17/2016,4,17,2016,2016,3:00p,DET,101,CLE,106,,"20,562",,2016,April,N,11,-11,O,200,Sun,CLE2016,19432,0,21
4/17/2016,4,17,2016,2016,10:30p,POR,95,LAC,115,,"19,122",,2016,April,Y,8.5,-8.5,U,210.5,Sun,LAC2016,19060,0,16
4/16/2016,4,16,2016,2016,12:30p,IND,100,TOR,90,,"19,800",,2016,April,N,7,-7,U,195,Sat,TOR2016,19800,0,20
4/16/2016,4,16,2016,2016,9:30p,DAL,70,OKC,108,,"18,203",,2016,April,Y,12,-12,U,206,Sat,OKC2016,18203,0,7
4/16/2016,4,16,2016,2016,7:00p,BOS,101,ATL,102,,"18,980",,2016,April,N,5.5,-5.5,U,206,Sat,ATL2016,18047,0,16
4/16/2016,4,16,2016,2016,3:30p,HOU,78,GSW,104,,"19,596",,2016,April,Y,13,-13,U,224.5,Sat,GSW2016,19596,0,18
4/13/2016,4,13,2016,2016,8:00p,DET,112,CLE,110,OT,"20,562",,2016,April,N,4,-4,O,193.5,Wed,CLE2016,19432,0,21
4/13/2016,4,13,2016,2016,8:00p,IND,97,MIL,92,,"16,569",,2016,April,N,4.5,-4.5,U,201.5,Wed,MIL2016,18717,0,27
4/13/2016,4,13,2016,2016,8:00p,MIA,88,BOS,98,,"18,624",,2016,April,Y,4.5,-4.5,U,206,Wed,BOS2016,18624,0,20
4/13/2016,4,13,2016,2016,8:00p,TOR,103,BKN,96,,"16,517",,2016,April,N,-5.5,5.5,U,207,Wed,BKN2016,17732,0,3
4/13/2016,4,13,2016,2016,8:00p,PHI,105,CHI,115,,"21,777",,2016,April,Y,9.5,-9.5,O,210,Wed,CHI2016,20917,0,21
4/13/2016,4,13,2016,2016,8:00p,ORL,103,CHA,117,,"17,372",,2016,April,Y,7.5,-7.5,O,210,Wed,CHA2016,19077,0,10
4/13/2016,4,13,2016,2016,8:00p,ATL,98,WAS,109,,"17,399",,2016,April,Y,-9,9,U,210,Wed,WAS2016,20356,0,18
4/13/2016,4,13,2016,2016,10:30p,MEM,104,GSW,125,,"19,596",,2016,April,Y,17.5,-17.5,O,212.5,Wed,GSW2016,19596,0,18
4/13/2016,4,13,2016,2016,10:30p,DEN,99,POR,107,,"19,571",,2016,April,N,10,-10,U,217,Wed,POR2016,19393,0,20
4/12/2016,4,12,2016,2016,7:00p,NYK,90,IND,102,,"17,906",,2016,April,Y,11,-11,U,197.5,Tue,IND2016,18165,0,16
4/12/2016,4,12,2016,2016,10:30p,MEM,84,LAC,110,,"19,147",,2016,April,Y,9,-9,U,199,Tue,LAC2016,19060,0,16
4/12/2016,4,12,2016,2016,7:30p,MIA,99,DET,93,,"18,575",,2016,April,N,-2,2,U,199.5,Tue,DET2016,22076,0,27
4/12/2016,4,12,2016,2016,7:30p,PHI,98,TOR,122,,"19,800",,2016,April,Y,12,-12,O,204,Tue,TOR2016,19800,0,20
4/11/2016,4,11,2016,2016,7:00p,ATL,94,CLE,109,,"20,562",,2016,April,Y,6.5,-6.5,U,204.5,Mon,CLE2016,19432,0,21
4/11/2016,4,11,2016,2016,7:00p,MIL,98,ORL,107,,"18,374",,2016,April,Y,2.5,-2.5,U,209.5,Mon,ORL2016,18846,0,5
4/11/2016,4,11,2016,2016,7:30p,CHA,114,BOS,100,,"18,624",,2016,April,N,6.5,-6.5,O,210,Mon,BOS2016,18624,0,20
4/11/2016,4,11,2016,2016,7:30p,WAS,120,BKN,111,,"14,653",,2016,April,N,-6.5,6.5,O,213.5,Mon,BKN2016,17732,0,3
4/11/2016,4,11,2016,2016,8:00p,LAL,79,OKC,112,,"18,203",,2016,April,Y,16,-16,U,216,Mon,OKC2016,18203,0,7
4/10/2016,4,10,2016,2016,3:30p,DAL,91,LAC,98,,"19,170",,2016,April,Y,6.5,-6.5,U,194.5,Sun,LAC2016,19060,0,16
4/10/2016,4,10,2016,2016,7:30p,TOR,93,NYK,89,,"19,812",,2016,April,Y,-6.5,6.5,U,195,Sun,NYK2016,19812,0,47
4/10/2016,4,10,2016,2016,6:00p,BKN,105,IND,129,,"18,165",,2016,April,Y,13.5,-13.5,O,204,Sun,IND2016,18165,0,16
4/10/2016,4,10,2016,2016,12:00p,CHA,98,WAS,113,,"19,187",,2016,April,Y,-5.5,5.5,O,205,Sun,WAS2016,20356,0,18
4/10/2016,4,10,2016,2016,5:00p,MIL,109,PHI,108,OT,"16,267",,2016,April,Y,-4.5,4.5,O,205.5,Sun,PHI2016,20478,0,19
4/10/2016,4,10,2016,2016,6:00p,ORL,96,MIA,118,,"19,913",,2016,April,Y,9.5,-9.5,O,212,Sun,MIA2016,19600,0,16
4/9/2016,4,9,2016,2016,8:30p,CLE,102,CHI,105,,"22,186",,2016,April,Y,-7,7,O,204.5,Sat,CHI2016,20917,0,21
4/9/2016,4,9,2016,2016,7:30p,BOS,107,ATL,118,,"19,257",,2016,April,Y,5.5,-5.5,O,207.5,Sat,ATL2016,18047,0,16
4/9/2016,4,9,2016,2016,10:30p,MIN,106,POR,105,,"19,733",,2016,April,N,8.5,-8.5,U,216,Sat,POR2016,19393,0,20
4/8/2016,4,8,2016,2016,7:30p,IND,98,TOR,111,,"19,800",,2016,April,Y,-5.5,5.5,O,195,Fri,TOR2016,19800,0,20
4/8/2016,4,8,2016,2016,7:00p,NYK,109,PHI,102,,"16,076",,2016,April,N,-2.5,2.5,O,203,Fri,PHI2016,20478,0,19
4/8/2016,4,8,2016,2016,7:30p,MIL,109,BOS,124,,"18,624",,2016,April,Y,11,-11,O,204,Fri,BOS2016,18624,0,20
4/8/2016,4,8,2016,2016,7:30p,WAS,99,DET,112,,"18,207",,2016,April,Y,6,-6,O,204.5,Fri,DET2016,22076,0,27
4/8/2016,4,8,2016,2016,7:00p,MIA,109,ORL,112,,"18,152",,2016,April,Y,-1,1,O,208,Fri,ORL2016,18846,0,5
4/8/2016,4,8,2016,2016,7:00p,BKN,99,CHA,113,,"18,337",,2016,April,N,14.5,-14.5,O,208.5,Fri,CHA2016,19077,0,10
4/7/2016,4,7,2016,2016,8:00p,TOR,87,ATL,95,,"17,864",,2016,April,Y,6.5,-6.5,U,200,Thu,ATL2016,18047,0,16
4/7/2016,4,7,2016,2016,8:00p,CHI,98,MIA,106,,"19,771",,2016,April,Y,6,-6,U,205,Thu,MIA2016,19600,0,16
4/7/2016,4,7,2016,2016,10:30p,SAS,101,GSW,112,,"19,596",,2016,April,Y,6,-6,O,208,Thu,GSW2016,19596,0,18
4/6/2016,4,6,2016,2016,7:00p,CLE,109,IND,123,,"18,165",,2016,April,Y,3.5,-3.5,O,195.5,Wed,IND2016,18165,0,16
4/6/2016,4,6,2016,2016,7:30p,CHA,111,NYK,97,,"19,812",,2016,April,N,-4.5,4.5,O,196,Wed,NYK2016,19812,0,47
4/6/2016,4,6,2016,2016,7:30p,NOP,97,BOS,104,,"18,624",,2016,April,N,14.5,-14.5,U,207.5,Wed,BOS2016,18624,0,20
4/6/2016,4,6,2016,2016,7:00p,DET,108,ORL,104,,"16,553",,2016,April,N,3,-3,O,208.5,Wed,ORL2016,18846,0,5
4/6/2016,4,6,2016,2016,7:00p,BKN,103,WAS,121,,"16,846",,2016,April,Y,12,-12,O,209,Wed,WAS2016,20356,0,18
4/6/2016,4,6,2016,2016,10:00p,OKC,115,POR,120,,"19,393",,2016,April,N,7.5,-7.5,O,214.5,Wed,POR2016,19393,0,20
4/5/2016,4,5,2016,2016,7:30p,CHA,90,TOR,96,,"19,800",,2016,April,Y,5,-5,U,200.5,Tue,TOR2016,19800,0,20
4/5/2016,4,5,2016,2016,8:00p,DET,89,MIA,107,,"19,621",,2016,April,Y,4.5,-4.5,U,202,Tue,MIA2016,19600,0,16
4/5/2016,4,5,2016,2016,8:00p,CLE,109,MIL,80,,"15,061",,2016,April,N,-9.5,9.5,U,203,Tue,MIL2016,18717,0,27
4/5/2016,4,5,2016,2016,8:00p,PHX,90,ATL,103,,"15,176",,2016,April,N,15,-15,U,206,Tue,ATL2016,18047,0,16
4/5/2016,4,5,2016,2016,7:00p,NOP,93,PHI,107,,"10,978",,2016,April,Y,2.5,-2.5,U,207.5,Tue,PHI2016,20478,0,19
4/5/2016,4,5,2016,2016,10:30p,LAL,81,LAC,103,,"19,537",,2016,April,Y,15,-15,U,208,Tue,LAC2016,19060,0,16
4/5/2016,4,5,2016,2016,10:30p,MIN,124,GSW,117,OT,"19,596",,2016,April,N,14,-14,O,226,Tue,GSW2016,19596,0,18
4/3/2016,4,3,2016,2016,7:30p,IND,92,NYK,87,,"19,812",,2016,April,Y,-7,7,U,195.5,Sun,NYK2016,19812,0,47
4/3/2016,4,3,2016,2016,1:00p,NOP,106,BKN,87,,"16,329",,2016,April,N,2.5,-2.5,U,201,Sun,BKN2016,17732,0,3
4/3/2016,4,3,2016,2016,7:00p,CHI,102,MIL,98,,"15,768",,2016,April,N,1.5,-1.5,U,202.5,Sun,MIL2016,18717,0,27
4/3/2016,4,3,2016,2016,3:30p,CHA,103,CLE,112,,"20,562",,2016,April,Y,7,-7,O,203.5,Sun,CLE2016,19432,0,21
4/3/2016,4,3,2016,2016,3:30p,WAS,109,LAC,114,,"19,060",,2016,April,N,6.5,-6.5,O,206.5,Sun,LAC2016,19060,0,16
4/3/2016,4,3,2016,2016,6:00p,MEM,107,ORL,119,,"17,741",,2016,April,Y,4.5,-4.5,O,206.5,Sun,ORL2016,18846,0,5
4/3/2016,4,3,2016,2016,8:00p,POR,111,GSW,136,,"19,596",,2016,April,Y,11.5,-11.5,O,227,Sun,GSW2016,19596,0,18
4/2/2016,4,2,2016,2016,7:30p,IND,115,PHI,102,,"19,213",,2016,April,N,-11,11,O,202,Sat,PHI2016,20478,0,19
4/2/2016,4,2,2016,2016,8:00p,DET,94,CHI,90,,"22,197",,2016,April,N,3,-3,U,206,Sat,CHI2016,20917,0,21
